number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 02:04:03.900389	2020-01-09 04:22:29.317508	250.0	71.0	0.006696318330541873	0.05214272901855021	800.0	1.0005718358360915	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20285.023481763455	0.0003624840618441709	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20285.02310552408	0.0003624840637298997	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20285.023858002834	0.0003624840599586311	0	0.00017705382436260624	0.00017705382436260624
1	TrialState.COMPLETE	0.0	2020-01-09 04:22:29.318851	2020-01-09 04:50:21.602057	150.0	31.0	0.0010521999696131343	0.00047473190536759615	600.0	0.9940032669694671	0.0	0.0	0.0	0.0	20151.97519033286	0.0001632157196487181	0.0	0.0	0.0	0.0	20151.974814093486	0.00016321573154820857	0.0	0.0	0.0	0.0	20151.975566572237	0.00016321570775447146	1	0.0	0.0
2	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 04:50:21.603270	2020-01-09 05:19:55.530720	250.0	11.0	0.001012796059527143	0.00247104387217523	1000.0	1.0009488070568566	0.0	0.00017705382436260624	0.0	0.0	20292.402487606232	0.00020914930092408578	0.0	0.00017705382436260624	0.0	0.0	20292.40217776204	0.0002091493033499138	0.0	0.00017705382436260624	0.0	0.0	20292.402797450424	0.00020914929849858625	2	0.00017705382436260624	0.00017705382436260624
3	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 05:19:55.531999	2020-01-09 06:06:01.900624	150.0	61.0	0.002265888961625842	0.0077741640716961265	1400.0	0.9927901757586493	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20127.17233976629	0.0002899546213277098	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20127.172184844192	0.00028995462374672905	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20127.172494688384	0.0002899546189090869	3	0.0003541076487252125	0.0003541076487252125
4	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 06:06:01.902013	2020-01-09 06:18:17.526006	50.0	51.0	0.003289988230363792	0.00040298963852755204	1900.0	0.9975435481029713	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20223.78034259915	0.00028390540173993715	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20223.780010623228	0.0002839054307261674	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20223.78067457507	0.00028390537277176554	4	0.0003541076487252125	0.0003541076487252125
5	TrialState.COMPLETE	0.0005311614730878187	2020-01-09 06:18:17.527191	2020-01-09 06:46:07.289754	150.0	31.0	0.01455293047905889	0.0011892857950616003	800.0	1.0084713086022514	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20445.04371016289	0.00031996574273507035	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20445.04346671388	0.00031996574444904453	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20445.043953611897	0.00031996574102132825	5	0.0005311614730878187	0.0005311614730878187
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 06:46:07.291169	2020-01-09 07:35:27.021650	350.0	11.0	0.013856527949271438	0.005032362537467976	1700.0	0.9972095373758434	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20216.772928470255	0.0002929068082456051	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20216.772795679888	0.0002929068106097647	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20216.773061260625	0.0002929068058820549	6	0.00017705382436260624	0.00017705382436260624
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 07:35:27.022922	2020-01-09 07:49:23.775230	50.0	71.0	0.006230167882680247	0.0008209352780910366	1000.0	1.0008411757756583	0.0	0.00017705382436260624	0.0	0.0	20290.22417227337	0.0002038042761843079	0.0	0.00017705382436260624	0.0	0.0	20290.22392882436	0.00020380428314998778	0.0	0.00017705382436260624	0.0	0.0	20290.22441572238	0.0002038042692212656	7	0.00017705382436260624	0.00017705382436260624
8	TrialState.COMPLETE	0.0005311614730878187	2020-01-09 07:49:23.776627	2020-01-09 08:04:55.012057	50.0	91.0	0.012325260167033614	0.01736555502243207	1600.0	0.9907656477597272	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20085.803116147308	0.00042689969084188127	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20085.802806303116	0.00042689970150440205	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20085.8034259915	0.00042689968018319645	8	0.0005311614730878187	0.0005311614730878187
