number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9447565543071161	2020-04-14 18:46:16.732972	2020-04-14 18:47:35.583304	128	128	0.3826393367041942	0.07979285707069414	0.43164794007490637	0.9447565543071161	0.7485955056179775	0.8609550561797753	3.845505617977528	0.6138573048721874	0.43164794007490637	0.9447565543071161	0.7485955056179775	0.8609550561797753	3.845505617977528	0.6138573048721874	2701821321	750.0	0.43164794007490637	0.9447565543071161	0.7485955056179775	0.8609550561797753	3.845505617977528	0.6138573048721874	0	COMPLETE
1	0.0945692883895131	2020-04-14 18:47:35.638953	2020-04-14 18:47:47.389752	256	512	0.6648141187910906	1.023443427815866	0.009831460674157303	0.0945692883895131	0.026685393258426966	0.04400749063670412	49.073970037453186	0.05048919228672319	0.009831460674157303	0.0945692883895131	0.026685393258426966	0.04400749063670412	49.073970037453186	0.05048919228672319	549919683	200.0	0.009831460674157303	0.0945692883895131	0.026685393258426966	0.04400749063670412	49.073970037453186	0.05048919228672319	1	COMPLETE
2	0.9386704119850188	2020-04-14 18:47:47.411939	2020-04-14 18:49:10.295153	256	256	0.20528799206744802	0.08424506589076185	0.4049625468164794	0.9386704119850188	0.7317415730337079	0.8408239700374532	4.0472846441947565	0.5907925379303552	0.4049625468164794	0.9386704119850188	0.7317415730337079	0.8408239700374532	4.0472846441947565	0.5907925379303552	1329659248		0.4049625468164794	0.9386704119850188	0.7317415730337079	0.8408239700374532	4.0472846441947565	0.5907925379303552	2	COMPLETE
3	0.9466292134831461	2020-04-14 18:49:10.336920	2020-04-14 18:50:54.001525	128	128	0.013528578151182536	0.07931253698668425	0.4302434456928839	0.9466292134831461	0.7537453183520599	0.8548689138576779	3.821629213483146	0.6132764628710086	0.4302434456928839	0.9466292134831461	0.7537453183520599	0.8548689138576779	3.821629213483146	0.6132764628710086	4267145418	1000.0	0.4302434456928839	0.9466292134831461	0.7537453183520599	0.8548689138576779	3.821629213483146	0.6132764628710086	3	COMPLETE
4	0.09550561797752809	2020-04-14 18:50:54.042454	2020-04-14 18:51:12.039502	256	256	0.8112223124559768	0.9681623740085097	0.012640449438202247	0.09550561797752809	0.02902621722846442	0.050093632958801496	46.48946629213483	0.05423650699184015	0.012640449438202247	0.09550561797752809	0.02902621722846442	0.050093632958801496	46.48923220973783	0.05423654426313973	3056726194	250.0	0.012640449438202247	0.09550561797752809	0.02902621722846442	0.050093632958801496	46.489700374531836	0.05423647018643181	4	COMPLETE
5	0.899812734082397	2020-04-14 18:51:12.065906	2020-04-14 18:52:24.079635	64	512	0.04796638696504403	0.10650990756179733	0.2883895131086142	0.899812734082397	0.5894194756554307	0.7326779026217228	5.14185393258427	0.4797676184379985	0.2883895131086142	0.899812734082397	0.5894194756554307	0.7326779026217228	5.14185393258427	0.4797676184379985	3087887301		0.2883895131086142	0.899812734082397	0.5894194756554307	0.7326779026217228	5.14185393258427	0.4797676184379985	5	COMPLETE
6	0.9176029962546817	2020-04-14 18:52:24.122055	2020-04-14 18:53:52.261056	256	256	0.009147116533979377	0.08847436025975906	0.3698501872659176	0.9176029962546817	0.6928838951310862	0.8202247191011236	4.271067415730337	0.5591025842646186	0.3698501872659176	0.9176029962546817	0.6928838951310862	0.8202247191011236	4.271067415730337	0.5591025842646186	451880904		0.3698501872659176	0.9176029962546817	0.6928838951310862	0.8202247191011236	4.271067415730337	0.5591025842646186	6	COMPLETE
7	0.09035580524344569	2020-04-14 18:53:52.287211	2020-04-14 18:54:00.871949	256	512	0.05059094984612097	1.0058098117618608	0.012172284644194757	0.09035580524344569	0.02902621722846442	0.04728464419475655	48.16011235955056	0.05291982228374297	0.012172284644194757	0.09035580524344569	0.02902621722846442	0.04728464419475655	48.16011235955056	0.05291982228374297	2248304382	150.0	0.012172284644194757	0.09035580524344569	0.02902621722846442	0.04728464419475655	48.16011235955056	0.05291982228374297	7	COMPLETE
8	0.9026217228464419	2020-04-14 18:54:00.898893	2020-04-14 18:55:12.573276	64	512	0.14902452181203235	0.1015244925312684	0.30196629213483145	0.9026217228464419	0.6044007490636704	0.7546816479400749	4.909176029962547	0.4932360644597743	0.30196629213483145	0.9026217228464419	0.6044007490636704	0.7546816479400749	4.909176029962547	0.4932360644597743	470128826		0.30196629213483145	0.9026217228464419	0.6044007490636704	0.7546816479400749	4.909176029962547	0.4932360644597743	8	COMPLETE
9	0.9419475655430711	2020-04-14 18:55:12.634191	2020-04-14 18:56:56.672553	128	128	0.018194742869983797	0.08091777708723248	0.4101123595505618	0.9419475655430711	0.7340823970037453	0.8497191011235955	3.903558052434457	0.5978498555586361	0.4101123595505618	0.9419475655430711	0.7340823970037453	0.8497191011235955	3.903558052434457	0.5978498555586361	11114058	900.0	0.4101123595505618	0.9419475655430711	0.7340823970037453	0.8497191011235955	3.903558052434457	0.5978498555586361	9	COMPLETE
