number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0005135227661759672	2020-01-21 23:54:55.396603	2020-01-22 00:08:37.106361	250.0	41.0	0.007424033481599719	900.0	0.9994359179486346	5.705808513066301e-05	0.0005135227661759672	0.0002567613830879836	0.0003708775533493096	7140.334160675568	0.0006562162340734631	5.705808513066301e-05	0.0005135227661759672	0.0002567613830879836	0.0003708775533493096	7140.33407508844	0.0006562162667469823	5.705808513066301e-05	0.0005135227661759672	0.0002567613830879836	0.0003708775533493096	7140.334246262695	0.0006562162014402895	0	0.0005135227661759672	0.0005135227661759672
1	TrialState.COMPLETE	0.0007702841492639507	2020-01-22 00:08:37.107171	2020-01-22 00:20:08.715245	50.0	31.0	0.004843588849139421	500.0	0.9977218067879101	0.00022823234052265205	0.0007702841492639507	0.00022823234052265205	0.0003708775533493096	7128.023500798813	0.0008477287948940587	0.00022823234052265205	0.0007702841492639507	0.00022823234052265205	0.0003708775533493096	7128.023329624558	0.0008477288906196391	0.00022823234052265205	0.0007702841492639507	0.00022823234052265205	0.0003708775533493096	7128.023671973068	0.0008477286993374795	1	0.0007702841492639507	0.0007702841492639507
2	TrialState.COMPLETE	0.0010555745749172658	2020-01-22 00:20:08.716042	2020-01-22 00:31:35.945415	50.0	11.0	0.001485542064112143	1000.0	0.99697919221434	0.00014264521282665753	0.0010555745749172658	0.0003994065959146411	0.0007417551066986192	7125.157936779642	0.0008785862782270667	0.00014264521282665753	0.0010555745749172658	0.0003994065959146411	0.0007417551066986192	7125.157844060253	0.0008785862844100687	0.00014264521282665753	0.0010555745749172658	0.0003994065959146411	0.0007417551066986192	7125.15802949903	0.0008785862720468175	2	0.0010555745749172658	0.0010555745749172658
3	TrialState.COMPLETE	0.0008844003195252767	2020-01-22 00:31:35.946277	2020-01-22 00:52:21.000794	450.0	81.0	0.0013202304791106042	700.0	0.9956547461583071	2.8529042565331506e-05	0.0008844003195252767	0.00019970329795732054	0.0004564646810453041	7115.620010983682	0.0007396052775021692	2.8529042565331506e-05	0.0008844003195252767	0.00019970329795732054	0.0004564646810453041	7115.619907565902	0.0007396052849786689	2.8529042565331506e-05	0.0008844003195252767	0.00019970329795732054	0.0004564646810453041	7115.62011440146	0.0007396052700293322	3	0.0008844003195252767	0.0008844003195252767
4	TrialState.COMPLETE	0.0009485906652972726	2020-01-22 00:52:21.001595	2020-01-22 01:05:37.619386	250.0	31.0	0.0618239828588727	600.0	1.0001193609968095	0.0	0.0009485906652972726	0.00022110007988131918	0.0005705808513066301	7146.396111491498	0.0007325127861742423	0.0	0.0009485906652972726	0.00022110007988131918	0.0005705808513066301	7146.395933184982	0.0007325128364840403	0.0	0.0009485906652972726	0.00022110007988131918	0.0005705808513066301	7146.396289798015	0.0007325127359294166	4	0.0009557229259386055	0.0009509680855110502
5	TrialState.COMPLETE	0.0003708775533493096	2020-01-22 01:05:37.620207	2020-01-22 01:18:17.135775	150.0	61.0	0.004957687929363518	500.0	0.9963307738401005	0.0	0.0003708775533493096	5.705808513066301e-05	0.00011411617026132602	7117.992068926167	0.0005793956086940484	0.0	0.0003708775533493096	5.705808513066301e-05	0.00011411617026132602	7117.991912016433	0.0005793956643039878	0.0	0.0003708775533493096	5.705808513066301e-05	0.00011411617026132602	7117.992225835901	0.00057939555319472	5	0.0003708775533493096	0.0003708775533493096
6	TrialState.COMPLETE	0.0010841036174825973	2020-01-22 01:18:17.136645	2020-01-22 01:34:34.187855	450.0	31.0	0.005659205084810755	500.0	0.9888546227712972	0.00011411617026132602	0.0010841036174825973	0.00048499372361063563	0.0006846970215679561	7066.455747888851	0.0008936905161282387	0.00011411617026132602	0.0010841036174825973	0.00048499372361063563	0.0006846970215679561	7066.455601677508	0.0008936905457567994	0.00011411617026132602	0.0010841036174825973	0.00048499372361063563	0.0006846970215679561	7066.455894100194	0.0008936904865546939	6	0.0010841036174825973	0.0010841036174825973
7	TrialState.COMPLETE	0.0009699874472212713	2020-01-22 01:34:34.188687	2020-01-22 01:54:21.048699	450.0	71.0	0.0011775773721542577	1000.0	0.9971177345151437	5.705808513066301e-05	0.0009699874472212713	0.00019970329795732054	0.0004279356384799726	7124.1853139621135	0.0007606200356819939	5.705808513066301e-05	0.0009699874472212713	0.00019970329795732054	0.0004279356384799726	7124.185139221728	0.0007606200429112353	5.705808513066301e-05	0.0009699874472212713	0.00019970329795732054	0.0004279356384799726	7124.185488702499	0.0007606200284557555	7	0.0009699874472212713	0.0009699874472212713
8	TrialState.COMPLETE	0.0007702841492639507	2020-01-22 01:54:21.049505	2020-01-22 02:07:04.519629	150.0	61.0	0.0013048864636535512	1000.0	0.9926079649398868	0.00011411617026132602	0.0007702841492639507	0.00017117425539198904	0.00022823234052265205	7092.746861805318	0.0007191841317956876	0.00011411617026132602	0.0007702841492639507	0.00017117425539198904	0.00022823234052265205	7092.7467762181905	0.000719184155865367	0.00011411617026132602	0.0007702841492639507	0.00017117425539198904	0.00022823234052265205	7092.746947392446	0.0007191841077722563	8	0.0007702841492639507	0.0007702841492639507
