number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
26	0.7677902621722846	2020-05-18 02:03:02.516567	2020-05-18 02:16:48.093571	64	0.16265715617236348	0.26585828720640703	38	0.31531125327232146	32	128	0.15655844691662948	0.1797752808988764	0.7677902621722846	0.4110486891385768	0.5407303370786517	7.584737827715355	0.35432236522091376	0.1797752808988764	0.7677902621722846	0.4110486891385768	0.5407303370786517	7.584737827715355	0.35432236522091376		27433538.0	400.0	0.1797752808988764	0.7677902621722846	0.4110486891385768	0.5407303370786517	7.584737827715355	0.35432236522091376	26		COMPLETE
27	0.951310861423221	2020-05-18 02:16:48.120549	2020-05-18 03:12:26.431000	256	0.3363317465456893	0.3792386699985528	33	0.4739294581552849	51	256	0.07239329653935095	0.42368913857677903	0.951310861423221	0.75187265917603	0.8623595505617978	3.488295880149813	0.6092253715274886	0.42368913857677903	0.951310861423221	0.75187265917603	0.8623595505617978	3.488295880149813	0.6092253715274886		2383099163.0	550.0	0.42368913857677903	0.951310861423221	0.75187265917603	0.8623595505617978	3.488295880149813	0.6092253715274886	27		COMPLETE
28	0.8974719101123596	2020-05-18 03:12:26.465422	2020-05-18 03:26:39.777115	64	0.21772545926216014	0.15064623264061128	42	0.4287490330647968	36	512	0.10134615606021428	0.28370786516853935	0.8974719101123596	0.5880149812734082	0.7345505617977528	4.9040262172284645	0.478754746468509	0.28370786516853935	0.8974719101123596	0.5880149812734082	0.7345505617977528	4.9040262172284645	0.478754746468509		530169238.0	600.0	0.28370786516853935	0.8974719101123596	0.5880149812734082	0.7345505617977528	4.9040262172284645	0.478754746468509	28		COMPLETE
29	0.9419475655430711	2020-05-18 03:26:39.806069	2020-05-18 03:51:09.163247	128	0.1018684435297858	0.3451058692858358	49	0.026925413826392408	60	128	0.08142504854518431	0.36657303370786515	0.9419475655430711	0.6910112359550562	0.8300561797752809	3.9241573033707864	0.5585060055836816	0.36657303370786515	0.9419475655430711	0.6910112359550562	0.8300561797752809	3.9241573033707864	0.5585060055836816		3862256764.0	350.0	0.36657303370786515	0.9419475655430711	0.6910112359550562	0.8300561797752809	3.9241573033707864	0.5585060055836816	29		COMPLETE
30	0.9096441947565543	2020-05-18 03:51:09.197552	2020-05-18 04:11:21.253130	64	0.0862575650253824	0.4513446718405021	29	0.40254697549662144	33	512	0.0928113710436942	0.33614232209737827	0.9096441947565543	0.6540262172284644	0.7832397003745318	4.49063670411985	0.5272513535485508	0.33614232209737827	0.9096441947565543	0.6540262172284644	0.7832397003745318	4.49063670411985	0.5272513535485508		4153279562.0		0.33614232209737827	0.9096441947565543	0.6540262172284644	0.7832397003745318	4.49063670411985	0.5272513535485508	30		COMPLETE
31	0.9400749063670412	2020-05-18 04:11:21.282098	2020-05-18 04:23:05.143823	256	0.13868133728926413	0.030869212654995926	62	0.033676992739467726	16	128	0.08487216195646213	0.33614232209737827	0.9400749063670412	0.6816479400749064	0.824438202247191	4.10065543071161	0.5391276750795821	0.33614232209737827	0.9400749063670412	0.6816479400749064	0.824438202247191	4.10065543071161	0.5391276750795821		3883042334.0	200.0	0.33614232209737827	0.9400749063670412	0.6816479400749064	0.824438202247191	4.10065543071161	0.5391276750795821	31		COMPLETE
32		2020-05-18 04:23:05.171633	2020-05-18 04:23:06.393876	256	0.2384344819782045	0.3307611409896378	45	0.1971615028278988	52	512														The current model can't be trained on this hardware with these parameters.									32	Setting status of trial#32 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
33	0.6657303370786517	2020-05-18 04:23:06.421645	2020-05-18 04:36:02.268086	256	0.0724011452674847	0.3149126627762699	33	0.4654130780656955	20	128	0.2141980063536445	0.12265917602996254	0.6657303370786517	0.3249063670411985	0.44803370786516855	10.325374531835205	0.2821818270259471	0.12265917602996254	0.6657303370786517	0.3249063670411985	0.44803370786516855	10.325374531835205	0.2821818270259471		1521227910.0	250.0	0.12265917602996254	0.6657303370786517	0.3249063670411985	0.44803370786516855	10.325374531835205	0.2821818270259471	33		COMPLETE
34	0.9119850187265918	2020-05-18 04:36:02.290146	2020-05-18 04:41:30.336537	128	0.03737396501686624	0.32796312464789096	63	0.030130329213895468	8	512	0.09929759756658463	0.29213483146067415	0.9119850187265918	0.6053370786516854	0.7663857677902621	4.784644194756554	0.4887497849447487	0.29213483146067415	0.9119850187265918	0.6053370786516854	0.7663857677902621	4.784644194756554	0.4887497849447487		3408062011.0	350.0	0.29213483146067415	0.9119850187265918	0.6053370786516854	0.7663857677902621	4.784644194756554	0.4887497849447487	34		COMPLETE
35	0.9648876404494382	2020-05-18 04:41:30.363694	2020-05-18 04:50:37.360591	128	0.3847542545218979	0.46199752097362445	23	0.16360162865448785	12	512	0.06484507167213056	0.44569288389513106	0.9648876404494382	0.7869850187265918	0.8937265917602997	3.1226591760299627	0.6339715699907473	0.44569288389513106	0.9648876404494382	0.7869850187265918	0.8937265917602997	3.1226591760299627	0.6339715699907473		3183444716.0	650.0	0.44569288389513106	0.9648876404494382	0.7869850187265918	0.8937265917602997	3.1226591760299627	0.6339715699907473	35		COMPLETE
36	0.9447565543071161	2020-05-18 04:50:37.387446	2020-05-18 05:35:46.709633	128	0.46760107919281924	0.17681403599567647	48	0.34870907801542433	68	256	0.07749751351655143	0.4096441947565543	0.9447565543071161	0.7158239700374532	0.8300561797752809	3.7457865168539324	0.5922086183700588	0.4096441947565543	0.9447565543071161	0.7158239700374532	0.8300561797752809	3.7457865168539324	0.5922086183700588		3014721401.0	600.0	0.4096441947565543	0.9447565543071161	0.7158239700374532	0.8300561797752809	3.7457865168539324	0.5922086183700588	36		COMPLETE
37	0.9433520599250936	2020-05-18 05:35:46.777652	2020-05-18 06:41:53.090200	128	0.32180354325976057	0.30639157165129305	34	0.44538496184601967	68	512	0.08228462822264417	0.38717228464419473	0.9433520599250936	0.6914794007490637	0.8150749063670412	3.9648876404494384	0.5699650114987987	0.38717228464419473	0.9433520599250936	0.6914794007490637	0.8150749063670412	3.9648876404494384	0.5699650114987987		3566640475.0		0.38717228464419473	0.9433520599250936	0.6914794007490637	0.8150749063670412	3.9648876404494384	0.5699650114987987	37		COMPLETE
38	0.7991573033707865	2020-05-18 06:41:53.112082	2020-05-18 07:03:09.705975	64	0.4978969758044246	0.06388775032368466	21	0.14121630467775143	80	128	0.14529598714114073	0.1596441947565543	0.7991573033707865	0.4152621722846442	0.5688202247191011	7.006086142322097	0.3471738399071895	0.1596441947565543	0.7991573033707865	0.4152621722846442	0.5688202247191011	7.006086142322097	0.3471738399071895		3216401665.0	450.0	0.1596441947565543	0.7991573033707865	0.4152621722846442	0.5688202247191011	7.006086142322097	0.3471738399071895	38		COMPLETE
39	0.9030898876404494	2020-05-18 07:03:09.732856	2020-05-18 07:24:14.153343	256	0.28717920671475367	0.11423690326335673	20	0.3908145062712931	43	256	0.09953658334555084	0.28885767790262173	0.9030898876404494	0.5875468164794008	0.7537453183520599	4.8155430711610485	0.4825928069301359	0.28885767790262173	0.9030898876404494	0.5875468164794008	0.7537453183520599	4.8155430711610485	0.4825928069301359		4042973603.0	350.0	0.28885767790262173	0.9030898876404494	0.5875468164794008	0.7537453183520599	4.8155430711610485	0.4825928069301359	39		COMPLETE
40	0.9588014981273408	2020-05-18 07:24:14.181007	2020-05-18 07:32:40.170060	128	0.15837359639247767	0.4902657283103054	58	0.020171482995767986	11	512	0.07146302033616893	0.42368913857677903	0.9588014981273408	0.7640449438202247	0.8759363295880149	3.455056179775281	0.6144492052197655	0.42368913857677903	0.9588014981273408	0.7640449438202247	0.8759363295880149	3.455056179775281	0.6144492052197655		1762594993.0	450.0	0.42368913857677903	0.9588014981273408	0.7640449438202247	0.8759363295880149	3.455056179775281	0.6144492052197655	40		COMPLETE
41	0.9091760299625468	2020-05-18 07:32:40.198366	2020-05-18 08:00:43.328452	256	0.14884331875917023	0.08647363669809732	61	0.11661011315313463	36	128	0.09627487865008051	0.2893258426966292	0.9091760299625468	0.6161048689138576	0.7621722846441947	4.645131086142322	0.49081090727673826	0.2893258426966292	0.9091760299625468	0.6161048689138576	0.7621722846441947	4.645131086142322	0.49081090727673826		3687031470.0	250.0	0.2893258426966292	0.9091760299625468	0.6161048689138576	0.7621722846441947	4.645131086142322	0.49081090727673826	41		COMPLETE
42	0.798689138576779	2020-05-18 08:00:43.355420	2020-05-18 08:39:38.113943	64	0.315483495793823	0.34584688101599914	41	0.13509725693214253	86	128	0.1351760354011637	0.2303370786516854	0.798689138576779	0.4803370786516854	0.6207865168539326	6.5472846441947565	0.40704420108047024	0.2303370786516854	0.798689138576779	0.4803370786516854	0.6207865168539326	6.5472846441947565	0.40704420108047024		485520724.0	600.0	0.2303370786516854	0.798689138576779	0.4803370786516854	0.6207865168539326	6.5472846441947565	0.40704420108047024	42		COMPLETE
43	0.9573970037453183	2020-05-18 08:39:38.177908	2020-05-18 09:19:26.742927	128	0.37115542417296316	0.31077300088182613	34	0.22921451150615013	70	256	0.0710318309136349	0.4241573033707865	0.9573970037453183	0.7752808988764045	0.8782771535580525	3.4232209737827715	0.6162813263074796	0.4241573033707865	0.9573970037453183	0.7752808988764045	0.8782771535580525	3.4232209737827715	0.6162813263074796		671649045.0	650.0	0.4241573033707865	0.9573970037453183	0.7752808988764045	0.8782771535580525	3.4232209737827715	0.6162813263074796	43		COMPLETE
44	0.9124531835205992	2020-05-18 09:19:26.764452	2020-05-18 09:29:53.872541	256	0.0013071281670705703	0.33178387025807116	39	0.3285883884833523	14	256	0.0977306171819177	0.3642322097378277	0.9124531835205992	0.6722846441947565	0.7982209737827716	4.688202247191011	0.5479618694284308	0.3642322097378277	0.9124531835205992	0.6722846441947565	0.7982209737827716	4.688202247191011	0.5479618694284308		3419769794.0	300.0	0.3642322097378277	0.9124531835205992	0.6722846441947565	0.7982209737827716	4.688202247191011	0.5479618694284308	44		COMPLETE
45		2020-05-18 09:29:53.893608	2020-05-18 09:29:54.628210	256	0.46546076590807084	0.20103719500455058	47	0.43667087903925617	85	512														The current model can't be trained on this hardware with these parameters.									45	Setting status of trial#45 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
46	0.8286516853932584	2020-05-18 09:29:54.642809	2020-05-18 09:50:08.898553	64	0.1919410395504232	0.07413072089665174	38	0.41370004508820113	45	512	0.13089934178481527	0.19662921348314608	0.8286516853932584	0.4499063670411985	0.6062734082397003	6.319288389513108	0.3817669424197802	0.19662921348314608	0.8286516853932584	0.4499063670411985	0.6062734082397003	6.319288389513108	0.3817669424197802		841606226.0	750.0	0.19662921348314608	0.8286516853932584	0.4499063670411985	0.6062734082397003	6.319288389513108	0.3817669424197802	46		COMPLETE
47		2020-05-18 09:50:08.920526	2020-05-18 09:50:09.742734	128	0.36700068123132645	0.24956255453502119	61	0.001120882404359258	95	512														The current model can't be trained on this hardware with these parameters.									47	Setting status of trial#47 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
48	0.7780898876404494	2020-05-18 09:50:09.783608	2020-05-18 09:57:18.133359	64	0.18742840228738233	0.15496607040270094	44	0.18833824123762333	22	128	0.1494565418248208	0.14185393258426968	0.7780898876404494	0.37874531835205993	0.5421348314606742	7.205992509363296	0.3261571843485252	0.14185393258426968	0.7780898876404494	0.37874531835205993	0.5421348314606742	7.205992509363296	0.3261571843485252		708549523.0	250.0	0.14185393258426968	0.7780898876404494	0.37874531835205993	0.5421348314606742	7.205992509363296	0.3261571843485252	48		COMPLETE
49	0.9353932584269663	2020-05-18 09:57:18.202220	2020-05-18 10:14:55.946763	64	0.4176786308588411	0.3696337174130702	34	0.2561516192104748	24	256	0.07983623193542051	0.3881086142322097	0.9353932584269663	0.6961610486891385	0.8160112359550562	3.8515917602996255	0.5719628570837272	0.3881086142322097	0.9353932584269663	0.6961610486891385	0.8160112359550562	3.8515917602996255	0.5719628570837272		1484094897.0	800.0	0.3881086142322097	0.9353932584269663	0.6961610486891385	0.8160112359550562	3.8515917602996255	0.5719628570837272	49		COMPLETE
50	0.8937265917602997	2020-05-18 10:14:56.031726	2020-05-18 10:59:48.757514	256	0.0331511696285009	0.4058266484374217	60	0.47432222561861687	40	128	0.10349675224943973	0.30711610486891383	0.8937265917602997	0.6006554307116105	0.7326779026217228	4.978932584269663	0.49432035226362037	0.30711610486891383	0.8937265917602997	0.6006554307116105	0.7326779026217228	4.978932584269663	0.49432035226362037		1705796195.0	350.0	0.30711610486891383	0.8937265917602997	0.6006554307116105	0.7326779026217228	4.978932584269663	0.49432035226362037	50		COMPLETE
51	0.9391385767790262	2020-05-18 10:59:48.806386	2020-05-18 11:33:05.194559	64	0.44009602132583064	0.029757498340759025	56	0.10358204908868635	72	256	0.08028662001647836	0.351123595505618	0.9391385767790262	0.6985018726591761	0.827247191011236	3.8810861423220975	0.5529734215659193	0.351123595505618	0.9391385767790262	0.6985018726591761	0.827247191011236	3.8810861423220975	0.5529734215659193		1436885766.0	600.0	0.351123595505618	0.9391385767790262	0.6985018726591761	0.827247191011236	3.8810861423220975	0.5529734215659193	51		COMPLETE
