number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.7528089887640449	2020-03-18 01:32:51.415257	2020-03-18 01:33:36.781003	128	2	0.04230132644111075	128	0.03134635562061414	0.1764409424107494	0.16432584269662923	0.7528089887640449	0.399812734082397	0.545880149812734	8.493913857677903	0.3392974843369172	0.16432584269662923	0.7528089887640449	0.399812734082397	0.545880149812734	8.493913857677903	0.3392974843369172	353066875	200	0.16432584269662923	0.7528089887640449	0.399812734082397	0.545880149812734	8.493913857677903	0.3392974843369172	0	COMPLETE
1	0.9335205992509363	2020-03-18 01:33:36.841721	2020-03-18 01:34:37.964545	64	2	0.0013017189610417452	256	0.06809306784327382	0.08069252289835127	0.4410112359550562	0.9335205992509363	0.7579588014981273	0.851123595505618	3.8801498127340825	0.6178701080056487	0.4410112359550562	0.9335205992509363	0.7579588014981273	0.851123595505618	3.8801498127340825	0.6178701080056487	433522052	500	0.4410112359550562	0.9335205992509363	0.7579588014981273	0.851123595505618	3.8801498127340825	0.6178701080056487	1	COMPLETE
2	0.8927902621722846	2020-03-18 01:34:38.038098	2020-03-18 01:35:03.037650	64	2	0.04851700660004915	128	0.004362422231056608	0.10925669631613802	0.2532771535580524	0.8927902621722846	0.5547752808988764	0.7088014981273408	5.260299625468165	0.4492178905037057	0.2532771535580524	0.8927902621722846	0.5547752808988764	0.7088014981273408	5.260299625468165	0.4492178905037057	1941500080	200	0.2532771535580524	0.8927902621722846	0.5547752808988764	0.7088014981273408	5.260299625468165	0.4492178905037057	2	COMPLETE
3	0.07677902621722846	2020-03-18 01:35:03.101010	2020-03-18 01:35:34.086055	128	1	0.0036497697341642595	128	0.8547652412576007	1.0955787754158945	0.007022471910112359	0.07677902621722846	0.01638576779026217	0.03464419475655431	52.963951310861425	0.042297410499592444	0.007022471910112359	0.07677902621722846	0.01638576779026217	0.03464419475655431	52.963951310861425	0.042297410499592444	225890412	150	0.007022471910112359	0.07677902621722846	0.01638576779026217	0.03464419475655431	52.963951310861425	0.042297410499592444	3	COMPLETE
4	0.9110486891385767	2020-03-18 01:35:34.140521	2020-03-18 01:38:38.688310	256	1	0.003167719319235841	128	0.0036203941306879096	0.09446250741572332	0.34129213483146065	0.9110486891385767	0.6544943820224719	0.7649812734082397	4.5655430711610485	0.5302322782548201	0.34129213483146065	0.9110486891385767	0.6544943820224719	0.7649812734082397	4.5655430711610485	0.5302322782548201	1174789953	300	0.34129213483146065	0.9110486891385767	0.6544943820224719	0.7649812734082397	4.5655430711610485	0.5302322782548201	4	COMPLETE
5	0.6128277153558053	2020-03-18 01:38:38.752808	2020-03-18 01:41:43.408039	256	2	0.05970095766435257	256	0.060593084966120606	0.29055014101715154	0.10252808988764045	0.6128277153558053	0.2696629213483146	0.3946629213483146	13.905430711610487	0.24976193707409208	0.10252808988764045	0.6128277153558053	0.2696629213483146	0.3946629213483146	13.905430711610487	0.24976193707409208	624711674	300	0.10252808988764045	0.6128277153558053	0.2696629213483146	0.3946629213483146	13.905430711610487	0.24976193707409208	5	COMPLETE
6	0.9316479400749064	2020-03-18 01:41:43.465123	2020-03-18 01:42:28.068452	128	2	0.0032343813230362208	128	0.006401473376289501	0.0787986842854374	0.4133895131086142	0.9316479400749064	0.727996254681648	0.8352059925093633	3.809925093632959	0.5946902097351251	0.4133895131086142	0.9316479400749064	0.727996254681648	0.8352059925093633	3.809925093632959	0.5946902097351251	2978633214	200	0.4133895131086142	0.9316479400749064	0.727996254681648	0.8352059925093633	3.809925093632959	0.5946902097351251	6	COMPLETE
7	0.9311797752808989	2020-03-18 01:42:28.129601	2020-03-18 01:43:10.012007	128	2	0.010185892793194228	256	0.25026055323146196	0.07768211353479532	0.42790262172284643	0.9311797752808989	0.7294007490636704	0.8487827715355806	3.75561797752809	0.6055829522211601	0.42790262172284643	0.9311797752808989	0.7294007490636704	0.8487827715355806	3.75561797752809	0.6055829522211601	10168679	200	0.42790262172284643	0.9311797752808989	0.7294007490636704	0.8487827715355806	3.75561797752809	0.6055829522211601	7	COMPLETE
8	0.08754681647940075	2020-03-18 01:43:10.079270	2020-03-18 01:43:24.834450	64	1	0.05599547583937872	512	0.8621396323942354	1.044646850605722	0.004213483146067416	0.08754681647940075	0.026685393258426966	0.04353932584269663	50.47986891385768	0.04630851524471946	0.004213483146067416	0.08754681647940075	0.026685393258426966	0.04353932584269663	50.47986891385768	0.04630851524471946	1413424104	150	0.004213483146067416	0.08754681647940075	0.026685393258426966	0.04353932584269663	50.47986891385768	0.04630851524471946	8	COMPLETE
9	0.576310861423221	2020-03-18 01:43:24.890837	2020-03-18 01:44:19.586732	64	1	0.03168281758008363	128	0.0012255157528760963	0.2880487941765342	0.08614232209737828	0.576310861423221	0.23689138576779026	0.36563670411985016	13.965355805243446	0.2286506373456148	0.08614232209737828	0.576310861423221	0.23689138576779026	0.36563670411985016	13.965355805243446	0.2286506373456148	3897534553	400	0.08614232209737828	0.576310861423221	0.23689138576779026	0.36563670411985016	13.965355805243446	0.2286506373456148	9	COMPLETE
10	0.9204119850187266	2020-03-18 01:44:19.645053	2020-03-18 01:45:16.968490	128	1	0.0024718237910539695	128	0.026082929565729496	0.08085241008633642	0.4058988764044944	0.9204119850187266	0.7317415730337079	0.824438202247191	3.9115168539325844	0.5904999192725378	0.4058988764044944	0.9204119850187266	0.7317415730337079	0.824438202247191	3.9115168539325844	0.5904999192725378	1757032600	250	0.4058988764044944	0.9204119850187266	0.7317415730337079	0.824438202247191	3.9115168539325844	0.5904999192725378	10	COMPLETE
11	0.08286516853932584	2020-03-18 01:45:17.042386	2020-03-18 01:46:34.604343	256	1	0.07214560194748063	256	0.6112984006772467	1.106141478228749	0.007022471910112359	0.08286516853932584	0.026217228464419477	0.042134831460674156	53.54588014981273	0.04604895014353552	0.007022471910112359	0.08286516853932584	0.026217228464419477	0.042134831460674156	53.54588014981273	0.04604895014353552	3501336765	150	0.007022471910112359	0.08286516853932584	0.026217228464419477	0.042134831460674156	53.54588014981273	0.04604895014353552	11	COMPLETE
12	0.9424157303370787	2020-03-18 01:46:34.671183	2020-03-18 01:47:14.240739	64	1	0.007442099585806709	128	0.1754846999699293	0.07570224900796228	0.42696629213483145	0.9424157303370787	0.7509363295880149	0.8581460674157303	3.655430711610487	0.6099641253751688	0.42696629213483145	0.9424157303370787	0.7509363295880149	0.8581460674157303	3.655430711610487	0.6099641253751688	2630624525	300	0.42696629213483145	0.9424157303370787	0.7509363295880149	0.8581460674157303	3.655430711610487	0.6099641253751688	12	COMPLETE
13	0.9442883895131086	2020-03-18 01:47:14.321168	2020-03-18 01:47:34.606443	64	2	0.02090049444237481	512	0.03849487472060146	0.07268260379604409	0.4330524344569288	0.9442883895131086	0.7593632958801498	0.8656367041198502	3.5102996254681647	0.6175565594445009	0.4330524344569288	0.9442883895131086	0.7593632958801498	0.8656367041198502	3.5102996254681647	0.6175565594445009	3877500381	200	0.4330524344569288	0.9442883895131086	0.7593632958801498	0.8656367041198502	3.5102996254681647	0.6175565594445009	13	COMPLETE
14	0.920880149812734	2020-03-18 01:47:34.665110	2020-03-18 01:49:25.593270	128	1	0.006456192174248306	128	0.015920813007046328	0.08892337111878289	0.34222846441947563	0.920880149812734	0.6685393258426966	0.8071161048689138	4.294943820224719	0.5349197254121494	0.34222846441947563	0.920880149812734	0.6685393258426966	0.8071161048689138	4.294943820224719	0.5349197254121494	3877583485	450	0.34222846441947563	0.920880149812734	0.6685393258426966	0.8071161048689138	4.294943820224719	0.5349197254121494	14	COMPLETE
