number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3911118980169972	2020-04-25 19:28:06.351784	2020-04-25 20:41:52.425879	0.5572875557665437	24.990294274996906	6.580642101155399	0.014159257020164644	128	27	0.0193955717982744	128	0.41668418124783474	0.17758498583569404	0.3911118980169972	0.3277266288951841	0.3611898016997167	8445.476186260623	0.26088128706629843	0.17758498583569404	0.3911118980169972	0.3277266288951841	0.3611898016997167	8445.47397308782	0.26088128791248205	2439159756	250	0.17758498583569404	0.3911118980169972	0.3277266288951841	0.3611898016997167	8445.478399433428	0.26088128622253837	0	COMPLETE
1	0.4367917847025496	2020-04-25 20:41:52.475193	2020-04-25 21:09:41.037138	0.15013761961270797	26.17428745431058	1.02570386174294	0.028796100803255797	64	36	0.0017753260623128739	512	0.3213777533799692	0.24274079320113315	0.4367917847025496	0.3778328611898017	0.40952549575070823	6512.850655099151	0.3198213345783652	0.24274079320113315	0.4367917847025496	0.3778328611898017	0.40952549575070823	6512.84578611898	0.3198213381069477	2382850336	300	0.24274079320113315	0.4367917847025496	0.3778328611898017	0.40952549575070823	6512.85552407932	0.3198213310694831	1	COMPLETE
2	0.4263456090651558	2020-04-25 21:09:41.084314	2020-04-25 21:48:18.974789	0.35777133633511715	24.234186777601934	1.7011183600155206	0.021610691231828523	64	26	0.0018809583775369885	512	0.3658029198790724	0.2420325779036827	0.4263456090651558	0.37606232294617564	0.4026203966005666	7413.377124645893	0.315897154181038	0.2420325779036827	0.4263456090651558	0.37606232294617564	0.4026203966005666	7413.373052407932	0.31589715432546406	3328544564	400	0.2420325779036827	0.4263456090651558	0.37606232294617564	0.4026203966005666	7413.381196883853	0.31589715403669766	2	COMPLETE
3	0.41324362606232296	2020-04-25 21:48:19.007516	2020-04-25 22:36:33.144548	0.34681312147313426	29.36991725042112	9.01186294593368	0.012672430407370792	256	55	0.015641242497646084	256	0.40415025658296955	0.20396600566572237	0.41324362606232296	0.35587818696883855	0.3861543909348442	8191.006462464589	0.28839911020416004	0.20396600566572237	0.41324362606232296	0.35587818696883855	0.3861543909348442	8191.003364022663	0.2883991108704621	3763009234	250	0.20396600566572237	0.41324362606232296	0.35587818696883855	0.3861543909348442	8191.009560906516	0.2883991095390451	3	COMPLETE
4	0.4180240793201133	2020-04-25 22:36:33.181110	2020-04-25 23:06:51.653880	0.7935970444151147	7.747421778187398	4.280652833173176	0.09208382334718516	64	75	0.01867409302201576	512	0.4041354269058235	0.24787535410764872	0.4180240793201133	0.36437677053824363	0.39359065155807366	8191.254426345609	0.3142459645799543	0.24787535410764872	0.4180240793201133	0.36437677053824363	0.39359065155807366	8191.251416430595	0.31424596460552373	4006549753	300	0.24787535410764872	0.4180240793201133	0.36437677053824363	0.39359065155807366	8191.257436260623	0.31424596455439	4	COMPLETE
5	0.419971671388102	2020-04-25 23:06:51.690537	2020-04-26 00:00:43.463856	0.2616329381084488	7.32322718957199	2.4212615504457093	0.02077270291948059	64	7	0.0026250224131724284	128	0.3787815968569003	0.2416784702549575	0.419971671388102	0.35924220963172804	0.39429886685552407	7677.527089235127	0.3092274768485637	0.2416784702549575	0.419971671388102	0.35924220963172804	0.39429886685552407	7677.5242563739375	0.30922747696626146	3465299830	200	0.2416784702549575	0.419971671388102	0.35924220963172804	0.39429886685552407	7677.529922096317	0.3092274767309468	5	COMPLETE
6	0.3889872521246459	2020-04-26 00:00:43.499454	2020-04-26 00:44:08.349510	0.3421314848284695	26.15795441640439	8.75809900123404	0.029731294409270047	128	59	0.08535146524105579	256	0.4373529727573504	0.20308073654390935	0.3889872521246459	0.3394121813031161	0.36508498583569404	8864.669351983002	0.2775859071589892	0.20308073654390935	0.3889872521246459	0.3394121813031161	0.36508498583569404	8864.666253541076	0.27758590756233026	1838595140	250	0.20308073654390935	0.3889872521246459	0.3394121813031161	0.36508498583569404	8864.672450424929	0.2775859067561493	6	COMPLETE
7	0.38332152974504247	2020-04-26 00:44:08.383674	2020-04-26 01:37:04.767140	0.566822690764662	10.862668020557331	4.980299695954161	0.06528243327199724	64	56	0.06558207862414628	256	0.39423137361952143	0.2103399433427762	0.38332152974504247	0.3155099150141643	0.3503895184135977	7990.700690509915	0.2741210751467981	0.2103399433427762	0.38332152974504247	0.3155099150141643	0.3503895184135977	7990.697769121813	0.2741210752562759	3441797760	300	0.2103399433427762	0.38332152974504247	0.3155099150141643	0.3503895184135977	7990.703611898017	0.274121075037374	7	COMPLETE
8	0.4061614730878187	2020-04-26 01:37:04.802677	2020-04-26 03:09:00.929105	0.68499529234146	4.037742607193223	2.469005903317697	0.030800094500236155	128	10	0.02494406398941081	128	0.37813021854022444	0.15899433427762039	0.4061614730878187	0.3093130311614731	0.3567634560906516	7665.016023371105	0.24809114940776458	0.15899433427762039	0.4061614730878187	0.3093130311614731	0.35694050991501414	7665.011154390935	0.24809446610351585	3628480009	300	0.15899433427762039	0.4061614730878187	0.3093130311614731	0.3567634560906516	7665.020892351275	0.24808837236103137	8	COMPLETE
9	0.4035056657223796	2020-04-26 03:09:00.970393	2020-04-26 03:44:51.180891	0.5687457575866076	23.717523754160787	3.777523695029337	0.032473601913444526	64	58	0.01568094183773542	512	0.40675636840014784	0.22007790368271954	0.4035056657223796	0.3503895184135977	0.3815509915014164	8244.445113314448	0.2931686162587254	0.22007790368271954	0.4035056657223796	0.3503895184135977	0.3815509915014164	8244.441041076487	0.2931686169169303	1645647393	350	0.22007790368271954	0.4035056657223796	0.3503895184135977	0.3815509915014164	8244.449185552408	0.29316861560144336	9	COMPLETE
