number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.00011411617026132602	2020-01-20 18:18:10.114980	2020-01-21 07:12:24.447760	0.17846752216133563	24.052671050083305	100.0	100.0	1	10.0	0.005652283277650259	700.0	1.5124397272526702	5.705808513066301e-05	0.00011411617026132602	8.558712769599452e-05	0.00011411617026132602	10820.973082848339	0.0002806529468576765	5.705808513066301e-05	0.00011411617026132602	8.558712769599452e-05	0.00011411617026132602	10820.960344630834	0.0002806532613035249	2577044367	5.705808513066301e-05	0.00011411617026132602	8.558712769599452e-05	0.00011411617026132602	10820.985821065846	0.00028065263264203457	0
1	TrialState.COMPLETE	0.00022823234052265205	2020-01-21 07:12:24.448639	2020-01-22 18:16:15.659490	0.830565951174015	24.085887146348657	100.0	150.0	1	120.0	0.0037093625226377997	900.0	1.540031387378659	0.0	0.00022823234052265205	2.8529042565331506e-05	8.558712769599452e-05	10997.056444710715	0.0004996499029573578	0.0	0.00022823234052265205	2.8529042565331506e-05	8.558712769599452e-05	10997.052978432044	0.0004996501335559558	3699295805	0.0	0.00022823234052265205	2.8529042565331506e-05	8.558712769599452e-05	10997.059910989386	0.0004996496726103763	1
