number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3197565543071161	2020-03-07 00:02:24.176894	2020-03-07 00:02:56.810752	64	2	0.012006881554709456	512	0.001302278423397398	0.5320848383354756	0.04588014981273408	0.3197565543071161	0.12827715355805244	0.19101123595505617	25.191011235955056	0.13810333600449784	0.04588014981273408	0.3197565543071161	0.12827715355805244	0.19101123595505617	25.191011235955056	0.13810333600449784	2040598002	250	0.04588014981273408	0.3197565543071161	0.12827715355805244	0.19101123595505617	25.191011235955056	0.13810333600449784	0	COMPLETE
1	0.6769662921348315	2020-03-07 00:02:56.828608	2020-03-07 00:04:04.253317	64	1	0.002887578071082644	256	0.015439701841479381	0.24473473855140812	0.16385767790262173	0.6769662921348315	0.36142322097378277	0.4897003745318352	11.581460674157304	0.31911800597795187	0.16385767790262173	0.6769662921348315	0.36142322097378277	0.4897003745318352	11.581460674157304	0.31911800597795187	959087462	500	0.16385767790262173	0.6769662921348315	0.36142322097378277	0.4897003745318352	11.581460674157304	0.31911800597795187	1	COMPLETE
2	0.39653558052434457	2020-03-07 00:04:04.271563	2020-03-07 00:04:54.543124	64	1	0.08883374276210594	128	0.06067380127735337	0.4642436029799352	0.07350187265917603	0.39653558052434457	0.1694756554307116	0.2495318352059925	21.952715355805243	0.17709675383085977	0.07350187265917603	0.39653558052434457	0.1694756554307116	0.2495318352059925	21.952715355805243	0.17709675383085977	3342891358	300	0.07350187265917603	0.39653558052434457	0.1694756554307116	0.2495318352059925	21.952715355805243	0.17709675383085977	2	COMPLETE
3	0.25374531835205993	2020-03-07 00:04:54.555296	2020-03-07 00:05:53.052950	256	2	0.051951620529673434	128	0.0010514206125969716	0.6136022297437006	0.03464419475655431	0.25374531835205993	0.09035580524344569	0.14325842696629212	29.154728464419474	0.11145219356116139	0.03464419475655431	0.25374531835205993	0.09035580524344569	0.14325842696629212	29.15449438202247	0.11145266645489271	1565144863	350	0.03464419475655431	0.25374531835205993	0.09035580524344569	0.14325842696629212	29.154962546816478	0.11145174122802708	3	COMPLETE
4	0.8202247191011236	2020-03-07 00:05:53.063522	2020-03-07 00:06:33.134153	256	1	0.012277214544124261	512	0.1546841763198385	0.14714875898397203	0.20692883895131087	0.8202247191011236	0.49765917602996257	0.6512172284644194	6.99625468164794	0.401336727714678	0.20692883895131087	0.8202247191011236	0.49765917602996257	0.6512172284644194	6.99625468164794	0.401336727714678	2544656571	350	0.20692883895131087	0.8202247191011236	0.49765917602996257	0.6512172284644194	6.99625468164794	0.401336727714678	4	COMPLETE
5	0.6540262172284644	2020-03-07 00:06:33.150444	2020-03-07 00:07:51.942774	64	1	0.0012632829112708193	256	0.016878934338820355	0.26416908715300486	0.13670411985018727	0.6540262172284644	0.33380149812734083	0.4616104868913858	12.450842696629213	0.29292976828547784	0.13670411985018727	0.6540262172284644	0.33380149812734083	0.4616104868913858	12.450842696629213	0.29292976828547784	354473992	550	0.13670411985018727	0.6540262172284644	0.33380149812734083	0.4616104868913858	12.450842696629213	0.29292976828547784	5	COMPLETE
6	0.32303370786516855	2020-03-07 00:07:51.954772	2020-03-07 00:08:24.612478	256	2	0.010672136775479603	256	0.0022591915255126193	0.5170467252893659	0.04681647940074907	0.32303370786516855	0.1343632958801498	0.20131086142322097	24.47799625468165	0.14232782236015235	0.04681647940074907	0.32303370786516855	0.1343632958801498	0.20131086142322097	24.47799625468165	0.14232782236015235	446722443	250	0.04681647940074907	0.32303370786516855	0.1343632958801498	0.20131086142322097	24.47799625468165	0.14232782236015235	6	COMPLETE
7	0.3094569288389513	2020-03-07 00:08:24.623464	2020-03-07 00:08:49.140820	128	2	0.05445907271360015	256	0.002210618632079083	0.5416553923459061	0.04728464419475655	0.3094569288389513	0.11563670411985019	0.17883895131086142	25.69241573033708	0.13546821695263517	0.04728464419475655	0.3094569288389513	0.11563670411985019	0.17883895131086142	25.69241573033708	0.13546821695263517	1958423807	200	0.04728464419475655	0.3094569288389513	0.11563670411985019	0.17883895131086142	25.69241573033708	0.13546821695263517	7	COMPLETE
8	0.4658239700374532	2020-03-07 00:08:49.152966	2020-03-07 00:09:31.290585	64	1	0.05668258986336883	128	0.0031083895302625366	0.3900039728516399	0.0847378277153558	0.4658239700374532	0.20131086142322097	0.2916666666666667	18.40074906367041	0.20277372813214786	0.0847378277153558	0.4658239700374532	0.20131086142322097	0.2916666666666667	18.40074906367041	0.20277372813214786	3138155305	250	0.0847378277153558	0.4658239700374532	0.20131086142322097	0.2916666666666667	18.40074906367041	0.20277372813214786	8	COMPLETE
9	0.3211610486891386	2020-03-07 00:09:31.308732	2020-03-07 00:10:21.077960	128	2	0.01372254398449462	256	0.15846034194830314	0.50858859293257	0.04728464419475655	0.3211610486891386	0.1348314606741573	0.19803370786516855	24.086610486891384	0.14218412825161184	0.04728464419475655	0.3211610486891386	0.1348314606741573	0.19803370786516855	24.086142322097377	0.1421851525014968	1103919237	350	0.04728464419475655	0.3211610486891386	0.1348314606741573	0.19803370786516855	24.087078651685392	0.14218315943469848	9	COMPLETE
