number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.06738559853931302	2020-01-19 02:05:51.902931	2020-01-19 05:21:08.044162	150.0	2	61.0	0.0018538409002254138	1000.0	0.7497876189692273	0.005135227661759671	0.06738559853931302	0.025077028414926397	0.042251512039255965	5335.300125527788	0.023492515582480018	0.005135227661759671	0.06738559853931302	0.025077028414926397	0.042251512039255965	5335.295361177679	0.023492516419407434	302427871	0.005135227661759671	0.06738559853931302	0.025077028414926397	0.042251512039255965	5335.304889877896	0.02349251474723071	0
1	TrialState.COMPLETE	0.00567727947050097	2020-01-19 05:21:08.044932	2020-01-19 07:01:00.629355	50.0	1	1.0	0.07514534833455204	600.0	1.0040059790345828	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.0053349309597169915	7173.9986448704785	0.005731150729098567	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.0053349309597169915	7173.996947392446	0.00573115086731384	148943041	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.0053349309597169915	7174.0003423485105	0.005731150590970432	1
2	TrialState.COMPLETE	0.024049982882574462	2020-01-19 07:01:00.630138	2020-01-19 10:36:41.937968	250.0	2	31.0	0.028044075004079027	1100.0	0.46491224604175296	0.005135227661759671	0.024049982882574462	0.008587241812164784	0.012552778728745863	3291.602932785576	0.01460765269242626	0.005135227661759671	0.024049982882574462	0.008587241812164784	0.012552778728745863	3291.6020483852562	0.01460768972024021	453204858	0.005135227661759671	0.024049982882574462	0.008587241812164784	0.012552778728745863	3291.6038171858954	0.014607616733583498	2
3	TrialState.COMPLETE	0.026446422458062308	2020-01-19 10:36:41.938737	2020-01-19 12:55:25.465179	250.0	2	1.0	0.00898608222847864	800.0	0.4489352044743614	0.005135227661759671	0.026446422458062308	0.010641332876868652	0.015776560538628324	3176.1218047472325	0.015024414362147064	0.005135227661759671	0.026446422458062308	0.010641332876868652	0.015776560538628324	3176.1210201985623	0.015024435790922016	3608256705	0.005135227661759671	0.026446422458062308	0.010641332876868652	0.015776560538628324	3176.1225892959033	0.015024393236857727	3
4	TrialState.COMPLETE	0.06852676024192628	2020-01-19 12:55:25.465932	2020-01-19 15:32:08.006914	250.0	2	21.0	0.001521767248108806	800.0	0.6646001898009974	0.005135227661759671	0.06852676024192628	0.021539427136825287	0.03976948533607212	4724.643472555061	0.023982331697032337	0.005135227661759671	0.06852676024192628	0.021539427136825287	0.03976948533607212	4724.638337327399	0.02398233248423336	3605605403	0.005135227661759671	0.06852676024192628	0.021539427136825287	0.03976948533607212	4724.648607782723	0.023982330911359206	4
5	TrialState.COMPLETE	0.00587698276845829	2020-01-19 15:32:08.007671	2020-01-19 18:01:04.617559	50.0	1	11.0	0.016646714911070736	800.0	0.9949249999716757	0.005135227661759671	0.00587698276845829	0.0053349309597169915	0.005591692342804975	7108.175211114915	0.005821090345656642	0.005135227661759671	0.00587698276845829	0.0053349309597169915	0.005591692342804975	7108.173656282095	0.005821090428898867	3257594079	0.005135227661759671	0.00587698276845829	0.0053349309597169915	0.005591692342804975	7108.176765947735	0.005821090262462143	5
6	TrialState.COMPLETE	0.005819924683327628	2020-01-19 18:01:04.618329	2020-01-19 20:33:56.778743	150.0	1	41.0	0.008672039750852414	800.0	0.9906038462349548	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005420518087412987	7077.930774278215	0.005787825628260618	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005420518087412987	7077.927393586671	0.005787825899143103	297879218	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005420518087412987	7077.934154969759	0.005787825357593011	6
7	TrialState.COMPLETE	0.005591692342804975	2020-01-19 20:33:56.779516	2020-01-20 01:38:03.986799	50.0	1	71.0	0.06133115393527907	1600.0	0.9908690119055821	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	7079.248987218989	0.005692380424080132	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	7079.2475750313815	0.005692380612795316	2467819285	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	7079.2503994065955	0.005692380235643118	7
8	TrialState.COMPLETE	0.06886910875271025	2020-01-20 01:38:03.987559	2020-01-20 03:18:30.411240	450.0	2	11.0	0.001639156785784198	500.0	0.605860505280154	0.005135227661759671	0.06886910875271025	0.020284149263950703	0.038571265548328196	4301.9846799041425	0.02385503103812702	0.005135227661759671	0.06886910875271025	0.020284149263950703	0.038571265548328196	4301.979116740842	0.023855031807006054	1097857481	0.005135227661759671	0.06886910875271025	0.020284149263950703	0.038571265548328196	4301.990243067443	0.023855030270265944	8
