Replicate	Epoch	Loss
0	0	0.0034213760593696965
0	1	0.0019077499740551406
0	2	0.00048519002728698277
0	3	0.0001386430204935322
0	4	8.436613912380481e-05
0	5	7.665628816357161e-05
0	6	7.447271760732954e-05
0	7	7.305619365044518e-05
0	8	7.153624073421883e-05
0	9	7.07911277383486e-05
0	10	6.985045525506613e-05
0	11	6.93473820896436e-05
0	12	6.899791696865925e-05
0	13	6.851603567447712e-05
0	14	6.794597033864849e-05
0	15	6.756383324736931e-05
0	16	6.734809702618387e-05
0	17	6.701844043181831e-05
0	18	6.689044672306252e-05
0	19	6.651015643475458e-05
0	20	6.66305922487414e-05
0	21	6.627420952257645e-05
0	22	6.619525669175704e-05
0	23	6.573564862559926e-05
0	24	6.557652483866948e-05
0	25	6.553533956053575e-05
0	26	6.568831903458496e-05
0	27	6.5283069515124e-05
0	28	6.549335726176659e-05
0	29	6.515874128291202e-05
0	30	6.481249438507524e-05
0	31	6.489569245826313e-05
0	32	6.485184863615616e-05
0	33	6.44275934369976e-05
0	34	6.453627090633596e-05
0	35	6.469764308870049e-05
0	36	6.445674004449353e-05
0	37	6.423099197833407e-05
0	38	6.43318354818082e-05
0	39	6.422414175950192e-05
0	40	6.420253215382478e-05
0	41	6.39457526219788e-05
0	42	6.372580935737592e-05
0	43	6.403565615041816e-05
0	44	6.374945637504953e-05
0	45	6.349895305490386e-05
0	46	6.374965580660007e-05
0	47	6.337963532979229e-05
0	48	6.337124946646645e-05
0	49	6.359423038041151e-05
0	50	6.333435408918045e-05
0	51	6.327551092308725e-05
0	52	6.31762930966304e-05
0	53	6.3274104221802e-05
0	54	6.294473056401335e-05
0	55	6.296775817597192e-05
0	56	6.295405776894442e-05
0	57	6.27701525133562e-05
0	58	6.267202055308819e-05
0	59	6.259651512660212e-05
0	60	6.28062276121889e-05
0	61	6.25910497596888e-05
0	62	6.268522683504486e-05
0	63	6.251092129688355e-05
0	64	6.239710847690521e-05
0	65	6.226892386908741e-05
0	66	6.220498104405008e-05
0	67	6.219540858070299e-05
0	68	6.186742128699443e-05
0	69	6.182526060203535e-05
0	70	6.1851699938066e-05
0	71	6.184523101330219e-05
0	72	6.175321885676568e-05
0	73	6.170725468988314e-05
0	74	6.155018619273552e-05
0	75	6.148347928147239e-05
0	76	6.136624103203391e-05
0	77	6.143122519530597e-05
0	78	6.117251808648653e-05
0	79	6.113007337051379e-05
0	80	6.107363906574042e-05
