number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.8941947565543071	2020-05-20 12:43:54.859328	2020-05-20 12:47:11.373300	0.20774007842913986	0.38484279994011905	0.3355583910932145	128	64	256	0.14676430847912128	0.09678203248844416	0.33052434456928836	0.8941947565543071	0.6324906367041199	0.7588951310861424	4.675093632958801	0.5168397009779852	0.33052434456928836	0.8941947565543071	0.6324906367041199	0.7588951310861424	4.675093632958801	0.5168397009779852		3568062199.0		0.33052434456928836	0.8941947565543071	0.6324906367041199	0.7588951310861424	4.675093632958801	0.5168397009779852	0		COMPLETE
1	0.922752808988764	2020-05-20 12:47:11.435167	2020-05-20 12:50:28.826488	0.2962576184507828	0.3113807677666521	0.23384757468547998	128	64	128	0.10814225661524912	0.08159216791077444	0.3857677902621723	0.922752808988764	0.6966292134831461	0.8164794007490637	3.947565543071161	0.5708547919997423	0.3857677902621723	0.922752808988764	0.6966292134831461	0.8164794007490637	3.947565543071161	0.5708547919997423		1038665597.0	900.0	0.3857677902621723	0.922752808988764	0.6966292134831461	0.8164794007490637	3.947565543071161	0.5708547919997423	1		COMPLETE
2	0.40402621722846443	2020-05-20 12:50:28.898082	2020-05-20 12:59:23.219120	0.17039774951105705	0.40322769503219036	0.46840292778723136	128	256	128	0.43082843362795853	0.4844761545445477	0.09597378277153558	0.40402621722846443	0.21769662921348315	0.28136704119850187	23.17368913857678	0.201272445547194	0.09597378277153558	0.40402621722846443	0.21769662921348315	0.28136704119850187	23.17368913857678	0.201272445547194		3595558316.0		0.09597378277153558	0.40402621722846443	0.21769662921348315	0.28136704119850187	23.17368913857678	0.201272445547194	2		COMPLETE
3	0.09176029962546817	2020-05-20 12:59:23.268450	2020-05-20 12:59:38.279106	0.4756555022903243	0.2069295148476533	0.104079973548096	64	64	512	0.5302283102513347	1.0079859669655142	0.005149812734082397	0.09176029962546817	0.02762172284644195	0.04681647940074907	48.572565543071164	0.04829084197770477	0.005149812734082397	0.09176029962546817	0.02762172284644195	0.04681647940074907	48.572565543071164	0.04829084197770477		1986861155.0	150.0	0.005149812734082397	0.09176029962546817	0.02762172284644195	0.04681647940074907	48.572565543071164	0.04829084197770477	3		COMPLETE
4	0.9190074906367042	2020-05-20 12:59:38.341615	2020-05-20 13:02:12.454502	0.16929457867918474	0.4890151716078275	0.26227095211233437	64	128	128	0.0011081886008574805	0.08420389831285882	0.352059925093633	0.9190074906367042	0.6666666666666666	0.7972846441947565	4.062734082397004	0.5426395543168171	0.352059925093633	0.9190074906367042	0.6666666666666666	0.7972846441947565	4.062734082397004	0.5426395543168171		2737541724.0	900.0	0.352059925093633	0.9190074906367042	0.6666666666666666	0.7972846441947565	4.062734082397004	0.5426395543168171	4		COMPLETE
5	0.0997191011235955	2020-05-20 13:02:12.506077	2020-05-20 13:03:03.176484	0.38977955041468026	0.13038298749144236	0.4011519525656183	128	128	512	0.4384867116054295	1.0245237515206809	0.010299625468164793	0.0997191011235955	0.02949438202247191	0.04868913857677903	49.39138576779026	0.05200377536472583	0.010299625468164793	0.0997191011235955	0.02949438202247191	0.04868913857677903	49.39138576779026	0.05200377536472583		924344534.0	200.0	0.010299625468164793	0.0997191011235955	0.02949438202247191	0.04868913857677903	49.39138576779026	0.05200377536472583	5		COMPLETE
6	0.9105805243445693	2020-05-20 13:03:03.242967	2020-05-20 13:18:37.595801	0.4355388754873778	0.10456920864332737	0.3631871473752575	256	128	512	0.006882309724424645	0.08886194174973232	0.37734082397003743	0.9105805243445693	0.677434456928839	0.7963483146067416	4.300561797752809	0.5580326307979662	0.37734082397003743	0.9105805243445693	0.677434456928839	0.7963483146067416	4.300561797752809	0.5580326307979662		7517019.0	900.0	0.37734082397003743	0.9105805243445693	0.677434456928839	0.7963483146067416	4.300561797752809	0.5580326307979662	6		COMPLETE
7	0.9405430711610487	2020-05-20 13:18:37.756523	2020-05-20 13:26:13.940368	0.24148739570042693	0.3704081404675943	0.22724182082815456	128	256	256	0.0627607782158934	0.075548188106858	0.40870786516853935	0.9405430711610487	0.7425093632958801	0.8455056179775281	3.6540262172284645	0.5959150992134631	0.40870786516853935	0.9405430711610487	0.7425093632958801	0.8455056179775281	3.6540262172284645	0.5959150992134631		2033197159.0	950.0	0.40870786516853935	0.9405430711610487	0.7425093632958801	0.8455056179775281	3.6540262172284645	0.5959150992134631	7		COMPLETE
8	0.09176029962546817	2020-05-20 13:26:14.007329	2020-05-20 13:26:29.015371	0.33655185463001036	0.18696464983772737	0.24099597135664774	64	64	512	0.1985395927183447	1.018436724173554	0.006554307116104869	0.09176029962546817	0.025749063670411985	0.04353932584269663	49.12874531835206	0.04790559723127278	0.006554307116104869	0.09176029962546817	0.025749063670411985	0.04353932584269663	49.12874531835206	0.04790559723127278		505273776.0	150.0	0.006554307116104869	0.09176029962546817	0.025749063670411985	0.04353932584269663	49.12874531835206	0.04790559723127278	8		COMPLETE
9	0.8693820224719101	2020-05-20 13:26:29.075663	2020-05-20 13:28:09.893673	0.3261319852750249	0.29197553025040635	0.35093531161197944	64	64	256	0.0018777956079158503	0.10751341330759534	0.2991573033707865	0.8693820224719101	0.5781835205992509	0.7125468164794008	5.193352059925093	0.4811568155350395	0.2991573033707865	0.8693820224719101	0.5781835205992509	0.7125468164794008	5.193352059925093	0.4811568155350395		394862511.0	900.0	0.2991573033707865	0.8693820224719101	0.5781835205992509	0.7125468164794008	5.193352059925093	0.4811568155350395	9		COMPLETE
