number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301
0	TrialState.COMPLETE	0.00141643059490085	2020-01-09 16:24:17.399537	2020-01-09 16:48:02.129457	450.0	450.0	91.0	0.02929440181493318	900.0	1.0243167845432732	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.001106586402266289	20766.41519121813	0.0010766899768050763	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.001106586402266289	20766.391554532576	0.001076690233330025	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.001106586402266289	20766.438827903683	0.0010766897204242763	0	0.00141643059490085	0.00141643059490085			
1	TrialState.COMPLETE	0.000796742209631728	2020-01-09 16:48:02.130503	2020-01-09 17:00:31.770220	50.0	250.0	81.0	0.0011776539932737936	900.0	0.978198512939579	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19831.30183250708	0.0009309608152785176	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19831.293333923513	0.0009309615824812508	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19831.31033109065	0.0009309600516446955	1	0.0008852691218130312	0.0008262511803588291			
2	TrialState.COMPLETE	0.001106586402266289	2020-01-09 17:00:31.771282	2020-01-09 17:15:11.767407	250.0	150.0	91.0	0.03144652656002929	900.0	1.0358042204669395	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20999.63371990085	0.0009558509662161636	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20999.624734419263	0.0009558512031733128	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20999.642705382437	0.0009558507294692678	2	0.0009737960339943342	0.0010623229461756375			
3	TrialState.COMPLETE	0.000708215297450425	2020-01-09 17:15:11.768384	2020-01-09 17:32:53.140335	450.0	350.0	31.0	0.001304575194493998	700.0	0.9896375673625845	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20063.313894298866	0.0009180112145929268	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20063.295724150143	0.0009180121193315231	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20063.332064447593	0.0009180103125095258	3	0.000708215297450425	0.000708215297450425			
4	TrialState.COMPLETE	0.000708215297450425	2020-01-09 17:32:53.141307	2020-01-09 17:46:44.384346	150.0	450.0	51.0	0.0014729257913840372	500.0	1.0013576059384834	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20300.658374645893	0.0008885545971983389	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20300.644874291786	0.0008885548744602873	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20300.671875	0.0008885543202593636	4	0.000708215297450425	0.000708215297450425			
5	TrialState.COMPLETE	0.0005754249291784702	2020-01-09 17:46:44.385333	2020-01-09 18:01:51.736093	350.0	50.0	51.0	0.05410484341616199	900.0	1.040233823425861	0.00017705382436260624	0.0005754249291784702	0.0004426345609065156	0.0004426345609065156	21089.462486720964	0.0005030664531877131	0.00017705382436260624	0.0005754249291784702	0.0004426345609065156	0.0004426345609065156	21089.4549398017	0.0005030666766281362	0.00017705382436260624	0.0005754249291784702	0.0004426345609065156	0.0004426345609065156	21089.470033640227	0.0005030662299544662	5	0.0006196883852691218	0.0005901794145420207			
6	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 18:01:51.737118	2020-01-09 18:18:14.394735	350.0	150.0	81.0	0.004129330644072781	900.0	1.027210175772247	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	20825.44947326487	0.0010009764198896944	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	20825.437942634562	0.0010009765638816924	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	20825.461003895183	0.0010009762759500844	6	0.0010623229461756375	0.0010623229461756375			
7	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 18:18:14.395750	2020-01-09 18:40:27.906041	450.0	350.0	91.0	0.08715516894388924	1000.0	1.0324000238302384	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000796742209631728	20930.43975743626	0.0009660323871792775	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000796742209631728	20930.425991501415	0.0009660326716983928	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000796742209631728	20930.453523371103	0.0009660321029658515	7	0.0008852691218130312	0.0008852691218130312			
8	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 18:40:27.907065	2020-01-09 18:51:16.696574	50.0	50.0	41.0	0.056982107331734706	700.0	0.9933775260549089	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20138.91623140935	0.000936556162870405	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20138.90855169972	0.0009365563359205269	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20138.92391111898	0.000936555990088398	8	0.0008852691218130312	0.0008852691218130312			
9	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 18:51:16.697379	2020-01-09 19:02:57.574421	150.0	150.0	71.0	0.021559725292756658	500.0	1.0095899118384628	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20467.488048866857	0.0009328353312413576	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20467.47512393768	0.0009328354388680171	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20467.500973796035	0.0009328352236425972	9	0.0008852691218130312	0.0008852691218130312			
10	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 19:02:57.575440	2020-01-09 19:17:12.365888	150.0	350.0	71.0	0.008316891643939601	600.0	1.0008030763934346	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20289.38234773371	0.000944251077617531	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20289.368006373938	0.0009442516007428549	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20289.396689093486	0.0009442505560275969	10	0.0008852691218130312	0.0008852691218130312			
11	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 19:17:12.367616	2020-01-09 19:35:21.557434	250.0	450.0	81.0	0.03235098931208111	700.0	0.9952365326299945	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20176.42129957507	0.0009402364047709678	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20176.40146954674	0.0009402367596496098	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20176.441129603398	0.0009402360500640283	11	0.0008852691218130312	0.0008852691218130312			
