number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
12	TrialState.COMPLETE	0.0009737960339943342	2020-01-09 19:35:21.558491	2020-01-09 19:48:21.369522	50.0	450.0	51.0	0.022550468715466943	500.0	1.0081432713045049	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.000796742209631728	20438.093816395183	0.0009657337570345687	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.000796742209631728	20438.08387924929	0.0009657339172541627	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.000796742209631728	20438.103753541076	0.0009657335969823868	12	0.0010623229461756375	0.0010033050047214354			
13	TrialState.COMPLETE	0.000708215297450425	2020-01-09 19:48:21.370575	2020-01-09 20:00:01.877157	50.0	450.0	11.0	0.029417408950502977	800.0	0.9744216223456837	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.448410941928	0.0009471024354393462	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.44011154391	0.0009471026337579258	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.456710339942	0.0009471022374045613	13	0.000708215297450425	0.000708215297450425			
14	TrialState.COMPLETE	0.000708215297450425	2020-01-09 20:00:01.878203	2020-01-09 20:19:41.211332	350.0	450.0	71.0	0.0010469119436063072	800.0	1.0135658899231157	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20548.167205205384	0.0008965326931447777	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20548.146821883853	0.0008965332940159822	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20548.18758852691	0.0008965320933555673	14	0.000708215297450425	0.000708215297450425			
15	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 20:19:41.212340	2020-01-09 20:36:57.278954	450.0	50.0	91.0	0.005205590415099722	700.0	1.0372559422064793	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	21028.967178647308	0.00033494671464105177	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	21028.955913597732	0.0003349468223988761	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	21028.978443696884	0.0003349466069066514	15	0.0002655807365439094	0.0002950897072710104			
16	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 20:36:57.279952	2020-01-09 20:48:17.355942	50.0	250.0	11.0	0.00611737991531908	600.0	0.9980659191651645	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20233.716072060906	0.0009771585360279294	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20233.70879072238	0.0009771588344199365	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20233.723353399433	0.0009771582380816298	16	0.0012393767705382436	0.0011213408876298394			
17	TrialState.COMPLETE	0.0006639518413597734	2020-01-09 20:48:17.356979	2020-01-09 20:59:42.849744	150.0	50.0	61.0	0.07560146906740586	500.0	1.020775678550678	0.00017705382436260624	0.0006639518413597734	0.0002655807365439094	0.000398371104815864	20694.754736189803	0.00048208832510049935	0.00017705382436260624	0.0006639518413597734	0.0002655807365439094	0.000398371104815864	20694.748672096317	0.0004820885584914339	0.00017705382436260624	0.0006639518413597734	0.0002655807365439094	0.000398371104815864	20694.760800283286	0.00048208809199707894	17	0.0006196883852691218	0.0006491973559962229			
18	TrialState.COMPLETE	0.0007524787535410764	2020-01-09 20:59:42.850756	2020-01-09 21:20:07.703778	350.0	450.0	81.0	0.010673112935240984	1000.0	0.9921830458488677	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20114.686858179888	0.0009249248869539179	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20114.66576664306	0.0009249273283463328	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20114.707949716714	0.0009249224612707326	18	0.000796742209631728	0.000767233238904627			
19	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 21:20:07.704572	2020-01-09 21:37:49.725679	350.0	350.0	61.0	0.012246660891964327	600.0	1.0026710453728904	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20327.657577903683	0.0009638119571349177	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20327.63779213881	0.0009638122891164478	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20327.677363668554	0.0009638116253726529	19	0.0008852691218130312	0.0008852691218130312			
20	TrialState.COMPLETE	0.0012393767705382436	2020-01-09 21:37:49.726486	2020-01-09 21:56:56.639845	250.0	450.0	91.0	0.0012827179218993705	800.0	0.9962824665596197	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20197.95031427054	0.0011348862649761214	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20197.93112606232	0.0011348865998749068	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20197.969502478754	0.0011348859305729774	20	0.0012393767705382436	0.0012393767705382436			
21	TrialState.COMPLETE	0.0009737960339943342	2020-01-09 21:56:56.640844	2020-01-09 22:08:06.260655	150.0	50.0	51.0	0.017809364752114018	800.0	1.0426819553732476	0.0003541076487252125	0.0009737960339943342	0.0004868980169971671	0.0005311614730878187	21138.77591625354	0.0006768004567198601	0.0003541076487252125	0.0009737960339943342	0.0004868980169971671	0.0005311614730878187	21138.770139872522	0.0006768005524687683	0.0003541076487252125	0.0009737960339943342	0.0004868980169971671	0.0005311614730878187	21138.781692634562	0.000676800361010622	21	0.0008852691218130312	0.0009442870632672333			
22	TrialState.COMPLETE	0.000708215297450425	2020-01-09 22:08:06.261662	2020-01-09 22:23:31.259462	250.0	350.0	61.0	0.0019311519812123556	900.0	1.0012402709204515	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20298.19225832153	0.0009045885131986792	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20298.173822592067	0.0009045894671472958	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20298.21069405099	0.0009045875635376309	22	0.000708215297450425	0.000708215297450425			
23	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 22:23:31.260544	2020-01-09 22:34:47.148693	50.0	150.0	81.0	0.003359734225067803	900.0	0.99701451392659	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0007524787535410764	20212.918289660058	0.0009383020808238952	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0007524787535410764	20212.909481232295	0.0009383021848186226	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0007524787535410764	20212.927098087817	0.0009383019768895213	23	0.0008852691218130312	0.0008852691218130312			
24	TrialState.COMPLETE	0.0010180594900849858	2020-01-09 22:34:47.149714	2020-01-09 22:47:42.806267	250.0	50.0	41.0	0.0018856518639169468	900.0	1.0182946260250776	0.0001327903682719547	0.0010180594900849858	0.0004426345609065156	0.0007524787535410764	20644.36081356232	0.0005632087797979465	0.0001327903682719547	0.0010180594900849858	0.0004426345609065156	0.0007524787535410764	20644.35189447592	0.0005632089135161398	0.0001327903682719547	0.0010180594900849858	0.0004426345609065156	0.0007524787535410764	20644.369732648724	0.0005632086461469932	24	0.0009737960339943342	0.0010033050047214354			
25	TrialState.COMPLETE	0.0010180594900849858	2020-01-09 22:47:42.807276	2020-01-09 23:04:54.680711	450.0	150.0	51.0	0.0021977658236689416	1000.0	1.0138985284757456	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	20555.282091005665	0.0009553961321858143	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	20555.26845786119	0.0009553970696474999	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	20555.295724150143	0.0009553951981137261	25	0.0009737960339943342	0.0010033050047214354			
26	TrialState.COMPLETE	0.0013279036827195468	2020-01-09 23:04:54.681718	2020-01-09 23:15:40.989267	50.0	150.0	11.0	0.06620846739524532	500.0	0.9665425796714844	0.000708215297450425	0.0013279036827195468	0.0009295325779036828	0.0009295325779036828	19595.039018236545	0.0010938263542388988	0.000708215297450425	0.0013279036827195468	0.0009295325779036828	0.0009295325779036828	19595.02987783286	0.0010938264336067354	0.000708215297450425	0.0013279036827195468	0.0009295325779036828	0.0009295325779036828	19595.048158640227	0.0010938262748893246	26	0.0008852691218130312	0.0011803588290840415			
27	TrialState.COMPLETE	0.000708215297450425	2020-01-09 23:15:40.990293	2020-01-09 23:27:19.518323	150.0	350.0	21.0	0.004122793860611933	900.0	0.9960283114251173	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20192.7338217068	0.000943993248952379	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20192.719679532576	0.000943993374886993	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20192.74796388102	0.0009439931230641621	27	0.000708215297450425	0.000708215297450425			
28	TrialState.COMPLETE	0.000708215297450425	2020-01-09 23:27:19.519151	2020-01-09 23:43:22.166293	250.0	350.0	71.0	0.051900618731022516	900.0	1.0133884899535461	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20544.793289660058	0.000901898423133642	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20544.77376947592	0.0009018991809177429	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20544.812809844192	0.000901897667159752	28	0.000708215297450425	0.000708215297450425			
29	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 23:43:22.167324	2020-01-09 23:56:14.062211	150.0	450.0	41.0	0.004186311587218227	500.0	1.0024113906990142	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20322.35508144476	0.0009412662627620794	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20322.340031869688	0.0009412669513328612	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20322.37013101983	0.0009412655761689015	29	0.0008852691218130312	0.0008852691218130312			
30	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 23:56:14.063212	2020-01-10 00:07:26.774237	150.0	50.0	61.0	0.0028543469384179356	900.0	1.0096681071109428	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0006196883852691218	20469.43194493626	0.0005884076871586378	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0006196883852691218	20469.424840651558	0.0005884079811715935	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0006196883852691218	20469.439049220964	0.0005884073935099025	30	0.000708215297450425	0.0008262511803588291			
31	TrialState.COMPLETE	0.0009295325779036828	2020-01-10 00:07:26.775267	2020-01-10 00:24:44.503369	450.0	150.0	61.0	0.08990579029971317	800.0	1.029974716251315	0.0005754249291784702	0.0009295325779036828	0.0005754249291784702	0.0007524787535410764	20881.183361366857	0.0008686419354432231	0.0005754249291784702	0.0009295325779036828	0.0005754249291784702	0.0007524787535410764	20881.17506196884	0.00086864244712415	0.0005754249291784702	0.0009295325779036828	0.0005754249291784702	0.0007524787535410764	20881.19166076487	0.0008686414246573529	31	0.0011508498583569404	0.0010033050047214354			
32	TrialState.COMPLETE	0.0004426345609065156	2020-01-10 00:24:44.504363	2020-01-10 00:41:07.340025	450.0	50.0	21.0	0.07665481531803303	700.0	0.9870966189279475	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0003098441926345609	20011.305506373938	0.00044533393769779784	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0003098441926345609	20011.29789305949	0.0004453343503908633	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0003098441926345609	20011.313119688384	0.0004453335257112682	32	0.0003541076487252125	0.00041312559017941453			
33	TrialState.COMPLETE	0.0006196883852691218	2020-01-10 00:41:07.341067	2020-01-10 00:54:17.361669	250.0	50.0	51.0	0.07319040598414822	700.0	1.0224190927987364	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0004426345609065156	20728.019675106232	0.0004361194284177896	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0004426345609065156	20728.012969192634	0.00043611967852258486	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0004426345609065156	20728.02638101983	0.0004361191786237779	33	0.0005311614730878187	0.0005901794145420207			
34	TrialState.COMPLETE	0.0008852691218130312	2020-01-10 00:54:17.362725	2020-01-10 01:11:21.828040	350.0	450.0	41.0	0.0013985470839396122	1000.0	0.9944937025240078	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20161.562566395183	0.0009837019450341965	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20161.541253541076	0.0009837025438044454	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20161.58387924929	0.0009837013475808888	34	0.0008852691218130312	0.0008852691218130312			
35	TrialState.COMPLETE	0.006854512343180899	2020-01-10 01:11:21.829046	2020-01-10 01:46:31.868609	350.0	350.0	1.0	0.0017012069334118118	600.0	0.9494519357017214	0.000708215297450425	0.006854512343180899	0.005792189397005261	0.006449817887494941	19248.563979664104	0.0036781130699814783	0.000708215297450425	0.006854512343180899	0.005792189397005261	0.006449817887494941	19248.546135167948	0.003678113496003734	0.000708215297450425	0.006854512343180899	0.005792189397005261	0.006449817887494941	19248.581824160257	0.0036781126443597855	35			0.0057011331444759205	0.006373937677053824	
36	TrialState.COMPLETE	0.0007524787535410764	2020-01-10 01:46:31.869652	2020-01-10 02:02:00.021918	150.0	450.0	71.0	0.04256621741496595	800.0	1.017923405297495	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20636.75261154391	0.000896157646105878	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20636.73765049575	0.0008961578237827257	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20636.767572592067	0.0008961574685063226	36	0.000796742209631728	0.000767233238904627			
37	TrialState.COMPLETE	0.0004426345609065156	2020-01-10 02:02:00.022973	2020-01-10 02:16:48.570949	350.0	50.0	21.0	0.008386884406468021	800.0	1.0352700875091871	8.852691218130312e-05	0.0004426345609065156	0.0003541076487252125	0.0003541076487252125	20988.64398902266	0.00039782490013274	8.852691218130312e-05	0.0004426345609065156	0.0003541076487252125	0.0003541076487252125	20988.634383852692	0.0003978251294761967	8.852691218130312e-05	0.0004426345609065156	0.0003541076487252125	0.0003541076487252125	20988.653594192634	0.0003978246710514698	37	0.0005311614730878187	0.00047214353163361664			
38	TrialState.COMPLETE	0.000708215297450425	2020-01-10 02:16:48.571776	2020-01-10 02:29:00.819274	50.0	350.0	61.0	0.05738036458324662	900.0	1.0110814403946171	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20497.718550814447	0.0008825932608207905	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20497.708259560906	0.0008825939615189516	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20497.728842067987	0.000882592563257449	38	0.000708215297450425	0.000708215297450425			
39	TrialState.COMPLETE	0.000708215297450425	2020-01-10 02:29:00.820064	2020-01-10 02:46:49.698487	350.0	450.0	51.0	0.001048902387463137	900.0	0.9934169087825078	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20139.836247344192	0.0009378558779585529	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20139.8143148017	0.0009378561493765297	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20139.858179886687	0.0009378556066555619	39	0.000708215297450425	0.000708215297450425			
40	TrialState.COMPLETE	0.000708215297450425	2020-01-10 02:46:49.699530	2020-01-10 02:58:39.445528	50.0	250.0	71.0	0.0010711929814422884	800.0	0.9970089184741712	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20212.452837287536	0.0009078538964574685	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20212.4447592068	0.0009078540235178442	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20212.460915368272	0.0009078537694803522	40	0.000708215297450425	0.000708215297450425			
41	TrialState.COMPLETE	0.0009737960339943342	2020-01-10 02:58:39.446520	2020-01-10 03:15:41.458797	450.0	150.0	41.0	0.022472661493522554	600.0	1.0473707919812876	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	21234.20925548867	0.000955950649200466	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	21234.198300283286	0.0009559508284744828	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	21234.22021069405	0.0009559504700097408	41	0.0008852691218130312	0.0009442870632672333			
42	TrialState.COMPLETE	0.0018590651558073655	2020-01-10 03:15:41.459834	2020-01-10 03:28:49.608962	250.0	250.0	11.0	0.008225453159870624	900.0	0.9719585370913694	0.000708215297450425	0.0018590651558073655	0.0010180594900849858	0.001106586402266289	19704.554045679888	0.0012628289784666752	0.000708215297450425	0.0018590651558073655	0.0010180594900849858	0.001106586402266289	19704.53881905099	0.0012628295752645667	0.000708215297450425	0.0018590651558073655	0.0010180594900849858	0.001106586402266289	19704.56927230878	0.001262828382649068	42	0.0010623229461756375	0.001593484419263456			
43	TrialState.COMPLETE	0.0008410056657223796	2020-01-10 03:28:49.609961	2020-01-10 03:44:14.240954	350.0	150.0	51.0	0.047232432202295345	700.0	1.0364679380389408	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.000796742209631728	21013.010711756375	0.0009279354685974724	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.000796742209631728	21013.00203611898	0.0009279355772288636	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.000796742209631728	21013.019387393768	0.0009279353599946957	43	0.0009737960339943342	0.0008852691218130312			
44	TrialState.COMPLETE	0.000708215297450425	2020-01-10 03:44:14.241942	2020-01-10 03:55:55.246103	150.0	150.0	61.0	0.023501069838280576	900.0	1.00560831873588	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20386.859751239375	0.00090420650147675	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20386.848353399433	0.0009042066133634693	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20386.87114907932	0.0009042063896370105	44	0.000708215297450425	0.000708215297450425			
45	TrialState.COMPLETE	0.000708215297450425	2020-01-10 03:55:55.247098	2020-01-10 04:09:27.925918	250.0	350.0	31.0	0.0014479568091166645	800.0	1.005063791790959	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20375.663442811616	0.0008832354304515445	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20375.645361189803	0.0008832387787141019	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20375.68152443343	0.0008832321147966205	45	0.000708215297450425	0.000708215297450425			
46	TrialState.COMPLETE	0.0030541784702549576	2020-01-10 04:09:27.926967	2020-01-10 04:23:56.755739	350.0	350.0	1.0	0.0018138623215041853	800.0	0.972549888945993	0.000708215297450425	0.0030541784702549576	0.0024344900849858357	0.0027443342776203965	19716.565399256375	0.0018927385933258443	0.000708215297450425	0.0030541784702549576	0.0024344900849858357	0.0027443342776203965	19716.547406161473	0.0018927391010381278	0.000708215297450425	0.0030541784702549576	0.0024344900849858357	0.0027443342776203965	19716.583392351276	0.0018927380863275815	46	0.0013279036827195468	0.002478753541076487			
