number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09269662921348315	2020-04-05 17:11:36.706762	2020-04-05 17:24:57.328900	64	0.146715514435366	500	70	0.044713072593174884	512	1.0088375504076312	0.0023408239700374533	0.09269662921348315	0.017322097378277154	0.04073033707865169	48.75421348314607	0.04387838629080051	0.0023408239700374533	0.09269662921348315	0.017322097378277154	0.04073033707865169	48.75421348314607	0.04387838629080051	3001081329	200	0.0023408239700374533	0.09269662921348315	0.017322097378277154	0.04073033707865169	48.75421348314607	0.04387838629080051	0	COMPLETE
1	0.8403558052434457	2020-04-05 17:24:57.376513	2020-04-05 17:44:01.300957	256	0.2360848698415249	150	47	0.005017411243505941	512	0.1344822630223431	0.23876404494382023	0.8403558052434457	0.524812734082397	0.6601123595505618	6.462078651685394	0.4283488314470115	0.23876404494382023	0.8403558052434457	0.524812734082397	0.6601123595505618	6.462078651685394	0.4283488314470115	3331865593	250	0.23876404494382023	0.8403558052434457	0.524812734082397	0.6601123595505618	6.462078651685394	0.4283488314470115	1	COMPLETE
2	0.9264981273408239	2020-04-05 17:44:01.347848	2020-04-05 18:31:23.956703	64	0.13419195740914827	450	37	0.0013481088478687541	128	0.09385703346249037	0.32818352059925093	0.9264981273408239	0.6502808988764045	0.797752808988764	4.522471910112359	0.5265531576102271	0.32818352059925093	0.9264981273408239	0.6502808988764045	0.797752808988764	4.522471910112359	0.5265531576102271	3065374815	500	0.32818352059925093	0.9264981273408239	0.6502808988764045	0.797752808988764	4.522471910112359	0.5265531576102271	2	COMPLETE
3	0.9391385767790262	2020-04-05 18:31:24.005174	2020-04-05 18:39:27.807114	64	0.12938519722584482	150	36	0.011432321966216038	128	0.08110213768145258	0.3693820224719101	0.9391385767790262	0.7172284644194756	0.8361423220973783	3.9049625468164795	0.5666779465348952	0.3693820224719101	0.9391385767790262	0.7172284644194756	0.8361423220973783	3.9049625468164795	0.5666779465348952	1294494851	250	0.3693820224719101	0.9391385767790262	0.7172284644194756	0.8361423220973783	3.9049625468164795	0.5666779465348952	3	COMPLETE
4	0.897003745318352	2020-04-05 18:39:27.854362	2020-04-05 18:44:40.881871	64	0.10585454366269556	50	77	0.033522789511956745	128	0.10133658336346432	0.3553370786516854	0.897003745318352	0.6381086142322098	0.7696629213483146	4.877340823970037	0.5325639511890277	0.3562734082397004	0.897003745318352	0.6381086142322098	0.7696629213483146	4.87687265917603	0.5328760610516992	2956810257	200	0.3553370786516854	0.897003745318352	0.6381086142322098	0.7696629213483146	4.877808988764045	0.5324078962576917	4	COMPLETE
5	0.9077715355805244	2020-04-05 18:44:40.916932	2020-04-05 19:02:52.998365	64	0.3764233565929469	250	48	0.0060024113034048455	128	0.0967212941415594	0.3539325842696629	0.9077715355805244	0.6877340823970037	0.8029026217228464	4.677902621722846	0.5447635189654676	0.3539325842696629	0.9077715355805244	0.6877340823970037	0.8029026217228464	4.677902621722846	0.5447635189654676	1589918849	250	0.3539325842696629	0.9077715355805244	0.6877340823970037	0.8029026217228464	4.677902621722846	0.5447635189654676	5	COMPLETE
6	0.10299625468164794	2020-04-05 19:02:53.033135	2020-04-05 19:08:47.372836	256	0.3254222683793748	100	21	0.015619241459026946	256	1.013261838737624	0.0	0.10299625468164794	0.02153558052434457	0.04541198501872659	48.987827715355806	0.044492091258984	0.0	0.10299625468164794	0.02153558052434457	0.04541198501872659	48.987827715355806	0.044492091258984	202975195	150	0.0	0.10299625468164794	0.02153558052434457	0.04541198501872659	48.987827715355806	0.044492091258984	6	COMPLETE
7	0.08801498127340825	2020-04-05 19:08:47.406794	2020-04-05 19:21:52.072973	128	0.4687945119505182	500	49	0.005965174325786937	512	0.9911139927253351	0.0	0.08801498127340825	0.02153558052434457	0.03838951310861423	47.78277153558052	0.043435058654113096	0.0	0.08801498127340825	0.02153558052434457	0.03838951310861423	47.78277153558052	0.043435058654113096	4219080566	150	0.0	0.08801498127340825	0.02153558052434457	0.03838951310861423	47.78277153558052	0.043435058654113096	7	COMPLETE
8	0.08426966292134831	2020-04-05 19:21:52.108295	2020-04-05 19:53:50.307831	256	0.4924585168362608	400	61	0.04123845201211262	128	1.002179542170098	0.00046816479400749064	0.08426966292134831	0.019194756554307114	0.035580524344569285	48.352059925093634	0.04214902952045167	0.00046816479400749064	0.08426966292134831	0.019194756554307114	0.035580524344569285	48.352059925093634	0.04214902952045167	3872556278	150	0.00046816479400749064	0.08426966292134831	0.019194756554307114	0.035580524344569285	48.352059925093634	0.04214902952045167	8	COMPLETE
9	0.09269662921348315	2020-04-05 19:53:50.344325	2020-04-05 19:55:28.003245	128	0.23528628811290384	400	2	0.01193788564371591	512	1.0075094146960963	0.0	0.09269662921348315	0.017322097378277154	0.03932584269662921	48.56413857677903	0.04262084731740621	0.0	0.09269662921348315	0.017322097378277154	0.03932584269662921	48.56413857677903	0.04262084731740621	1942115298	150	0.0	0.09269662921348315	0.017322097378277154	0.03932584269662921	48.56413857677903	0.04262084731740621	9	COMPLETE
10	0.09222846441947566	2020-04-05 19:55:28.038518	2020-04-05 19:59:39.197149	256	0.33863131506166894	250	5	0.09471601750452972	256	1.0044707572663183	0.0	0.09222846441947566	0.02247191011235955	0.0351123595505618	48.48829588014981	0.0434469214933604	0.0	0.09222846441947566	0.02247191011235955	0.0351123595505618	48.48829588014981	0.0434469214933604	3233341068	150	0.0	0.09222846441947566	0.02247191011235955	0.0351123595505618	48.48829588014981	0.0434469214933604	10	COMPLETE
11	0.09691011235955056	2020-04-05 19:59:39.232887	2020-04-05 20:10:40.567193	256	0.339299485213067	250	32	0.09618930744203918	512	1.0200348116408628	0.0	0.09691011235955056	0.02247191011235955	0.04260299625468165	49.22986891385768	0.044139173808033796	0.0	0.09691011235955056	0.02247191011235955	0.04260299625468165	49.22986891385768	0.044139173808033796	2615840630	150	0.0	0.09691011235955056	0.02247191011235955	0.04260299625468165	49.22986891385768	0.044139173808033796	11	COMPLETE
12	0.9087078651685393	2020-04-05 20:10:40.605103	2020-04-05 21:55:44.443318	256	0.2744609939940781	250	75	0.0018286322694908825	128	0.10526804979942907	0.2645131086142322	0.9087078651685393	0.5650749063670412	0.7397003745318352	5.056179775280899	0.4634993688451915	0.2645131086142322	0.9087078651685393	0.5650749063670412	0.7397003745318352	5.056179775280899	0.4634993688451915	2421117320	500	0.2645131086142322	0.9087078651685393	0.5650749063670412	0.7397003745318352	5.056179775280899	0.4634993688451915	12	COMPLETE
13	0.08801498127340825	2020-04-05 21:55:44.485815	2020-04-05 22:02:12.863138	256	0.24005640156204341	200	23	0.00798442319474697	512	1.0161402730396791	0.0	0.08801498127340825	0.024812734082397005	0.04307116104868914	49.02972846441948	0.04445594580491249	0.0	0.08801498127340825	0.024812734082397005	0.04307116104868914	49.02949438202247	0.0444560025109195	2011222540	150	0.0	0.08801498127340825	0.024812734082397005	0.04307116104868914	49.02996254681648	0.04445588997130556	13	COMPLETE
