number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0		2020-05-16 20:36:26.085630	2020-05-16 20:36:28.446006	128	0.40230647501836714	0.2523582286077725	63	0.30518890265510784	88	0.004321652299547963	512														The current model can't be trained on this hardware with these parameters.									0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1	0.5500936329588015	2020-05-16 20:36:28.524111	2020-05-16 20:45:03.488370	128	0.40037951616560247	0.47650458454897404	22	0.46286122529063506	15	0.053582453397504004	512	0.27703207471121927	0.09550561797752809	0.5500936329588015	0.24859550561797752	0.3586142322097378	13.334035580524345	0.2342926804771944	0.09644194756554307	0.5500936329588015	0.24859550561797752	0.3586142322097378	13.332865168539326	0.2347608452712019		935688945.0	600.0	0.09550561797752809	0.5500936329588015	0.24812734082397003	0.3586142322097378	13.335205992509364	0.23409761181302463	1		COMPLETE
2	0.10814606741573034	2020-05-16 20:45:03.582842	2020-05-16 20:47:26.388363	128	0.045993603741620426	0.07929061619577504	54	0.18340149236654946	13	0.013006268803253887	128	0.9557407055589046	0.01638576779026217	0.10814606741573034	0.04868913857677903	0.06928838951310862	46.07303370786517	0.061418583561130106	0.017322097378277154	0.3684456928838951	0.0800561797752809	0.1647940074906367	34.25514981273408	0.10850763761901987		2252040104.0	150.0	0.01638576779026217	0.10720973782771535	0.04868913857677903	0.06928838951310862	57.890917602996254	0.05769160455480026	2		COMPLETE
3	0.1404494382022472	2020-05-16 20:47:26.493519	2020-05-16 20:58:55.255021	256	0.094248964003321	0.20681153954073528	28	0.16631113724972008	49	0.00792400248633229	128	0.896355162437461	0.019194756554307114	0.1404494382022472	0.052434456928838954	0.08052434456928839	43.2872191011236	0.07011035737656648	0.019194756554307114	0.1502808988764045	0.052434456928838954	0.08052434456928839	31.744850187265918	0.08274903087526654		964714383.0	200.0	0.019194756554307114	0.1404494382022472	0.052434456928838954	0.08052434456928839	54.829588014981276	0.06776223955444484	3		COMPLETE
4	0.1797752808988764	2020-05-16 20:58:55.393278	2020-05-16 21:06:29.552575	128	0.030450462118481958	0.3948427603428791	37	0.17614582024218894	38	0.06324121390922853	128	0.6503378530006771	0.016853932584269662	0.1797752808988764	0.05571161048689138	0.08661048689138577	31.4311797752809	0.08087074659649619	0.016853932584269662	0.1797752808988764	0.05571161048689138	0.08661048689138577	31.418539325842698	0.08088025248868169		1797600677.0	200.0	0.016853932584269662	0.1797752808988764	0.05571161048689138	0.08661048689138577	31.4438202247191	0.08086278247508487	4		COMPLETE
5	0.10627340823970037	2020-05-16 21:06:29.663232	2020-05-16 21:23:03.997913	256	0.46434451879886246	0.4316694735072104	39	0.26385605350664865	91	0.07306830805964637	256	1.0076857165909592	0.0056179775280898875	0.10627340823970037	0.031835205992509365	0.04868913857677903	48.62827715355805	0.05117042778135349	0.0056179775280898875	0.10627340823970037	0.032303370786516857	0.04868913857677903	48.616573033707866	0.05123913650521275		1155187327.0	150.0	0.0056179775280898875	0.10627340823970037	0.031835205992509365	0.04868913857677903	48.63998127340824	0.051113396515638725	5		COMPLETE
6	0.11376404494382023	2020-05-16 21:23:04.142207	2020-05-16 21:31:52.425153	128	0.4068213377934671	0.37627925860492434	32	0.09098968803172564	90	0.04540162637090997	128	0.9949227182398644	0.009363295880149813	0.11376404494382023	0.03464419475655431	0.052434456928838954	48.00351123595506	0.054028927092719115	0.009363295880149813	0.11376404494382023	0.03464419475655431	0.052434456928838954	37.64466292134831	0.061005497593737606		3554651960.0	150.0	0.009363295880149813	0.11376404494382023	0.03464419475655431	0.052434456928838954	58.3623595505618	0.051993591295852785	6		COMPLETE
7	0.7560861423220974	2020-05-16 21:31:52.527808	2020-05-16 21:37:58.809520	64	0.10247578984030004	0.033608489415793474	64	0.3026718104851576	46	0.0013051982866304696	128	0.15703847034823862	0.13857677902621723	0.7560861423220974	0.3539325842696629	0.5042134831460674	7.597846441947565	0.31377427120116014	0.13857677902621723	0.7560861423220974	0.3539325842696629	0.5042134831460674	7.597846441947565	0.31377427120116014		575444782.0	200.0	0.13857677902621723	0.7560861423220974	0.3539325842696629	0.5042134831460674	7.597846441947565	0.31377427120116014	7		COMPLETE
8	0.15777153558052434	2020-05-16 21:37:58.928159	2020-05-16 21:45:38.007811	64	0.11462388791286682	0.037351444984002946	21	0.06282220653461484	100	0.016442793844952834	128	0.7818645302673684	0.02200374531835206	0.15777153558052434	0.050093632958801496	0.08941947565543071	37.737827715355806	0.0770146189195528	0.18164794007490637	0.36704119850187267	0.2303370786516854	0.27902621722846443	26.306647940074907	0.24824396468088172		2011860582.0	200.0	0.02200374531835206	0.15636704119850187	0.050093632958801496	0.08941947565543071	49.1690074906367	0.07349518310464032	8		COMPLETE
9	0.5187265917602997	2020-05-16 21:45:38.119709	2020-05-16 21:55:21.738005	128	0.3570655408811891	0.40363644314602626	48	0.14200750592289685	53	0.006530930203117478	256	0.323108173271969	0.08192883895131087	0.5187265917602997	0.21161048689138576	0.31273408239700373	15.516385767790263	0.21001066841363844	0.08192883895131087	0.5187265917602997	0.21161048689138576	0.31273408239700373	15.516385767790263	0.21001066841363844		3783293094.0	200.0	0.08192883895131087	0.5187265917602997	0.21161048689138576	0.31273408239700373	15.516385767790263	0.21001066841363844	9		COMPLETE
