number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0004426345609065156	2020-01-06 19:25:47.924361	2020-01-06 19:40:17.685368	250.0	61.0	0.005056058342889141	1000.0	1.0311618952209969	4.426345609065156e-05	0.0004426345609065156	0.0002213172804532578	0.0002655807365439094	20905.448632259206	0.0003129743957344671	4.426345609065156e-05	0.0004426345609065156	0.0002213172804532578	0.0002655807365439094	20905.423734065156	0.00031297461474797804	4.426345609065156e-05	0.0004426345609065156	0.0002213172804532578	0.0002655807365439094	20905.47353045326	0.00031297417677809367	9	0.0005311614730878187	0.00047214353163361664				
10	TrialState.COMPLETE	0.007056859571023877	2020-01-06 19:40:17.686224	2020-01-06 20:14:55.992192	250.0	11.0	0.007144904946338445	500.0	0.9479417811019264	0.0022511129097531365	0.007056859571023877	0.0037940105220558478	0.005412788344799677	19217.805683427763	0.0037877789984480294	0.0022511129097531365	0.007056859571023877	0.0037940105220558478	0.005412788344799677	19217.783463172804	0.0037877796882301498	0.0022511129097531365	0.007056859571023877	0.0037940105220558478	0.005412788344799677	19217.82790368272	0.0037877783097840954	10				0.005913597733711048	0.006580500472143531	
11	TrialState.COMPLETE	0.009737960339943343	2020-01-06 20:14:55.993046	2020-01-06 20:48:56.098415	350.0	1.0	0.021593936332498388	800.0	0.9167195525282706	0.004603399433427762	0.009737960339943343	0.006601578308377176	0.007866248482395791	18584.234318089842	0.006662518659671833	0.004603399433427762	0.009737960339943343	0.006601578308377176	0.007866248482395791	18584.233913395386	0.006662518662109387	0.004603399433427762	0.009737960339943343	0.006601578308377176	0.007866248482395791	18584.2347227843	0.006662518657234723	11				0.008604815864022662	0.009265816808309726	
12	TrialState.COMPLETE	0.0001327903682719547	2020-01-06 20:48:56.099320	2020-01-06 21:06:21.984827	350.0	91.0	0.011782603307452748	500.0	1.0414714486375458	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	21114.1628009915	0.00021990036409974748	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	21114.1340740085	0.00021990107029678735	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	21114.191527974504	0.00021989965861742196	12	8.852691218130312e-05	0.00011803588290840416				
13	TrialState.COMPLETE	8.852691218130312e-05	2020-01-06 21:06:21.985701	2020-01-06 21:25:31.517060	450.0	71.0	0.0022571430622708756	1100.0	1.040253209089956	0.0	8.852691218130312e-05	0.0	0.0	21089.616080913598	0.00018984121781593952	0.0	8.852691218130312e-05	0.0	0.0	21089.598220609067	0.00018984155498426292	0.0	8.852691218130312e-05	0.0	0.0	21089.63394121813	0.00018984088094704864	13	0.0	5.901794145420208e-05				
14	TrialState.COMPLETE	0.0007524787535410764	2020-01-06 21:25:31.517976	2020-01-06 21:44:06.171636	450.0	61.0	0.004196900694061996	2000.0	1.0412591748370958	0.00017705382436260624	0.0007524787535410764	0.0002213172804532578	0.0004426345609065156	21110.20790545326	0.00048509928551695184	0.00017705382436260624	0.0007524787535410764	0.0002213172804532578	0.0004426345609065156	21110.183781869688	0.0004850996033051433	0.00017705382436260624	0.0007524787535410764	0.0002213172804532578	0.0004426345609065156	21110.232029036826	0.00048509896803615264	14	0.0009737960339943342	0.0008262511803588291				
15	TrialState.COMPLETE	0.0048689801699716715	2020-01-06 21:44:06.172521	2020-01-06 22:13:13.283878	250.0	81.0	0.04515278637835061	1200.0	0.9631465794183612	0.0013574126534466478	0.0048689801699716715	0.0034525495750708213	0.004367327667610953	19525.900864612842	0.0029508441765910675	0.0013574126534466478	0.0048689801699716715	0.0034525495750708213	0.004367327667610953	19525.859714353162	0.0029508470720687246	0.0013574126534466478	0.0048689801699716715	0.0034525495750708213	0.004367327667610953	19525.942014872522	0.002950841300308979	15			0.0037623937677053825	0.004426345609065156		
16	TrialState.COMPLETE	0.0002655807365439094	2020-01-06 22:13:13.284833	2020-01-06 22:27:50.817820	250.0	61.0	0.008065388854318551	1400.0	1.030387641383378	0.00017705382436260624	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20889.550593130312	0.00036930211226645683	0.00017705382436260624	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20889.51788243626	0.0003693082429556216	0.00017705382436260624	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20889.58330382436	0.0003692960684567458	16	0.0003541076487252125	0.0002950897072710104				
17	TrialState.COMPLETE	0.006373937677053824	2020-01-06 22:27:50.818788	2020-01-06 23:04:06.965415	250.0	81.0	0.05037354955301861	1400.0	0.9631678020363669	0.0010623229461756375	0.006373937677053824	0.0031110886280857953	0.004704573047349251	19526.310501821124	0.0028076023070335836	0.0010623229461756375	0.006373937677053824	0.0031110886280857953	0.004704573047349251	19526.269931201943	0.0028076037387975493	0.0010623229461756375	0.006373937677053824	0.0031110886280857953	0.004704573047349251	19526.351072440306	0.0028076008784872334	17				0.0050991501416430595	0.005842776203966006	
18	TrialState.COMPLETE	0.0003098441926345609	2020-01-06 23:04:06.966424	2020-01-06 23:17:17.888279	150.0	21.0	0.002905701984881325	500.0	1.0196469483108719	0.0	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20671.944891997166	0.00028140536988181645	0.0	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20671.917758498585	0.0002814057050746609	0.0	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20671.97202549575	0.00028140503481345044	18	0.0002655807365439094	0.0002950897072710104				
19	TrialState.COMPLETE	0.0002213172804532578	2020-01-06 23:17:17.889416	2020-01-06 23:30:35.869393	150.0	61.0	0.003879739111347004	900.0	1.0411689344703488	0.0	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	21108.27861632436	0.00022427992888870564	0.0	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	21108.252434490085	0.00022428100471543743	0.0	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	21108.30479815864	0.00022427885560017443	19	0.0004426345609065156	0.0002950897072710104				
20	TrialState.COMPLETE	0.0001327903682719547	2020-01-06 23:30:35.870924	2020-01-06 23:43:16.345272	150.0	11.0	0.0015365311061208114	900.0	1.0129928190002475	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20536.968683604817	0.00021238195195511796	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20536.94418378187	0.00021238221839520315	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20536.993183427763	0.00021238168559780854	20	8.852691218130312e-05	0.00011803588290840416				
21	TrialState.COMPLETE	0.0026558073654390935	2020-01-06 23:43:16.346198	2020-01-06 23:56:36.164095	150.0	61.0	0.07611551872541507	2000.0	0.9749250271436796	0.0004426345609065156	0.0026558073654390935	0.0014606940509915014	0.0018590651558073655	19764.978089589236	0.0014501391235989616	0.0004426345609065156	0.0026558073654390935	0.0014606940509915014	0.0018590651558073655	19764.937765580737	0.001450140133865592	0.0004426345609065156	0.0026558073654390935	0.0014606940509915014	0.0018590651558073655	19765.018413597732	0.0014501381143147672	21	0.00141643059490085	0.0022426817752596788				
22	TrialState.COMPLETE	0.008351038715769595	2020-01-06 23:56:36.165070	2020-01-07 00:28:42.567158	350.0	51.0	0.05364945327811361	1600.0	0.9453818973520238	0.0030099150141643057	0.008351038715769595	0.00398371104815864	0.004721435316336166	19165.571529745044	0.004670905902143339	0.0030099150141643057	0.008351038715769595	0.00398371104815864	0.004721435316336166	19165.55193578848	0.0046709088467738495	0.0030099150141643057	0.008351038715769595	0.00398371104815864	0.004721435316336166	19165.591123701604	0.004670902990804307	22			0.006949362606232295	0.007790368271954674		
23	TrialState.COMPLETE	0.00829623634156212	2020-01-07 00:28:42.568088	2020-01-07 01:13:00.852999	450.0	41.0	0.036836302155054276	1400.0	0.9553465321936992	0.0022511129097531365	0.00829623634156212	0.0042745851881829215	0.004603399433427762	19367.760989983813	0.0043151951506637	0.0022511129097531365	0.00829623634156212	0.0042745851881829215	0.004603399433427762	19367.743196074465	0.004315195572595135	0.0022511129097531365	0.00829623634156212	0.0042745851881829215	0.004603399433427762	19367.77878389316	0.004315194729242937	23				0.007152974504249292	0.007819877242681775	
24	TrialState.COMPLETE	0.010564211520302172	2020-01-07 01:13:00.854546	2020-01-07 01:44:13.025063	350.0	11.0	0.029912076901508954	1400.0	0.9390382029671338	0.0033935316336166197	0.010564211520302172	0.006196883852691218	0.007819877242681775	19037.030556539186	0.005886234243399175	0.0033935316336166197	0.010564211520302172	0.006196883852691218	0.007819877242681775	19037.015669263455	0.005886234656728558	0.0033935316336166197	0.010564211520302172	0.006196883852691218	0.007819877242681775	19037.04544381492	0.005886233830430746	24			0.009295325779036826	0.010056657223796034		
25	TrialState.COMPLETE	0.0001327903682719547	2020-01-07 01:44:13.025994	2020-01-07 02:00:00.102874	350.0	11.0	0.0013564263022497571	1000.0	1.0356057336327846	4.426345609065156e-05	0.0001327903682719547	0.0001327903682719547	0.0001327903682719547	20995.092510623228	0.0002773610865654277	4.426345609065156e-05	0.0001327903682719547	0.0001327903682719547	0.0001327903682719547	20995.06453611898	0.00027736147789617365	4.426345609065156e-05	0.0001327903682719547	0.0001327903682719547	0.0001327903682719547	20995.120485127478	0.0002773606954238358	25	8.852691218130312e-05	0.00011803588290840416				
26	TrialState.COMPLETE	0.000398371104815864	2020-01-07 02:00:00.104468	2020-01-07 02:12:20.704688	50.0	11.0	0.002414151235308534	700.0	0.9865194429528402	0.0001327903682719547	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	20000.14334720255	0.00041224975896271576	0.0001327903682719547	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	20000.11672273371	0.00041225006527102504	0.0001327903682719547	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	20000.16997167139	0.0004122494528136192	26	0.0004426345609065156	0.00041312559017941453				
27	TrialState.COMPLETE	0.0002655807365439094	2020-01-07 02:12:20.705564	2020-01-07 02:25:40.133348	150.0	91.0	0.021863357538690537	1600.0	0.9912439536664932	0.0	0.0002655807365439094	8.852691218130312e-05	0.0001327903682719547	20095.398282577902	0.00029459545622938287	0.0	0.0002655807365439094	8.852691218130312e-05	0.0001327903682719547	20095.33989907932	0.00029459732313105675	0.0	0.0002655807365439094	8.852691218130312e-05	0.0001327903682719547	20095.456666076487	0.0002945935931986676	27	0.00017705382436260624	0.00023607176581680832				
28	TrialState.COMPLETE	0.01198907324969648	2020-01-07 02:25:40.134257	2020-01-07 03:08:31.940147	450.0	11.0	0.01344758994991564	900.0	0.9382341294003771	0.002124645892351275	0.01198907324969648	0.005412788344799677	0.009029745042492918	19020.855195265074	0.005339081093693558	0.002124645892351275	0.01198907324969648	0.005412788344799677	0.009029745042492918	19020.838526912183	0.005339083900741613	0.002124645892351275	0.01198907324969648	0.005412788344799677	0.009029745042492918	19020.87186361797	0.005339078312298712	28				0.010623229461756374	0.011419971671388102	
29	TrialState.COMPLETE	0.0001327903682719547	2020-01-07 03:08:31.941090	2020-01-07 03:27:58.376360	450.0	81.0	0.004678823639205055	1800.0	1.0426160551286539	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	21137.636065864022	0.00019679856185705286	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	21137.6100832153	0.0001968016290438242	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	21137.66204851275	0.00019679551227273876	29	0.0002655807365439094	0.00017705382436260624				
30	TrialState.COMPLETE	0.0002213172804532578	2020-01-07 03:27:58.377333	2020-01-07 03:42:13.238414	250.0	31.0	0.003367661191150679	900.0	1.023032715520184	0.0	0.0002213172804532578	0.0	8.852691218130312e-05	20740.336203080737	0.00021052149360239434	0.0	0.0002213172804532578	0.0	8.852691218130312e-05	20740.316395184134	0.00021052201135241718	0.0	0.0002213172804532578	0.0	8.852691218130312e-05	20740.35601097734	0.00021052097665330514	30	0.0004426345609065156	0.0002950897072710104				
31	TrialState.COMPLETE	0.012975515985430999	2020-01-07 03:42:13.239395	2020-01-07 04:19:57.838444	450.0	1.0	0.02146497546331116	700.0	0.9122119151263511	0.005868069607446378	0.012975515985430999	0.008979158235532173	0.010345002023472279	18493.036586908136	0.008609049118377917	0.005868069607446378	0.012975515985430999	0.008979158235532173	0.010345002023472279	18493.036245447187	0.008609049250461862	0.005868069607446378	0.012975515985430999	0.008979158235532173	0.010345002023472279	18493.03692836908	0.00860904898654245	31				0.01165014164305949	0.012423276676109537	
32	TrialState.COMPLETE	0.0003098441926345609	2020-01-07 04:19:57.839995	2020-01-07 04:39:24.575173	450.0	81.0	0.004968659026743789	600.0	1.0448990712320672	0.0	0.0003098441926345609	0.00017705382436260624	0.0002655807365439094	21184.187123760625	0.00027695097996332065	0.0	0.0003098441926345609	0.00017705382436260624	0.0002655807365439094	21184.162889518415	0.0002769537040702233	0.0	0.0003098441926345609	0.00017705382436260624	0.0002655807365439094	21184.211358002834	0.0002769482684909058	32	0.0002655807365439094	0.0002950897072710104				
33	TrialState.COMPLETE	0.0003541076487252125	2020-01-07 04:39:24.576578	2020-01-07 04:51:59.436289	50.0	21.0	0.0027262721013367203	900.0	1.0064294483353213	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	20403.6778726983	0.00026215327930807146	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	20403.65107117564	0.0002621536054569768	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	20403.704674220964	0.0002621529532986584	33	0.0003541076487252125	0.0003541076487252125				
34	TrialState.COMPLETE	0.003576487252124646	2020-01-07 04:51:59.437222	2020-01-07 05:11:26.658018	150.0	21.0	0.02531709388427959	1500.0	0.9568076755207878	0.000708215297450425	0.003576487252124646	0.0013101983002832861	0.0019121813031161474	19397.733693342776	0.0017353719194454287	0.000708215297450425	0.003576487252124646	0.0013101983002832861	0.0019121813031161474	19397.71540368272	0.0017353725264288153	0.000708215297450425	0.003576487252124646	0.0013101983002832861	0.0019121813031161474	19397.751983002832	0.0017353713131677412	34		0.0026558073654390935	0.0032312322946175635			
35	TrialState.COMPLETE	0.00538243626062323	2020-01-07 05:11:26.658996	2020-01-07 05:31:19.933544	150.0	41.0	0.05468950037110643	800.0	0.9708276128154323	0.0022662889518413596	0.00538243626062323	0.003824362606232295	0.004497167138810198	19681.86003895184	0.003525267843171958	0.0022662889518413596	0.00538243626062323	0.003824362606232295	0.004497167138810198	19681.840828611897	0.003525268387754804	0.0022662889518413596	0.00538243626062323	0.003824362606232295	0.004497167138810198	19681.879249291786	0.0035252672993291447	35		0.0044853635505193576	0.005046033994334277			
36	TrialState.COMPLETE	0.012773168757588022	2020-01-07 05:31:19.934348	2020-01-07 06:15:05.485954	450.0	21.0	0.09471847133253283	1100.0	0.9272066610866115	0.0052104411169566975	0.012773168757588022	0.008473290165924727	0.010345002023472279	18797.062196479157	0.007889101822537619	0.0052104411169566975	0.012773168757588022	0.008473290165924727	0.010345002023472279	18797.049499190613	0.007889102073685855	0.0052104411169566975	0.012773168757588022	0.008473290165924727	0.010345002023472279	18797.074893767705	0.0078891015716713	36				0.01136685552407932	0.012187204910292728	
37	TrialState.COMPLETE	0.01077077431539188	2020-01-07 06:15:05.486856	2020-01-07 06:45:42.088837	450.0	1.0	0.01797745186863233	1800.0	0.919427340662701	0.003068932955618508	0.01077077431539188	0.0066100094428706326	0.008675637393767706	18639.125295089707	0.005888913455348302	0.003068932955618508	0.01077077431539188	0.0066100094428706326	0.008675637393767706	18639.124763928234	0.005888913475780756	0.003068932955618508	0.01077077431539188	0.0066100094428706326	0.008675637393767706	18639.12582625118	0.005888913434934276	37			0.009782223796033994	0.010375354107648725		
38	TrialState.COMPLETE	0.0001327903682719547	2020-01-07 06:45:42.089695	2020-01-07 06:58:45.114506	150.0	31.0	0.0016064033687518652	2000.0	1.0300008896649622	0.0	0.0001327903682719547	0.0	0.0	20881.928912889518	0.0002145730527656974	0.0	0.0001327903682719547	0.0	0.0	20881.912314093486	0.00021457326384741852	0.0	0.0001327903682719547	0.0	0.0	20881.945511685553	0.00021457284175919087	38	8.852691218130312e-05	0.00011803588290840416				
39	TrialState.COMPLETE	0.0001327903682719547	2020-01-07 06:58:45.115391	2020-01-07 07:16:32.682871	450.0	21.0	0.004055692947000615	600.0	1.0309218252090697	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20900.703877478754	0.00021175252662232398	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20900.681347379603	0.00021175281501654931	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20900.726407577902	0.00021175223835811553	39	0.0002655807365439094	0.00017705382436260624				
40	TrialState.COMPLETE	4.426345609065156e-05	2020-01-07 07:16:32.683833	2020-01-07 07:34:07.073942	450.0	21.0	0.001810449366859385	600.0	1.0331073696022892	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20944.95164217422	0.00018680904435061259	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20944.931347379603	0.00018680923983789671	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20944.97193696884	0.00018680884895163024	40	8.852691218130312e-05	5.901794145420208e-05				
41	TrialState.COMPLETE	4.426345609065156e-05	2020-01-07 07:34:07.074927	2020-01-07 07:48:39.446401	250.0	61.0	0.0020790397464749474	1400.0	1.0381934418759138	0.0	4.426345609065156e-05	0.0	4.426345609065156e-05	21047.73742917847	0.00019465635573998006	0.0	4.426345609065156e-05	0.0	4.426345609065156e-05	21047.72472556657	0.0001946565459200732	0.0	4.426345609065156e-05	0.0	4.426345609065156e-05	21047.750132790366	0.00019465616566733402	41	8.852691218130312e-05	5.901794145420208e-05				
42	TrialState.COMPLETE	8.852691218130312e-05	2020-01-07 07:48:39.447320	2020-01-07 08:08:45.918424	450.0	91.0	0.0036373995425840453	1400.0	1.0370693005378258	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	21025.0775717068	0.00018252541381300774	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	21025.05267351275	0.00018252565812082062	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	21025.10246990085	0.00018252516958348607	42	0.00017705382436260624	0.00011803588290840416				
43	TrialState.COMPLETE	0.000796742209631728	2020-01-07 08:08:45.919335	2020-01-07 08:22:05.040932	50.0	71.0	0.019745939266421476	1500.0	0.98347157658116	8.852691218130312e-05	0.000796742209631728	0.0002213172804532578	0.0002213172804532578	19937.940753364022	0.0004701271647864587	8.852691218130312e-05	0.000796742209631728	0.0002213172804532578	0.0002213172804532578	19937.88270184136	0.0004701289810476938	8.852691218130312e-05	0.000796742209631728	0.0002213172804532578	0.0002213172804532578	19937.998804886687	0.000470125351792804	43	0.00017705382436260624	0.0005901794145420207				
44	TrialState.COMPLETE	0.004337818696883853	2020-01-07 08:22:05.041797	2020-01-07 08:51:16.767898	250.0	81.0	0.0672001556431014	600.0	0.9581670429428578	0.002065627950897073	0.004337818696883853	0.0025082625118035885	0.003186968838526912	19424.788361661944	0.0029913037139913854	0.002065627950897073	0.004337818696883853	0.0025082625118035885	0.003186968838526912	19424.750442634562	0.0029913058415559253	0.002065627950897073	0.004337818696883853	0.0025082625118035885	0.003186968838526912	19424.82628068933	0.002991301593427429	44			0.0034968130311614732	0.004001416430594901		
45	TrialState.COMPLETE	0.0047804532577903685	2020-01-07 08:51:16.769448	2020-01-07 09:09:23.752702	250.0	1.0	0.005880658658955621	1800.0	0.9513339523833985	0.002443342776203966	0.0047804532577903685	0.004036827195467422	0.004532577903682719	19286.764146600566	0.0036710424171052672	0.002443342776203966	0.0047804532577903685	0.004036827195467422	0.004532577903682719	19286.76388101983	0.0036710424293375623	0.002443342776203966	0.0047804532577903685	0.004036827195467422	0.004532577903682719	19286.764412181303	0.003671042404879382	45		0.003954202077431539	0.004470609065155807			
46	TrialState.COMPLETE	0.0004426345609065156	2020-01-07 09:09:23.753642	2020-01-07 09:29:03.419913	450.0	81.0	0.025491164459028364	1500.0	1.029343204460004	0.0	0.0004426345609065156	4.426345609065156e-05	0.0001327903682719547	20868.130068165723	0.0002601464084612403	0.0	0.0004426345609065156	4.426345609065156e-05	0.0001327903682719547	20868.090740084986	0.00026014762705473996	0.0	0.0004426345609065156	4.426345609065156e-05	0.0001327903682719547	20868.16939624646	0.0002601451916312229	46	0.0003541076487252125	0.00041312559017941453				
47	TrialState.COMPLETE	0.008911709159584514	2020-01-07 09:29:03.421433	2020-01-07 10:03:54.363936	450.0	11.0	0.022675040428231253	500.0	0.9462576492612763	0.0020066100094428708	0.008911709159584514	0.004632908404154863	0.006757554296506138	19183.377272190744	0.004350868904746426	0.0020066100094428708	0.008911709159584514	0.004632908404154863	0.006757554296506138	19183.362960339942	0.004350871967608718	0.0020066100094428708	0.008911709159584514	0.004632908404154863	0.006757554296506138	19183.39158404155	0.004350865875650571	47			0.007524787535410765	0.008356940509915015		
48	TrialState.COMPLETE	0.000398371104815864	2020-01-07 10:03:54.364853	2020-01-07 10:16:55.180436	50.0	41.0	0.011019050201465175	1700.0	0.9837246910112897	4.426345609065156e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	19943.10012393768	0.0003840619646273991	4.426345609065156e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	19943.06520007082	0.0003840650953745491	4.426345609065156e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	19943.13504780453	0.00038405884591632245	48	0.0006196883852691218	0.00047214353163361664				
