number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.18469766533164012	2019-12-26 20:44:44.945791	2019-12-26 22:14:06.990508	0.4267107338974163	15.713482371871535	450.0	1	60.0	0.007372489464892824	1400.0	0.5140261390261369	0.000708215297450425	0.18469766533164012	0.13365732148090262	0.15922023053628992	10418.654201670412	0.07734003850769378	0.000708215297450425	0.18469766533164012	0.13365732148090262	0.15922023053628992	10418.642937384	0.07734004627927407	0.000708215297450425	0.18469766533164012	0.13365732148090262	0.15922023053628992	10418.665465956823	0.07734003097417821	9												
10	TrialState.COMPLETE	0.0002213172804532578	2019-12-26 22:14:06.991345	2019-12-26 22:18:43.452322	0.21566908714854216	22.418915158452897	150.0	2	90.0	0.018649893809608274	900.0	1.0174558658045865	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20627.343705736545	0.0003691605219931193	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20627.24207684136	0.00036916240338598713	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20627.445334631728	0.00036915864264286564	10	0.0004426345609065156	0.0002950897072710104										
11	TrialState.COMPLETE	0.000398371104815864	2019-12-26 22:18:43.453142	2019-12-26 22:23:52.030085	0.3799617511022797	17.932244531020537	250.0	2	80.0	0.002361945995553839	600.0	1.0071303762984636	0.0003098441926345609	0.000398371104815864	0.000398371104815864	0.000398371104815864	20418.340208923513	0.0005393757999823511	0.0003098441926345609	0.000398371104815864	0.000398371104815864	0.000398371104815864	20418.280010623228	0.0005393769569006016	0.0003098441926345609	0.000398371104815864	0.000398371104815864	0.000398371104815864	20418.400407223795	0.0005393746443627367	11	0.0006196883852691218	0.00047214353163361664										
12	TrialState.COMPLETE	0.003319759206798867	2019-12-26 22:23:52.030953	2019-12-26 22:28:19.788067	0.48982774855603783	21.254116621454894	150.0	1	10.0	0.0556901108796659	1100.0	0.8706702255553007	0.0006196883852691218	0.003319759206798867	0.0011508498583569404	0.0020361189801699716	17650.30674575071	0.0018207962708687339	0.0006196883852691218	0.003319759206798867	0.0011508498583569404	0.0020361189801699716	17650.29010269122	0.0018207969382731158	0.0006196883852691218	0.003319759206798867	0.0011508498583569404	0.0020361189801699716	17650.323388810197	0.0018207956046955678	12	0.0009737960339943342	0.0025377714825306893										
13	TrialState.COMPLETE	0.0015492209631728046	2019-12-26 22:28:19.788887	2019-12-26 22:32:37.979422	0.7899764453530307	16.879128334685486	50.0	1	100.0	0.06104204139064686	1700.0	0.9126834707579928	0.000398371104815864	0.0015492209631728046	0.0006639518413597734	0.0007524787535410764	18502.488402974504	0.0009531043550920617	0.000398371104815864	0.0015492209631728046	0.0006639518413597734	0.0007524787535410764	18502.47512393768	0.0009531044898840134	0.000398371104815864	0.0015492209631728046	0.0006639518413597734	0.0007524787535410764	18502.50168201133	0.0009531042203430397	13	0.0011508498583569404	0.00141643059490085										
14	TrialState.COMPLETE	0.3708652724545909	2019-12-26 22:32:37.980236	2019-12-26 23:20:36.446216	0.9499483154707519	1.3071377468866991	350.0	1	100.0	0.06478623883869516	800.0	0.32202351533575424	0.002176720546575571	0.3708652724545909	0.23252374604232628	0.3071883852691218	6526.509821279787	0.1343590374603375	0.002176720546575571	0.3708652724545909	0.23252374604232628	0.3071883852691218	6526.503145309115	0.13435904659670603	0.002176720546575571	0.3708652724545909	0.23252374604232628	0.3071883852691218	6526.516497250458	0.13435902864267196	14												
15	TrialState.COMPLETE	0.000708215297450425	2019-12-26 23:20:36.447113	2019-12-26 23:27:23.966322	0.23510971153299856	15.562829472499216	450.0	2	60.0	0.016954669886158548	1500.0	1.0194325063577574	0.0005311614730878187	0.000708215297450425	0.0005754249291784702	0.0005754249291784702	20667.624358179888	0.0008462263889162132	0.0005311614730878187	0.000708215297450425	0.0005754249291784702	0.0005754249291784702	20667.527531869688	0.0008462284641577743	0.0005311614730878187	0.000708215297450425	0.0005754249291784702	0.0005754249291784702	20667.721184490085	0.0008462243164580091	15	0.0008852691218130312	0.000767233238904627										
16	TrialState.COMPLETE	0.0012393767705382436	2019-12-26 23:27:23.967137	2019-12-26 23:31:38.755860	0.2663405713075928	7.510134978171767	50.0	1	30.0	0.008104424126494343	1100.0	0.9763011118612086	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010180594900849858	19793.035964058072	0.001033333213617347	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010180594900849858	19793.028904036826	0.0010333332748942083	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010180594900849858	19793.04302407932	0.0010333331523630057	16	0.0012393767705382436	0.0012393767705382436										
17	TrialState.COMPLETE	0.028164204775394577	2019-12-26 23:31:38.756695	2019-12-27 00:00:23.278232	0.9584761043248248	18.86869339147986	250.0	2	10.0	0.06989998909836913	1600.0	0.9413735456016027	0.008802104411169567	0.028164204775394577	0.014075779036827196	0.01989326183731283	19084.01073704978	0.014854920053176205	0.008802104411169567	0.028164204775394577	0.014075779036827196	0.01989326183731283	19083.845609065156	0.014854929957324015	0.008802104411169567	0.028164204775394577	0.014075779036827196	0.01989326183731283	19084.175865034398	0.014854910203755735	17							0.02672037299338999	0.027497820876007845				
18	TrialState.COMPLETE	0.30329320113314445	2019-12-27 00:00:23.279106	2019-12-27 00:55:21.225804	0.724599932877737	28.329280626103834	450.0	1	90.0	0.07552974225619272	800.0	0.4626184721092868	0.000708215297450425	0.30329320113314445	0.25562406265622395	0.2832340443259457	9375.993001166473	0.1323808243426561	0.000708215297450425	0.30329320113314445	0.25562406265622395	0.2832340443259457	9375.983617313781	0.13238082766889803	0.000708215297450425	0.30329320113314445	0.25562406265622395	0.2832340443259457	9376.002385019163	0.1323808210450609	18												
19	TrialState.COMPLETE	0.024858356940509915	2019-12-27 00:55:21.226620	2019-12-27 01:30:53.028525	0.6416118987025546	27.434195407835876	350.0	2	10.0	0.055239267607592575	1900.0	0.9419165355482061	0.007424457034938621	0.024858356940509915	0.012051463644948064	0.017481114258734654	19095.116306657223	0.012895139274370845	0.007424457034938621	0.024858356940509915	0.012051463644948064	0.017481114258734654	19094.90787299339	0.012895147066231806	0.007424457034938621	0.024858356940509915	0.012051463644948064	0.017481114258734654	19095.32474032106	0.012895131536050434	19								0.023180431466550445	0.024079320113314446			
20	TrialState.COMPLETE	0.0006639518413597734	2019-12-27 01:30:53.029357	2019-12-27 01:35:14.402523	0.875343299442053	24.045174363676068	150.0	1	60.0	0.00879811304231584	1800.0	0.9451448924112037	0.0004426345609065156	0.0006639518413597734	0.0004426345609065156	0.0004868980169971671	19161.114288243625	0.0006704543188238714	0.0004426345609065156	0.0006639518413597734	0.0004426345609065156	0.0004868980169971671	19161.097999291786	0.0006704545498282496	0.0004426345609065156	0.0006639518413597734	0.0004426345609065156	0.0004868980169971671	19161.13057719547	0.0006704540879089637	20	0.000796742209631728	0.000708215297450425										
21	TrialState.COMPLETE	0.35275342623076333	2019-12-27 01:35:14.403339	2019-12-27 03:41:11.257450	0.9294996179437466	27.94070936571705	450.0	1	100.0	0.059496900711612406	1800.0	0.40864478034589263	0.000708215297450425	0.35275342623076333	0.3101025955133604	0.33474657376923667	8281.903457813338	0.15794105567794078	0.000708215297450425	0.35275342623076333	0.3101025955133604	0.33474657376923667	8281.89472953832	0.15794105905990463	0.000708215297450425	0.35275342623076333	0.3101025955133604	0.33474657376923667	8281.912186088355	0.15794105234326547	21												
22	TrialState.COMPLETE	0.25120510828840353	2019-12-27 03:41:11.258282	2019-12-27 05:11:39.065157	0.42718211759875635	22.336020983373096	450.0	1	20.0	0.008205244656826644	1500.0	0.5685466419479469	0.000708215297450425	0.25120510828840353	0.17274741844101252	0.21828451978433702	11524.115944553596	0.09496381557734376	0.000708215297450425	0.25120510828840353	0.17274741844101252	0.21828451978433702	11524.104844421092	0.09496389259075885	0.000708215297450425	0.25120510828840353	0.17274741844101252	0.21828451978433702	11524.1270446861	0.0949637490714665	22												
23	TrialState.COMPLETE	0.0009295325779036828	2019-12-27 05:11:39.066002	2019-12-27 05:16:37.699864	0.20503042726257464	6.859206857016365	250.0	2	40.0	0.015560228567895415	1000.0	0.9981080899407124	0.0005311614730878187	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20234.857626593486	0.0009182561966162837	0.0005311614730878187	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20234.809490084986	0.0009182579292691828	0.0005311614730878187	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20234.905763101982	0.0009182544696279887	23	0.0006196883852691218	0.0008262511803588291										
24	TrialState.COMPLETE	0.0008852691218130312	2019-12-27 05:16:37.700680	2019-12-27 05:23:47.712880	0.7109240812784856	16.508360797509447	450.0	2	90.0	0.0014397292227321225	1200.0	1.009406340795428	0.000398371104815864	0.0008852691218130312	0.0007524787535410764	0.000796742209631728	20463.775628541076	0.0008087917650799161	0.000398371104815864	0.0008852691218130312	0.0007524787535410764	0.000796742209631728	20463.712907223795	0.0008087927629778583	0.000398371104815864	0.0008852691218130312	0.0007524787535410764	0.000796742209631728	20463.838349858357	0.0008087907681224915	24	0.0010623229461756375	0.0009442870632672333										
25	TrialState.COMPLETE	0.0005311614730878187	2019-12-27 05:23:47.713973	2019-12-27 05:28:13.738175	0.919551546456161	15.692088690779496	150.0	2	50.0	0.0010686617522417882	1400.0	1.00546183123702	0.0003541076487252125	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20384.16700601983	0.000597417410268034	0.0003541076487252125	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20384.13832330028	0.0005974275252743211	0.0003541076487252125	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20384.195688739375	0.000597407439379779	25	0.000708215297450425	0.0005901794145420207										
26	TrialState.COMPLETE	0.0001327903682719547	2019-12-27 05:28:13.739011	2019-12-27 05:32:35.030833	0.9925466285514736	28.25506012043472	50.0	2	90.0	0.05593120575401981	800.0	1.0118181475185442	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20512.950048689803	0.00031799880007639413	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20512.885711756375	0.0003180008015865549	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20513.014385623228	0.00031799680487465686	26	0.0002655807365439094	0.00017705382436260624										
27	TrialState.COMPLETE	0.0006639518413597734	2019-12-27 05:32:35.031791	2019-12-27 05:39:36.367887	0.9701645275108549	7.862033810265459	450.0	2	80.0	0.0060474431913356465	1200.0	1.0017849490188313	0.0003098441926345609	0.0006639518413597734	0.0004426345609065156	0.0004426345609065156	20309.684401558072	0.0006062888958202306	0.0003098441926345609	0.0006639518413597734	0.0004426345609065156	0.0004426345609065156	20309.631241147308	0.0006062977738041129	0.0003098441926345609	0.0006639518413597734	0.0004426345609065156	0.0004426345609065156	20309.73756196884	0.000606280109244354	27	0.000796742209631728	0.000708215297450425										
28	TrialState.COMPLETE	0.02608593012275732	2019-12-27 05:39:36.368718	2019-12-27 06:22:50.397532	0.5387146387277834	14.470628027951037	350.0	1	30.0	0.0038364656310082962	1100.0	0.6997814831847078	0.000708215297450425	0.02608593012275732	0.01220687755744413	0.01733160214038401	14184.872531082783	0.011555272966815636	0.000708215297450425	0.02608593012275732	0.01220687755744413	0.01733160214038401	14184.857835615361	0.011555297413265867	0.000708215297450425	0.02608593012275732	0.01220687755744413	0.01733160214038401	14184.887226550205	0.011555249872099148	28											0.0242121104815864	0.02520413264455924
29	TrialState.COMPLETE	0.0035410764872521247	2019-12-27 06:22:50.398380	2019-12-27 06:27:41.220264	0.33770154382543593	20.573107503611098	250.0	1	30.0	0.026072669116702404	1300.0	0.8613201296909997	0.000708215297450425	0.0035410764872521247	0.00199185552407932	0.002700070821529745	17461.056878541076	0.0020101929981779856	0.000708215297450425	0.0035410764872521247	0.00199185552407932	0.002700070821529745	17461.039660056656	0.0020101935895248746	0.000708215297450425	0.0035410764872521247	0.00199185552407932	0.002700070821529745	17461.074097025496	0.0020101924076366667	29	0.0019475920679886685	0.0030099150141643057										
30	TrialState.COMPLETE	0.0004426345609065156	2019-12-27 06:27:41.221081	2019-12-27 06:32:06.836233	0.19526907663060378	27.06537355297449	150.0	2	10.0	0.007090414186656726	1800.0	1.0160436119649434	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20598.25033197592	0.0005210204567496385	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20598.154125354107	0.0005210225409941212	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20598.346538597732	0.0005210183747704079	30	0.0005311614730878187	0.00047214353163361664										
31	TrialState.COMPLETE	0.0057011331444759205	2019-12-27 06:32:06.837097	2019-12-27 06:42:26.116279	0.26355430640146604	18.22782821681922	450.0	1	80.0	0.0016744740287809058	800.0	0.9471067494373743	0.000708215297450425	0.0057011331444759205	0.004886685552407932	0.0050991501416430595	19200.69564447592	0.0031026363834884526	0.000708215297450425	0.0057011331444759205	0.004886685552407932	0.0050991501416430595	19200.678009915013	0.0031026368553276735	0.000708215297450425	0.0057011331444759205	0.004886685552407932	0.0050991501416430595	19200.713279036827	0.00310263591216551	31		0.004426345609065156	0.005223087818696884									
32	TrialState.COMPLETE	0.032813975448536356	2019-12-27 06:42:26.117099	2019-12-27 07:14:16.581372	0.7406790444678241	7.018905081581457	450.0	2	50.0	0.0758047777464407	2000.0	0.9304317318955748	0.010313385269121813	0.032813975448536356	0.016200424929178472	0.023489140698772427	18861.97471818933	0.01736676588971692	0.010313385269121813	0.032813975448536356	0.016200424929178472	0.023489140698772427	18861.911591123702	0.017366769782797137	0.010313385269121813	0.032813975448536356	0.016200424929178472	0.023489140698772427	18862.037845254956	0.017366762024030803	32					0.0313385269121813	0.03214331702292042						
33	TrialState.COMPLETE	0.0006639518413597734	2019-12-27 07:14:16.582252	2019-12-27 07:18:32.391881	0.6850644542002479	4.565912899231601	50.0	2	70.0	0.03620411051997277	600.0	0.9705920227886244	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.0003098441926345609	19677.105125708214	0.00046637505134839596	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.0003098441926345609	19677.08330382436	0.0004663754081885715	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.0003098441926345609	19677.126947592067	0.0004663746946990271	33	0.0009737960339943342	0.000767233238904627										
34	TrialState.COMPLETE	0.027376947592067987	2019-12-27 07:18:32.392710	2019-12-27 07:47:46.228728	0.8498323080650148	18.860452551631774	150.0	2	10.0	0.06061367770976283	1800.0	0.9445723313834804	0.008443254249291784	0.027376947592067987	0.013533551699716715	0.018823034702549576	19148.764872521246	0.014194009289227788	0.008443254249291784	0.027376947592067987	0.013533551699716715	0.018823034702549576	19148.634228930594	0.014194080153304206	0.008443254249291784	0.027376947592067987	0.013533551699716715	0.018823034702549576	19148.895516111897	0.014193944936578053	34									0.025799271549979765	0.026640698772426818		
35	TrialState.COMPLETE	0.001106586402266289	2019-12-27 07:47:46.229572	2019-12-27 07:52:47.436374	0.4890603985195018	20.516782733194542	250.0	1	80.0	0.00569771463343771	1500.0	0.9607393835075805	0.000708215297450425	0.001106586402266289	0.0007524787535410764	0.0007524787535410764	19476.652022839942	0.001047012829859062	0.000708215297450425	0.001106586402266289	0.0007524787535410764	0.0007524787535410764	19476.63544617564	0.0010470130837854261	0.000708215297450425	0.001106586402266289	0.0007524787535410764	0.0007524787535410764	19476.66859950425	0.001047012576075311	35	0.0009737960339943342	0.0010623229461756375										
36	TrialState.COMPLETE	0.0004868980169971671	2019-12-27 07:52:47.437193	2019-12-27 07:57:55.623892	0.19123377282429113	20.756794239630064	250.0	2	90.0	0.002749546925669602	1000.0	1.0262188128531016	0.00017705382436260624	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20804.847202549576	0.0004155665149572943	0.00017705382436260624	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20804.779833569406	0.00041556738259281473	0.00017705382436260624	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20804.914571529745	0.00041556564784535214	36	0.0006196883852691218	0.0005311614730878187										
37	TrialState.COMPLETE	0.0017705382436260624	2019-12-27 07:57:55.624711	2019-12-27 08:02:51.218239	0.4421748521395471	3.2315620110717234	250.0	2	20.0	0.013955419999016115	1000.0	0.9691656051577351	0.0005754249291784702	0.0017705382436260624	0.0010623229461756375	0.00141643059490085	19648.30909171388	0.0011798524282200372	0.0005754249291784702	0.0017705382436260624	0.0010623229461756375	0.00141643059490085	19648.281736898018	0.0011798545621561794	0.0005754249291784702	0.0017705382436260624	0.0010623229461756375	0.00141643059490085	19648.336446529745	0.001179850304984758	37	0.0012393767705382436	0.001593484419263456										
38	TrialState.COMPLETE	0.004390934844192634	2019-12-27 08:02:51.219092	2019-12-27 08:11:18.006057	0.6205395475145888	18.206724800727347	350.0	1	40.0	0.0010563923401134434	1700.0	0.9671071643546433	0.000708215297450425	0.004390934844192634	0.003151558073654391	0.0036118980169971672	19606.149840651557	0.0023588702970318474	0.000708215297450425	0.004390934844192634	0.003151558073654391	0.0036118980169971672	19606.13342776204	0.002358870526465274	0.000708215297450425	0.004390934844192634	0.003151558073654391	0.0036118980169971672	19606.166253541076	0.0023588700677574155	38		0.0033050047214353163	0.00398371104815864									
39	TrialState.COMPLETE	0.32688022524701166	2019-12-27 08:11:18.006881	2019-12-27 09:45:21.206651	0.5667343364168944	23.2285145168921	250.0	1	60.0	0.06728069903471501	2000.0	0.42072058288437414	0.0027637670144406825	0.32688022524701166	0.2818869619291094	0.3081038830926553	8527.24680439439	0.14564873761914227	0.0027637670144406825	0.32688022524701166	0.2818869619291094	0.3081038830926553	8527.238763559732	0.14564875900276542	0.0027637670144406825	0.32688022524701166	0.2818869619291094	0.3081038830926553	8527.254845229047	0.14564871755519587	39												
40	TrialState.COMPLETE	0.021314556548267596	2019-12-27 09:45:21.207492	2019-12-27 10:27:28.389526	0.6941943588949813	29.002696790556957	450.0	2	100.0	0.04551079643415967	600.0	0.9624984057969179	0.0057746785792111574	0.021314556548267596	0.00990139463935498	0.01408258879930268	19512.323300283286	0.010546634122869457	0.0057746785792111574	0.021314556548267596	0.00990139463935498	0.01408258879930268	19512.101111353237	0.010546686104333862	0.0057746785792111574	0.021314556548267596	0.00990139463935498	0.01408258879930268	19512.545489213335	0.010546585001374925	40												
41	TrialState.COMPLETE	0.000796742209631728	2019-12-27 10:27:28.390359	2019-12-27 10:31:49.589830	0.9896825463587241	8.156993225755397	50.0	2	70.0	0.021487372799316708	1700.0	0.9962124909471143	0.00017705382436260624	0.000796742209631728	0.0005754249291784702	0.0006196883852691218	20196.618980169973	0.0006030367532369392	0.00017705382436260624	0.000796742209631728	0.0005754249291784702	0.0006196883852691218	20196.589323654393	0.0006030381752569223	0.00017705382436260624	0.000796742209631728	0.0005754249291784702	0.0006196883852691218	20196.648636685553	0.0006030353352748787	41	0.0008852691218130312	0.0008262511803588291										
42	TrialState.COMPLETE	0.00017705382436260624	2019-12-27 10:31:49.590673	2019-12-27 10:36:12.142335	0.8003318674728698	9.800049034154378	50.0	2	50.0	0.005603158973593431	1500.0	1.0143626407576254	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20564.68229904391	0.00036295943918908245	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20564.651646600567	0.0003629599924663115	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20564.71295148725	0.000362958886456652	42	0.0003541076487252125	0.00023607176581680832										
43	TrialState.COMPLETE	0.0003541076487252125	2019-12-27 10:36:12.143153	2019-12-27 10:41:14.448175	0.8683726518578972	12.726421755187422	250.0	2	70.0	0.004859112714547098	1000.0	1.0151825024219359	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003098441926345609	20581.34151469547	0.0003948578523930309	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003098441926345609	20581.26881196884	0.0003948593907118031	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003098441926345609	20581.414217422098	0.00039485631639209944	43	0.0005311614730878187	0.00041312559017941453										
44	TrialState.COMPLETE	0.028100971266693645	2019-12-27 10:41:14.448988	2019-12-27 11:19:23.377009	0.6268331674105613	11.762356408967586	450.0	2	50.0	0.04673007285670967	900.0	0.9352620660130124	0.008953864832051801	0.028100971266693645	0.014139012545528126	0.01989326183731283	18960.174840651558	0.014939441709058315	0.008953864832051801	0.028100971266693645	0.014139012545528126	0.01989326183731283	18960.05617664913	0.014939445540950565	0.008953864832051801	0.028100971266693645	0.014139012545528126	0.01989326183731283	18960.293504653986	0.014939437888201785	44							0.02644003777148253	0.027334386576596207				
