number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
45	TrialState.COMPLETE	0.0850448536355052	2019-12-27 11:19:23.377802	2019-12-27 11:48:17.773557	0.40468750803810827	21.15274771830097	150.0	1	40.0	0.072124034795221	700.0	0.5754263069194203	0.002726628895184136	0.0850448536355052	0.048500944287063266	0.06449480642115203	11663.113149197356	0.033260985448266896	0.002726628895184136	0.0850448536355052	0.048500944287063266	0.06449480642115203	11663.10228989613	0.033260994338933696	0.002726628895184136	0.0850448536355052	0.048500944287063266	0.06449480642115203	11663.124008498584	0.033260976745215116	45												
46	TrialState.COMPLETE	0.0006639518413597734	2019-12-27 11:48:17.774387	2019-12-27 11:52:30.265512	0.250325311853679	9.258812971960568	50.0	2	10.0	0.04831194525241049	1000.0	0.9857010849673771	4.426345609065156e-05	0.0006639518413597734	0.00017705382436260624	0.00017705382436260624	19983.262858533995	0.00047890495836599723	4.426345609065156e-05	0.0006639518413597734	0.00017705382436260624	0.00017705382436260624	19983.22521246459	0.0004789443291315992	4.426345609065156e-05	0.0006639518413597734	0.00017705382436260624	0.00017705382436260624	19983.300504603398	0.000478866673866056	46	0.0004426345609065156	0.0005901794145420207										
47	TrialState.COMPLETE	0.0008852691218130312	2019-12-27 11:52:30.266366	2019-12-27 11:57:36.974081	0.6372042358183105	17.19640670504129	250.0	2	80.0	0.004449486268265234	1700.0	1.0210667919326764	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	20700.286074716714	0.0005316638936693269	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	20700.187234419263	0.0005316654002243611	0.00017705382436260624	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	20700.384915014165	0.0005316623880909549	47	0.0010623229461756375	0.0009442870632672333										
48	TrialState.COMPLETE	0.0011951133144475921	2019-12-27 11:57:36.974913	2019-12-27 12:03:18.764409	0.2193660124504188	6.6615556986553015	350.0	2	30.0	0.00964520416606119	1500.0	0.9983879615609962	0.00017705382436260624	0.0011951133144475921	0.0006639518413597734	0.000796742209631728	20240.835450601982	0.0006765991242423186	0.00017705382436260624	0.0011951133144475921	0.0006639518413597734	0.000796742209631728	20240.781382790366	0.000676601323567983	0.00017705382436260624	0.0011951133144475921	0.0006639518413597734	0.000796742209631728	20240.889518413598	0.0006765969338651667	48	0.000796742209631728	0.0010623229461756375										
49	TrialState.COMPLETE	0.00340828611898017	2019-12-27 12:03:18.765528	2019-12-27 12:07:41.972072	0.8558441474198843	25.18957637533628	150.0	1	90.0	0.05539904300966448	1600.0	0.9038618139687273	0.000708215297450425	0.00340828611898017	0.0016820113314447592	0.0025230169971671387	18323.32582330028	0.001974488269104846	0.000708215297450425	0.00340828611898017	0.0016820113314447592	0.0025230169971671387	18323.309844192634	0.0019744885100217205	0.000708215297450425	0.00340828611898017	0.0016820113314447592	0.0025230169971671387	18323.341802407933	0.001974488028274166	49	0.0015049575070821529	0.0027738432483474977										
50	TrialState.COMPLETE	0.0006196883852691218	2019-12-27 12:07:41.972894	2019-12-27 12:11:55.801865	0.5200491517585143	7.996257242197853	50.0	2	20.0	0.04376841080941419	900.0	0.9821330164045983	0.00017705382436260624	0.0006196883852691218	0.0004426345609065156	0.0004868980169971671	19910.985437322946	0.0005755529326107427	0.00017705382436260624	0.0006196883852691218	0.0004426345609065156	0.0004868980169971671	19910.95958746459	0.0005755538954879475	0.00017705382436260624	0.0006196883852691218	0.0004426345609065156	0.0004868980169971671	19911.011287181303	0.0005755519716015669	50	0.000708215297450425	0.0006491973559962229										
51	TrialState.COMPLETE	0.2346081208687441	2019-12-27 12:11:55.802710	2019-12-27 12:44:49.805494	0.2274834149112424	5.5266327414111664	250.0	1	60.0	0.02552802678805013	700.0	0.5214228375438684	0.000708215297450425	0.2346081208687441	0.16375118035882907	0.20206562795089708	10568.832719546743	0.09094901840369429	0.000708215297450425	0.2346081208687441	0.16375118035882907	0.20206562795089708	10568.822344192635	0.09094902009904617	0.000708215297450425	0.2346081208687441	0.16375118035882907	0.20206562795089708	10568.84309490085	0.09094901671804537	51												
52	TrialState.COMPLETE	0.3222550945810107	2019-12-27 12:44:49.806572	2019-12-27 13:55:12.696539	0.8364426326046766	16.19158803497662	250.0	1	40.0	0.0325275461268504	1500.0	0.48972217341746227	0.000708215297450425	0.3222550945810107	0.25428927168052634	0.29635383350086814	9926.677070958604	0.13034379221759287	0.000708215297450425	0.3222550945810107	0.25428927168052634	0.29635383350086814	9926.666778991135	0.13034380949257127	0.000708215297450425	0.3222550945810107	0.25428927168052634	0.29635383350086814	9926.687362926072	0.13034377610950107	52												
53	TrialState.COMPLETE	0.22235936867664913	2019-12-27 13:55:12.697648	2019-12-27 15:38:01.210345	0.44355895436682413	13.683199950176265	450.0	1	10.0	0.00740041191506927	1700.0	0.4844752250765763	0.000708215297450425	0.22235936867664913	0.16193848644273573	0.19530048563334682	9819.738048866855	0.09092218037558551	0.000708215297450425	0.22235936867664913	0.16193848644273573	0.19530048563334682	9819.727205584784	0.09092218987982481	0.000708215297450425	0.22235936867664913	0.16193848644273573	0.19530048563334682	9819.748892148928	0.09092217110903235	53												
54	TrialState.COMPLETE	0.02482073300283286	2019-12-27 15:38:01.211398	2019-12-27 16:21:59.179089	0.41053171094154284	26.104119662603306	450.0	2	40.0	0.04472169707959334	1800.0	0.9370239095935272	0.00731453611898017	0.02482073300283286	0.01221671388101983	0.016720520538243626	18995.764590341714	0.012793404550209993	0.00731453611898017	0.02482073300283286	0.01221671388101983	0.016720520538243626	18995.5266355347	0.012793423698351816	0.00731453611898017	0.02482073300283286	0.01221671388101983	0.016720520538243626	18996.002545148724	0.012793385664227722	54									0.023105524079320112	0.024020302171860245		
55	TrialState.COMPLETE	0.40751719951436666	2019-12-27 16:21:59.179935	2019-12-27 18:10:36.307494	0.9557528367455486	2.5789428560583865	450.0	1	60.0	0.044708955766310184	1700.0	0.24129011458626926	0.004138000809388911	0.40751719951436666	0.25016693646297045	0.3303267907729664	4890.100682921894	0.14797497133075604	0.004138000809388911	0.40751719951436666	0.25016693646297045	0.3303267907729664	4890.095942938082	0.14797497311757243	0.004138000809388911	0.40751719951436666	0.25016693646297045	0.3303267907729664	4890.105422905706	0.14797496956355682	55												
