number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.28277153558052437	2020-03-13 16:52:39.717384	2020-03-13 16:54:16.200149	9.661848378120839	0.041258130338634666	128	0.04164131349662232	256	0.03548007701256127	0.6660685517811233	0.03838951310861423	0.28277153558052437	0.10252808988764045	0.17134831460674158	31.698501872659175	0.11917020056929209	0.03838951310861423	0.28277153558052437	0.10252808988764045	0.17134831460674158	31.698033707865168	0.11917042956073215	2370359095		0.03838951310861423	0.28277153558052437	0.10252808988764045	0.17134831460674158	31.698970037453183	0.1191699768497768	0	COMPLETE
1	0.4363295880149813	2020-03-13 16:54:16.218207	2020-03-13 16:56:49.081007	2.3313846896133597	0.02109758719433798	128	0.0578934235139471	128	0.6252266541325181	0.5306934183071043	0.08286516853932584	0.4363295880149813	0.2247191011235955	0.3113295880149813	25.367743445692884	0.1989765447663585	0.08286516853932584	0.43679775280898875	0.2247191011235955	0.3113295880149813	25.36750936329588	0.1989787741225205	2729776437		0.08286516853932584	0.4363295880149813	0.2247191011235955	0.3113295880149813	25.367977528089888	0.1989745180789386	1	COMPLETE
2	0.12219101123595505	2020-03-13 16:56:49.098728	2020-03-13 16:57:00.242409	2.0812284052158745	0.012130092170649785	64	0.007746244963066582	256	0.01970764822367122	0.977534129626156	0.01544943820224719	0.12219101123595505	0.039794007490636704	0.06367041198501873	47.103932584269664	0.06161328621365656	0.01544943820224719	0.12219101123595505	0.039794007490636704	0.06367041198501873	47.103932584269664	0.06161328621365656	574527068	150.0	0.01544943820224719	0.12219101123595505	0.039794007490636704	0.06367041198501873	47.103932584269664	0.06161328621365656	2	COMPLETE
3	0.10440074906367042	2020-03-13 16:57:00.254453	2020-03-13 16:57:11.254892	9.375296023820875	0.08238395641267258	64	0.002010193928134577	256	0.016253071541889846	1.0085939954798877	0.009363295880149813	0.10440074906367042	0.032303370786516857	0.05898876404494382	48.57677902621723	0.05281498029817852	0.009363295880149813	0.10440074906367042	0.032303370786516857	0.05898876404494382	48.57677902621723	0.05281498029817852	3843412780	150.0	0.009363295880149813	0.10440074906367042	0.032303370786516857	0.05898876404494382	48.57677902621723	0.05281498029817852	3	COMPLETE
4	0.09316479400749064	2020-03-13 16:57:11.266762	2020-03-13 16:57:22.272464	6.020772362860805	0.010739936109982234	128	0.0026925814554338576	256	0.05811402476671035	0.994566517700668	0.008895131086142321	0.09316479400749064	0.026685393258426966	0.04728464419475655	47.96301498127341	0.05093536956076421	0.008895131086142321	0.09316479400749064	0.026685393258426966	0.04728464419475655	47.96301498127341	0.05093536956076421	3398748359	150.0	0.008895131086142321	0.09316479400749064	0.026685393258426966	0.04728464419475655	47.96301498127341	0.05093536956076421	4	COMPLETE
5	0.10955056179775281	2020-03-13 16:57:22.284879	2020-03-13 16:57:37.921360	4.721438698644545	0.050487352724381505	256	0.002371334964238762	512	0.06170254337258366	0.9932034956238996	0.011235955056179775	0.10955056179775281	0.031835205992509365	0.05056179775280899	47.99953183520599	0.055046030956451705	0.011235955056179775	0.10955056179775281	0.031835205992509365	0.05056179775280899	47.99953183520599	0.055046030956451705	838873074	200.0	0.011235955056179775	0.10955056179775281	0.031835205992509365	0.05056179775280899	47.99953183520599	0.055046030956451705	5	COMPLETE
6	0.13202247191011235	2020-03-13 16:57:37.933733	2020-03-13 16:58:09.413371	2.4867099920515745	0.07826030108525744	128	0.0283719243372641	128	0.034659492993195394	0.8884401913472427	0.01451310861423221	0.13202247191011235	0.046348314606741575	0.075374531835206	42.56554307116105	0.06643611460889022	0.01451310861423221	0.13202247191011235	0.046348314606741575	0.075374531835206	42.56554307116105	0.06643611460889022	559347678	250.0	0.01451310861423221	0.13202247191011235	0.046348314606741575	0.075374531835206	42.56554307116105	0.06643611460889022	6	COMPLETE
7	0.34363295880149813	2020-03-13 16:58:09.425622	2020-03-13 17:00:28.252545	7.377329136355863	0.04390757600992748	256	0.029891437026886514	128	0.14694234979655524	0.6046221760844581	0.062265917602996254	0.34363295880149813	0.1502808988764045	0.21910112359550563	28.81554307116105	0.1553417467760423	0.062265917602996254	0.34363295880149813	0.1502808988764045	0.21910112359550563	28.81507490636704	0.1553427906024492	3158640271		0.062265917602996254	0.34363295880149813	0.1502808988764045	0.21910112359550563	28.816011235955056	0.1553407506975026	7	COMPLETE
8	0.13857677902621723	2020-03-13 17:00:28.263325	2020-03-13 17:01:49.087673	9.849681667618253	0.016844208366222285	256	0.0069226373261840465	128	0.033376133113486924	0.8677950615424328	0.014044943820224719	0.13857677902621723	0.04588014981273408	0.07069288389513109	41.56413857677903	0.06718239843284364	0.014044943820224719	0.13857677902621723	0.04588014981273408	0.07069288389513109	41.56413857677903	0.06718239843284364	3432485415	650.0	0.014044943820224719	0.13857677902621723	0.04588014981273408	0.07069288389513109	41.56413857677903	0.06718239843284364	8	COMPLETE
9	0.14653558052434457	2020-03-13 17:01:49.097603	2020-03-13 17:02:25.827037	1.2764699849815941	0.024672694700071787	256	0.04239592881740526	512	0.0016945581058670494	0.8368313523403574	0.017790262172284643	0.14653558052434457	0.04353932584269663	0.07209737827715355	40.01123595505618	0.07078584726172116	0.017790262172284643	0.14653558052434457	0.04353932584269663	0.07209737827715355	40.01123595505618	0.07078584726172116	2648052950	450.0	0.017790262172284643	0.14653558052434457	0.04353932584269663	0.07209737827715355	40.01123595505618	0.07078584726172116	9	COMPLETE
