number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.c_max	model.c_min	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301	351	401
0	TrialState.COMPLETE	0.0010623229461756375	2020-01-16 14:14:41.537985	2020-01-16 14:42:39.153566	9.298599962134293	0.027122558870721142	150.0	81.0	0.002728465264836118	500.0	0.965030011479357	0.0	0.0010623229461756375	0.0003541076487252125	0.0004868980169971671	19564.53034259915	0.0005717627228353947	0.0	0.0010623229461756375	0.0003541076487252125	0.0004868980169971671	19564.51062322946	0.0005717631088594178	0.0	0.0010623229461756375	0.0003541076487252125	0.0004868980169971671	19564.55006196884	0.000571762337059994	0	0.00017705382436260624	0.000767233238904627					
1	TrialState.COMPLETE	0.015384010072395342	2020-01-16 14:42:39.154745	2020-01-16 16:12:29.171332	6.212055885517396	0.02836095566964659	150.0	51.0	0.00556579880371278	500.0	0.8656314101115523	0.004524708844822159	0.015384010072395342	0.008144475920679886	0.010465848284545168	17548.170896285803	0.00827110001304954	0.004524708844822159	0.015384010072395342	0.008144475920679886	0.010465848284545168	17548.15177447277	0.00827110098708224	0.004524708844822159	0.015384010072395342	0.008144475920679886	0.010465848284545168	17548.190018098834	0.008271099042070835	1					0.013911371914204775	0.014739730878186969	
2	TrialState.COMPLETE	0.016617766086604615	2020-01-16 16:12:29.172438	2020-01-16 17:49:20.331737	6.367255105239447	0.027179611605291126	450.0	11.0	0.011471961811887029	1200.0	0.7060696050318263	0.006753338729259409	0.016617766086604615	0.008776811007689195	0.0117867260218535	14311.737239477945	0.01074994000762753	0.006753338729259409	0.016617766086604615	0.008776811007689195	0.0117867260218535	14311.716890934844	0.01074994063789705	0.006753338729259409	0.016617766086604615	0.008776811007689195	0.0117867260218535	14311.757588021044	0.01074993937833725	2			0.015686968838526914	0.016229933899905572			
3	TrialState.COMPLETE	0.015226628895184136	2020-01-16 17:49:20.332840	2020-01-16 18:53:31.757495	2.878153050229292	0.020376410710676668	50.0	61.0	0.0665941965472204	1700.0	0.7701403997996249	0.003743423715095103	0.015226628895184136	0.00806859571023877	0.010522055847834885	15611.946226224201	0.00812630888959625	0.003743423715095103	0.015226628895184136	0.00806859571023877	0.010522055847834885	15611.935451234318	0.008126309444410288	0.003743423715095103	0.015226628895184136	0.00806859571023877	0.010522055847834885	15611.957001214083	0.008126308335762632	3			0.01423512747875354	0.014813503305004722			
4	TrialState.COMPLETE	0.017604208822339134	2020-01-16 18:53:31.758596	2020-01-16 20:28:15.049164	2.069103231948915	0.022712093222542442	450.0	1.0	0.008195771482992558	1000.0	0.6850378634282843	0.006298057466612708	0.017604208822339134	0.00981384055038446	0.012444354512343181	13885.22216460947	0.010830028240099734	0.006298057466612708	0.017604208822339134	0.00981384055038446	0.012444354512343181	13885.203080736545	0.010830028776897064	0.006298057466612708	0.017604208822339134	0.00981384055038446	0.012444354512343181	13885.241248482396	0.010830027704349845	4			0.01671388101983003	0.017233238904627007			
5	TrialState.COMPLETE	0.0012393767705382436	2020-01-16 20:28:15.061756	2020-01-16 20:56:05.607916	8.568551601584861	0.06222277784388438	150.0	21.0	0.0024406850389356366	500.0	0.9775969526048462	0.000398371104815864	0.0012393767705382436	0.000796742209631728	0.0009737960339943342	19819.07836844901	0.0009031578177752896	0.000398371104815864	0.0012393767705382436	0.000796742209631728	0.0009737960339943342	19819.06192457507	0.0009031581022470211	0.000398371104815864	0.0012393767705382436	0.000796742209631728	0.0009737960339943342	19819.094812322946	0.0009031575334517896	5	0.000708215297450425	0.0010623229461756375					
6	TrialState.COMPLETE	0.015824185552407933	2020-01-16 20:56:05.610482	2020-01-16 22:11:08.579017	9.00448949475737	0.014313052694352025	50.0	21.0	0.011091306101289533	1900.0	0.7853246620605443	0.003961579320113314	0.015824185552407933	0.006905099150141643	0.00969369688385269	15919.538354284703	0.008062860316759976	0.003961579320113314	0.015824185552407933	0.006905099150141643	0.00969369688385269	15919.528948300283	0.00806286057122133	0.003961579320113314	0.015824185552407933	0.006905099150141643	0.00969369688385269	15919.547760269123	0.00806286006251455	6				0.014724976392823419	0.015353095912585997		
7	TrialState.COMPLETE	0.012995750708215298	2020-01-16 22:11:08.580837	2020-01-16 23:55:53.544045	3.280084990218984	0.058230976650423524	50.0	71.0	0.02954665012184267	800.0	0.8536850457079783	0.0024079320113314447	0.012995750708215298	0.006002124645892351	0.008463172804532577	17305.976283640226	0.0060805684238138345	0.0024079320113314447	0.012995750708215298	0.006002124645892351	0.008463172804532577	17305.961738668557	0.006080570144272368	0.0024079320113314447	0.012995750708215298	0.006002124645892351	0.008463172804532577	17305.9908286119	0.006080566712064969	7						0.011464235127478753	0.012315077116776834
8	TrialState.COMPLETE	0.017730675839740997	2020-01-16 23:55:53.545158	2020-01-17 01:18:00.611579	2.3480086023551263	0.02587490637985275	250.0	31.0	0.0109258948184441	1500.0	0.7745941158161327	0.0061462970457304734	0.017730675839740997	0.008599757183326588	0.011280857952246055	15702.124481485229	0.010230885506210118	0.0061462970457304734	0.017730675839740997	0.008599757183326588	0.011280857952246055	15702.106586402266	0.010230886779929668	0.0061462970457304734	0.017730675839740997	0.008599757183326588	0.011280857952246055	15702.14237656819	0.01023088423750267	8			0.016607648725212466	0.017262747875354107			
