number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2762172284644195	2020-03-13 11:29:00.427280	2020-03-13 11:31:41.895840	6.844649192731517	64	128	11	0.001777452331666547	512	0.6168681173471992	0.05571161048689138	0.2762172284644195	0.12734082397003746	0.17649812734082396	29.643960674157302	0.1366759720513251	0.05571161048689138	0.2762172284644195	0.12734082397003746	0.17649812734082396	29.6437265917603	0.1366760305646102	2236239461	250	0.05571161048689138	0.2762172284644195	0.12734082397003746	0.17649812734082396	29.644194756554306	0.1366759144523101	0	COMPLETE
1	0.4101123595505618	2020-03-13 11:31:41.911123	2020-03-13 11:38:50.123174	2.8845224357335724	64	64	7	0.002499671057077136	256	0.47049468975559516	0.09410112359550561	0.4101123595505618	0.2050561797752809	0.28323970037453183	22.874531835205993	0.19882989386351832	0.09410112359550561	0.4101123595505618	0.2050561797752809	0.28323970037453183	22.874531835205993	0.19882989386351832	1544014525	350	0.09410112359550561	0.4101123595505618	0.2050561797752809	0.28323970037453183	22.874531835205993	0.19882989386351832	1	COMPLETE
2	0.299625468164794	2020-03-13 11:38:50.138662	2020-03-13 11:41:38.041434	7.3241112024637545	64	64	68	0.0011399888397701605	512	0.5268480638975159	0.06788389513108614	0.299625468164794	0.14559925093632958	0.20880149812734083	25.463014981273407	0.15373351158172446	0.06788389513108614	0.299625468164794	0.14559925093632958	0.20880149812734083	25.463014981273407	0.15373351158172446	3132257578	250	0.06788389513108614	0.299625468164794	0.14559925093632958	0.20880149812734083	25.463014981273407	0.15373351158172446	2	COMPLETE
3	0.24578651685393257	2020-03-13 11:41:38.053363	2020-03-13 11:43:39.834422	4.951647177974523	64	256	30	0.0016725243450575356	512	0.6916501056176195	0.03604868913857678	0.24578651685393257	0.08941947565543071	0.13623595505617977	33.00889513108614	0.10796148868828208	0.03604868913857678	0.24578651685393257	0.08941947565543071	0.13623595505617977	33.00889513108614	0.10796148868828208	3249852795	200	0.03604868913857678	0.24578651685393257	0.08941947565543071	0.13623595505617977	33.00889513108614	0.10796148868828208	3	COMPLETE
4	0.22752808988764045	2020-03-13 11:43:39.846496	2020-03-13 11:45:46.324756	2.0977188631929904	64	256	37	0.07780999135652207	512	0.7671294871871168	0.02200374531835206	0.22752808988764045	0.07911985018726592	0.1306179775280899	37.051029962546814	0.09362979797190382	0.02200374531835206	0.22752808988764045	0.07911985018726592	0.1306179775280899	37.051029962546814	0.09362979797190382	1383658757	200	0.02200374531835206	0.22752808988764045	0.07911985018726592	0.1306179775280899	37.051029962546814	0.09362979797190382	4	COMPLETE
5	0.20786516853932585	2020-03-13 11:45:46.338776	2020-03-13 11:53:05.850367	8.299218814532502	128	64	92	0.02296008086814717	256	0.8881889306800614	0.02949438202247191	0.20786516853932585	0.07724719101123595	0.11282771535580524	43.03815543071161	0.09220000674835421	0.02949438202247191	0.20786516853932585	0.07724719101123595	0.11282771535580524	42.96488764044944	0.09222537361549892	379899642	350	0.02949438202247191	0.20786516853932585	0.07724719101123595	0.11282771535580524	43.11142322097378	0.09217671748790379	5	COMPLETE
6	0.27247191011235955	2020-03-13 11:53:05.862332	2020-03-13 11:54:56.395588	4.570585777653123	128	128	23	0.001621636327294477	512	0.6266926681458922	0.03932584269662921	0.27247191011235955	0.09316479400749064	0.14747191011235955	30.007958801498127	0.11659701930350636	0.03932584269662921	0.27247191011235955	0.09316479400749064	0.14747191011235955	30.007958801498127	0.11659701930350636	4074538798	200	0.03932584269662921	0.27247191011235955	0.09316479400749064	0.14747191011235955	30.007958801498127	0.11659701930350636	6	COMPLETE
7	0.16338951310861424	2020-03-13 11:54:56.407643	2020-03-13 12:01:21.756158	7.2026435903374315	128	128	82	0.032760604145708354	256	0.9260109133376611	0.026217228464419477	0.16338951310861424	0.06882022471910113	0.09925093632958802	44.660814606741575	0.08112941468196949	0.026217228464419477	0.16338951310861424	0.06882022471910113	0.09925093632958802	44.65402621722846	0.08113067312841762	2633041416	300	0.026217228464419477	0.16338951310861424	0.06882022471910113	0.09925093632958802	44.66760299625468	0.08112817687702574	7	COMPLETE
8	0.26779026217228463	2020-03-13 12:01:21.768234	2020-03-13 12:05:31.758086	8.73202850604812	128	64	4	0.0021589730538839357	256	0.6662685734041957	0.03417602996254682	0.26779026217228463	0.09176029962546817	0.1502808988764045	31.763342696629213	0.11187351451346132	0.03417602996254682	0.26779026217228463	0.09176029962546817	0.1502808988764045	31.7626404494382	0.11187369349702317	4196441354	200	0.03417602996254682	0.26779026217228463	0.09176029962546817	0.1502808988764045	31.764044943820224	0.11187333841251602	8	COMPLETE
9	0.42275280898876405	2020-03-13 12:05:31.770263	2020-03-13 12:09:00.221966	1.8392132077901269	128	64	64	0.004259874339755325	512	0.39433021578599425	0.08146067415730338	0.42275280898876405	0.20084269662921347	0.2696629213483146	18.8937265917603	0.19430975832456043	0.08146067415730338	0.42275280898876405	0.20084269662921347	0.2696629213483146	18.8937265917603	0.19430975832456043	509519397	300	0.08146067415730338	0.42275280898876405	0.20084269662921347	0.2696629213483146	18.8937265917603	0.19430975832456043	9	COMPLETE
10	0.13295880149812733	2020-03-13 12:09:00.238170	2020-03-13 12:12:24.595063	9.750806062682303	64	128	31	0.06483088216817881	256	0.9157867193377266	0.013576779026217229	0.13295880149812733	0.04119850187265917	0.06975655430711611	44.173689138576776	0.06395779339367814	0.013576779026217229	0.1343632958801498	0.042134831460674156	0.07116104868913857	44.0060861423221	0.0642833818729323	1536613476	200	0.013576779026217229	0.13202247191011235	0.04119850187265917	0.06975655430711611	44.34129213483146	0.06367972880239706	10	COMPLETE
11	0.33707865168539325	2020-03-13 12:12:24.607265	2020-03-13 12:24:01.673144	6.601792220014335	256	64	93	0.01755964181504486	128	0.6510755991509135	0.05711610486891386	0.33707865168539325	0.16853932584269662	0.23361423220973782	31.691011235955056	0.1545642235701128	0.05711610486891386	0.33707865168539325	0.16853932584269662	0.23361423220973782	31.687265917602996	0.15456485095328035	3783026266	300	0.05711610486891386	0.33707865168539325	0.16853932584269662	0.23361423220973782	31.694756554307116	0.15456360561413263	11	COMPLETE
12	0.12734082397003746	2020-03-13 12:24:01.685337	2020-03-13 12:30:18.815087	2.8737258329929567	256	256	10	0.038007469177862595	128	0.972272268119739	0.014044943820224719	0.12734082397003746	0.040262172284644196	0.06741573033707865	46.907303370786515	0.06158250057385181	0.014044943820224719	0.12734082397003746	0.040262172284644196	0.06741573033707865	46.866573033707866	0.06160624521299177	3582093757	200	0.014044943820224719	0.12734082397003746	0.040262172284644196	0.06741573033707865	46.94803370786517	0.0615608074474772	12	COMPLETE
13	0.22846441947565543	2020-03-13 12:30:18.826948	2020-03-13 12:33:36.740088	0.6582007281822987	64	128	41	0.040133437600665296	512	0.6621824439034243	0.020131086142322098	0.22846441947565543	0.07818352059925093	0.125	31.63061797752809	0.09476251028205196	0.020131086142322098	0.22846441947565543	0.07818352059925093	0.125	31.63061797752809	0.09476251028205196	239244247	300	0.020131086142322098	0.22846441947565543	0.07818352059925093	0.125	31.63061797752809	0.09476251028205196	13	COMPLETE
14	0.39091760299625467	2020-03-13 12:33:36.752180	2020-03-13 12:35:57.652513	0.9596665463676886	64	64	10	0.011166463096469948	512	0.4296513284802479	0.06460674157303371	0.39091760299625467	0.16807116104868913	0.23829588014981273	20.75561797752809	0.17085527116461915	0.06460674157303371	0.39091760299625467	0.16807116104868913	0.23829588014981273	20.75561797752809	0.17085527116461915	597920232	250	0.06460674157303371	0.39091760299625467	0.16807116104868913	0.23829588014981273	20.75561797752809	0.17085527116461915	14	COMPLETE
