number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8347378277153558	2020-04-07 11:40:05.731976	2020-04-07 11:42:47.850257	7.743873047501852	64	62	512	0.13013619162780599	0.18773408239700373	0.8347378277153558	0.45646067415730335	0.6072097378277154	6.296348314606742	0.37760617717890216	0.18773408239700373	0.8347378277153558	0.45646067415730335	0.6072097378277154	6.296348314606742	0.37760617717890216	990733071	400	0.18773408239700373	0.8347378277153558	0.45646067415730335	0.6072097378277154	6.296348314606742	0.37760617717890216	0	COMPLETE
1	0.8572097378277154	2020-04-07 11:42:47.868518	2020-04-07 11:47:48.757077	5.76868136891549	128	76	128	0.11692438544252057	0.25374531835205993	0.8572097378277154	0.5201310861423221	0.6671348314606742	5.644662921348314	0.43889784286098066	0.25374531835205993	0.8572097378277154	0.5201310861423221	0.6671348314606742	5.644662921348314	0.43889784286098066	3484248110	250	0.25374531835205993	0.8572097378277154	0.5201310861423221	0.6671348314606742	5.644662921348314	0.43889784286098066	1	COMPLETE
2	0.8604868913857678	2020-04-07 11:47:48.774715	2020-04-07 11:49:52.148695	2.3296383286442626	128	61	256	0.10999634117149654	0.27808988764044945	0.8604868913857678	0.5454119850187266	0.673689138576779	5.303838951310861	0.45810569942046364	0.27808988764044945	0.8604868913857678	0.5454119850187266	0.673689138576779	5.303838951310861	0.45810569942046364	1338148877	200	0.27808988764044945	0.8604868913857678	0.5454119850187266	0.673689138576779	5.303838951310861	0.45810569942046364	2	COMPLETE
3	0.8618913857677902	2020-04-07 11:49:52.171204	2020-04-07 11:53:56.522493	6.118000963747405	64	11	256	0.1186855757445069	0.2345505617977528	0.8618913857677902	0.5140449438202247	0.6530898876404494	5.73314606741573	0.42335335357569	0.2345505617977528	0.8618913857677902	0.5140449438202247	0.6530898876404494	5.73314606741573	0.42335335357569	2835080033	400	0.2345505617977528	0.8618913857677902	0.5140449438202247	0.6530898876404494	5.73314606741573	0.42335335357569	3	COMPLETE
4	0.8132022471910112	2020-04-07 11:53:56.538505	2020-04-07 11:56:21.373749	1.0833239410033717	256	67	256	0.13251349297334694	0.25374531835205993	0.8132022471910112	0.47284644194756553	0.6053370786516854	6.372659176029963	0.42034827190947344	0.25374531835205993	0.8132022471910112	0.47284644194756553	0.6053370786516854	6.372659176029963	0.42034827190947344	2366799523	200	0.25374531835205993	0.8132022471910112	0.47284644194756553	0.6053370786516854	6.372659176029963	0.42034827190947344	4	COMPLETE
5	0.8689138576779026	2020-04-07 11:56:21.385762	2020-04-07 12:01:47.338863	8.003021490483349	256	37	256	0.11411410937703141	0.2752808988764045	0.8689138576779026	0.5388576779026217	0.6844569288389513	5.502340823970037	0.45655402705101256	0.2752808988764045	0.8689138576779026	0.5388576779026217	0.6844569288389513	5.502340823970037	0.45655402705101256	3792605579	400	0.2752808988764045	0.8689138576779026	0.5388576779026217	0.6844569288389513	5.502340823970037	0.45655402705101256	5	COMPLETE
6	0.7968164794007491	2020-04-07 12:01:47.356681	2020-04-07 12:06:26.104954	1.2123669710501346	256	71	128	0.13920717062219307	0.24297752808988765	0.7968164794007491	0.44803370786516855	0.5828651685393258	6.688202247191011	0.4053396599381921	0.24297752808988765	0.7968164794007491	0.44803370786516855	0.5828651685393258	6.688202247191011	0.4053396599381921	1845621607	200	0.24297752808988765	0.7968164794007491	0.44803370786516855	0.5828651685393258	6.688202247191011	0.4053396599381921	6	COMPLETE
7	0.8586142322097379	2020-04-07 12:06:26.116940	2020-04-07 12:09:18.815810	3.706416685423414	256	100	512	0.11578964847593468	0.2654494382022472	0.8586142322097379	0.545880149812734	0.6769662921348315	5.5915262172284645	0.4509962525919182	0.2654494382022472	0.8586142322097379	0.545880149812734	0.6769662921348315	5.591292134831461	0.45100071130424213	2864878441	250	0.2654494382022472	0.8586142322097379	0.545880149812734	0.6769662921348315	5.591760299625468	0.4509923512186349	7	COMPLETE
8	0.8558052434456929	2020-04-07 12:09:18.826627	2020-04-07 12:14:21.147606	8.353613453030059	64	8	512	0.11983217873387318	0.2148876404494382	0.8558052434456929	0.49953183520599254	0.6582397003745318	5.788857677902621	0.41010553775580344	0.2148876404494382	0.8558052434456929	0.49953183520599254	0.6582397003745318	5.788857677902621	0.41010553775580344	2903140376	800	0.2148876404494382	0.8558052434456929	0.49953183520599254	0.6582397003745318	5.788857677902621	0.41010553775580344	8	COMPLETE
9	0.8455056179775281	2020-04-07 12:14:21.159602	2020-04-07 12:24:48.203474	9.556100009433077	64	60	128	0.12152476253403065	0.23548689138576778	0.8455056179775281	0.5028089887640449	0.6526217228464419	5.8684456928838955	0.42160253022264266	0.23548689138576778	0.8455056179775281	0.5028089887640449	0.6526217228464419	5.8684456928838955	0.42160253022264266	3575340904	450	0.23548689138576778	0.8455056179775281	0.5028089887640449	0.6526217228464419	5.8684456928838955	0.42160253022264266	9	COMPLETE
