number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2808988764044944	2020-05-17 09:41:24.180296	2020-05-17 09:48:07.792928	64	128	1	128	0.00462340352329181	0.579103898988646	0.003745318352059925	0.2808988764044944	0.0945692883895131	0.1605805243445693	27.80992509363296	0.10061794879060008	0.003745318352059925	0.2808988764044944	0.0945692883895131	0.1605805243445693	27.80992509363296	0.10061794879060008	2323327866		0.003745318352059925	0.2808988764044944	0.0945692883895131	0.1605805243445693	27.80992509363296	0.10061794879060008	0	COMPLETE
1	0.2602996254681648	2020-05-17 09:48:07.811825	2020-05-17 09:51:18.616464	128	128	2	512	0.008695736214156244	0.6279257512450818	0.0023408239700374533	0.2602996254681648	0.08941947565543071	0.14794007490636704	30.185393258426966	0.0946090544746809	0.0023408239700374533	0.2602996254681648	0.08941947565543071	0.14794007490636704	30.185393258426966	0.0946090544746809	2888587319		0.0023408239700374533	0.2602996254681648	0.08941947565543071	0.14794007490636704	30.185393258426966	0.0946090544746809	1	COMPLETE
2	0.33941947565543074	2020-05-17 09:51:18.628431	2020-05-17 09:54:24.875210	128	64	1	512	0.0011335722411101356	0.4588976231445506	0.006554307116104869	0.33941947565543074	0.11470037453183521	0.19428838951310862	22.053838951310862	0.11825122442760141	0.006554307116104869	0.33941947565543074	0.11470037453183521	0.19428838951310862	22.053838951310862	0.11825122442760141	2059224571		0.006554307116104869	0.33941947565543074	0.11470037453183521	0.19428838951310862	22.053838951310862	0.11825122442760141	2	COMPLETE
3	0.09222846441947566	2020-05-17 09:54:24.893479	2020-05-17 09:54:46.185430	64	128	1	512	0.0603172810585109	0.9923706006063393	0.0	0.09222846441947566	0.01638576779026217	0.03932584269662921	47.857677902621724	0.042836617506668145	0.0	0.09222846441947566	0.01638576779026217	0.03932584269662921	47.857677902621724	0.042836617506668145	601369278	150.0	0.0	0.09222846441947566	0.01638576779026217	0.03932584269662921	47.857677902621724	0.042836617506668145	3	COMPLETE
4	0.3408239700374532	2020-05-17 09:54:46.196414	2020-05-17 09:57:48.784880	128	64	2	512	0.0064770775140891145	0.4790224494981102	0.008426966292134831	0.3408239700374532	0.10674157303370786	0.17415730337078653	23.021067415730336	0.11556384340449243	0.008426966292134831	0.3408239700374532	0.10674157303370786	0.17415730337078653	23.021067415730336	0.11556384340449243	1857968076		0.008426966292134831	0.3408239700374532	0.10674157303370786	0.17415730337078653	23.021067415730336	0.11556384340449243	4	COMPLETE
5	0.34691011235955055	2020-05-17 09:57:48.803024	2020-05-17 10:01:03.256185	256	128	2	512	0.0023401054481108634	0.45150645997738015	0.0056179775280898875	0.34691011235955055	0.1104868913857678	0.1853932584269663	21.657771535580526	0.11794468346839578	0.0056179775280898875	0.34691011235955055	0.1104868913857678	0.1853932584269663	21.657771535580526	0.11794468346839578	1689932149		0.0056179775280898875	0.34691011235955055	0.1104868913857678	0.1853932584269663	21.657771535580526	0.11794468346839578	5	COMPLETE
6	0.3782771535580524	2020-05-17 10:01:03.274458	2020-05-17 10:06:14.345846	256	128	1	128	0.3109621249184272	0.4150058616341653	0.0014044943820224719	0.3782771535580524	0.10533707865168539	0.18445692883895132	19.902855805243444	0.11766303275114647	0.0014044943820224719	0.3782771535580524	0.10533707865168539	0.18445692883895132	19.90262172284644	0.11766309315950697	911834229	850.0	0.0014044943820224719	0.3782771535580524	0.10533707865168539	0.18445692883895132	19.903089887640448	0.11766297330164881	6	COMPLETE
7	0.11797752808988764	2020-05-17 10:06:14.365832	2020-05-17 10:07:25.201083	64	256	1	512	0.26095542373078895	0.9002438510004221	0.0	0.11797752808988764	0.02200374531835206	0.050093632958801496	43.355805243445694	0.050950693646314854	0.0	0.11797752808988764	0.02200374531835206	0.050093632958801496	43.355805243445694	0.050950693646314854	3417151376	400.0	0.0	0.11797752808988764	0.02200374531835206	0.050093632958801496	43.355805243445694	0.050950693646314854	7	COMPLETE
8	0.14559925093632958	2020-05-17 10:07:25.219769	2020-05-17 10:08:47.050584	128	256	2	512	0.09069099660181723	0.8137196362409252	0.0	0.14559925093632958	0.03417602996254682	0.06975655430711611	39.116573033707866	0.05924669701553763	0.0	0.14559925093632958	0.03417602996254682	0.06975655430711611	39.116573033707866	0.05924669701553763	335839338	450.0	0.0	0.14559925093632958	0.03417602996254682	0.06975655430711611	39.116573033707866	0.05924669701553763	8	COMPLETE
9	0.30243445692883897	2020-05-17 10:08:47.061480	2020-05-17 10:13:01.447142	64	64	1	256	0.001043424020385775	0.5058353586054376	0.013108614232209739	0.30243445692883897	0.10908239700374532	0.17275280898876405	24.333333333333332	0.11444365967544531	0.013108614232209739	0.30243445692883897	0.10908239700374532	0.17275280898876405	24.333333333333332	0.11444365967544531	2025218132		0.013108614232209739	0.30243445692883897	0.10908239700374532	0.17275280898876405	24.333333333333332	0.11444365967544531	9	COMPLETE
