number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8670411985018727	2020-03-12 12:53:12.560266	2020-03-12 12:53:45.747833	256	0.005449293720278468	512	0.0018243390434907023	0.11075288928916141	0.3052434456928839	0.8670411985018727	0.5632022471910112	0.6924157303370787	5.331928838951311	0.4791182313095337	0.3052434456928839	0.8670411985018727	0.5632022471910112	0.6924157303370787	5.331928838951311	0.4791182313095337	3211783118	250	0.3052434456928839	0.8670411985018727	0.5632022471910112	0.6924157303370787	5.331928838951311	0.4791182313095337	0	COMPLETE
1	0.8726591760299626	2020-03-12 12:53:45.800373	2020-03-12 12:54:20.919501	128	0.0058818033625789605	256	0.0017437337822961384	0.10746001468776038	0.3094569288389513	0.8726591760299626	0.5786516853932584	0.7027153558052435	5.1793071161048685	0.4871640686906344	0.3094569288389513	0.8726591760299626	0.5786516853932584	0.7027153558052435	5.1793071161048685	0.4871640686906344	2955743622	250	0.3094569288389513	0.8726591760299626	0.5786516853932584	0.7027153558052435	5.1793071161048685	0.4871640686906344	1	COMPLETE
2	0.8520599250936329	2020-03-12 12:54:20.979098	2020-03-12 12:54:57.158802	64	0.04783001282999461	512	0.001526784459122344	0.11260740954188232	0.27340823970037453	0.8520599250936329	0.5327715355805244	0.6587078651685393	5.424157303370786	0.452032601891846	0.27340823970037453	0.8520599250936329	0.5327715355805244	0.6587078651685393	5.424157303370786	0.452032601891846	399191768	300	0.27340823970037453	0.8520599250936329	0.5327715355805244	0.6587078651685393	5.424157303370786	0.452032601891846	2	COMPLETE
3	0.8520599250936329	2020-03-12 12:54:57.187279	2020-03-12 12:55:55.074117	64	0.019959932107182495	128	0.002686774401482847	0.12421600678883325	0.2654494382022472	0.8520599250936329	0.5051498127340824	0.6423220973782772	5.9812734082397006	0.4371169374147585	0.2654494382022472	0.8520599250936329	0.5051498127340824	0.6423220973782772	5.9812734082397006	0.4371169374147585	3326511543	300	0.2654494382022472	0.8520599250936329	0.5051498127340824	0.6423220973782772	5.9812734082397006	0.4371169374147585	3	COMPLETE
4	0.8258426966292135	2020-03-12 12:55:55.101308	2020-03-12 12:56:29.680952	256	0.01795163444593449	128	0.4830568869767575	0.1276669294541974	0.26264044943820225	0.8258426966292135	0.5056179775280899	0.6306179775280899	6.145131086142322	0.433621716322788	0.26264044943820225	0.8258426966292135	0.5056179775280899	0.6306179775280899	6.145131086142322	0.433621716322788	1207666665	200	0.26264044943820225	0.8258426966292135	0.5056179775280899	0.6306179775280899	6.145131086142322	0.433621716322788	4	COMPLETE
5	0.8595505617977528	2020-03-12 12:56:29.707406	2020-03-12 12:56:59.838518	256	0.014175595542110406	512	0.04381248506175812	0.11734545453144621	0.27153558052434457	0.8595505617977528	0.5262172284644194	0.6722846441947565	5.646067415730337	0.4506974408463568	0.27153558052434457	0.8595505617977528	0.5262172284644194	0.6722846441947565	5.646067415730337	0.4506974408463568	3987061239	250	0.27153558052434457	0.8595505617977528	0.5262172284644194	0.6722846441947565	5.646067415730337	0.4506974408463568	5	COMPLETE
6	0.8876404494382022	2020-03-12 12:56:59.942156	2020-03-12 12:58:06.229907	256	0.0013968424839416599	512	0.06144722548360899	0.10602603280351738	0.30243445692883897	0.8876404494382022	0.5758426966292135	0.7031835205992509	5.094569288389513	0.48290271795722706	0.30243445692883897	0.8876404494382022	0.5758426966292135	0.7031835205992509	5.094569288389513	0.48290271795722706	1116439676	500	0.30243445692883897	0.8876404494382022	0.5758426966292135	0.7031835205992509	5.094569288389513	0.48290271795722706	6	COMPLETE
7	0.8792134831460674	2020-03-12 12:58:06.261194	2020-03-12 12:58:57.485214	64	0.0053602456034131975	256	0.022080717432175104	0.10632824295371325	0.29447565543071164	0.8792134831460674	0.5655430711610487	0.7130149812734082	5.122659176029963	0.479314732404836	0.29447565543071164	0.8792134831460674	0.5655430711610487	0.7130149812734082	5.122659176029963	0.479314732404836	3147196889	350	0.29447565543071164	0.8792134831460674	0.5655430711610487	0.7130149812734082	5.122659176029963	0.479314732404836	7	COMPLETE
8	0.8581460674157303	2020-03-12 12:58:57.511721	2020-03-12 12:59:31.787683	256	0.005961510665894223	256	0.42761124733948647	0.11652666914158183	0.29353932584269665	0.8581460674157303	0.5351123595505618	0.6563670411985019	5.597378277153558	0.4637854295817707	0.29353932584269665	0.8581460674157303	0.5351123595505618	0.6563670411985019	5.597378277153558	0.4637854295817707	308579084	250	0.29353932584269665	0.8581460674157303	0.5351123595505618	0.6563670411985019	5.597378277153558	0.4637854295817707	8	COMPLETE
9	0.8623595505617978	2020-03-12 12:59:31.810658	2020-03-12 12:59:57.808721	128	0.008820555123023849	256	0.005951328377381302	0.1095305138768119	0.29447565543071164	0.8623595505617978	0.5594569288389513	0.6835205992509363	5.26123595505618	0.4720849389198842	0.29447565543071164	0.8623595505617978	0.5594569288389513	0.6835205992509363	5.26123595505618	0.4720849389198842	288211156	200	0.29447565543071164	0.8623595505617978	0.5594569288389513	0.6835205992509363	5.26123595505618	0.4720849389198842	9	COMPLETE
10	0.822565543071161	2020-03-12 12:59:57.840803	2020-03-12 13:00:32.569668	128	0.021864599552490552	128	0.023645451820792474	0.13336418559757315	0.2406367041198502	0.822565543071161	0.47237827715355807	0.6058052434456929	6.417602996254682	0.4117758851134592	0.2406367041198502	0.822565543071161	0.47237827715355807	0.6058052434456929	6.417602996254682	0.4117758851134592	2227566180	200	0.2406367041198502	0.822565543071161	0.47237827715355807	0.6058052434456929	6.417602996254682	0.4117758851134592	10	COMPLETE
11	0.8796816479400749	2020-03-12 13:00:32.609916	2020-03-12 13:02:04.632058	64	0.0011141925309850382	256	0.09149670938522622	0.11000764006940641	0.2794943820224719	0.8796816479400749	0.547752808988764	0.6924157303370787	5.293071161048689	0.4623021484841289	0.2794943820224719	0.8796816479400749	0.547752808988764	0.6924157303370787	5.293071161048689	0.4623021484841289	591876669	600	0.2794943820224719	0.8796816479400749	0.547752808988764	0.6924157303370787	5.293071161048689	0.4623021484841289	11	COMPLETE
