number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
11	TrialState.COMPLETE	0.012438031161473087	2019-12-27 17:40:35.233994	2019-12-27 17:49:34.725967	8.346490377186216	250.0	2	26.0	0.05196637750169388	1400.0	0.9191792201408492	0.00141643059490085	0.012438031161473087	0.004160764872521246	0.007613314447592068	18634.104328966005	0.005418845507214068	0.00141643059490085	0.012438031161473087	0.004160764872521246	0.007613314447592068	18633.85362075071	0.005418881667482389	0.00141643059490085	0.012438031161473087	0.004160764872521246	0.007613314447592068	18634.355037181303	0.0054188097643621085	11	0.01566926345609065	0.013515108593012276									
12	TrialState.COMPLETE	0.000398371104815864	2019-12-27 17:49:34.726961	2019-12-27 17:55:19.805478	4.052789797781731	50.0	1	1.0	0.045621527615098016	1000.0	0.9206238620542733	0.0	0.000398371104815864	0.0002655807365439094	0.0003541076487252125	18663.065000885268	0.0006246797759445879	0.0	0.000398371104815864	0.0002655807365439094	0.0003541076487252125	18663.044219192634	0.0006247356692995741	0.0	0.000398371104815864	0.0002655807365439094	0.0003541076487252125	18663.085782577902	0.0006246258901102373	12	0.0004426345609065156	0.00041312559017941453									
13	TrialState.COMPLETE	0.0047804532577903685	2019-12-27 17:55:19.806344	2019-12-27 18:05:44.700459	0.86284119779232	350.0	1	36.0	0.007290657898629048	1500.0	0.6034698421125881	0.0004868980169971671	0.0047804532577903685	0.0013721671388101982	0.002080382436260623	12234.289682188386	0.0028459283068052866	0.0004868980169971671	0.0047804532577903685	0.0013721671388101982	0.002080382436260623	12234.275805594902	0.002845929559721073	0.0004868980169971671	0.0047804532577903685	0.0013721671388101982	0.002080382436260623	12234.30355878187	0.0028459270582839834	13	0.004603399433427762	0.004721435316336166									
14	TrialState.COMPLETE	0.005178824362606233	2019-12-27 18:05:44.701479	2019-12-27 18:18:04.349047	7.994849550582094	450.0	1	41.0	0.041380215301254346	2000.0	0.9362554459160266	0.00017705382436260624	0.005178824362606233	0.0013721671388101982	0.002301699716713881	18980.289549398018	0.002123608098613783	0.000398371104815864	0.005488668555240793	0.0016377478753541077	0.0025672804532577906	18953.80165545326	0.0023653343398308013	0.00017705382436260624	0.005178824362606233	0.0012836402266288953	0.002301699716713881	19006.777443342777	0.002088792789964018	14	0.004691926345609066	0.005016525023607177									
15	TrialState.COMPLETE	0.07803647308781869	2019-12-27 18:18:04.350116	2019-12-27 18:30:28.640998	5.76098692861057	450.0	2	41.0	0.009471224729505685	1900.0	0.6167732906072771	0.008321529745042492	0.07803647308781869	0.0483356940509915	0.05984419263456091	12502.082219369688	0.03421680231952197	0.008321529745042492	0.07803647308781869	0.0483356940509915	0.05984419263456091	12502.079231586402	0.03421680263409326	0.008321529745042492	0.07803647308781869	0.0483356940509915	0.05984419263456091	12502.085207152975	0.03421680200531317	15	0.08277266288951841	0.07961520302171861									
16	TrialState.COMPLETE	0.3225478045325779	2019-12-27 18:30:28.642686	2019-12-27 18:41:43.829096	8.99053550818888	450.0	2	11.0	0.0011899190992250917	700.0	0.16079287042011756	0.010490439093484419	0.3225478045325779	0.18736720963172804	0.25146069405099153	3258.6022485835692	0.12172520648418578	0.010490439093484419	0.3225478045325779	0.18736720963172804	0.25146069405099153	3258.6009206798867	0.12172520681989334	0.010490439093484419	0.3225478045325779	0.18736720963172804	0.25146069405099153	3258.603576487252	0.12172520614964359	16	0.34817634560906513	0.33109065155807366									
17	TrialState.COMPLETE	0.004382082152974504	2019-12-27 18:41:43.830120	2019-12-27 18:51:02.112742	9.405030080426585	250.0	1	41.0	0.02885271985924007	1800.0	0.9408675859961115	0.00017705382436260624	0.004382082152974504	0.0012836402266288953	0.002611543909348442	19073.32803647309	0.002456368958128481	0.0002213172804532578	0.004470609065155807	0.0013721671388101982	0.0028328611898017	19058.395848087817	0.002525308756816177	0.00017705382436260624	0.00424929178470255	0.0012836402266288953	0.002611543909348442	19088.260224858357	0.0024274759097052396	17	0.0048689801699716715	0.00454438149197356									
18	TrialState.COMPLETE	0.011995396600566572	2019-12-27 18:51:02.113780	2019-12-27 19:03:04.661123	7.890990522374861	450.0	2	36.0	0.04891178704926817	700.0	0.9182776525739571	0.002080382436260623	0.011995396600566572	0.004691926345609066	0.008055949008498584	18615.6033773017	0.005752044280543377	0.002080382436260623	0.011995396600566572	0.004691926345609066	0.008055949008498584	18615.067723087817	0.005752164097045081	0.002080382436260623	0.011995396600566572	0.004691926345609066	0.008055949008498584	18616.13903151558	0.00575192990951709	18	0.014429886685552408	0.01280689329556185									
19	TrialState.COMPLETE	0.17320290368271954	2019-12-27 19:03:04.662150	2019-12-27 19:12:16.728261	1.7513934249362	250.0	2	36.0	0.007690991774124815	1300.0	0.2423327622611915	0.014961048158640227	0.17320290368271954	0.09968130311614731	0.13159525495750707	4911.99116944051	0.07257790700818183	0.014961048158640227	0.17320290368271954	0.09968130311614731	0.13159525495750707	4911.989066926346	0.07257790852629574	0.014961048158640227	0.17320290368271954	0.09968130311614731	0.13159525495750707	4911.993271954674	0.07257790549618627	19	0.18103753541076487	0.175814447592068									
20	TrialState.COMPLETE	0.21330559490084985	2019-12-27 19:12:16.729181	2019-12-27 19:20:58.789581	1.2753311677433363	50.0	2	46.0	0.01148232442560315	1700.0	0.16318315578872453	0.01447415014164306	0.21330559490084985	0.11840474504249292	0.16001239376770537	3307.4963482648727	0.08595111866878866	0.01447415014164306	0.21330559490084985	0.11840474504249292	0.16001239376770537	3307.495263810198	0.08595111901168019	0.01447415014164306	0.21330559490084985	0.11840474504249292	0.16001239376770537	3307.497432719547	0.08595111832650097	20	0.22795679886685552	0.21818932955618509									
21	TrialState.COMPLETE	0.08073654390934844	2019-12-27 19:20:58.790479	2019-12-27 19:29:06.918996	9.788863030120217	50.0	1	26.0	0.010879031106532473	1200.0	0.47762179738687793	0.009162535410764873	0.08073654390934844	0.03713703966005666	0.05510800283286119	9680.152753186969	0.03353222525900312	0.009162535410764873	0.08073654390934844	0.03713703966005666	0.05510800283286119	9680.044617563739	0.03353227390661004	0.009162535410764873	0.08073654390934844	0.03713703966005666	0.05510800283286119	9680.260888810199	0.03353217782047962	21	0.08976628895184136	0.08374645892351275									
22	TrialState.COMPLETE	0.1947149433427762	2019-12-27 19:29:06.920031	2019-12-27 19:37:25.805631	1.707052935357719	50.0	2	21.0	0.012694325589619969	700.0	0.18248929468933026	0.012659348441926345	0.1947149433427762	0.10986189801699717	0.14558250708215298	3698.677806303116	0.0787025482338652	0.012659348441926345	0.1947149433427762	0.10986189801699717	0.14558250708215298	3698.6768767705385	0.07870306615739422	0.012659348441926345	0.1947149433427762	0.10986189801699717	0.14558250708215298	3698.678735835694	0.07870208208073022	22	0.2077726628895184	0.1990675165250236									
23	TrialState.COMPLETE	0.018590651558073653	2019-12-27 19:37:25.806666	2019-12-27 19:46:59.279199	4.304441732895864	250.0	2	41.0	0.027509031133212028	1000.0	0.9326691477681422	0.0030099150141643057	0.018590651558073653	0.007701841359773371	0.011419971671388102	18907.5924884915	0.008460062552540544	0.0030099150141643057	0.018590651558073653	0.007701841359773371	0.011419971671388102	18907.513898725214	0.008460065263593008	0.0030099150141643057	0.018590651558073653	0.007701841359773371	0.011419971671388102	18907.67107825779	0.00846005985064529	23	0.018059490084985835	0.018413597733711047									
24	TrialState.COMPLETE	0.018546388101983002	2019-12-27 19:46:59.280265	2019-12-27 19:55:17.155424	9.236953909471147	50.0	1	26.0	0.03617442292884897	600.0	0.9346168077967726	0.002478753541076487	0.018546388101983002	0.007082152974504249	0.011154390934844192	18946.644542315866	0.008141022541670893	0.002478753541076487	0.018546388101983002	0.007082152974504249	0.011154390934844192	18946.46489907932	0.00814104701331793	0.002478753541076487	0.018546388101983002	0.007082152974504249	0.011154390934844192	18946.824185552407	0.008140998293090566	24	0.01761685552407932	0.01823654390934844									
25	TrialState.COMPLETE	0.44361819326408564	2019-12-27 19:55:17.156464	2019-12-27 20:33:08.883603	4.836923547564504	450.0	1	11.0	0.0030240583490217703	1200.0	0.1087313490394242	0.002950897072710104	0.44361819326408564	0.2583805476864967	0.3556027699087189	2203.814654154863	0.1561749872373533	0.002950897072710104	0.44361819326408564	0.2583805476864967	0.3556027699087189	2203.8124409820584	0.15617503057216955	0.002950897072710104	0.44361819326408564	0.2583805476864967	0.3556027699087189	2203.8168673276678	0.15617494590307057	25						0.4443545123431809	0.4439403328611898				
26	TrialState.COMPLETE	0.003673866855524079	2019-12-27 20:33:08.885268	2019-12-27 20:44:16.753008	3.283801951025585	450.0	1	16.0	0.007619584550760941	1900.0	0.8147801787055162	0.0006196883852691218	0.003673866855524079	0.0010180594900849858	0.001593484419263456	16518.216780276205	0.0024743854582965743	0.0006196883852691218	0.003673866855524079	0.0010180594900849858	0.001593484419263456	16518.19984950425	0.00247438669754875	0.0006196883852691218	0.003673866855524079	0.0010180594900849858	0.001593484419263456	16518.23371104816	0.002474384222475217	26	0.0032754957507082154	0.0035410764872521247									
27	TrialState.COMPLETE	0.01898902266288952	2019-12-27 20:44:16.753885	2019-12-27 20:53:34.959307	7.450641511807816	250.0	2	36.0	0.024264288584018155	1500.0	0.9131074097413213	0.00340828611898017	0.01898902266288952	0.007878895184135978	0.011287181303116147	18510.85246990085	0.008767345607886539	0.00340828611898017	0.01898902266288952	0.007878895184135978	0.011287181303116147	18510.808781869688	0.008767423755975005	0.00340828611898017	0.01898902266288952	0.007878895184135978	0.011287181303116147	18510.896157932013	0.008767269914583887	27	0.019210339943342775	0.01906279508970727									
28	TrialState.COMPLETE	0.03244511331444759	2019-12-27 20:53:34.960318	2019-12-27 21:04:39.953766	9.131509128924908	450.0	2	6.0	0.012460405293595544	2000.0	0.7906759335884525	0.004382082152974504	0.03244511331444759	0.017749645892351274	0.022928470254957506	16028.234419263455	0.014891775244959634	0.004382082152974504	0.03244511331444759	0.017749645892351274	0.022928470254957506	16028.231365084986	0.014891775357141491	0.004382082152974504	0.03244511331444759	0.017749645892351274	0.022928470254957506	16028.237473441926	0.014891775132865825	28	0.03125	0.032046742209631725									
29	TrialState.COMPLETE	0.18829674220963172	2019-12-27 21:04:39.954784	2019-12-27 21:12:34.360151	8.056824867129484	50.0	2	6.0	0.012540391938203789	900.0	0.19430731824529657	0.011862606232294617	0.18829674220963172	0.10680771954674222	0.14084631728045327	3938.2995972025496	0.07573358536475688	0.011862606232294617	0.18829674220963172	0.10680771954674222	0.14084631728045327	3938.298424220963	0.07573358565060559	0.011862606232294617	0.18829674220963172	0.10680771954674222	0.14084631728045327	3938.300770184136	0.07573358507957856	29	0.19086402266288952	0.18915250236071765									
30	TrialState.COMPLETE	0.0036296033994334276	2019-12-27 21:12:34.361199	2019-12-27 21:22:07.012366	2.131195593956229	250.0	1	46.0	0.010964859037165367	2000.0	0.8196596036734053	0.0003541076487252125	0.0036296033994334276	0.0010623229461756375	0.001903328611898017	16617.04176257082	0.0022874392946630588	0.0003541076487252125	0.0036296033994334276	0.0010623229461756375	0.001903328611898017	16611.454408640227	0.0022885604961923106	0.0003541076487252125	0.0036296033994334276	0.0010623229461756375	0.001903328611898017	16622.629116501415	0.002286355408750751	30	0.0033640226628895184	0.0035410764872521247									
31	TrialState.COMPLETE	0.39333490714510544	2019-12-27 21:22:07.013354	2019-12-27 21:51:37.827562	1.6865251476899406	150.0	1	31.0	0.0044425884020699745	800.0	0.15593167113330095	0.003049260308467107	0.39333490714510544	0.22519279194208372	0.31002124645892354	3160.52475802644	0.13928001542989007	0.003049260308467107	0.39333490714510544	0.22519279194208372	0.31002124645892354	3160.5212464589235	0.13928001852502553	0.003049260308467107	0.39333490714510544	0.22519279194208372	0.31002124645892354	3160.5282695939563	0.13928001236234877	31						0.4070720356131121	0.39934490084985835				
32	TrialState.COMPLETE	0.2769121813031161	2019-12-27 21:51:37.828572	2019-12-27 22:02:53.705422	2.8017362462140203	450.0	2	11.0	0.0025642413684903356	1700.0	0.15034433701019692	0.014252832861189802	0.2769121813031161	0.15859596317280453	0.21135800283286119	3047.057697415014	0.10755279913242823	0.014252832861189802	0.2769121813031161	0.15859596317280453	0.21135800283286119	3047.056745750708	0.10755279921726235	0.014252832861189802	0.2769121813031161	0.15859596317280453	0.21135800283286119	3047.0586490793203	0.10755279904768825	32	0.3047096317280453	0.28617799811142586									
33	TrialState.COMPLETE	0.13714589235127478	2019-12-27 22:02:53.706714	2019-12-27 22:36:09.442311	3.596553374227489	50.0	1	36.0	0.012531823062699515	1100.0	0.1879785763596154	0.0050106232294617565	0.13714589235127478	0.05819759206798867	0.08948300283286119	3810.193634915014	0.0500755822459774	0.0050106232294617565	0.13714589235127478	0.05819759206798867	0.08948300283286119	3810.1914483002834	0.05007581092015785	0.0050106232294617565	0.13714589235127478	0.05819759206798867	0.08948300283286119	3810.195821529745	0.05007538600949666	33							0.13549043909348443	0.1364101353478124			
34	TrialState.COMPLETE	0.03669440509915014	2019-12-27 22:36:09.443146	2019-12-27 22:45:52.570354	1.2157905978262482	350.0	2	6.0	0.013956126198043822	700.0	0.7858480761313179	0.006418201133144476	0.03669440509915014	0.022795679886685554	0.029125354107648726	15930.568143590652	0.018039521087694226	0.006418201133144476	0.03669440509915014	0.022795679886685554	0.029125354107648726	15930.564624645893	0.0180395211773719	0.006418201133144476	0.03669440509915014	0.022795679886685554	0.029125354107648726	15930.57166253541	0.018039520998074002	34	0.03886331444759207	0.037417374881964116									
35	TrialState.COMPLETE	4.426345609065156e-05	2019-12-27 22:45:52.571412	2019-12-27 22:51:41.633906	2.6712762898519387	150.0	1	1.0	0.07190957077446714	1000.0	0.9330250949448593	0.0	4.426345609065156e-05	0.0	4.426345609065156e-05	18914.63303381728	0.00045552961486574424	0.0025672804532577906	0.0038509206798866854	0.0031427053824362606	0.0036296033994334276	18902.83197592068	0.0034970073594094765	0.0	4.426345609065156e-05	0.0	0.0	18926.43409171388	0.00043079724033255	35	8.852691218130312e-05	5.901794145420208e-05									
36	TrialState.COMPLETE	0.004497167138810198	2019-12-27 22:51:41.634926	2019-12-27 23:05:27.083200	5.450165564411835	250.0	1	41.0	0.029961189592780303	1700.0	0.9400460200546613	0.0003186968838526912	0.004497167138810198	0.0008852691218130312	0.0014518413597733712	19057.208888101984	0.002178121425187347	0.0006728045325779037	0.004674220963172804	0.0012039660056657223	0.001735127478753541	19033.580559490085	0.0024966719723935864	0.0003186968838526912	0.004320113314447592	0.0008852691218130312	0.00141643059490085	19080.83721671388	0.0021374891676135986	36		0.004308309726156752	0.004426345609065156								
37	TrialState.COMPLETE	0.20418732294617564	2019-12-27 23:05:27.084199	2019-12-27 23:14:41.639414	8.291775776522606	250.0	2	36.0	0.006225464080481106	1900.0	0.1938704874326629	0.016156161473087818	0.20418732294617564	0.11827195467422097	0.15682542492917848	3929.3673424220965	0.08407115212262511	0.016156161473087818	0.20418732294617564	0.11827195467422097	0.15682542492917848	3929.3659259915016	0.08407115245089557	0.016156161473087818	0.20418732294617564	0.11827195467422097	0.15682542492917848	3929.3687588526914	0.08407115179487835	37	0.21963526912181303	0.20933663833805477									
38	TrialState.COMPLETE	0.020228399433427764	2019-12-27 23:14:41.640420	2019-12-27 23:23:25.693610	1.1533016831680185	50.0	2	46.0	0.05053239426529707	1000.0	0.8628200551812243	0.0038509206798866854	0.020228399433427764	0.009915014164305949	0.013500354107648726	17491.330891466005	0.009972199224830768	0.0038509206798866854	0.020228399433427764	0.009915014164305949	0.013500354107648726	17491.292625708214	0.009972201631380921	0.0038509206798866854	0.020228399433427764	0.009915014164305949	0.013500354107648726	17491.369157223795	0.00997219682690834	38	0.023105524079320112	0.021187440982058547									
39	TrialState.COMPLETE	0.01704143059490085	2019-12-27 23:23:25.694649	2019-12-27 23:32:04.681744	4.262123560975619	50.0	2	36.0	0.048411562734481724	1300.0	0.9185254233215248	0.002611543909348442	0.01704143059490085	0.006108356940509915	0.009560906515580737	18620.839257259206	0.007607865410320787	0.002611543909348442	0.01704143059490085	0.006108356940509915	0.009560906515580737	18620.80245219547	0.007607903855829502	0.002611543909348442	0.01704143059490085	0.006108356940509915	0.009560906515580737	18620.876062322946	0.007607828012779332	39	0.018679178470254958	0.01758734655335222									
40	TrialState.COMPLETE	0.31307542492917845	2019-12-27 23:32:04.682760	2019-12-27 23:40:47.260323	6.54150810146473	250.0	2	11.0	0.001957661132573428	1600.0	0.15483028131504326	0.011508498583569405	0.31307542492917845	0.180639164305949	0.24189978753541078	3137.9328966005664	0.11910323079569558	0.011508498583569405	0.31307542492917845	0.180639164305949	0.24189978753541078	3137.931790014164	0.11910323256046865	0.011508498583569405	0.31307542492917845	0.180639164305949	0.24189978753541078	3137.9340031869688	0.11910322904537715	40	0.33401203966005666	0.32005429650613787									
41	TrialState.COMPLETE	0.024389164305949007	2019-12-27 23:40:47.261399	2019-12-27 23:51:44.353322	4.659696369299072	450.0	1	6.0	0.006260756076778636	1800.0	0.5732543792578226	0.0012393767705382436	0.024389164305949007	0.011552762039660056	0.016908640226628895	11621.093838526913	0.011069407219742882	0.0012393767705382436	0.024389164305949007	0.011552762039660056	0.016908640226628895	11621.083879249292	0.011069412717869829	0.0012393767705382436	0.024389164305949007	0.011552762039660056	0.016908640226628895	11621.103797804533	0.011069401758998287	41	0.027000708215297452	0.02525967894239849									
42	TrialState.COMPLETE	0.010578966005665722	2019-12-27 23:51:44.354377	2019-12-28 00:04:31.516279	9.385778705793326	450.0	2	46.0	0.0912050253977919	1300.0	0.8783151056321453	0.0009737960339943342	0.010578966005665722	0.0033640226628895184	0.006196883852691218	17805.20943254249	0.004828608128855045	0.0010623229461756375	0.011021600566572238	0.0036296033994334276	0.006196883852691218	17804.221273016996	0.004898789157578349	0.0009737960339943342	0.010313385269121813	0.0033640226628895184	0.006196883852691218	17806.197592067987	0.004782091480590987	42	0.013721671388101982	0.011626534466477809									
43	TrialState.COMPLETE	0.0015492209631728046	2019-12-28 00:04:31.517337	2019-12-28 00:15:32.654989	0.7536751936432595	350.0	1	46.0	0.040400247551168916	1100.0	0.9381998406737159	0.0002213172804532578	0.0015492209631728046	0.0006196883852691218	0.0008852691218130312	19019.566129603398	0.00130387614614545	0.0006196883852691218	0.00199185552407932	0.0011951133144475921	0.0013721671388101982	18991.065377124647	0.0017646620155647077	0.0002213172804532578	0.0014606940509915014	0.0005311614730878187	0.000796742209631728	19048.066882082152	0.0012571396496919214	43	0.0015049575070821529	0.001534466477809254									
44	TrialState.COMPLETE	0.065421388101983	2019-12-28 00:15:32.656049	2019-12-28 00:26:50.650741	1.0963747764139877	450.0	2	16.0	0.010354621769596667	1400.0	0.6374043198058504	0.008100212464589236	0.065421388101983	0.03926168555240793	0.05046033994334278	12920.62670414306	0.029492131566870146	0.008100212464589236	0.065421388101983	0.03926168555240793	0.05046033994334278	12920.623627832862	0.029492148606763677	0.008100212464589236	0.065421388101983	0.03926168555240793	0.05046033994334278	12920.629780453257	0.02949211498257328	44	0.06887393767705383	0.06657223796033994									
45	TrialState.COMPLETE	0.11070290368271955	2019-12-28 00:26:50.651785	2019-12-28 00:35:13.336499	8.27537134375322	50.0	2	16.0	0.020132223881344325	600.0	0.3473370807794706	0.010446175637393768	0.11070290368271955	0.06276558073654391	0.08237429178470256	7040.668887216714	0.047425256516004585	0.010446175637393768	0.11070290368271955	0.06276558073654391	0.08237429178470256	7040.666873229462	0.04742532322828148	0.010446175637393768	0.11070290368271955	0.06276558073654391	0.08237429178470256	7040.670901203966	0.04742519330201492	45	0.11251770538243626	0.11130783758262512									
46	TrialState.COMPLETE	0.2009307972480777	2019-12-28 00:35:13.337536	2019-12-28 00:54:33.846441	5.730705108080724	50.0	1	11.0	0.009660633485128085	1800.0	0.2268163596123183	0.011609672197490895	0.2009307972480777	0.10135066774585189	0.14326183731282882	4596.791506475111	0.07672267407601344	0.011609672197490895	0.2009307972480777	0.10135066774585189	0.14326183731282882	4596.639695467422	0.07672278000613814	0.011609672197490895	0.2009307972480777	0.10135066774585189	0.14326183731282882	4596.943317482801	0.07672257029704707	46				0.2001416430594901	0.20060198300283286						
