number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.021954674220963172	2020-01-17 23:04:23.943762	2020-01-17 23:52:07.611389	0.7400584448415759	450.0	250.0	21.0	0.017198829405895278	600.0	0.8366402483372076	0.002301699716713881	0.021954674220963172	0.01305771954674221	0.016244688385269122	16960.617829320112	0.01024586902520714	0.002301699716713881	0.021954674220963172	0.01305771954674221	0.016244688385269122	16960.606365084986	0.010245873611649725	0.002301699716713881	0.021954674220963172	0.01305771954674221	0.016244688385269122	16960.62929355524	0.010245864482494526	9	0.021954674220963172	0.021954674220963172				
10	TrialState.COMPLETE	0.14201929886685552	2020-01-17 23:52:07.612493	2020-01-18 01:21:59.308118	3.613420026221367	50.0	250.0	6.0	0.001847453488343739	1000.0	0.22277762425865727	0.01305771954674221	0.14201929886685552	0.073233888101983	0.10109773371104816	4516.298258233003	0.058195939315686535	0.01305771954674221	0.14201929886685552	0.073233888101983	0.10109773371104816	4516.295569228046	0.05819593996364444	0.01305771954674221	0.14201929886685552	0.073233888101983	0.10109773371104816	4516.30094723796	0.05819593867162553	10					0.1420266761095373	0.14202246054229056
11	TrialState.COMPLETE	0.27458097261567516	2020-01-18 01:21:59.309182	2020-01-18 02:56:56.126024	2.658538058818456	450.0	450.0	26.0	0.002590790103813792	500.0	0.15254428944134027	0.021748111425873465	0.27458097261567516	0.16020420207743155	0.2100743626062323	3091.833318578848	0.11274447359766966	0.021748111425873465	0.27458097261567516	0.16020420207743155	0.2100743626062323	3091.8321824834748	0.11274447389593997	0.021748111425873465	0.27458097261567516	0.16020420207743155	0.2100743626062323	3091.834454674221	0.11274447330004309	11			0.2758055949008499	0.27507082152974505		
12	TrialState.COMPLETE	0.39171388101983	2020-01-18 02:56:56.127532	2020-01-18 04:08:50.712028	1.6151371076866805	450.0	350.0	31.0	0.0027423723307710987	700.0	0.12141557146475253	0.020007082152974504	0.39171388101983	0.2281515580736544	0.30690509915014164	2460.6230169971673	0.15124624623493832	0.020007082152974504	0.39171388101983	0.2281515580736544	0.30690509915014164	2460.6215651558073	0.15124624630094954	0.020007082152974504	0.39171388101983	0.2281515580736544	0.30690509915014164	2460.624468838527	0.15124624616897916	12		0.3924693106704438	0.3919971671388102			
13	TrialState.COMPLETE	0.013854461756373938	2020-01-18 04:08:50.713703	2020-01-18 04:48:44.315265	3.620417484063103	250.0	50.0	36.0	0.01920380127070672	700.0	0.7976571234211279	0.0034968130311614732	0.013854461756373938	0.007126416430594901	0.009737960339943343	16170.54224946884	0.007560709151987555	0.0034968130311614732	0.013854461756373938	0.007126416430594901	0.009737960339943343	16170.293909348442	0.007560709579542828	0.0034968130311614732	0.013854461756373938	0.007126416430594901	0.009737960339943343	16170.790589589235	0.0075607087248757	13	0.012659348441926345	0.013456090651558074				
14	TrialState.COMPLETE	0.01961756373937677	2020-01-18 04:48:44.316918	2020-01-18 05:52:54.953513	7.9692139186932796	350.0	250.0	16.0	0.0017405363379383578	900.0	0.6105780673469418	0.0035410764872521247	0.01961756373937677	0.008286118980169972	0.011968838526912181	12379.049822946175	0.009324641502308327	0.0035410764872521247	0.01961756373937677	0.008286118980169972	0.011968838526912181	12378.283533994334	0.00932465087890634	0.0035410764872521247	0.01961756373937677	0.008286118980169972	0.011968838526912181	12379.816111898017	0.009324632139715891	14		0.020656279508970726	0.020007082152974504			
15	TrialState.COMPLETE	0.01905099150141643	2020-01-18 05:52:54.954612	2020-01-18 06:47:18.644325	6.708149994345856	50.0	450.0	41.0	0.0010050271713292816	800.0	0.692327227879006	0.004603399433427762	0.01905099150141643	0.01023371104815864	0.013385269121813032	14036.020325779036	0.009837823598230874	0.004603399433427762	0.01905099150141643	0.01023371104815864	0.013385269121813032	14035.062995750708	0.009837831426055545	0.004603399433427762	0.01905099150141643	0.01023371104815864	0.013385269121813032	14036.977655807366	0.009837815782611954	15		0.021482530689329555	0.019962818696883853			
16	TrialState.COMPLETE	0.01677584985835694	2020-01-18 06:47:18.645383	2020-01-18 07:30:55.347999	7.36390785552961	350.0	450.0	36.0	0.0011241548200116133	600.0	0.6672948840923614	0.0020361189801699716	0.01677584985835694	0.006905099150141643	0.010844546742209632	13528.494887570821	0.007482695662455895	0.0020361189801699716	0.01677584985835694	0.006905099150141643	0.010844546742209632	13525.080028328612	0.007482747781910327	0.0020361189801699716	0.01677584985835694	0.006905099150141643	0.010844546742209632	13531.909746813031	0.007482643790612113	16	0.020803824362606232	0.018118508026440036				
17	TrialState.COMPLETE	0.033144475920679886	2020-01-18 07:30:55.349013	2020-01-18 08:34:57.119642	4.059962119974999	350.0	150.0	21.0	0.0011948613717640405	1000.0	0.5823301482079566	0.006090651558073654	0.033144475920679886	0.015191218130311615	0.021742209631728047	11806.319174929178	0.015745579774813643	0.006090651558073654	0.033144475920679886	0.015191218130311615	0.021742209631728047	11805.070573654391	0.015745587485162638	0.006090651558073654	0.033144475920679886	0.015191218130311615	0.021742209631728047	11807.567776203967	0.015745572075634106	17		0.03269593956562795	0.03297627478753541			
18	TrialState.COMPLETE	0.011774079320113314	2020-01-18 08:34:57.120728	2020-01-18 09:17:43.721923	7.577412585506849	350.0	50.0	21.0	0.014720579857731026	500.0	0.8697125695765144	0.004027974504249292	0.011774079320113314	0.006949362606232295	0.009029745042492918	17631.820843661473	0.007063430961674593	0.004027974504249292	0.011774079320113314	0.006949362606232295	0.009029745042492918	17627.47565509915	0.007063451530355559	0.004027974504249292	0.011774079320113314	0.006949362606232295	0.009029745042492918	17636.166032223795	0.0070634112074142935	18	0.010269121813031162	0.011272426817752597				
19	TrialState.COMPLETE	0.002080382436260623	2020-01-18 09:17:43.722984	2020-01-18 10:03:32.332587	2.6546641814486263	350.0	450.0	46.0	0.042458647530293325	700.0	0.9622781611079037	0.0003541076487252125	0.002080382436260623	0.0012836402266288953	0.0013279036827195468	19508.34399344901	0.0013695920554188444	0.0003541076487252125	0.002080382436260623	0.0012836402266288953	0.0013279036827195468	19483.063650849857	0.0013697809841141833	0.0003541076487252125	0.002080382436260623	0.0012836402266288953	0.0013279036827195468	19533.62433604816	0.0013694052915611014	19	0.003098441926345609	0.002419735599622285				
20	TrialState.COMPLETE	0.00597556657223796	2020-01-18 10:03:32.333628	2020-01-18 10:52:17.095570	5.855549978948883	450.0	450.0	36.0	0.015357874257904669	1000.0	0.9312634660469766	0.0013279036827195468	0.00597556657223796	0.003718130311614731	0.004470609065155807	18879.367962110482	0.0033772772691459895	0.0013279036827195468	0.00597556657223796	0.003718130311614731	0.004470609065155807	18876.82901026912	0.00337729003132779	0.0013279036827195468	0.00597556657223796	0.003718130311614731	0.004470609065155807	18881.90691395184	0.0033772645487637615	20	0.008587110481586403	0.006846081208687441				
21	TrialState.COMPLETE	0.014783994334277621	2020-01-18 10:52:17.096639	2020-01-18 11:36:10.509444	8.56914720263778	350.0	450.0	36.0	0.0019701195417399214	500.0	0.6535758070617217	0.0031427053824362606	0.014783994334277621	0.006108356940509915	0.008410056657223795	13250.149101451841	0.007536298967664041	0.0031427053824362606	0.014783994334277621	0.006108356940509915	0.008410056657223795	13247.956666076487	0.007536308656483467	0.0031427053824362606	0.014783994334277621	0.006108356940509915	0.008410056657223795	13252.341536827196	0.007536289308755352	21	0.019830028328611898	0.01646600566572238				
22	TrialState.COMPLETE	0.015226628895184136	2020-01-18 11:36:10.510547	2020-01-18 12:19:40.893457	7.517215729497742	350.0	350.0	31.0	0.0028642897446705187	1000.0	0.6299255135389898	0.002478753541076487	0.015226628895184136	0.005887039660056657	0.008365793201133145	12770.622565509915	0.007277200283217769	0.002478753541076487	0.015226628895184136	0.005887039660056657	0.008365793201133145	12769.86380134561	0.0072772080420090745	0.002478753541076487	0.015226628895184136	0.005887039660056657	0.008365793201133145	12771.381329674221	0.007277192540953656	22	0.020538243626062325	0.0169971671388102				
23	TrialState.COMPLETE	0.002921388101983003	2020-01-18 12:19:40.894565	2020-01-18 12:50:14.043560	8.66897137736034	50.0	350.0	6.0	0.0012073035772376004	900.0	0.8163074595526476	0.000398371104815864	0.002921388101983003	0.0012836402266288953	0.001593484419263456	16549.064580382437	0.0016284683791544493	0.000398371104815864	0.0030099150141643057	0.0013721671388101982	0.0016820113314447592	16547.408905807366	0.0016565227037664111	0.000398371104815864	0.002921388101983003	0.0012836402266288953	0.001593484419263456	16550.72025495751	0.0016226749610345427	23	0.004072237960339943	0.0033050047214353163				
24	TrialState.COMPLETE	0.3942546033994334	2020-01-18 12:50:14.044649	2020-01-18 13:40:39.888933	1.6042228362070414	450.0	450.0	46.0	0.0023845549189941057	600.0	0.13556052635691548	0.014341359773371105	0.3942546033994334	0.23313562322946177	0.306657223796034	2747.225035410765	0.15012013248007441	0.014341359773371105	0.3942546033994334	0.23313562322946177	0.306657223796034	2747.2229107648727	0.1501201331607568	0.014341359773371105	0.3942546033994334	0.23313562322946177	0.306657223796034	2747.2271600566573	0.15012013180164124	24	0.39633498583569404	0.3949480642115203				
25	TrialState.COMPLETE	0.011419971671388102	2020-01-18 13:40:39.889970	2020-01-18 14:17:19.484911	3.3183551353026877	150.0	350.0	16.0	0.024968594458122346	900.0	0.8631037208447385	0.0030099150141643057	0.011419971671388102	0.006905099150141643	0.008055949008498584	17497.438672981585	0.006327084066693831	0.0030099150141643057	0.011419971671388102	0.006905099150141643	0.008055949008498584	17496.914571529745	0.00632708840390887	0.0030099150141643057	0.011419971671388102	0.006905099150141643	0.008055949008498584	17497.96277443343	0.006327079741440008	25	0.01221671388101983	0.011685552407932011				
26	TrialState.COMPLETE	0.01075601983002833	2020-01-18 14:17:19.485739	2020-01-18 14:55:28.485423	8.048067964122078	150.0	350.0	41.0	0.002420636406206499	900.0	0.6539357616679541	0.0020361189801699716	0.01075601983002833	0.005621458923512748	0.007303470254957507	13257.903107294618	0.005980384223523719	0.0020361189801699716	0.010844546742209632	0.005621458923512748	0.007303470254957507	13256.959985835694	0.0059815169271107745	0.0020361189801699716	0.01075601983002833	0.005621458923512748	0.007303470254957507	13258.84622875354	0.005979346974559233	26	0.011419971671388102	0.010977337110481586				
27	TrialState.COMPLETE	0.0018148016997167138	2020-01-18 14:55:28.486511	2020-01-18 15:44:38.587589	3.0262347807533305	450.0	350.0	36.0	0.04082535911021391	600.0	0.9598369204526154	0.0004426345609065156	0.0018148016997167138	0.0011951133144475921	0.0013279036827195468	19458.80298335694	0.0012328753961175205	0.0004426345609065156	0.0018148016997167138	0.0011951133144475921	0.0013279036827195468	19418.951929886687	0.0012330040500044296	0.0004426345609065156	0.0018148016997167138	0.0011951133144475921	0.0013279036827195468	19498.654036827196	0.0012327484097872598	27	0.002921388101983003	0.0021836638338054767				
