number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.27902621722846443	2020-05-14 11:32:44.649591	2020-05-14 11:39:10.948498	0.49660451956538354	18.531230593154213	64	0.28701755952927843	0.18732890485742315	43	0.4567907618146445	30	256	0.5582003810980152	0.024344569288389514	0.27902621722846443	0.08286516853932584	0.1446629213483146	26.803370786516854	0.10948927199375862	0.024344569288389514	0.27902621722846443	0.08286516853932584	0.1446629213483146	26.803370786516854	0.10948927199375862		3496361065.0	250.0	0.024344569288389514	0.27902621722846443	0.08286516853932584	0.1446629213483146	26.803370786516854	0.10948927199375862	0		COMPLETE
1	0.6858614232209738	2020-05-14 11:39:10.974913	2020-05-14 11:48:36.248874	0.7482758847935556	4.796542446772368	64	0.18731908610679765	0.2571463540274683	36	0.43692271115303183	42	128	0.19807936941981594	0.11844569288389513	0.6858614232209738	0.31320224719101125	0.46114232209737827	9.639044943820224	0.2827878719224251	0.11844569288389513	0.6858614232209738	0.31320224719101125	0.46114232209737827	9.639044943820224	0.2827878719224251		1929148549.0	250.0	0.11844569288389513	0.6858614232209738	0.31320224719101125	0.46114232209737827	9.639044943820224	0.2827878719224251	1		COMPLETE
2	0.673689138576779	2020-05-14 11:48:36.296178	2020-05-14 12:01:02.340501	0.7454222624523223	10.475724034827069	128	0.12917055733402866	0.14645427619807327	53	0.3656293303341433	62	256	0.21093530125989254	0.10627340823970037	0.673689138576779	0.2949438202247191	0.4302434456928839	10.14934456928839	0.2695359488539153	0.10627340823970037	0.673689138576779	0.2949438202247191	0.4302434456928839	10.14934456928839	0.2695359488539153		665317221.0	200.0	0.10627340823970037	0.673689138576779	0.2949438202247191	0.4302434456928839	10.14934456928839	0.2695359488539153	2		COMPLETE
3		2020-05-14 12:01:02.367428	2020-05-14 12:01:03.277548	0.2904434314828065	6.6934812456851684	256	0.09504424844177545	0.4726746977182685	55	0.42528281761138687	82	512														The current model can't be trained on this hardware with these parameters.									3	Setting status of trial#3 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
4	0.8712546816479401	2020-05-14 12:01:03.290916	2020-05-14 12:06:40.723166	0.21604926103606914	6.968189962059503	128	0.4751974014463836	0.14951571318417672	34	0.26485271005505484	17	128	0.11433964309000065	0.24157303370786518	0.8712546816479401	0.5594569288389513	0.701310861423221	5.507958801498128	0.44221738669281385	0.24157303370786518	0.8712546816479401	0.5594569288389513	0.701310861423221	5.507958801498128	0.44221738669281385		3000486329.0	200.0	0.24157303370786518	0.8712546816479401	0.5594569288389513	0.701310861423221	5.507958801498128	0.44221738669281385	4		COMPLETE
5	0.9293071161048689	2020-05-14 12:06:40.756541	2020-05-14 12:23:11.014964	0.9511270894654092	7.002193206042482	128	0.48150124334051664	0.2539071706475129	22	0.018520232048881646	44	256	0.08617058067150023	0.3192883895131086	0.9293071161048689	0.6647940074906367	0.8155430711610487	4.156835205992509	0.5246385791216349	0.3192883895131086	0.9293071161048689	0.6647940074906367	0.8155430711610487	4.156835205992509	0.5246385791216349		2076208141.0	450.0	0.3192883895131086	0.9293071161048689	0.6647940074906367	0.8155430711610487	4.156835205992509	0.5246385791216349	5		COMPLETE
6	0.7813670411985019	2020-05-14 12:23:11.059872	2020-05-14 12:29:09.124974	0.1472814664432917	19.918104542791983	128	0.2851146251203341	0.2318775767074842	48	0.14407163260692235	24	256	0.1620054195045532	0.1793071161048689	0.7813670411985019	0.44569288389513106	0.5973782771535581	7.836142322097379	0.36524697223855496	0.1793071161048689	0.7813670411985019	0.44569288389513106	0.5973782771535581	7.836142322097379	0.36524697223855496		149027648.0	200.0	0.1793071161048689	0.7813670411985019	0.44569288389513106	0.5973782771535581	7.836142322097379	0.36524697223855496	6		COMPLETE
7	0.34222846441947563	2020-05-14 12:29:09.191910	2020-05-14 12:33:14.052570	0.16185108260004155	17.20927126689231	128	0.28620099213078753	0.3385877469756641	19	0.4912478710811637	5	256	0.43129405808942006	0.028089887640449437	0.34222846441947563	0.10861423220973783	0.18211610486891386	20.886704119850187	0.12885837259161498	0.028089887640449437	0.34222846441947563	0.10861423220973783	0.18211610486891386	20.886704119850187	0.12885837259161498		1698905932.0	300.0	0.028089887640449437	0.34222846441947563	0.10861423220973783	0.18211610486891386	20.886704119850187	0.12885837259161498	7		COMPLETE
8	0.8370786516853933	2020-05-14 12:33:14.082943	2020-05-14 12:43:15.228122	0.8607263251722275	16.159380703184606	128	0.25509436965994914	0.1141944530286712	22	0.11997519154348463	69	512	0.1329189455912759	0.22659176029962547	0.8370786516853933	0.5028089887640449	0.6605805243445693	6.443820224719101	0.41633827656012956	0.22659176029962547	0.8370786516853933	0.5028089887640449	0.6605805243445693	6.443820224719101	0.41633827656012956		4011263006.0	250.0	0.22659176029962547	0.8370786516853933	0.5028089887640449	0.6605805243445693	6.443820224719101	0.41633827656012956	8		COMPLETE
9		2020-05-14 12:43:15.274566	2020-05-14 12:43:16.187233	0.20400315358683896	5.880536627819952	256	0.14836040936903694	0.030818230345106445	43	0.14547043968730722	72	512														The current model can't be trained on this hardware with these parameters.									9	Setting status of trial#9 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
