number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09082397003745318	2020-03-08 13:50:17.299329	2020-03-08 13:50:28.943501	64	2	0.010792006384056358	128	0.9824205646445072	1.0035478721742521	0.0	0.09082397003745318	0.021067415730337078	0.04073033707865169	48.40589887640449	0.04382509184404983	0.0	0.09082397003745318	0.021067415730337078	0.04073033707865169	48.40589887640449	0.04382509184404983	428171068	150	0.0	0.09082397003745318	0.021067415730337078	0.04073033707865169	48.40589887640449	0.04382509184404983	0	COMPLETE
1	0.0	2020-03-08 13:50:28.961562	2020-03-08 13:50:38.794595	64	1	0.011613868694799813	256	0.015584131958648651	1.6287275058416169	0.0	0.0	0.0	0.0	78.59644194756554	0.013181765208452169	0.0	0.0	0.0	0.0	78.59644194756554	0.013181765208452169	3750081989	150	0.0	0.0	0.0	0.0	78.59644194756554	0.013181765208452169	1	COMPLETE
2	0.0	2020-03-08 13:50:38.806693	2020-03-08 13:50:50.351218	64	2	0.0065761310128884766	128	0.09604786644257045	1.6394471619627002	0.0	0.0	0.0	0.0	79.09222846441948	0.013007528326983153	0.0	0.0	0.0	0.0	79.09222846441948	0.013007528326983153	3225107084	150	0.0	0.0	0.0	0.0	79.09222846441948	0.013007528326983153	2	COMPLETE
3	0.08052434456928839	2020-03-08 13:50:50.363183	2020-03-08 13:51:07.812128	256	1	0.03631434809548696	128	0.08427367099969404	1.0085237901710142	0.0	0.08052434456928839	0.01638576779026217	0.03323970037453183	48.649812734082396	0.04090911465686544	0.0	0.08052434456928839	0.01638576779026217	0.03323970037453183	48.649812734082396	0.04090911465686544	1887056368	200	0.0	0.08052434456928839	0.01638576779026217	0.03323970037453183	48.649812734082396	0.04090911465686544	3	COMPLETE
4	0.0	2020-03-08 13:51:07.824778	2020-03-08 13:51:17.519755	128	2	0.007470723703426677	512	0.017747447983433	1.6469416725780635	0.0	0.0	0.0	0.0	79.46629213483146	0.012922362730570064	0.0	0.0	0.0	0.0	79.46629213483146	0.012922362730570064	3884090293	150	0.0	0.0	0.0	0.0	79.46629213483146	0.012922362730570064	4	COMPLETE
5	0.0	2020-03-08 13:51:17.531809	2020-03-08 13:51:26.719192	128	2	0.018498676983624958	256	0.003051868623532437	1.6347007455813527	0.0	0.0	0.0	0.0	78.84129213483146	0.013120545104333777	0.0	0.0	0.0	0.0	78.84129213483146	0.013120545104333777	94775645	150	0.0	0.0	0.0	0.0	78.84129213483146	0.013120545104333777	5	COMPLETE
6	0.03277153558052434	2020-03-08 13:51:26.731296	2020-03-08 13:51:38.591105	256	2	0.07458910195035956	128	0.2906219651543074	1.168001677247971	0.0	0.03277153558052434	0.006554307116104869	0.013108614232209739	56.265917602996254	0.028387297463312734	0.0	0.03277153558052434	0.006554307116104869	0.013108614232209739	56.265917602996254	0.028387297463312734	3938538993	150	0.0	0.03277153558052434	0.006554307116104869	0.013108614232209739	56.265917602996254	0.028387297463312734	6	COMPLETE
7	0.10440074906367042	2020-03-08 13:51:38.603006	2020-03-08 13:51:49.835813	256	2	0.01975024542417343	128	0.8855635203502319	1.004755426550542	0.0	0.10440074906367042	0.026685393258426966	0.04541198501872659	48.453183520599254	0.046665816378679746	0.0	0.10440074906367042	0.026685393258426966	0.04541198501872659	48.453183520599254	0.046665816378679746	1350490714	150	0.0	0.10440074906367042	0.026685393258426966	0.04541198501872659	48.453183520599254	0.046665816378679746	7	COMPLETE
8	0.05383895131086142	2020-03-08 13:51:49.853620	2020-03-08 13:51:58.601572	64	2	0.001294411327378174	256	0.001569165192279389	1.177063805652845	0.0	0.05383895131086142	0.0046816479400749065	0.0149812734082397	56.77059925093633	0.029821057270178117	0.0	0.05383895131086142	0.0046816479400749065	0.0149812734082397	56.77059925093633	0.029821057270178117	1725987701	150	0.0	0.05383895131086142	0.0046816479400749065	0.0149812734082397	56.77059925093633	0.029821057270178117	8	COMPLETE
9	0.07397003745318352	2020-03-08 13:51:58.613605	2020-03-08 13:52:44.573286	128	1	0.015021849518038794	128	0.011729550062730623	1.058237417430132	0.0	0.07397003745318352	0.012640449438202247	0.030430711610486893	51.13436329588015	0.03785464420556295	0.0	0.07397003745318352	0.012640449438202247	0.030430711610486893	51.13436329588015	0.03785464420556295	2778975556	500	0.0	0.07397003745318352	0.012640449438202247	0.030430711610486893	51.13436329588015	0.03785464420556295	9	COMPLETE
