number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3899812734082397	2020-05-22 22:34:28.254846	2020-05-22 23:10:02.357309	7.977767981468929	256	256	2	72	0.016765265355015404	128	0.37640401962377157	0.05290262172284644	0.3899812734082397	0.149812734082397	0.22331460674157302	18.117041198501873	0.1612061982210678	0.05290262172284644	0.3899812734082397	0.149812734082397	0.22331460674157302	18.117041198501873	0.1612061982210678	2819539452	300	0.05290262172284644	0.3899812734082397	0.149812734082397	0.22331460674157302	18.117041198501873	0.1612061982210678	0	COMPLETE
1	0.4452247191011236	2020-05-22 23:10:02.486385	2020-05-22 23:13:52.075799	7.408343073681457	64	128	1	42	0.007600089470619755	512	0.33908129064802234	0.07209737827715355	0.4452247191011236	0.17368913857677903	0.26685393258426965	16.344101123595507	0.18718828675210472	0.07209737827715355	0.4452247191011236	0.17368913857677903	0.26685393258426965	16.344101123595507	0.18718828675210472	2516670094	300	0.07209737827715355	0.4452247191011236	0.17368913857677903	0.26685393258426965	16.344101123595507	0.18718828675210472	1	COMPLETE
2	0.6919475655430711	2020-05-22 23:13:52.180408	2020-05-22 23:17:13.927029	1.1432550567529511	64	128	2	23	0.015519385823261853	128	0.2143037676870516	0.11657303370786516	0.6919475655430711	0.31086142322097376	0.46348314606741575	10.206460674157304	0.2801635604479305	0.11657303370786516	0.6919475655430711	0.31086142322097376	0.46348314606741575	10.206460674157304	0.2801635604479305	2208674521	200	0.11657303370786516	0.6919475655430711	0.31086142322097376	0.46348314606741575	10.206460674157304	0.2801635604479305	2	COMPLETE
3	0.4452247191011236	2020-05-22 23:17:14.046805	2020-05-22 23:20:57.976986	5.384276147324473	64	64	1	50	0.007659886585123671	128	0.3342910026512301	0.0749063670411985	0.4452247191011236	0.1849250936329588	0.2794943820224719	16.095037453183522	0.19104798090722033	0.0749063670411985	0.4452247191011236	0.1849250936329588	0.2794943820224719	16.095037453183522	0.19104798090722033	3662773835	200	0.0749063670411985	0.4452247191011236	0.1849250936329588	0.2794943820224719	16.095037453183522	0.19104798090722033	3	COMPLETE
4	0.6732209737827716	2020-05-22 23:20:58.102319	2020-05-22 23:34:09.878523	2.0525436576066163	64	128	1	72	0.026217039128930898	128	0.21387113593972187	0.1348314606741573	0.6732209737827716	0.3188202247191011	0.4447565543071161	10.215355805243446	0.2901308591015333	0.1348314606741573	0.6732209737827716	0.3188202247191011	0.4447565543071161	10.215355805243446	0.2901308591015333	2598037020	450	0.1348314606741573	0.6732209737827716	0.3188202247191011	0.4447565543071161	10.215355805243446	0.2901308591015333	4	COMPLETE
5	0.6877340823970037	2020-05-22 23:34:09.990797	2020-05-22 23:43:40.612715	1.8500068754438894	256	128	1	31	0.008988272214304125	256	0.21195293696987885	0.13576779026217228	0.6877340823970037	0.325374531835206	0.45552434456928836	10.119850187265918	0.2955121878052447	0.13576779026217228	0.6877340823970037	0.325374531835206	0.45552434456928836	10.119850187265918	0.2955121878052447	2452096603	300	0.13576779026217228	0.6877340823970037	0.325374531835206	0.45552434456928836	10.119850187265918	0.2955121878052447	5	COMPLETE
6	0.4405430711610487	2020-05-22 23:43:40.711918	2020-05-22 23:47:57.271192	6.8967825568197325	128	128	2	57	0.008059683709871356	128	0.3302904529617367	0.07209737827715355	0.4405430711610487	0.17696629213483145	0.2701310861423221	15.898876404494382	0.18785486784104813	0.07209737827715355	0.4405430711610487	0.17696629213483145	0.2701310861423221	15.898876404494382	0.18785486784104813	1655087125	150	0.07209737827715355	0.4405430711610487	0.17696629213483145	0.2701310861423221	15.898876404494382	0.18785486784104813	6	COMPLETE
7	0.4339887640449438	2020-05-22 23:47:57.390769	2020-05-22 23:53:07.922277	7.920526235918536	256	256	2	13	0.0068470887447021865	256	0.3408388041451657	0.07209737827715355	0.4339887640449438	0.1858614232209738	0.2607677902621723	16.424625468164795	0.18816651239829482	0.07209737827715355	0.4339887640449438	0.1858614232209738	0.2607677902621723	16.424625468164795	0.18816651239829482	629232104	200	0.07209737827715355	0.4339887640449438	0.1858614232209738	0.2607677902621723	16.424625468164795	0.18816651239829482	7	COMPLETE
8	0.6718164794007491	2020-05-22 23:53:08.085027	2020-05-23 00:00:10.332706	2.5560108265053385	128	128	2	95	0.010561360200764645	512	0.2094787911072457	0.14559925093632958	0.6718164794007491	0.3249063670411985	0.44803370786516855	10.011704119850187	0.29804656449396705	0.14559925093632958	0.6718164794007491	0.3249063670411985	0.44803370786516855	10.011704119850187	0.29804656449396705	4220091600	200	0.14559925093632958	0.6718164794007491	0.3249063670411985	0.44803370786516855	10.011704119850187	0.29804656449396705	8	COMPLETE
9	0.5912921348314607	2020-05-23 00:00:10.448700	2020-05-23 00:12:42.167135	3.4125831193388096	256	64	2	37	0.0162274835738764	128	0.2479271144956727	0.1198501872659176	0.5912921348314607	0.26732209737827717	0.38717228464419473	11.911048689138577	0.25780106436679084	0.1198501872659176	0.5912921348314607	0.26732209737827717	0.38717228464419473	11.911048689138577	0.25780106436679084	2287258471	450	0.1198501872659176	0.5912921348314607	0.26732209737827717	0.38717228464419473	11.911048689138577	0.25780106436679084	9	COMPLETE
