number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00017705382436260624	2020-04-25 19:19:25.564795	2020-04-25 19:43:07.425952	0.9386524817887595	20.230168566764064	64	128	2	66	0.033548078859477526	512	1.0451287136456915	0.0	0.00017705382436260624	0.0	0.0	21188.657400849857	0.00026585010157789864	0.0	0.00017705382436260624	0.0	0.0	21186.475920679888	0.0002661710482349324	736461702	150	0.0	0.00017705382436260624	0.0	0.0	21190.83888101983	0.0002655404701690187	0	COMPLETE
1	0.0	2020-04-25 19:43:07.478132	2020-04-25 21:54:43.692608	0.8481005963886831	22.9063303847659	256	256	1	86	0.02142926580742337	512	1.0672517724902388	0.0	0.0	0.0	0.0	21637.444582152973	0.00022948925700887592	0.0	0.0	0.0	0.0	21635.378541076487	0.0002299333590534917	3235842405	150	0.0	0.0	0.0	0.0	21639.51062322946	0.0002290846894356125	1	COMPLETE
2	0.0005311614730878187	2020-04-25 21:54:43.723681	2020-04-25 22:56:16.695989	0.6883409521251134	9.96186611720113	256	128	1	64	0.0041471964096639	256	1.0698478965657698	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	21689.762482294616	0.00042601529212299747	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	21689.745396600567	0.000426015514326445	74295114	150	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	21689.77956798867	0.0004260150700627536	2	COMPLETE
3	0.0003541076487252125	2020-04-25 22:56:16.742190	2020-04-25 23:23:20.364457	0.4761623090644655	24.88830102172392	128	256	2	24	0.07966748772152595	512	1.0826466169710136	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	21949.371193342777	0.0003453393284698926	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	21947.784702549576	0.00034568905581161167	327095870	150	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	21950.957684135978	0.00034500353960534687	3	COMPLETE
4	0.20679886685552407	2020-04-25 23:23:20.397385	2020-04-26 00:21:37.402221	0.10912944973707164	4.540448579819399	64	64	1	47	0.0012152982443963108	256	0.6947390209630057	0.09047450424929178	0.20679886685552407	0.14695467422096317	0.17422096317280453	14084.757878895183	0.13025451667616644	0.09047450424929178	0.20679886685552407	0.14695467422096317	0.17422096317280453	14084.75123937677	0.13025451671891136	880529227	300	0.09047450424929178	0.20679886685552407	0.14695467422096317	0.17422096317280453	14084.764518413598	0.13025451663342857	4	COMPLETE
5	0.002478753541076487	2020-04-26 00:21:37.454194	2020-04-26 01:00:09.489655	0.5748720093337409	22.999032861409127	256	256	2	21	0.002174797528336322	512	0.9350192218776384	0.0003541076487252125	0.002478753541076487	0.00141643059490085	0.001593484419263456	18955.723796033995	0.002065910606984186	0.0003541076487252125	0.002478753541076487	0.00141643059490085	0.001593484419263456	18954.24663597734	0.0020659787330461906	847940015	150	0.0003541076487252125	0.002478753541076487	0.00141643059490085	0.001593484419263456	18957.20095609065	0.0020658440588540846	5	COMPLETE
6	0.0019475920679886685	2020-04-26 01:00:09.524757	2020-04-26 01:15:02.049797	0.11449195689100465	21.715046830046298	64	128	2	21	0.0051146549762592555	512	0.9137190031057738	0.00017705382436260624	0.0019475920679886685	0.0008852691218130312	0.0012393767705382436	18523.75557719547	0.0016565469615610372	0.00017705382436260624	0.0019475920679886685	0.0008852691218130312	0.0012393767705382436	18520.32312322946	0.0016599152335442032	2636530887	150	0.00017705382436260624	0.0019475920679886685	0.0008852691218130312	0.0012393767705382436	18527.188031161473	0.0016539926947545856	6	COMPLETE
7	0.0017705382436260624	2020-04-26 01:15:02.084645	2020-04-26 02:34:49.947127	0.9346396328924044	24.733717833914504	128	256	2	93	0.003144114417330749	256	0.991058779362987	0.0	0.0017705382436260624	0.000708215297450425	0.0008852691218130312	20092.207684135978	0.001047268663509223	0.0	0.0017705382436260624	0.000708215297450425	0.0008852691218130312	20088.975035410764	0.0010508636099700924	2250900814	150	0.0	0.0017705382436260624	0.000708215297450425	0.0008852691218130312	20095.44033286119	0.0010442460128065345	7	COMPLETE
8	0.0003541076487252125	2020-04-26 02:34:49.985374	2020-04-26 03:57:10.237400	0.14548076262552403	25.491146539973165	128	256	1	97	0.02637744816717504	256	1.0756543192365804	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	21807.595609065156	0.00037783472086722704	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	21805.28133852691	0.00037808858170661685	2833954599	150	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	21809.909879603398	0.0003775877578096044	8	COMPLETE
9	0.0003541076487252125	2020-04-26 03:57:10.272105	2020-04-26 04:22:42.372633	0.29456745701084236	28.459849396941117	64	128	1	36	0.010189536208456427	256	1.070028710823699	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	21693.692723087817	0.0004286420182962047	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	21692.738491501415	0.0004293346969143771	2743232467	150	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	21694.64695467422	0.00042803085918343797	9	COMPLETE
