number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.9499063670411985	2020-05-19 17:28:02.642377	2020-05-19 17:30:58.196656	128	0.3586425878994423	0.2774714396638874	28	0.29847724698619005	5	256	0.07591037395626501	0.3782771535580524	0.9499063670411985	0.7340823970037453	0.850187265917603	3.6732209737827715	0.5797898505773081	0.3782771535580524	0.9499063670411985	0.7340823970037453	0.850187265917603	3.6732209737827715	0.5797898505773081		2507395899.0	400.0	0.3782771535580524	0.9499063670411985	0.7340823970037453	0.850187265917603	3.6732209737827715	0.5797898505773081	0		COMPLETE
1	0.8707865168539326	2020-05-19 17:30:58.224504	2020-05-19 17:32:55.506177	64	0.04196867331674048	0.2059795000529303	22	0.4961987367311214	6	512	0.11249067115489296	0.28230337078651685	0.8707865168539326	0.5622659176029963	0.6952247191011236	5.458333333333333	0.46529803820344023	0.28230337078651685	0.8707865168539326	0.5622659176029963	0.6952247191011236	5.458333333333333	0.46529803820344023		208481400.0	450.0	0.28230337078651685	0.8707865168539326	0.5622659176029963	0.6952247191011236	5.458333333333333	0.46529803820344023	1		COMPLETE
2	0.947565543071161	2020-05-19 17:32:55.548062	2020-05-19 17:44:45.618959	64	0.47873221192306725	0.3124834700155238	32	0.06159851200051619	24	128	0.07614251196101894	0.38857677902621723	0.947565543071161	0.724250936329588	0.846441947565543	3.668539325842697	0.5828014236233743	0.38857677902621723	0.947565543071161	0.724250936329588	0.846441947565543	3.668539325842697	0.5828014236233743		530299537.0	750.0	0.38857677902621723	0.947565543071161	0.724250936329588	0.846441947565543	3.668539325842697	0.5828014236233743	2		COMPLETE
3	0.8899812734082397	2020-05-19 17:44:45.645898	2020-05-19 18:15:58.326429	256	0.36287061496710304	0.3614241505397052	16	0.0006692443566679862	47	512	0.11461461770822633	0.20926966292134833	0.8899812734082397	0.5299625468164794	0.7055243445692884	5.5543071161048685	0.4208784233077109	0.20926966292134833	0.8899812734082397	0.5299625468164794	0.7055243445692884	5.5543071161048685	0.4208784233077109		1089860115.0		0.20926966292134833	0.8899812734082397	0.5299625468164794	0.7055243445692884	5.5543071161048685	0.4208784233077109	3		COMPLETE
4	0.925561797752809	2020-05-19 18:15:58.348062	2020-05-19 18:35:48.960287	128	0.14131107451075275	0.44550172226707496	17	0.37693124791997556	60	256	0.08980811954203867	0.32865168539325845	0.925561797752809	0.6512172284644194	0.7888576779026217	4.344101123595506	0.5235042451055683	0.32865168539325845	0.925561797752809	0.6512172284644194	0.7888576779026217	4.344101123595506	0.5235042451055683		2636131044.0	1000.0	0.32865168539325845	0.925561797752809	0.6512172284644194	0.7888576779026217	4.344101123595506	0.5235042451055683	4		COMPLETE
5	0.9101123595505618	2020-05-19 18:35:49.010387	2020-05-19 19:46:52.637974	256	0.4871798163434994	0.4984001434093634	37	0.10805830105244696	71	256	0.10168613178379945	0.2743445692883895	0.9101123595505618	0.6207865168539326	0.7691947565543071	4.9161985018726595	0.4825398654061943	0.2743445692883895	0.9101123595505618	0.6207865168539326	0.7691947565543071	4.9161985018726595	0.4825398654061943		1494953726.0	1000.0	0.2743445692883895	0.9101123595505618	0.6207865168539326	0.7691947565543071	4.9161985018726595	0.4825398654061943	5		COMPLETE
6	0.9288389513108615	2020-05-19 19:46:52.664983	2020-05-19 19:58:21.768417	64	0.28934953772334404	0.24145597522317097	47	0.2608279527413746	29	512	0.08933066870155656	0.34363295880149813	0.9288389513108615	0.6577715355805244	0.7860486891385767	4.323033707865169	0.5343380360039215	0.34363295880149813	0.9288389513108615	0.6577715355805244	0.7860486891385767	4.323033707865169	0.5343380360039215		1647973959.0		0.34363295880149813	0.9288389513108615	0.6577715355805244	0.7860486891385767	4.323033707865169	0.5343380360039215	6		COMPLETE
7	0.9386704119850188	2020-05-19 19:58:21.839517	2020-05-19 21:02:55.593577	128	0.3724290251882924	0.481466854697501	60	0.1605973418275472	92	128	0.0858497937481976	0.3586142322097378	0.9386704119850188	0.6910112359550562	0.8192883895131086	4.147003745318352	0.5507096019744133	0.3586142322097378	0.9386704119850188	0.6910112359550562	0.8192883895131086	4.147003745318352	0.5507096019744133		3237646980.0	1000.0	0.3586142322097378	0.9386704119850188	0.6910112359550562	0.8192883895131086	4.147003745318352	0.5507096019744133	7		COMPLETE
8	0.8913857677902621	2020-05-19 21:02:55.621337	2020-05-19 21:31:28.488099	128	0.36054020266090947	0.30978642919193816	36	0.04916409627304369	60	512	0.11187103305671238	0.2546816479400749	0.8913857677902621	0.5552434456928839	0.7097378277153558	5.41432584269663	0.4524817482819827	0.2546816479400749	0.8913857677902621	0.5552434456928839	0.7097378277153558	5.41432584269663	0.4524817482819827		3715312804.0		0.2546816479400749	0.8913857677902621	0.5552434456928839	0.7097378277153558	5.41432584269663	0.4524817482819827	8		COMPLETE
9	0.07256554307116105	2020-05-19 21:31:28.516777	2020-05-19 21:31:45.056541	256	0.4047692134148683	0.11494745463435235	58	0.29822077811338943	69	256														CUDA out of memory. Tried to allocate 1.60 GiB (GPU 0; 10.76 GiB total capacity; 5.11 GiB already allocated; 1.18 GiB free; 8.70 GiB reserved in total by PyTorch)									9	Setting status of trial#9 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
10	0.9110486891385767	2020-05-19 21:31:45.069701	2020-05-19 21:36:51.515950	256	0.10583649618723678	0.14920530267848103	38	0.47851014312581985	12	256	0.09988239020360319	0.31320224719101125	0.9110486891385767	0.6100187265917603	0.7528089887640449	4.8206928838951315	0.5020695149663381	0.31320224719101125	0.9110486891385767	0.6100187265917603	0.7528089887640449	4.8206928838951315	0.5020695149663381		3180710525.0	300.0	0.31320224719101125	0.9110486891385767	0.6100187265917603	0.7528089887640449	4.8206928838951315	0.5020695149663381	10		COMPLETE
11	0.900749063670412	2020-05-19 21:36:51.543590	2020-05-19 22:17:33.170931	256	0.2943318230996356	0.3650342872506134	59	0.20023215693724222	34	512	0.10537414484803848	0.24250936329588016	0.900749063670412	0.5809925093632958	0.723314606741573	5.093632958801498	0.4523790665123787	0.24250936329588016	0.900749063670412	0.5809925093632958	0.723314606741573	5.093632958801498	0.4523790665123787		386291579.0	800.0	0.24250936329588016	0.900749063670412	0.5809925093632958	0.723314606741573	5.093632958801498	0.4523790665123787	11		COMPLETE
12		2020-05-19 22:17:33.192654	2020-05-19 22:17:34.355809	256	0.4960846279793545	0.20996216133792273	30	0.40473222621338817	75	512														The current model can't be trained on this hardware with these parameters.									12	Setting status of trial#12 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
13	0.8089887640449438	2020-05-19 22:17:34.367402	2020-05-19 22:48:06.925839	64	0.012974143572829888	0.26905089459445747	57	0.4380901588851988	75	512	0.1385510807563917	0.1802434456928839	0.8089887640449438	0.4353932584269663	0.5823970037453183	6.720505617977528	0.3660554395759634	0.1802434456928839	0.8089887640449438	0.4353932584269663	0.5823970037453183	6.720505617977528	0.3660554395759634		2602180088.0		0.1802434456928839	0.8089887640449438	0.4353932584269663	0.5823970037453183	6.720505617977528	0.3660554395759634	13		COMPLETE
14		2020-05-19 22:48:06.946879	2020-05-19 22:48:08.101414	256	0.2810133022656522	0.07721802454288912	29	0.18447066781042948	76	512														The current model can't be trained on this hardware with these parameters.									14	Setting status of trial#14 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
15	0.899812734082397	2020-05-19 22:48:08.113753	2020-05-19 23:13:38.278895	128	0.3653733700744054	0.39263478555052594	26	0.4192608035465699	83	128	0.1035429775986946	0.31226591760299627	0.899812734082397	0.5959737827715356	0.7434456928838952	5.00187265917603	0.49707241937042046	0.31226591760299627	0.899812734082397	0.5959737827715356	0.7434456928838952	5.00187265917603	0.49707241937042046		748978851.0	700.0	0.31226591760299627	0.899812734082397	0.5959737827715356	0.7434456928838952	5.00187265917603	0.49707241937042046	15		COMPLETE
16	0.9152621722846442	2020-05-19 23:13:38.316153	2020-05-19 23:28:23.109157	64	0.32064488689132237	0.2301080367629656	16	0.3010600598458597	52	256	0.0978179153278191	0.30196629213483145	0.9152621722846442	0.6292134831460674	0.7617041198501873	4.727528089887641	0.5020799135684729	0.30196629213483145	0.9152621722846442	0.6292134831460674	0.7617041198501873	4.727528089887641	0.5020799135684729		862624047.0		0.30196629213483145	0.9152621722846442	0.6292134831460674	0.7617041198501873	4.727528089887641	0.5020799135684729	16		COMPLETE
17	0.9344569288389513	2020-05-19 23:28:23.136480	2020-05-19 23:32:39.757381	128	0.38379803640132615	0.3810308916957543	17	0.015661748685661614	12	256	0.08521323759555259	0.36235955056179775	0.9344569288389513	0.6797752808988764	0.8103932584269663	4.116573033707865	0.5528669439572653	0.36235955056179775	0.9344569288389513	0.6797752808988764	0.8103932584269663	4.116573033707865	0.5528669439572653		3468477463.0	500.0	0.36235955056179775	0.9344569288389513	0.6797752808988764	0.8103932584269663	4.116573033707865	0.5528669439572653	17		COMPLETE
18	0.9124531835205992	2020-05-19 23:32:39.784700	2020-05-19 23:53:36.166899	128	0.005390917491822966	0.42051134580600746	22	0.022610344151917317	77	128	0.0993266841169963	0.299625468164794	0.9124531835205992	0.62687265917603	0.7710674157303371	4.812734082397004	0.5006076485178356	0.299625468164794	0.9124531835205992	0.62687265917603	0.7710674157303371	4.812734082397004	0.5006076485178356		582122736.0	650.0	0.299625468164794	0.9124531835205992	0.62687265917603	0.7710674157303371	4.812734082397004	0.5006076485178356	18		COMPLETE
19	0.8520599250936329	2020-05-19 23:53:36.188399	2020-05-20 00:24:05.884655	256	0.11173926135392526	0.054401355114783945	35	0.07810520840946017	36	512	0.12868044438967238	0.1956928838951311	0.8520599250936329	0.4653558052434457	0.6409176029962547	6.245786516853933	0.3913043239127186	0.1956928838951311	0.8520599250936329	0.4653558052434457	0.6409176029962547	6.245786516853933	0.3913043239127186		670580919.0	850.0	0.1956928838951311	0.8520599250936329	0.4653558052434457	0.6409176029962547	6.245786516853933	0.3913043239127186	19		COMPLETE
20	0.9269662921348315	2020-05-20 00:24:05.925776	2020-05-20 00:30:36.976849	128	0.2744650322011697	0.31421566197191886	34	0.39112859281813983	18	512	0.09331508150170749	0.3155430711610487	0.9269662921348315	0.6235955056179775	0.7752808988764045	4.510299625468165	0.5112561025272385	0.3155430711610487	0.9269662921348315	0.6235955056179775	0.7752808988764045	4.510299625468165	0.5112561025272385		1702877964.0	650.0	0.3155430711610487	0.9269662921348315	0.6235955056179775	0.7752808988764045	4.510299625468165	0.5112561025272385	20		COMPLETE
21	0.9372659176029963	2020-05-20 00:30:37.002435	2020-05-20 00:44:45.050328	128	0.3126789258279035	0.4160532724586452	17	0.021304470312443424	44	128	0.08733517159481118	0.33707865168539325	0.9372659176029963	0.6933520599250936	0.8192883895131086	4.223314606741573	0.5415326047670305	0.33707865168539325	0.9372659176029963	0.6933520599250936	0.8192883895131086	4.223314606741573	0.5415326047670305		3256086405.0	650.0	0.33707865168539325	0.9372659176029963	0.6933520599250936	0.8192883895131086	4.223314606741573	0.5415326047670305	21		COMPLETE
22	0.9105805243445693	2020-05-20 00:44:45.076816	2020-05-20 01:05:57.626930	64	0.4263711200929097	0.10420146814846226	53	0.13349552597558112	72	128	0.09731363105737649	0.28558052434456926	0.9105805243445693	0.6039325842696629	0.7490636704119851	4.716292134831461	0.4854562603847925	0.28558052434456926	0.9105805243445693	0.6039325842696629	0.7490636704119851	4.716292134831461	0.4854562603847925		938818193.0	650.0	0.28558052434456926	0.9105805243445693	0.6039325842696629	0.7490636704119851	4.716292134831461	0.4854562603847925	22		COMPLETE
23	0.9129213483146067	2020-05-20 01:05:57.654034	2020-05-20 01:15:39.851879	64	0.16489354383013538	0.3202815010024517	27	0.055728030104503445	32	512	0.09572869981203075	0.30758426966292135	0.9129213483146067	0.6207865168539326	0.7649812734082397	4.64185393258427	0.5045478461711526	0.30758426966292135	0.9129213483146067	0.6207865168539326	0.7649812734082397	4.64185393258427	0.5045478461711526		2799069181.0		0.30758426966292135	0.9129213483146067	0.6207865168539326	0.7649812734082397	4.64185393258427	0.5045478461711526	23		COMPLETE
24	0.8951310861423221	2020-05-20 01:15:39.879295	2020-05-20 01:49:36.378167	64	0.10785331815701094	0.28740903918887256	55	0.3813386669922574	87	128	0.10182384121465438	0.31086142322097376	0.8951310861423221	0.6006554307116105	0.7397003745318352	4.924625468164794	0.497004733489494	0.31086142322097376	0.8951310861423221	0.6006554307116105	0.7397003745318352	4.924625468164794	0.497004733489494		240956087.0	900.0	0.31086142322097376	0.8951310861423221	0.6006554307116105	0.7397003745318352	4.924625468164794	0.497004733489494	24		COMPLETE
25	0.9260299625468165	2020-05-20 01:49:36.404753	2020-05-20 01:57:19.088349	64	0.014883803763959702	0.4645638047355642	40	0.40816071420810984	11	128	0.089255356520226	0.3342696629213483	0.9260299625468165	0.6474719101123596	0.7926029962546817	4.320224719101123	0.5293525188706448	0.3342696629213483	0.9260299625468165	0.6474719101123596	0.7926029962546817	4.320224719101123	0.5293525188706448		655840979.0	550.0	0.3342696629213483	0.9260299625468165	0.6474719101123596	0.7926029962546817	4.320224719101123	0.5293525188706448	25		COMPLETE
26	0.8960674157303371	2020-05-20 01:57:19.121604	2020-05-20 02:43:16.453796	256	0.10300946920585297	0.3076982934175564	30	0.49636556051590436	55	512	0.10769559802009623	0.2607677902621723	0.8960674157303371	0.5617977528089888	0.7223782771535581	5.206460674157303	0.4569737595771656	0.2607677902621723	0.8960674157303371	0.5617977528089888	0.7223782771535581	5.206460674157303	0.4569737595771656		1416674227.0	1000.0	0.2607677902621723	0.8960674157303371	0.5617977528089888	0.7223782771535581	5.206460674157303	0.4569737595771656	26		COMPLETE
27	0.9311797752808989	2020-05-20 02:43:16.480781	2020-05-20 03:04:57.987762	64	0.3682056521065353	0.13088939330629557	48	0.10786145925980667	81	128	0.0882753793129258	0.33380149812734083	0.9311797752808989	0.649812734082397	0.8010299625468165	4.275280898876405	0.5271733113170006	0.33380149812734083	0.9311797752808989	0.649812734082397	0.8010299625468165	4.275280898876405	0.5271733113170006		2993847000.0	650.0	0.33380149812734083	0.9311797752808989	0.649812734082397	0.8010299625468165	4.275280898876405	0.5271733113170006	27		COMPLETE
28	0.9447565543071161	2020-05-20 03:04:58.014561	2020-05-20 03:12:12.727694	64	0.19233942362964207	0.4282534404952861	19	0.08650635669551987	13	128	0.0804289403512781	0.36657303370786515	0.9447565543071161	0.700374531835206	0.8230337078651685	3.8899812734082397	0.5626589974207131	0.36657303370786515	0.9447565543071161	0.700374531835206	0.8230337078651685	3.8899812734082397	0.5626589974207131		2254563654.0	550.0	0.36657303370786515	0.9447565543071161	0.700374531835206	0.8230337078651685	3.8899812734082397	0.5626589974207131	28		COMPLETE
29	0.922752808988764	2020-05-20 03:12:12.749745	2020-05-20 03:15:20.034229	128	0.022393037946726646	0.2617452590990696	25	0.06602429213759708	9	512	0.09687783769227229	0.3356741573033708	0.922752808988764	0.6385767790262172	0.7930711610486891	4.684925093632959	0.5254918578901241	0.3356741573033708	0.922752808988764	0.6385767790262172	0.7930711610486891	4.684925093632959	0.5254918578901241		4285576387.0	500.0	0.3356741573033708	0.922752808988764	0.6385767790262172	0.7930711610486891	4.684925093632959	0.5254918578901241	29		COMPLETE
30	0.8979400749063671	2020-05-20 03:15:20.062166	2020-05-20 03:26:16.414878	128	0.21814852249051014	0.06271071023154845	36	0.27622975310329834	33	512	0.10476821958879183	0.2907303370786517	0.8979400749063671	0.5941011235955056	0.7420411985018727	5.078183520599251	0.48361681415279456	0.2907303370786517	0.8979400749063671	0.5941011235955056	0.7420411985018727	5.078183520599251	0.48361681415279456		3478136563.0	700.0	0.2907303370786517	0.8979400749063671	0.5941011235955056	0.7420411985018727	5.078183520599251	0.48361681415279456	30		COMPLETE
31	0.9405430711610487	2020-05-20 03:26:16.441526	2020-05-20 03:58:15.887243	64	0.11363618547427479	0.3296542876086619	43	0.059096776450153876	83	128	0.08230662595895764	0.36704119850187267	0.9405430711610487	0.7027153558052435	0.8286516853932584	3.9831460674157304	0.5604928818733449	0.36704119850187267	0.9405430711610487	0.7027153558052435	0.8286516853932584	3.9831460674157304	0.5604928818733449		1660341492.0	950.0	0.36704119850187267	0.9405430711610487	0.7027153558052435	0.8286516853932584	3.9831460674157304	0.5604928818733449	31		COMPLETE
32	0.8707865168539326	2020-05-20 03:58:15.914889	2020-05-20 04:57:12.573320	256	0.17081007963932843	0.32834846099884835	47	0.005932754740600454	82	128	0.12495734197112003	0.20411985018726592	0.8707865168539326	0.5159176029962547	0.6764981273408239	6.045411985018727	0.4098176259020016	0.20411985018726592	0.8707865168539326	0.5159176029962547	0.6764981273408239	6.045411985018727	0.4098176259020016		50612662.0	550.0	0.20411985018726592	0.8707865168539326	0.5159176029962547	0.6764981273408239	6.045411985018727	0.4098176259020016	32		COMPLETE
33	0.8909176029962547	2020-05-20 04:57:12.611305	2020-05-20 05:02:25.308446	64	0.25977615373617813	0.29554910704080906	61	0.45469716215311307	16	128	0.10448490932395452	0.28323970037453183	0.8909176029962547	0.5866104868913857	0.725187265917603	5.0664794007490634	0.47696218740326707	0.28323970037453183	0.8909176029962547	0.5866104868913857	0.725187265917603	5.0664794007490634	0.47696218740326707		1552802251.0	350.0	0.28323970037453183	0.8909176029962547	0.5866104868913857	0.725187265917603	5.0664794007490634	0.47696218740326707	33		COMPLETE
34	0.846441947565543	2020-05-20 05:02:25.335417	2020-05-20 05:20:02.762634	256	0.2808799241287258	0.2802835494492051	54	0.4402844256503495	33	128	0.13298789607291198	0.28277153558052437	0.846441947565543	0.5580524344569289	0.677434456928839	6.400749063670412	0.46273793473419095	0.28277153558052437	0.846441947565543	0.5580524344569289	0.677434456928839	6.400749063670412	0.46273793473419095		501037510.0	350.0	0.28277153558052437	0.846441947565543	0.5580524344569289	0.677434456928839	6.400749063670412	0.46273793473419095	34		COMPLETE
35		2020-05-20 05:20:02.789875	2020-05-20 05:20:03.740164	256	0.34071482984860085	0.04858393865893895	58	0.40526361736603206	56	512														The current model can't be trained on this hardware with these parameters.									35	Setting status of trial#35 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
36	0.8984082397003745	2020-05-20 05:20:03.770999	2020-05-20 06:22:03.528647	256	0.4403458960170581	0.3049589861398741	22	0.07260396571184152	77	256	0.11208177955597919	0.24531835205992508	0.8984082397003745	0.5716292134831461	0.7336142322097379	5.430711610486892	0.451659865504749	0.24531835205992508	0.8984082397003745	0.5716292134831461	0.7336142322097379	5.430711610486892	0.451659865504749		3367398387.0		0.24531835205992508	0.8984082397003745	0.5716292134831461	0.7336142322097379	5.430711610486892	0.451659865504749	36		COMPLETE
37	0.8595505617977528	2020-05-20 06:22:03.568465	2020-05-20 06:34:34.812595	64	0.46111647186662313	0.17714645944117136	24	0.3140719507307203	52	512	0.11915684920868205	0.24110486891385768	0.8595505617977528	0.5126404494382022	0.6671348314606742	5.7799625468164795	0.42866426649491074	0.24110486891385768	0.8595505617977528	0.5126404494382022	0.6671348314606742	5.7799625468164795	0.42866426649491074		4082484207.0		0.24110486891385768	0.8595505617977528	0.5126404494382022	0.6671348314606742	5.7799625468164795	0.42866426649491074	37		COMPLETE
38	0.8586142322097379	2020-05-20 06:34:34.833924	2020-05-20 06:47:13.739849	64	0.4731708846993474	0.27853933613412474	41	0.4419083034922088	36	512	0.11824154194395585	0.2406367041198502	0.8586142322097379	0.524812734082397	0.6718164794007491	5.724719101123595	0.4314904539253384	0.2406367041198502	0.8586142322097379	0.524812734082397	0.6718164794007491	5.724719101123595	0.4314904539253384		2055682221.0		0.2406367041198502	0.8586142322097379	0.524812734082397	0.6718164794007491	5.724719101123595	0.4314904539253384	38		COMPLETE
