number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.11704119850187265	2020-05-15 20:59:51.061890	2020-05-15 21:07:57.853482	2.7512194123211167	64	0.4874269297155934	0.08204321709537626	60	0.13145464827408254	63	0.014998184025252494	128	0.9805814397620728	0.013576779026217229	0.11704119850187265	0.04073033707865169	0.06788389513108614	47.34691011235955	0.06060674999444747	0.01451310861423221	0.12734082397003746	0.041666666666666664	0.06882022471910113	44.06132958801498	0.06571832194417669		2111828807.0	200.0	0.013576779026217229	0.11704119850187265	0.04073033707865169	0.06788389513108614	50.63249063670412	0.05994277996942032	0		COMPLETE
1	0.8913857677902621	2020-05-15 21:07:58.038044	2020-05-15 21:19:04.518201	6.221362708577724	128	0.447216661071742	0.02004840947577685	32	0.23422068571324373	83	0.0016303696262429245	512	0.10706386137370034	0.2448501872659176	0.8913857677902621	0.526685393258427	0.6928838951310862	5.164794007490637	0.4381060152708584	0.2448501872659176	0.8913857677902621	0.526685393258427	0.6928838951310862	5.164794007490637	0.4381060152708584		3501358882.0	200.0	0.2448501872659176	0.8913857677902621	0.526685393258427	0.6928838951310862	5.164794007490637	0.4381060152708584	1		COMPLETE
2	0.8960674157303371	2020-05-15 21:19:04.758952	2020-05-15 21:32:28.859411	6.524175954559114	256	0.15087884732770757	0.007584633725843393	23	0.15098543662532576	73	0.0018357326291173217	512	0.10808261299038424	0.2350187265917603	0.8960674157303371	0.5449438202247191	0.6985018726591761	5.2139513108614235	0.4353027992726486	0.2350187265917603	0.8960674157303371	0.5449438202247191	0.6985018726591761	5.2139513108614235	0.4353027992726486		3983551976.0	200.0	0.2350187265917603	0.8960674157303371	0.5449438202247191	0.6985018726591761	5.2139513108614235	0.4353027992726486	2		COMPLETE
3	0.9157303370786517	2020-05-15 21:32:29.001137	2020-05-15 21:41:03.426594	5.1873543467587355	64	0.3732478287062534	0.3922990062283856	38	0.4005617224255178	76	0.039991194603497926	512	0.09450767937810457	0.30102996254681647	0.9157303370786517	0.6132958801498127	0.7607677902621723	4.572097378277154	0.4964540939315425	0.30102996254681647	0.9157303370786517	0.6132958801498127	0.7607677902621723	4.572097378277154	0.4964540939315425		4258751554.0	250.0	0.30102996254681647	0.9157303370786517	0.6132958801498127	0.7607677902621723	4.572097378277154	0.4964540939315425	3		COMPLETE
4	0.9250936329588015	2020-05-15 21:41:03.572178	2020-05-15 21:44:46.081679	4.781722347548441	128	0.26380230973636615	0.3424292912355857	37	0.46906745892994955	7	0.035642034649716804	256	0.08956222059135413	0.3197565543071161	0.9250936329588015	0.6493445692883895	0.7865168539325843	4.324438202247191	0.5190880866460851	0.3197565543071161	0.9250936329588015	0.6493445692883895	0.7865168539325843	4.324438202247191	0.5190880866460851		2678106756.0	350.0	0.3197565543071161	0.9250936329588015	0.6493445692883895	0.7865168539325843	4.324438202247191	0.5190880866460851	4		COMPLETE
5	0.1446629213483146	2020-05-15 21:44:46.238289	2020-05-15 21:48:26.976618	9.450521717218297	64	0.16710242676017173	0.2654658720194683	50	0.4497295957088416	29	0.015066785171635956	256	0.7678241069456527	0.017322097378277154	0.1446629213483146	0.04728464419475655	0.07865168539325842	37.02715355805243	0.07148924320117972	0.1704119850187266	0.42790262172284643	0.2654494382022472	0.32256554307116103	23.1437265917603	0.2569959322076952		1452221873.0	200.0	0.017322097378277154	0.1446629213483146	0.04728464419475655	0.07865168539325842	50.91058052434457	0.06776313586913774	5		COMPLETE
6	0.5997191011235955	2020-05-15 21:48:27.082723	2020-05-15 22:01:40.108642	1.3459302987995785	256	0.14365008620770897	0.20092905537300504	51	0.015588680641234587	38	0.007800400198829454	512	0.25474790367472233	0.12593632958801498	0.5997191011235955	0.28558052434456926	0.40870786516853935	12.306647940074907	0.26816055278809875	0.12593632958801498	0.5997191011235955	0.28558052434456926	0.40870786516853935	12.306647940074907	0.26816055278809875		2363849508.0	200.0	0.12593632958801498	0.5997191011235955	0.28558052434456926	0.40870786516853935	12.306647940074907	0.26816055278809875	6		COMPLETE
7	0.5795880149812734	2020-05-15 22:01:40.223326	2020-05-15 22:12:00.454970	9.34058314477442	128	0.2702453593213053	0.05891217548359767	59	0.21227202863624967	50	0.005895494586980272	256	0.25535547543728676	0.10112359550561797	0.5795880149812734	0.2397003745318352	0.3548689138576779	12.323501872659175	0.23915416673548545	0.10112359550561797	0.5795880149812734	0.2397003745318352	0.3548689138576779	12.323501872659175	0.23915416673548545		2774232007.0	200.0	0.10112359550561797	0.5795880149812734	0.2397003745318352	0.3548689138576779	12.323501872659175	0.23915416673548545	7		COMPLETE
8	0.12921348314606743	2020-05-15 22:12:00.583195	2020-05-15 22:41:41.531931	0.5987684508564807	256	0.11184403800255144	0.2717896447413492	50	0.10090114402900058	90	0.07755003870215003	128	0.9104241267062919	0.013576779026217229	0.12921348314606743	0.03464419475655431	0.0650749063670412	43.96488764044944	0.06319438100381938	0.01544943820224719	0.13108614232209737	0.03651685393258427	0.06694756554307116	42.79494382022472	0.06521349051791464		3347452209.0	200.0	0.013576779026217229	0.12921348314606743	0.03464419475655431	0.0650749063670412	45.13483146067416	0.06294403544641591	8		COMPLETE
9	0.8436329588014981	2020-05-15 22:41:41.624976	2020-05-15 22:50:59.567985	3.4603800692776256	256	0.32973348612420456	0.024138178241398967	62	0.29195077333382546	22	0.0024692391359319157	512	0.12675484783916074	0.2209737827715356	0.8436329588014981	0.4859550561797753	0.6502808988764045	6.135299625468165	0.4073328819676355	0.2209737827715356	0.8436329588014981	0.4859550561797753	0.6502808988764045	6.135299625468165	0.4073328819676355		2483578788.0	200.0	0.2209737827715356	0.8436329588014981	0.4859550561797753	0.6502808988764045	6.135299625468165	0.4073328819676355	9		COMPLETE
