number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.06882022471910113	2020-03-13 21:11:44.253673	2020-03-13 21:15:56.390685	0.2683337422520409	21.73039798176384	128	128	7	0.05871926571944709	128	1.1376444065746283	0.00046816479400749064	0.06882022471910113	0.01451310861423221	0.031835205992509365	54.842930711610485	0.03567954110297221	0.00046816479400749064	0.06882022471910113	0.01451310861423221	0.031835205992509365	54.842696629213485	0.03567957049000341	3989215922	150	0.00046816479400749064	0.06882022471910113	0.01451310861423221	0.031835205992509365	54.84316479400749	0.035679512042463585	0	COMPLETE
1	0.07303370786516854	2020-03-13 21:15:56.409895	2020-03-13 21:18:16.997863	0.40572929884828923	26.326861853569056	256	256	25	0.00822144723748237	256	1.0602333984540058	0.0	0.07303370786516854	0.01451310861423221	0.031835205992509365	51.18773408239701	0.038626993071838416	0.0	0.07303370786516854	0.01451310861423221	0.031835205992509365	51.18773408239701	0.038626993071838416	3699233853	150	0.0	0.07303370786516854	0.01451310861423221	0.031835205992509365	51.18773408239701	0.038626993071838416	1	COMPLETE
2	0.08146067415730338	2020-03-13 21:18:17.016355	2020-03-13 21:20:08.813506	0.24662486923071505	9.330668679921752	256	64	2	0.005051628171519763	256	1.0084985380683598	0.00046816479400749064	0.08146067415730338	0.017790262172284643	0.03464419475655431	48.7127808988764	0.041890793666136475	0.00046816479400749064	0.08146067415730338	0.017790262172284643	0.03464419475655431	48.7125468164794	0.04189082513305367	2445080805	150	0.00046816479400749064	0.08146067415730338	0.017790262172284643	0.03464419475655431	48.71301498127341	0.04189076256090799	2	COMPLETE
3	0.09410112359550561	2020-03-13 21:20:08.829902	2020-03-13 21:22:57.635270	0.6771108388929086	10.96109402577665	64	128	52	0.004400023477778601	512	1.0127714235782066	0.0	0.09410112359550561	0.023876404494382022	0.03651685393258427	48.868445692883896	0.043315632403811824	0.0	0.09410112359550561	0.023876404494382022	0.03651685393258427	48.868445692883896	0.043315632403811824	3679054222	250	0.0	0.09410112359550561	0.023876404494382022	0.03651685393258427	48.868445692883896	0.043315632403811824	3	COMPLETE
4	0.09129213483146068	2020-03-13 21:22:57.653408	2020-03-13 21:25:23.044981	0.6791434306296392	22.195866460334795	128	128	31	0.00973365434875125	256	1.0205718385271922	0.0	0.09129213483146068	0.02200374531835206	0.04073033707865169	49.24859550561798	0.043517596893917584	0.0	0.09129213483146068	0.02200374531835206	0.04073033707865169	49.24859550561798	0.043517596893917584	2958147166	150	0.0	0.09129213483146068	0.02200374531835206	0.04073033707865169	49.24859550561798	0.043517596893917584	4	COMPLETE
5	0.08848314606741572	2020-03-13 21:25:23.057883	2020-03-13 21:27:51.852738	0.7799099047773558	9.395386669756087	256	64	83	0.007397439350426799	256	1.0163126291283353	0.0014044943820224719	0.08848314606741572	0.021067415730337078	0.03932584269662921	49.052200374531836	0.043809755535117886	0.0014044943820224719	0.08848314606741572	0.021067415730337078	0.03932584269662921	49.05196629213483	0.04380980164609927	4096442525	150	0.0014044943820224719	0.08848314606741572	0.021067415730337078	0.03932584269662921	49.052434456928836	0.0438097100645668	5	COMPLETE
6	0.10393258426966293	2020-03-13 21:27:51.865413	2020-03-13 21:32:29.663202	0.9786434026856834	9.297533209308654	128	256	69	0.0010712552981966455	128	1.0020526268568295	0.0	0.10393258426966293	0.025749063670411985	0.05337078651685393	48.318820224719104	0.04702975803032931	0.0	0.10393258426966293	0.025749063670411985	0.05337078651685393	48.318820224719104	0.04702975803032931	1083417353	150	0.0	0.10393258426966293	0.025749063670411985	0.05337078651685393	48.318820224719104	0.04702975803032931	6	COMPLETE
7	0.09550561797752809	2020-03-13 21:32:29.681023	2020-03-13 21:33:51.511136	0.8408323987168824	4.707946968839301	64	64	47	0.004502988572203575	512	1.0028402518763553	0.0	0.09550561797752809	0.02247191011235955	0.041666666666666664	48.388342696629216	0.04483813610767169	0.0	0.09550561797752809	0.02247191011235955	0.041666666666666664	48.38810861423221	0.04483823665852951	1752844107	150	0.0	0.09550561797752809	0.02247191011235955	0.041666666666666664	48.38857677902622	0.0448380376088722	7	COMPLETE
8	0.0599250936329588	2020-03-13 21:33:51.523372	2020-03-13 21:41:17.326305	0.32401318007148655	29.2132940630759	256	64	90	0.07926666067078617	128	1.1535373815127792	0.007958801498127341	0.0599250936329588	0.015917602996254682	0.026685393258426966	55.63295880149813	0.03932497535737698	0.007958801498127341	0.0599250936329588	0.015917602996254682	0.026685393258426966	55.63295880149813	0.03932497535737698	3374862201	200	0.007958801498127341	0.0599250936329588	0.015917602996254682	0.026685393258426966	55.63295880149813	0.03932497535737698	8	COMPLETE
9	0.08895131086142322	2020-03-13 21:41:17.339206	2020-03-13 21:44:52.760985	0.37665533068013846	20.924195612761423	64	256	6	0.014331624813207766	256	1.0690826512158111	0.0	0.08895131086142322	0.02294007490636704	0.04447565543071161	51.59878277153558	0.04192024170661615	0.0	0.08895131086142322	0.02294007490636704	0.04447565543071161	51.59878277153558	0.04192024170661615	3322003626	200	0.0	0.08895131086142322	0.02294007490636704	0.04447565543071161	51.59878277153558	0.04192024170661615	9	COMPLETE
10	0.0898876404494382	2020-03-13 21:44:52.773299	2020-03-13 21:49:39.418680	0.7811523467457326	26.37160360632986	128	64	27	0.007689388023578935	128	1.055426520218703	0.0	0.0898876404494382	0.023408239700374533	0.04728464419475655	50.883426966292134	0.04320833584891724	0.0	0.0898876404494382	0.023408239700374533	0.04728464419475655	50.883426966292134	0.04320833584891724	899488234	150	0.0	0.0898876404494382	0.023408239700374533	0.04728464419475655	50.883426966292134	0.04320833584891724	10	COMPLETE
11	0.09691011235955056	2020-03-13 21:49:39.431138	2020-03-13 21:53:13.412048	0.5748262139991485	28.963563987436665	128	64	1	0.0023860655863415215	256	0.9949574012393028	0.0	0.09691011235955056	0.020131086142322098	0.04260299625468165	48.00795880149813	0.044597019254300166	0.0	0.09691011235955056	0.020131086142322098	0.04260299625468165	48.00795880149813	0.044597019254300166	2038844991	250	0.0	0.09691011235955056	0.020131086142322098	0.04260299625468165	48.00795880149813	0.044597019254300166	11	COMPLETE
12	0.0847378277153558	2020-03-13 21:53:13.424689	2020-03-13 21:54:45.117712	0.11037481253272642	29.35119360414108	256	64	62	0.035171922741848695	512	1.025804876824248	0.0023408239700374533	0.0847378277153558	0.01544943820224719	0.03417602996254682	49.548689138576776	0.04177006736347651	0.0023408239700374533	0.0847378277153558	0.01544943820224719	0.03417602996254682	49.548689138576776	0.04177006736347651	1850934285	150	0.0023408239700374533	0.0847378277153558	0.01544943820224719	0.03417602996254682	49.548689138576776	0.04177006736347651	12	COMPLETE
13	0.09035580524344569	2020-03-13 21:54:45.130498	2020-03-13 21:57:18.828270	0.1405220668652873	7.95591581822672	256	64	37	0.015795019918328306	256	1.021793124694133	0.0014044943820224719	0.09035580524344569	0.023876404494382022	0.039794007490636704	49.28323970037453	0.04373060369500466	0.0014044943820224719	0.09035580524344569	0.023876404494382022	0.039794007490636704	49.28323970037453	0.04373060369500466	566718157	150	0.0014044943820224719	0.09035580524344569	0.023876404494382022	0.039794007490636704	49.28323970037453	0.04373060369500466	13	COMPLETE
14	0.09784644194756555	2020-03-13 21:57:18.840453	2020-03-13 21:59:59.068058	0.5499844264985106	3.4454535937579234	128	64	47	0.002093443533913612	256	1.0238761733519786	0.0	0.09784644194756555	0.02294007490636704	0.04260299625468165	49.418539325842694	0.044681358043090556	0.0	0.09784644194756555	0.02294007490636704	0.04260299625468165	49.418539325842694	0.044681358043090556	975836176	150	0.0	0.09784644194756555	0.02294007490636704	0.04260299625468165	49.418539325842694	0.044681358043090556	14	COMPLETE
15	0.09550561797752809	2020-03-13 21:59:59.080705	2020-03-13 22:01:24.624108	0.35110393999954603	2.430228774869585	64	128	5	0.022411791963568177	512	0.9964611138747342	0.0	0.09550561797752809	0.020131086142322098	0.040262172284644196	48.116573033707866	0.04353470466793109	0.0	0.09550561797752809	0.020131086142322098	0.040262172284644196	48.116573033707866	0.04353470466793109	3475026259	150	0.0	0.09550561797752809	0.020131086142322098	0.040262172284644196	48.116573033707866	0.04353470466793109	15	COMPLETE
