number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0		2020-05-26 04:43:12.499274	2020-05-26 04:43:47.378861	128	0.20520219167975984	150	17	0.031970549757396355	4096														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1	0.19063881076737646	2020-05-26 04:43:47.390144	2020-05-26 08:56:45.529924	64	0.37831760147387206	50	32	0.08623877164475273	1024	0.10356025911359641	0.023905182804339092	0.19063881076737646	0.07071112896745681	0.10998392928887103	6043.172006830052	0.07766818325079242	0.023905182804339092	0.19063881076737646	0.07071112896745681	0.10998392928887103	6011.369224588188	0.0777631080243107		1167614732.0	90.0	0.023905182804339092	0.19063881076737646	0.07071112896745681	0.10998392928887103	6074.974789071916	0.07766587788155029	1		COMPLETE
2	0.5184813177983125	2020-05-26 08:56:45.620121	2020-05-27 10:59:40.002330	64	0.34024874395913784	100	26	0.005251461661229927	4096	0.052528792001085796	0.2424668541582965	0.5184813177983125	0.3751506629168341	0.44083969465648853	3028.9641422257937	0.3338736515477909	0.2424668541582965	0.5184813177983125	0.3751506629168341	0.44083969465648853	3028.9639413419045	0.3338736515496869		252009792.0	310.0	0.2424668541582965	0.5184813177983125	0.3751506629168341	0.44083969465648853	3028.9643431096824	0.33387365154589516	2		COMPLETE
