number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	851	901	1701	1751
0	TrialState.COMPLETE	0.29173885378952136	2020-01-20 00:44:58.960778	2020-01-20 04:08:40.476390	5.000772112683506	50.0	1	46.0	0.006934533596476473	1600.0	0.2026827098595866	0.10515977992869469	0.29173885378952136	0.18566009288364646	0.2292818634824797	1429.5363014776315	0.16710863360033135	0.10516064444513606	0.29173885378952136	0.18566009288364646	0.2292818634824797	1429.5357296000054	0.1671090270789934	0.10515977992869469	0.29173885378952136	0.18566009288364646	0.2292818634824797	1429.5368733552575	0.1671084141429106	0				
1	TrialState.COMPLETE	0.32584253202192265	2020-01-20 04:08:40.477245	2020-01-20 07:37:41.586063	2.4972981113212622	150.0	1	26.0	0.01207127292510947	1800.0	0.10727151041272971	0.11471065382397118	0.32584253202192265	0.21512208888107553	0.26014708649080437	754.3649543072686	0.18818161409242506	0.11471065382397118	0.32584253202192265	0.21512285993628	0.26014708649080437	754.364367534258	0.18818166426913555	0.11471065382397118	0.32584253202192265	0.21512208888107553	0.26014708649080437	754.3655410802792	0.18818157375387795	1				
2	TrialState.COMPLETE	0.2571496261455031	2020-01-20 07:37:41.586974	2020-01-20 10:04:23.836890	7.7871825124641045	450.0	2	6.0	0.006353127219173986	1100.0	0.43694556013925234	0.1057918917980243	0.2571496261455031	0.18075381172816535	0.21294821606656447	3082.648321251904	0.15772318900872975	0.10581545926796958	0.2571855975469985	0.18078730234335075	0.21298914904067992	3082.6425472217675	0.1577412932908933	0.1057918917980243	0.25713598182079794	0.18075133094185533	0.21294077370763437	3082.6540952820405	0.1577122132552153	2				
3	TrialState.COMPLETE	0.3504994260627907	2020-01-20 10:04:23.837756	2020-01-20 11:54:53.715166	3.045749281164084	350.0	1	36.0	0.03845883412878738	800.0	0.0938710478792802	0.10031818273355217	0.3504994260627907	0.22722207678004444	0.2779836343986413	659.1657143000987	0.1890236076820802	0.10031818273355217	0.3504994260627907	0.22722207678004444	0.2779869907565902	659.1650539366723	0.18902369834599048	0.10031818273355217	0.3504994260627907	0.22722207678004444	0.2779836343986413	659.1663746635251	0.18902352917179074	3				
4	TrialState.COMPLETE	0.293959831108068	2020-01-20 11:54:53.716070	2020-01-20 14:51:40.931531	6.029116443569625	250.0	1	46.0	0.0020945404229184145	1200.0	0.24146176308901468	0.10195480999657651	0.293959831108068	0.19525276731712884	0.23768115942028986	1705.5531558826885	0.16850431444863193	0.10195480999657651	0.293959831108068	0.19525276731712884	0.23768115942028986	1705.5515622503708	0.1685045765622142	0.10195480999657651	0.293959831108068	0.19525276731712884	0.23768115942028986	1705.5547495150063	0.16850413212506302	4				
5	TrialState.COMPLETE	0.24732983582692586	2020-01-20 14:51:40.932412	2020-01-20 18:30:09.066332	4.825667224313104	50.0	2	36.0	0.009504643169872724	1800.0	0.38555771863124383	0.0991183754792108	0.24732983582692586	0.16817793486742477	0.20185531303299192	2721.805071075869	0.14950033999949558	0.09913688080411805	0.2474115676785995	0.16822728240051074	0.20190851584210023	2721.7982680558	0.1495257331363054	0.0991183754792108	0.24730361994997394	0.16817407959140243	0.20184220509451595	2721.8118740959376	0.14948292589879508	5			0.24553724262728027	0.24645843635487594
6	TrialState.COMPLETE	0.35169652706455173	2020-01-20 18:30:09.067183	2020-01-20 20:51:05.982284	4.601677504455913	50.0	1	11.0	0.09916250790056963	1300.0	0.07535033614048897	0.13362792211360053	0.35169652706455173	0.2272665796002553	0.2783462453666722	527.511772456583	0.20708933453592088	0.13362897874480667	0.35169652706455173	0.2272665796002553	0.27834730199787827	527.5115912443312	0.20708972247778026	0.13362792211360053	0.35169652706455173	0.2272665796002553	0.2783462453666722	527.5119536688348	0.20708912722020534	6				
7	TrialState.COMPLETE	0.25371448134200614	2020-01-20 20:51:05.983187	2020-01-20 22:41:03.474491	3.925050623985695	50.0	2	41.0	0.03312338083684636	1700.0	0.28375469773947937	0.09500741755106698	0.25371448134200614	0.16494493894784892	0.2008273422343946	2002.2828568983225	0.14857683567817412	0.09501454981170832	0.25373873102818667	0.16495635056487504	0.20085444482483167	2002.278882802693	0.1485851813355539	0.09500741755106698	0.2537102019856214	0.16494493894784892	0.2008273422343946	2002.2868309939518	0.1485709622095409	7	0.253185743086462	0.2534640263788537		
8	TrialState.COMPLETE	0.3430462496535759	2020-01-20 22:41:03.475383	2020-01-21 02:05:37.662694	4.003789690262512	150.0	1	36.0	0.012648459130450432	1700.0	0.09654171986157689	0.13705352048385255	0.3430462496535759	0.2288762817691267	0.2752938491384229	677.7248614303646	0.2071858226534655	0.13705352048385255	0.3430462496535759	0.2288762817691267	0.2752938491384229	677.7243947767398	0.20718585712736037	0.13705352048385255	0.3430462496535759	0.2288762817691267	0.2752938491384229	677.7253280839896	0.20718579152383043	8				
