number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.27927433842327093	2020-01-07 15:24:18.620533	2020-01-11 04:35:07.509976	0.6706309693217292	24.217267347539448	450.0	80.0	0.001356229737543167	0.0006214974518508882	2000.0	0.5060861663256969	0.20283458854418573	0.27927433842327093	0.24283579769225455	0.2585331306570856	10258.386996476198	0.22977578633100496	0.20283458854418573	0.27927433842327093	0.24283579769225455	0.2585331306570856	10258.385485041112	0.22977578711700028	0.20283458854418573	0.27927433842327093	0.24283579769225455	0.2585331306570856	10258.388507911282	0.22977578555783867	0
