number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3780099150141643	2020-04-01 17:40:55.695910	2020-04-01 17:57:22.416188	4.330002581844037	128	2	39	0.0025146313918213295	256	0.3518857188139998	0.000708215297450425	0.3780099150141643	0.24628186968838528	0.32808073654390935	7132.439624645893	0.135341730910054	0.000708215297450425	0.3780099150141643	0.24628186968838528	0.32808073654390935	7132.433958923512	0.1353417313958819	462838886	250	0.000708215297450425	0.3780099150141643	0.24628186968838528	0.32808073654390935	7132.445290368272	0.13534173042482034	0	COMPLETE
1	0.3689801699716714	2020-04-01 17:57:23.411781	2020-04-01 18:41:16.518971	9.147439717409657	64	1	36	0.014840695735806826	128	0.27798479942047544	0.000708215297450425	0.3689801699716714	0.22291076487252123	0.3009915014164306	5634.456887393768	0.12981955105939713	0.000708215297450425	0.3689801699716714	0.22291076487252123	0.3009915014164306	5634.45414305949	0.12981955116499444	1766336050	400	0.000708215297450425	0.3689801699716714	0.22291076487252123	0.3009915014164306	5634.459631728046	0.1298195509538582	1	COMPLETE
2	0.37907223796033995	2020-04-01 18:41:16.552098	2020-04-01 19:33:37.273751	3.376612660690699	128	1	42	0.02508765183943397	128	0.2800909780543994	0.000708215297450425	0.37907223796033995	0.23353399433427763	0.3110835694050991	5676.746104815864	0.1344154243628772	0.000708215297450425	0.37907223796033995	0.23353399433427763	0.3110835694050991	5676.742209631728	0.134415425644621	3837647926	450	0.000708215297450425	0.37907223796033995	0.23353399433427763	0.3110835694050991	5676.75	0.1344154230845926	2	COMPLETE
3	0.3519830028328612	2020-04-01 19:33:37.323541	2020-04-01 20:05:04.349962	7.67230602750086	64	1	13	0.031670833968938196	256	0.26298331030182676	0.000708215297450425	0.3519830028328612	0.20821529745042494	0.28541076487252126	5330.553204674221	0.12371103678334966	0.000708215297450425	0.3519830028328612	0.20821529745042494	0.28541076487252126	5330.550283286119	0.12371103706346799	148169494	500	0.000708215297450425	0.3519830028328612	0.20821529745042494	0.28541076487252126	5330.556126062323	0.12371103650347196	3	COMPLETE
4	0.3415368271954674	2020-04-01 20:05:04.387060	2020-04-01 20:17:17.204479	1.6620584136853092	128	2	3	0.012638626988431762	512	0.3280518592632238	0.000708215297450425	0.3415368271954674	0.20591359773371104	0.27425637393767704	6649.777443342776	0.12137121993177442	0.000708215297450425	0.3415368271954674	0.20591359773371104	0.27425637393767704	6649.772131728046	0.12137122012333026	2161014552	300	0.000708215297450425	0.3415368271954674	0.20591359773371104	0.27425637393767704	6649.782754957507	0.12137121974033843	4	COMPLETE
5	0.3672096317280453	2020-04-01 20:17:17.239052	2020-04-01 21:01:17.155726	2.0363966168848036	256	1	17	0.0012466862395001854	128	0.4003226048493066	0.000708215297450425	0.3672096317280453	0.25389518413597734	0.31940509915014165	8113.999734419263	0.13501914466948509	0.000708215297450425	0.3672096317280453	0.25389518413597734	0.31940509915014165	8113.992740793201	0.1350191830903569	1620697668	400	0.000708215297450425	0.3672096317280453	0.25389518413597734	0.31940509915014165	8114.006728045326	0.13501910702510367	5	COMPLETE
6	0.38827903682719545	2020-04-01 21:01:17.196493	2020-04-01 21:35:44.803701	6.908965709510549	128	2	63	0.004038815067990456	256	0.30501549605465084	0.000708215297450425	0.38827903682719545	0.2469900849858357	0.3296742209631728	6181.885092067989	0.13746543868495598	0.000708215297450425	0.38827903682719545	0.2469900849858357	0.3296742209631728	6181.8806657223795	0.137465439069433	67970624	450	0.000708215297450425	0.38827903682719545	0.2469900849858357	0.3296742209631728	6181.889518413598	0.13746543830094451	6	COMPLETE
7	0.38827903682719545	2020-04-01 21:35:44.857009	2020-04-01 22:02:10.005165	4.471134706699714	128	2	72	0.09393919561114154	512	0.2412480003428958	0.000708215297450425	0.38827903682719545	0.22556657223796034	0.31427053824362605	4889.111012747875	0.13508055213605044	0.000708215297450425	0.38827903682719545	0.22556657223796034	0.31427053824362605	4889.109065155807	0.13508055217405737	2770070601	500	0.000708215297450425	0.38827903682719545	0.22556657223796034	0.31427053824362605	4889.112960339943	0.13508055209805742	7	COMPLETE
8	0.38774787535410765	2020-04-01 22:02:10.043020	2020-04-01 22:56:47.161458	4.006137605495716	256	2	71	0.011024735683346335	128	0.30942889422274844	0.000708215297450425	0.38774787535410765	0.23990793201133145	0.32152974504249293	6270.738757082153	0.1369491919726469	0.000708215297450425	0.38774787535410765	0.23990793201133145	0.32152974504249293	6270.734773371105	0.1369491922472152	3717052001	400	0.000708215297450425	0.38774787535410765	0.23990793201133145	0.32152974504249293	6270.742740793201	0.13694919169835995	8	COMPLETE
9	0.3714589235127479	2020-04-01 22:56:47.206948	2020-04-01 23:15:32.429312	6.822936752180079	256	2	6	0.008978528893723801	256	0.32466494639021753	0.000708215297450425	0.3714589235127479	0.23123229461756373	0.3043555240793201	6581.075779036827	0.1334477600394636	0.000708215297450425	0.3714589235127479	0.23123229461756373	0.3043555240793201	6581.070467422096	0.13344776028690303	1774848927	300	0.000708215297450425	0.3714589235127479	0.23123229461756373	0.3043555240793201	6581.081090651558	0.1334477597921826	9	COMPLETE
10	0.35339943342776203	2020-04-01 23:15:32.474186	2020-04-01 23:56:47.437944	8.9106719573232	64	1	9	0.003114552306711365	256	0.3409248685497889	0.000708215297450425	0.35339943342776203	0.2237960339943343	0.29904390934844194	6910.17085694051	0.12652967659623357	0.000708215297450425	0.35339943342776203	0.2237960339943343	0.29904390934844194	6910.168201133144	0.1265296766307734	1684260975	650	0.000708215297450425	0.35339943342776203	0.2237960339943343	0.29904390934844194	6910.173512747875	0.12652967656170244	10	COMPLETE
11	0.37340651558073656	2020-04-01 23:56:47.483044	2020-04-02 00:09:06.083168	6.130397236950902	128	2	42	0.007648037145209683	256	0.334106055237814	0.000708215297450425	0.37340651558073656	0.2384915014164306	0.311614730878187	6772.107117563739	0.1341057174633577	0.000708215297450425	0.37340651558073656	0.2384915014164306	0.311614730878187	6772.103576487252	0.13410571801925347	759989566	200	0.000708215297450425	0.37340651558073656	0.2384915014164306	0.311614730878187	6772.110658640227	0.13410571690838938	11	COMPLETE
12	0.39713172804532576	2020-04-02 00:09:06.126498	2020-04-02 00:58:18.080090	2.610761216270468	256	1	92	0.0076501020723538605	256	0.273435617116964	0.000708215297450425	0.39713172804532576	0.24840651558073654	0.330028328611898	5541.218307365439	0.14152737460986506	0.000708215297450425	0.39713172804532576	0.24840651558073654	0.330028328611898	5541.2151203966005	0.14152737473215307	1513734366	550	0.000708215297450425	0.39713172804532576	0.24840651558073654	0.330028328611898	5541.221494334278	0.14152737448762995	12	COMPLETE
13	0.3764164305949009	2020-04-02 00:58:18.146855	2020-04-02 01:17:53.599517	5.411901140938638	256	1	22	0.04188760656175523	256	0.3019795297458838	0.000708215297450425	0.3764164305949009	0.23247167138810199	0.307542492917847	6120.557719546742	0.13258201283194437	0.000708215297450425	0.3764164305949009	0.23247167138810199	0.307542492917847	6120.554001416431	0.13258201307943585	173808369	300	0.000708215297450425	0.3764164305949009	0.23247167138810199	0.307542492917847	6120.561437677054	0.13258201258474775	13	COMPLETE
14	0.3693342776203966	2020-04-02 01:17:53.636715	2020-04-02 01:33:18.995625	3.2362745599640257	128	1	25	0.03734482362335251	512	0.273635919715544	0.000708215297450425	0.3693342776203966	0.2184844192634561	0.30276203966005666	5546.226451841359	0.1292796700665245	0.000708215297450425	0.3693342776203966	0.2184844192634561	0.30276203966005666	5546.224150141643	0.12927967014490024	1720344467	350	0.000708215297450425	0.3693342776203966	0.2184844192634561	0.30276203966005666	5546.228753541077	0.1292796699881841	14	COMPLETE
15	0.38190509915014165	2020-04-02 01:33:19.040140	2020-04-02 02:19:36.042390	2.6282947973426394	128	2	82	0.001483310233618108	128	0.3628639397107374	0.000708215297450425	0.38190509915014165	0.2593838526912181	0.3378186968838527	7354.4744157223795	0.13862543836023328	0.000708215297450425	0.38190509915014165	0.2593838526912181	0.3378186968838527	7354.469723796034	0.13862543849399625	4182984036	350	0.000708215297450425	0.38190509915014165	0.2593838526912181	0.3378186968838527	7354.479107648725	0.13862543822656745	15	COMPLETE
16	0.39004957507082155	2020-04-02 02:19:36.086971	2020-04-02 02:58:03.396625	1.8512827647024437	128	2	100	0.08155648750810507	256	0.26285232052869595	0.000708215297450425	0.39004957507082155	0.23441926345609065	0.3178116147308782	5326.680329320114	0.13630493174401345	0.000708215297450425	0.39004957507082155	0.23441926345609065	0.3178116147308782	5326.676168555241	0.1363049360767025	3425008701	450	0.000708215297450425	0.39004957507082155	0.23441926345609065	0.3178116147308782	5326.684490084986	0.13630492743551256	16	COMPLETE
17	0.3773016997167139	2020-04-02 02:58:03.442379	2020-04-02 04:09:12.083254	5.136179080309888	64	1	45	0.0033169015336824968	128	0.2906074925082651	0.000708215297450425	0.3773016997167139	0.23955382436260622	0.31922804532577903	5890.28204674221	0.1357505834627666	0.000708215297450425	0.3773016997167139	0.23955382436260622	0.31922804532577903	5890.280099150142	0.13575058358290404	3847971877	600	0.000708215297450425	0.3773016997167139	0.23955382436260622	0.31922804532577903	5890.283994334278	0.13575058334270304	17	COMPLETE
18	0.3751770538243626	2020-04-02 04:09:12.122509	2020-04-02 04:54:55.771659	8.845697249770685	256	2	22	0.008632898648518295	128	0.32483330188205384	0.000708215297450425	0.3751770538243626	0.23441926345609065	0.3148016997167139	6584.380223087819	0.13375273361504872	0.000708215297450425	0.3751770538243626	0.23441926345609065	0.3148016997167139	6584.376062322946	0.13375273394548381	1800447863	400	0.000708215297450425	0.3751770538243626	0.23441926345609065	0.3148016997167139	6584.384383852691	0.13375273328507906	18	COMPLETE
19	0.37376062322946174	2020-04-02 04:54:55.816021	2020-04-02 05:17:45.602569	1.869885776893054	64	2	88	0.02903366489309267	256	0.2666114360372569	0.000708215297450425	0.37376062322946174	0.22875354107648727	0.3094900849858357	5403.5575424929175	0.1316243158163879	0.000708215297450425	0.37376062322946174	0.22875354107648727	0.3094900849858357	5403.554709631728	0.1316243158539607	2308657219	300	0.000708215297450425	0.37376062322946174	0.22875354107648727	0.3094900849858357	5403.560375354107	0.13162431577882333	19	COMPLETE
20	0.39004957507082155	2020-04-02 05:17:45.643852	2020-04-02 05:45:41.079582	1.8609421939813369	256	1	73	0.06371998636181044	256	0.28053880972760115	0.000708215297450425	0.39004957507082155	0.23919971671388102	0.3220609065155807	5685.777354815864	0.1383073267669902	0.000708215297450425	0.39004957507082155	0.23919971671388102	0.3220609065155807	5685.7742563739375	0.13830739111515722	4034946432	350	0.000708215297450425	0.39004957507082155	0.23919971671388102	0.3220609065155807	5685.78045325779	0.13830726409838284	20	COMPLETE
21	0.3863314447592068	2020-04-02 05:45:41.123777	2020-04-02 06:17:42.860657	4.925912768935282	128	1	87	0.04290159502035178	256	0.2766213699890281	0.000708215297450425	0.3863314447592068	0.22662889518413598	0.3125	5606.656338526912	0.13421923568397792	0.000708215297450425	0.3863314447592068	0.22662889518413598	0.3125	5606.652266288952	0.13421923573675604	4278427687	400	0.000708215297450425	0.3863314447592068	0.22662889518413598	0.3125	5606.660410764873	0.1342192356312157	21	COMPLETE
22	0.37889518413597734	2020-04-02 06:17:42.905311	2020-04-02 06:58:07.424160	3.0825518670944483	128	1	49	0.02934480122491451	128	0.2898831851007344	0.000708215297450425	0.37889518413597734	0.23530453257790368	0.31214589235127477	5875.621635977337	0.1342252685055151	0.000708215297450425	0.37889518413597734	0.23530453257790368	0.31214589235127477	5875.617740793201	0.13422526959625591	776797716	350	0.000708215297450425	0.37889518413597734	0.23530453257790368	0.31214589235127477	5875.625531161473	0.13422526741697147	22	COMPLETE
23	0.38473796033994334	2020-04-02 06:58:07.472286	2020-04-02 07:24:56.771616	3.248809805110647	256	1	60	0.0019261422581345548	512	0.3246934796623608	0.000708215297450425	0.38473796033994334	0.24539660056657223	0.32595609065155806	6580.463615439094	0.13683808875473238	0.000708215297450425	0.38473796033994334	0.24539660056657223	0.32595609065155806	6580.459631728046	0.13683808892007635	3518324103	500	0.000708215297450425	0.38473796033994334	0.24539660056657223	0.32595609065155806	6580.467599150142	0.13683808858950822	23	COMPLETE
24	0.37340651558073656	2020-04-02 07:24:56.811474	2020-04-02 07:48:47.539939	1.5542421645280193	64	2	41	0.061542089238269704	512	0.23825524434687653	0.000708215297450425	0.37340651558073656	0.22308781869688385	0.30046033994334276	4828.698300283286	0.13159563629895638	0.000708215297450425	0.37340651558073656	0.22308781869688385	0.30046033994334276	4828.697060906516	0.13159563631134596	2471831495	500	0.000708215297450425	0.37340651558073656	0.22308781869688385	0.30046033994334276	4828.699539660057	0.1315956362865683	24	COMPLETE
