number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	1201	1251	1451	1501
0	TrialState.COMPLETE	0.4397851009206799	2020-01-01 15:19:58.204175	2020-01-02 00:05:39.389868	200.0	1.0	0.005222438340691075	1700.0	0.1755446970876438	0.2971018502124646	0.4397851009206799	0.3961745308073654	0.415965828611898	3557.9825076354464	0.3603732403348257	0.342798335694051	0.43981276558073656	0.3980225300991501	0.4162590740084986	3557.9445932188387	0.3790696783346501	0.2971018502124646	0.4396412446883853	0.39151580205382436	0.41481497875354106	3558.0204220520536	0.35280720787758285	0						0.43821411709159586	0.43902494745499404
1	TrialState.COMPLETE	0.17857648725212463	2020-01-02 00:05:39.390805	2020-01-02 01:02:11.558049	150.0	61.0	0.02814962133835621	600.0	0.3326053519261895	0.027939093484419263	0.17857648725212463	0.07457507082152974	0.1030099150141643	6741.899982294618	0.07871191691087083	0.3022662889518414	0.32106940509915016	0.30977337110481584	0.3140226628895184	6738.383675637394	0.30950083636522874	0.027939093484419263	0.11674929178470254	0.06140226628895184	0.0788243626062323	6745.416288951841	0.06183731624568025	1		0.18159820585457978	0.17970963172804533				
2	TrialState.COMPLETE	0.39651794145420205	2020-01-02 01:02:11.558897	2020-01-02 04:19:28.417204	50.0	21.0	0.0013983830364965781	700.0	0.2531976315249805	0.3006373937677054	0.39651794145420205	0.35842776203966004	0.3751416430594901	5132.317817516525	0.3372112114640105	0.3006373937677054	0.39651794145420205	0.35842776203966004	0.3751416430594901	5132.316914542021	0.33721121157228356	0.3006373937677054	0.39651794145420205	0.35842776203966004	0.3751416430594901	5132.318720491029	0.3372112113559148	2							
3	TrialState.COMPLETE	0.36576100952871493	2020-01-02 04:19:28.418012	2020-01-02 07:38:49.922392	200.0	71.0	0.01529457715874304	500.0	0.2601169286490799	0.16324362606232296	0.36576100952871493	0.3239924027813546	0.35035732680916815	5272.5416720319345	0.2601888157803538	0.326551635333505	0.3661151171774401	0.34708987895956733	0.355105588462529	5272.325714653618	0.34141143687143144	0.16324362606232296	0.36294424414112797	0.2877446561936647	0.33199201648210147	5272.75762941025	0.23530459537101084	3							
4	TrialState.COMPLETE	0.0002655807365439094	2020-01-02 07:38:49.923563	2020-01-02 08:14:50.346385	150.0	11.0	0.08552501954363553	900.0	0.909958623884195	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	18447.5228842068	0.00023427878556679077	0.7488048866855525	0.7502655807365439	0.7500442634560907	0.750132790368272	2662.0046476628895	0.7497683677060196	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	34233.041120750706	0.0002048399329513031	4	0.0005311614730878187	0.0003541076487252125					
5	TrialState.COMPLETE	0.4487134088762984	2020-01-02 08:14:50.347270	2020-01-02 16:28:49.114181	200.0	61.0	0.0015763179289666838	1700.0	0.2140697148541887	0.37306552303011226	0.4487134088762984	0.4136829818487042	0.42797843877872205	4339.314703336481	0.40129337549397925	0.37306552303011226	0.4487134088762984	0.4136829818487042	0.42797843877872205	4339.314047581576	0.401293375712085	0.37306552303011226	0.4487134088762984	0.4136829818487042	0.42797843877872205	4339.315359091386	0.40129337527692505	5				0.4470184135977337	0.44789850730006536		
