number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.8553370786516854	2020-04-08 19:30:49.741256	2020-04-08 19:37:19.384091	0.19936867277057946	27.72229020136331	7.455830244027193	0.016901782189713565	128	71	256	0.1227035484806903	0.16760299625468164	0.8553370786516854	0.46441947565543074	0.6540262172284644	5.876404494382022	0.372341138170825	0.16760299625468164	0.8553370786516854	0.46441947565543074	0.6540262172284644	5.876404494382022	0.372341138170825	3564450009	550.0	0.16760299625468164	0.8553370786516854	0.46441947565543074	0.6540262172284644	5.876404494382022	0.372341138170825	10	COMPLETE
11	0.9040262172284644	2020-04-08 19:37:19.406294	2020-04-08 19:44:44.018584	0.21448071152044457	23.375427310215557	1.677978741773788	0.03491690239578894	64	61	256	0.1030881323185418	0.25234082397003743	0.9040262172284644	0.5575842696629213	0.7186329588014981	4.9405430711610485	0.4544207648819786	0.25234082397003743	0.9040262172284644	0.5575842696629213	0.7186329588014981	4.9405430711610485	0.4544207648819786	59441310	650.0	0.25234082397003743	0.9040262172284644	0.5575842696629213	0.7186329588014981	4.9405430711610485	0.4544207648819786	11	COMPLETE
12	0.8623595505617978	2020-04-08 19:44:44.051708	2020-04-08 19:51:02.558751	0.6655726993464978	19.534292377875445	8.18002337865341	0.013723177433852417	256	64	256	0.12253236331216545	0.19054307116104868	0.8623595505617978	0.47846441947565543	0.6357677902621723	5.877340823970037	0.38935712144244133	0.19054307116104868	0.8623595505617978	0.47846441947565543	0.6357677902621723	5.877340823970037	0.38935712144244133	1994241569	500.0	0.19054307116104868	0.8623595505617978	0.47846441947565543	0.6357677902621723	5.877340823970037	0.38935712144244133	12	COMPLETE
13	0.848314606741573	2020-04-08 19:51:02.604027	2020-04-08 20:01:37.600938	0.873785007764613	29.731084633078677	4.665700938817873	0.018545141237364806	256	26	256	0.12760651714782395	0.19194756554307116	0.848314606741573	0.4789325842696629	0.6446629213483146	6.108614232209738	0.39075466748429893	0.19194756554307116	0.848314606741573	0.4789325842696629	0.6446629213483146	6.108614232209738	0.39075466748429893	3930448737	900.0	0.19194756554307116	0.848314606741573	0.4789325842696629	0.6446629213483146	6.108614232209738	0.39075466748429893	13	COMPLETE
14	0.8515917602996255	2020-04-08 20:01:37.627744	2020-04-08 20:07:11.059503	0.6097675168895224	25.91328420473964	7.797315837055674	0.08521323631092749	128	38	256	0.1271167350278937	0.1647940074906367	0.8515917602996255	0.42696629213483145	0.6095505617977528	6.104400749063671	0.3618776176177586	0.1647940074906367	0.8515917602996255	0.42696629213483145	0.6095505617977528	6.104400749063671	0.3618776176177586	2581603308	500.0	0.1647940074906367	0.8515917602996255	0.42696629213483145	0.6095505617977528	6.104400749063671	0.3618776176177586	14	COMPLETE
15	0.42837078651685395	2020-04-08 20:07:11.116150	2020-04-08 20:10:40.415627	0.9520870685927109	1.6487722325734495	2.4527161775695143	0.05229972795324117	128	26	512	0.32466267157966894	0.06554307116104868	0.42837078651685395	0.16151685393258428	0.24812734082397003	15.573267790262172	0.17742017408935556	0.06554307116104868	0.42837078651685395	0.16151685393258428	0.24812734082397003	15.573033707865168	0.17742106076510178	2382399161	550.0	0.06554307116104868	0.42837078651685395	0.16151685393258428	0.24812734082397003	15.573501872659175	0.17741933957100617	15	COMPLETE
16	0.03932584269662921	2020-04-08 20:10:40.443394	2020-04-08 20:11:39.687965	0.4847571472312784	25.798640982876982	7.849832301398373	0.010636947826440238	256	64	512	0.9564182441132247	0.00046816479400749064	0.03932584269662921	0.0023408239700374533	0.008895131086142321	45.62640449438202	0.033671364667306816	0.00046816479400749064	0.03932584269662921	0.0023408239700374533	0.008895131086142321	45.62640449438202	0.033671364667306816	2930256922	150.0	0.00046816479400749064	0.03932584269662921	0.0023408239700374533	0.008895131086142321	45.62640449438202	0.033671364667306816	16	COMPLETE
17	0.8810861423220974	2020-04-08 20:11:39.726447	2020-04-08 20:16:54.681117	0.19842384931834944	12.114761624899614	1.3309793230166687	0.09809289006804871	64	2	256	0.11036886663912109	0.23127340823970038	0.8810861423220974	0.525749063670412	0.6947565543071161	5.301029962546816	0.4300800757766194	0.23127340823970038	0.8810861423220974	0.525749063670412	0.6947565543071161	5.301029962546816	0.4300800757766194	262550162	550.0	0.23127340823970038	0.8810861423220974	0.525749063670412	0.6947565543071161	5.301029962546816	0.4300800757766194	17	COMPLETE
18	0.8600187265917603	2020-04-08 20:16:54.707772	2020-04-08 20:22:56.880269	0.6154266138951155	16.993197103349644	6.15272489127451	0.012129924644721308	128	23	256	0.12113295097517945	0.19101123595505617	0.8600187265917603	0.4850187265917603	0.651685393258427	5.816947565543071	0.393054890983033	0.19101123595505617	0.8600187265917603	0.4850187265917603	0.651685393258427	5.816947565543071	0.393054890983033	1089579066	550.0	0.19101123595505617	0.8600187265917603	0.4850187265917603	0.651685393258427	5.816947565543071	0.393054890983033	18	COMPLETE
19	0.8656367041198502	2020-04-08 20:22:56.907933	2020-04-08 20:30:53.925739	0.4055925858841434	9.119503031126051	8.252426180125935	0.021517859822270127	128	52	128	0.12104580526271563	0.19288389513108614	0.8656367041198502	0.4695692883895131	0.6451310861423221	5.815074906367041	0.3890398867084475	0.19288389513108614	0.8656367041198502	0.4695692883895131	0.6451310861423221	5.815074906367041	0.3890398867084475	3144771427	400.0	0.19288389513108614	0.8656367041198502	0.4695692883895131	0.6451310861423221	5.815074906367041	0.3890398867084475	19	COMPLETE
20	0.05383895131086142	2020-04-08 20:30:53.953209	2020-04-08 20:31:46.293879	0.49254042180992474	25.627366591103396	9.674239732464164	0.017218584549499687	128	89	512	0.9253486010380271	0.0014044943820224719	0.05383895131086142	0.0046816479400749065	0.013576779026217229	44.13623595505618	0.03728400796281856	0.0014044943820224719	0.05383895131086142	0.0046816479400749065	0.013576779026217229	44.13623595505618	0.03728400796281856	2666711353	150.0	0.0014044943820224719	0.05383895131086142	0.0046816479400749065	0.013576779026217229	44.13623595505618	0.03728400796281856	20	COMPLETE
21	0.040262172284644196	2020-04-08 20:31:46.320669	2020-04-08 20:32:46.008538	0.48135454052391813	24.448193486999738	1.3802337162153424	0.0929815082796359	256	66	512	0.9651061392752001	0.0009363295880149813	0.040262172284644196	0.0032771535580524347	0.00749063670411985	46.01825842696629	0.033528897936195776	0.0009363295880149813	0.040262172284644196	0.0032771535580524347	0.00749063670411985	46.01825842696629	0.033528897936195776	364289862	150.0	0.0009363295880149813	0.040262172284644196	0.0032771535580524347	0.00749063670411985	46.01825842696629	0.033528897936195776	21	COMPLETE
22	0.8895131086142322	2020-04-08 20:32:46.035671	2020-04-08 20:41:59.142735	0.9312451812245864	11.559382233216976	7.133496611669636	0.05871636955163917	64	42	128	0.10992076561772282	0.22659176029962547	0.8895131086142322	0.5149812734082397	0.6924157303370787	5.272003745318352	0.42604354821658164	0.22659176029962547	0.8895131086142322	0.5149812734082397	0.6924157303370787	5.272003745318352	0.42604354821658164	729667412	450.0	0.22659176029962547	0.8895131086142322	0.5149812734082397	0.6924157303370787	5.272003745318352	0.42604354821658164	22	COMPLETE
23	0.07397003745318352	2020-04-08 20:41:59.169547	2020-04-08 20:42:44.189332	0.2140608277463406	15.153064713468693	3.089341951640587	0.09218649462782869	128	33	512	0.8824552200509633	0.0023408239700374533	0.07397003745318352	0.011235955056179775	0.025749063670411985	42.06226591760299	0.042663513842770916	0.0023408239700374533	0.07397003745318352	0.011235955056179775	0.025749063670411985	42.06226591760299	0.042663513842770916	3953462280	150.0	0.0023408239700374533	0.07397003745318352	0.011235955056179775	0.025749063670411985	42.06226591760299	0.042663513842770916	23	COMPLETE
24	0.87312734082397	2020-04-08 20:42:44.215565	2020-04-08 20:48:59.924786	0.26890406563975605	21.794667063838286	5.9289860956549845	0.03602350602704542	128	52	256	0.11568395316876359	0.20318352059925093	0.87312734082397	0.4948501872659176	0.6647940074906367	5.542602996254682	0.4043603669023951	0.20318352059925093	0.87312734082397	0.4948501872659176	0.6647940074906367	5.542602996254682	0.4043603669023951	444258817	550.0	0.20318352059925093	0.87312734082397	0.4948501872659176	0.6647940074906367	5.542602996254682	0.4043603669023951	24	COMPLETE
25	0.8637640449438202	2020-04-08 20:48:59.951193	2020-04-08 20:53:54.677778	0.6657473280966975	13.942159662146327	5.480371884023139	0.036559691801830566	128	39	256	0.1217373370546987	0.16713483146067415	0.8637640449438202	0.46254681647940077	0.6338951310861424	5.845505617977528	0.3736600747856108	0.16713483146067415	0.8637640449438202	0.46254681647940077	0.6338951310861424	5.845505617977528	0.3736600747856108	1998129291	450.0	0.16713483146067415	0.8637640449438202	0.46254681647940077	0.6338951310861424	5.845505617977528	0.3736600747856108	25	COMPLETE
26	0.8698501872659176	2020-04-08 20:53:54.703283	2020-04-08 21:03:21.007032	0.17315878588732858	17.300979221413954	1.0723357668038358	0.06481987990312234	256	79	256	0.11961373227669365	0.18773408239700373	0.8698501872659176	0.4653558052434457	0.6441947565543071	5.737827715355805	0.3889982023453316	0.18773408239700373	0.8698501872659176	0.4653558052434457	0.6441947565543071	5.737827715355805	0.3889982023453316	3297661012	700.0	0.18773408239700373	0.8698501872659176	0.4653558052434457	0.6441947565543071	5.737827715355805	0.3889982023453316	26	COMPLETE
27	0.8647003745318352	2020-04-08 21:03:21.028528	2020-04-08 21:10:10.465523	0.33332293760855297	25.181528604566886	6.323557263572511	0.06370241249908123	128	41	256	0.12113300034050806	0.1891385767790262	0.8647003745318352	0.4854868913857678	0.6455992509363296	5.80688202247191	0.39134895338735787	0.1891385767790262	0.8647003745318352	0.4854868913857678	0.6455992509363296	5.806647940074907	0.3913957698667586	1520804803	600.0	0.1891385767790262	0.8647003745318352	0.4854868913857678	0.6455992509363296	5.807116104868914	0.39131774240109074	27	COMPLETE
28	0.8380149812734082	2020-04-08 21:10:10.491920	2020-04-08 21:19:11.776581	0.3851164195928488	4.703411572624707	8.356432271294732	0.012028703947477792	128	71	256	0.12734486541382914	0.2153558052434457	0.8380149812734082	0.49250936329588013	0.651685393258427	6.13623595505618	0.406592872101553	0.2153558052434457	0.8380149812734082	0.49250936329588013	0.651685393258427	6.13623595505618	0.406592872101553	3339542979	750.0	0.2153558052434457	0.8380149812734082	0.49250936329588013	0.651685393258427	6.13623595505618	0.406592872101553	28	COMPLETE
29	0.06788389513108614	2020-04-08 21:19:11.798535	2020-04-08 21:20:03.220918	0.17008064643872273	19.779286467359572	5.172761997981563	0.08127697012689436	128	78	512	0.8923256303208151	0.0009363295880149813	0.06788389513108614	0.010299625468164793	0.020599250936329586	42.51287453183521	0.04120251385826808	0.0009363295880149813	0.06788389513108614	0.010299625468164793	0.020599250936329586	42.5126404494382	0.0412026144091259	3471400604	150.0	0.0009363295880149813	0.06788389513108614	0.010299625468164793	0.020599250936329586	42.51310861423221	0.041202415359468586	29	COMPLETE
30	0.8754681647940075	2020-04-08 21:20:03.255450	2020-04-08 21:28:36.864100	0.2324983692594947	8.696302182320654	2.1837005090318224	0.05900051322802636	256	82	128	0.11464163207462971	0.22284644194756553	0.8754681647940075	0.5117041198501873	0.6750936329588015	5.506086142322097	0.4193366563362047	0.22284644194756553	0.8754681647940075	0.5117041198501873	0.6750936329588015	5.506086142322097	0.4193366563362047	270537694	400.0	0.22284644194756553	0.8754681647940075	0.5117041198501873	0.6750936329588015	5.506086142322097	0.4193366563362047	30	COMPLETE
31	0.6399812734082397	2020-04-08 21:28:36.887415	2020-04-08 21:33:29.453107	0.45383373561548845	2.053213673774747	5.4978552884886	0.06463184417133623	64	18	256	0.23531714993902247	0.12687265917602997	0.6399812734082397	0.31226591760299627	0.43726591760299627	11.189840823970037	0.2824530617709247	0.12687265917602997	0.6399812734082397	0.31226591760299627	0.43726591760299627	11.189606741573034	0.2824531184769317	1584791741	450.0	0.12687265917602997	0.6399812734082397	0.31226591760299627	0.43726591760299627	11.190074906367041	0.28245300593731776	31	COMPLETE
32	0.8899812734082397	2020-04-08 21:33:29.480319	2020-04-08 21:38:05.106494	0.7507330925112732	22.65211167672194	6.300429125439785	0.017873091195156662	64	31	512	0.10935652818991227	0.21676029962546817	0.8899812734082397	0.5191947565543071	0.6900749063670412	5.235486891385768	0.4202971651653	0.21676029962546817	0.8899812734082397	0.5191947565543071	0.6900749063670412	5.235486891385768	0.4202971651653	790583565	700.0	0.21676029962546817	0.8899812734082397	0.5191947565543071	0.6900749063670412	5.235486891385768	0.4202971651653	32	COMPLETE
33	0.8267790262172284	2020-04-08 21:38:05.133090	2020-04-08 21:43:54.893139	0.38023073786760286	28.704046434958382	8.375092062950632	0.020108481798434896	256	37	128	0.1375037258558938	0.1540262172284644	0.8267790262172284	0.43679775280898875	0.6025280898876404	6.586142322097379	0.35358251331486995	0.1540262172284644	0.8267790262172284	0.43679775280898875	0.6025280898876404	6.586142322097379	0.35358251331486995	1893144947	300.0	0.1540262172284644	0.8267790262172284	0.43679775280898875	0.6025280898876404	6.586142322097379	0.35358251331486995	33	COMPLETE
34	0.09035580524344569	2020-04-08 21:43:54.941720	2020-04-08 21:44:42.091220	0.9867369870729817	8.895712176785842	8.810032952247902	0.044350614084155277	64	81	512	0.8622058475170327	0.006554307116104869	0.09035580524344569	0.016853932584269662	0.03464419475655431	41.13951310861423	0.04973407073440229	0.006554307116104869	0.09035580524344569	0.016853932584269662	0.03464419475655431	41.13951310861423	0.04973407073440229	1653738912	150.0	0.006554307116104869	0.09035580524344569	0.016853932584269662	0.03464419475655431	41.13951310861423	0.04973407073440229	34	COMPLETE
35	0.8923220973782772	2020-04-08 21:44:42.120628	2020-04-08 21:52:47.741289	0.6282521508940497	28.28591104925362	7.902072051635117	0.019476052903505948	64	86	256	0.10885871049585275	0.23782771535580524	0.8923220973782772	0.5327715355805244	0.6947565543071161	5.211142322097379	0.43589620090604697	0.23782771535580524	0.8923220973782772	0.5327715355805244	0.6947565543071161	5.211142322097379	0.43589620090604697	3459189579	700.0	0.23782771535580524	0.8923220973782772	0.5327715355805244	0.6947565543071161	5.211142322097379	0.43589620090604697	35	COMPLETE
36	0.05711610486891386	2020-04-08 21:52:47.767422	2020-04-08 21:53:35.494520	0.7351156862718826	14.86351545778638	6.147829256893888	0.012934720960194697	128	51	512	0.9084587001498119	0.0014044943820224719	0.05711610486891386	0.004213483146067416	0.013576779026217229	43.31015917602996	0.03875464213822076	0.0014044943820224719	0.05711610486891386	0.004213483146067416	0.013576779026217229	43.309925093632955	0.038754853881682545	3890701443	150.0	0.0014044943820224719	0.05711610486891386	0.004213483146067416	0.013576779026217229	43.31039325842696	0.03875443662250785	36	COMPLETE
37	0.8417602996254682	2020-04-08 21:53:35.529003	2020-04-08 22:06:00.493708	0.885530603162068	22.63486818305587	8.057717440798317	0.0214663791407339	256	91	128	0.1283936316055012	0.17696629213483145	0.8417602996254682	0.47191011235955055	0.6413857677902621	6.148876404494382	0.37903290339506013	0.17696629213483145	0.8417602996254682	0.47191011235955055	0.6413857677902621	6.148876404494382	0.37903290339506013	3886060101	550.0	0.17696629213483145	0.8417602996254682	0.47191011235955055	0.6413857677902621	6.148876404494382	0.37903290339506013	37	COMPLETE
38	0.8436329588014981	2020-04-08 22:06:00.520725	2020-04-08 22:12:47.793381	0.13189423284179336	4.666740939525598	3.353589768182216	0.024937733729720142	128	99	256	0.12596665251448974	0.2205056179775281	0.8436329588014981	0.49953183520599254	0.6437265917602997	6.072565543071161	0.41168962077288895	0.2205056179775281	0.8436329588014981	0.49953183520599254	0.6437265917602997	6.072565543071161	0.41168962077288895	4168827936	550.0	0.2205056179775281	0.8436329588014981	0.49953183520599254	0.6437265917602997	6.072565543071161	0.41168962077288895	38	COMPLETE
39	0.8300561797752809	2020-04-08 22:12:47.814708	2020-04-08 22:18:30.456492	0.27830514162197517	26.42984467416413	8.048576191771417	0.038931803599981205	256	11	128	0.13523742188403054	0.15308988764044945	0.8300561797752809	0.426498127340824	0.5950374531835206	6.487827715355805	0.35146468696348837	0.15308988764044945	0.8300561797752809	0.426498127340824	0.5950374531835206	6.487827715355805	0.35146468696348837	3933501083	300.0	0.15308988764044945	0.8300561797752809	0.426498127340824	0.5950374531835206	6.487827715355805	0.35146468696348837	39	COMPLETE
40	0.8249063670411985	2020-04-08 22:18:30.483478	2020-04-08 22:25:38.581484	0.9372854351576655	28.24230369248563	8.577078499087488	0.0519009050616306	256	55	128	0.13914806707518015	0.15262172284644196	0.8249063670411985	0.41245318352059923	0.5870786516853933	6.676029962546816	0.34541010523162063	0.15262172284644196	0.8249063670411985	0.41245318352059923	0.5870786516853933	6.676029962546816	0.34541010523162063	3373106964	350.0	0.15262172284644196	0.8249063670411985	0.41245318352059923	0.5870786516853933	6.676029962546816	0.34541010523162063	40	COMPLETE
41	0.4934456928838951	2020-04-08 22:25:38.608382	2020-04-08 22:35:45.903822	0.995611935988801	2.904137065089566	4.23593314424953	0.014502164775412479	256	11	128	0.2814184491442384	0.06835205992509363	0.4934456928838951	0.1699438202247191	0.2654494382022472	13.481507490636703	0.18936623251645884	0.06835205992509363	0.4934456928838951	0.1699438202247191	0.2654494382022472	13.4812734082397	0.18937223462920255	2994061291	500.0	0.06835205992509363	0.4934456928838951	0.1699438202247191	0.2654494382022472	13.481741573033707	0.18936108784839284	41	COMPLETE
42	0.8609550561797753	2020-04-08 22:35:45.931172	2020-04-08 22:46:19.006733	0.5383926639477374	28.270722324901655	6.366985360611938	0.03359401466342691	128	68	128	0.12749237832543528	0.16760299625468164	0.8609550561797753	0.44569288389513106	0.6259363295880149	6.111423220973783	0.3669337021511459	0.16760299625468164	0.8609550561797753	0.44569288389513106	0.6259363295880149	6.111423220973783	0.3669337021511459	3172227695	500.0	0.16760299625468164	0.8609550561797753	0.44569288389513106	0.6259363295880149	6.111423220973783	0.3669337021511459	42	COMPLETE
43	0.0552434456928839	2020-04-08 22:46:19.033590	2020-04-08 22:47:07.669664	0.5250457379841349	19.308737183774273	4.688222587423464	0.011442811234477815	256	30	512	0.9077687509460828	0.0014044943820224719	0.0552434456928839	0.004213483146067416	0.011704119850187267	43.26170411985019	0.03784904570106441	0.0014044943820224719	0.0552434456928839	0.004213483146067416	0.011704119850187267	43.26123595505618	0.03785159910493682	3411873341	150.0	0.0014044943820224719	0.0552434456928839	0.004213483146067416	0.011704119850187267	43.262172284644194	0.03784668349904546	43	COMPLETE
44	0.44147940074906367	2020-04-08 22:47:07.706098	2020-04-08 22:55:06.168084	0.9442254975697502	1.1633237215689163	6.317412725924215	0.03676338724566947	128	12	128	0.3549953126095668	0.05898876404494382	0.44147940074906367	0.14747191011235955	0.23829588014981273	17.02645131086142	0.1717292621487023	0.05898876404494382	0.44147940074906367	0.14747191011235955	0.23829588014981273	17.026217228464418	0.17172946170743802	4042125352	400.0	0.05898876404494382	0.44147940074906367	0.14747191011235955	0.23829588014981273	17.026685393258425	0.17172906829164475	44	COMPLETE
45	0.8581460674157303	2020-04-08 22:55:06.195195	2020-04-08 23:03:25.343691	0.3151524388950432	10.574636197095762	4.309985893718121	0.01194886553798171	128	95	128	0.1250811729620277	0.1947565543071161	0.8581460674157303	0.45318352059925093	0.6296816479400749	6.015917602996255	0.3864045090398119	0.1947565543071161	0.8581460674157303	0.45318352059925093	0.6296816479400749	6.015917602996255	0.3864045090398119	2638270417	400.0	0.1947565543071161	0.8581460674157303	0.45318352059925093	0.6296816479400749	6.015917602996255	0.3864045090398119	45	COMPLETE
46	0.7705992509363296	2020-04-08 23:03:25.383476	2020-04-08 23:07:34.567883	0.8641970692117121	3.1643175975179387	1.9335934197554938	0.034758579663758934	64	84	512	0.15908035253390865	0.1891385767790262	0.7705992509363296	0.44147940074906367	0.5777153558052435	7.653558052434457	0.3678248050111862	0.1891385767790262	0.7705992509363296	0.44147940074906367	0.5777153558052435	7.653558052434457	0.3678248050111862	3635829326	600.0	0.1891385767790262	0.7705992509363296	0.44147940074906367	0.5777153558052435	7.653558052434457	0.3678248050111862	46	COMPLETE
47	0.0552434456928839	2020-04-08 23:07:34.594760	2020-04-08 23:08:21.942080	0.9576586465848203	16.50953159742498	6.791114500063185	0.028924292501246066	128	47	512	0.9072349642583061	0.0009363295880149813	0.0552434456928839	0.009363295880149813	0.019194756554307114	43.25561797752809	0.03911288356799492	0.0009363295880149813	0.0552434456928839	0.009363295880149813	0.019194756554307114	43.25561797752809	0.03911288356799492	74405899	150.0	0.0009363295880149813	0.0552434456928839	0.009363295880149813	0.019194756554307114	43.25561797752809	0.03911288356799492	47	COMPLETE
