number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.5214235127478754	2020-05-10 17:28:20.497344	2020-05-10 18:45:16.914328	128	0.05953739512319722	0.14496095766781864	44	0.1717759735979072	0.014758061813119804	128	0.7077853993532142	0.1779213835670256	0.409171388101983	0.5214235127478754	0.46830736543909346	0.4915014164305949	3606.58888101983	0.44900013610608874	0.409171388101983	0.5214235127478754	0.46830736543909346	0.4915014164305949	3606.584985835694	0.449000142198976	1760021404	350	0.409171388101983	0.5214235127478754	0.46830736543909346	0.4915014164305949	3606.592776203966	0.4490001300594112	0	COMPLETE
1	0.15315155807365438	2020-05-10 18:45:16.971356	2020-05-10 20:01:55.512594	128	0.17584150220654454	0.29943298775355937	36	0.2975475911195599	0.05097048340638071	512	0.640611499104883	0.32004125185103965	0.04603399433427762	0.15315155807365438	0.09118271954674222	0.11720963172804533	6486.430240793201	0.08278636009222995	0.04603399433427762	0.15315155807365438	0.09118271954674222	0.11720963172804533	6486.4265226628895	0.08278636012499294	1647842472	400	0.04603399433427762	0.15315155807365438	0.09118271954674222	0.11720963172804533	6486.433958923512	0.082786360059473	1	COMPLETE
2	0.3372875354107649	2020-05-10 20:01:55.608037	2020-05-10 21:03:01.958200	256	0.20174122309974957	0.0312348645382729	46	0.4268391628772117	0.036236974917701205	256	0.002750815650835284	0.3085077278017999	0.204143059490085	0.3372875354107649	0.27354815864022664	0.30187677053824363	6252.457152974504	0.2503779886321639	0.204143059490085	0.3372875354107649	0.27354815864022664	0.30187677053824363	6252.45573654391	0.2503779886624753	2939505678	300	0.204143059490085	0.3372875354107649	0.27354815864022664	0.30187677053824363	6252.458569405099	0.25037798860186017	2	COMPLETE
3	0.4440509915014164	2020-05-10 21:03:02.027778	2020-05-10 22:51:57.057508	256	0.2755376521871075	0.05967942684040217	38	0.3188375869131904	0.0369507311030291	256	0.001863817313756555	0.2523484528435231	0.3578257790368272	0.4440509915014164	0.4084631728045326	0.4231586402266289	5114.527000708215	0.39013522657576843	0.3578257790368272	0.4440509915014164	0.4084631728045326	0.4231586402266289	5114.525141643059	0.39013522672119716	1415784429	500	0.3578257790368272	0.4440509915014164	0.4084631728045326	0.4231586402266289	5114.528859773372	0.39013522643048687	3	COMPLETE
4	0.5164660056657224	2020-05-10 22:51:57.128023	2020-05-11 00:12:31.613079	256	0.1997054683559945	0.06276993831432848	34	0.061885898894038116	0.0016798352374970717	512	0.2195049627915705	0.2503437072633484	0.4201487252124646	0.5164660056657224	0.4656515580736544	0.4888456090651558	5074.7755842776205	0.45269450887891266	0.4201487252124646	0.5164660056657224	0.4656515580736544	0.4888456090651558	5074.774433427762	0.45269450891121005	194269849	400	0.4201487252124646	0.5164660056657224	0.4656515580736544	0.4888456090651558	5074.776735127479	0.452694508846629	4	COMPLETE
5	0.53328611898017	2020-05-11 00:12:31.661663	2020-05-11 01:29:01.724480	128	0.2943809925073133	0.42917406101194505	54	0.1346017837954112	0.007962201901925455	512	0.07932439238706519	0.17577557044628017	0.41111898016997167	0.53328611898017	0.471671388101983	0.4985835694050991	3563.1573123229464	0.45294607222343225	0.41111898016997167	0.53328611898017	0.471671388101983	0.4985835694050991	3563.1561614730876	0.45294607231784706	1484033972	400	0.41111898016997167	0.53328611898017	0.471671388101983	0.4985835694050991	3563.1584631728047	0.45294607212910754	5	COMPLETE
6	0.5207152974504249	2020-05-11 01:29:01.782568	2020-05-11 02:33:23.280848	128	0.013590817997921223	0.32567753256116144	19	0.20210557591751932	0.011195831544199234	128	0.8426608557761404	0.1657845089723625	0.3052407932011331	0.5207152974504249	0.43643767705382436	0.4752124645892351	3360.4055417847026	0.3838729274245368	0.3052407932011331	0.5207152974504249	0.43643767705382436	0.4752124645892351	3360.402443342776	0.38387292772138537	4078283281	300	0.3052407932011331	0.5207152974504249	0.43643767705382436	0.4752124645892351	3360.408640226629	0.3838729271281231	6	COMPLETE
7	0.5235481586402266	2020-05-11 02:33:23.324343	2020-05-11 03:55:25.317278	256	0.26218580026186883	0.08857394402804691	57	0.4759415120435636	0.005842585006853365	128	0.021786354688054257	0.185080697465099	0.42492917847025496	0.5235481586402266	0.47078611898017	0.49539660056657225	3751.6319936260625	0.45857168145782984	0.42492917847025496	0.5235481586402266	0.47078611898017	0.49539660056657225	3751.6301345609063	0.4585716816445387	3967762728	350	0.42492917847025496	0.5235481586402266	0.47078611898017	0.49539660056657225	3751.633852691218	0.4585716812712576	7	COMPLETE
8	0.018413597733711047	2020-05-11 03:55:25.357933	2020-05-11 04:22:52.377792	256	0.3792930429918183	0.3355596711202009	44	0.09580574932824565	0.0682198308039555	128	0.004068107674798227	0.6767914117432058	0.002301699716713881	0.018413597733711047	0.006550991501416431	0.010977337110481586	13717.535233711049	0.00786994727101428	0.002301699716713881	0.018413597733711047	0.006550991501416431	0.010977337110481586	13717.287535410765	0.007869947574234648	4282024522	150	0.002301699716713881	0.018413597733711047	0.006550991501416431	0.010977337110481586	13717.78293201133	0.0078699469679652	8	COMPLETE
9	0.5430240793201133	2020-05-11 04:22:52.419750	2020-05-11 05:58:14.317491	256	0.4925545250659876	0.474219923546745	24	0.3898950430618742	0.0019305389790931005	256	0.05942711125706541	0.16306833329681028	0.41944050991501414	0.5430240793201133	0.47910764872521244	0.5074362606232294	3305.4659171388103	0.4616536888531755	0.41944050991501414	0.5430240793201133	0.47910764872521244	0.5074362606232294	3305.464412181303	0.4616536888719739	2511097706	450	0.41944050991501414	0.5430240793201133	0.47910764872521244	0.5074362606232294	3305.4674220963175	0.46165368883438174	9	COMPLETE
