number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.952247191011236	2020-05-18 22:19:18.804156	2020-05-18 22:22:05.935406	0.23464138785898606	0.31400715152290626	0.40524509097065686	128	256	256	0.13705807988282503	0.0774204642851994	0.4311797752808989	0.952247191011236	0.7471910112359551	0.8642322097378277	3.7354868913857677	0.6134165909827088	0.4311797752808989	0.952247191011236	0.7471910112359551	0.8642322097378277	3.7354868913857677	0.6134165909827088		4246410456.0	350.0	0.4311797752808989	0.952247191011236	0.7471910112359551	0.8642322097378277	3.7354868913857677	0.6134165909827088	0		COMPLETE
1	0.9391385767790262	2020-05-18 22:22:05.995913	2020-05-18 22:24:47.137875	0.36963812649031724	0.3049438254731212	0.36117943302404565	128	128	512	0.006668878577861206	0.08202490729562352	0.4068352059925094	0.9391385767790262	0.723314606741573	0.8305243445692884	3.963951310861423	0.5891264613618391	0.4068352059925094	0.9391385767790262	0.723314606741573	0.8305243445692884	3.963951310861423	0.5891264613618391		3724799988.0	600.0	0.4068352059925094	0.9391385767790262	0.723314606741573	0.8305243445692884	3.963951310861423	0.5891264613618391	1		COMPLETE
2	0.9424157303370787	2020-05-18 22:24:47.185549	2020-05-18 22:26:29.971331	0.30567115849138476	0.10710023819256441	0.3057061796944047	128	64	256	0.012029321849304758	0.08052231769743706	0.4297752808988764	0.9424157303370787	0.7322097378277154	0.8328651685393258	3.881554307116105	0.6060610978728092	0.4297752808988764	0.9424157303370787	0.7322097378277154	0.8328651685393258	3.881554307116105	0.6060610978728092		3175652212.0	550.0	0.4297752808988764	0.9424157303370787	0.7322097378277154	0.8328651685393258	3.881554307116105	0.6060610978728092	2		COMPLETE
3	0.9536516853932584	2020-05-18 22:26:30.032572	2020-05-18 22:28:10.686045	0.2682095768046809	0.10290476813706087	0.2717156799962901	128	64	128	0.14335317555441396	0.07445476935611348	0.4452247191011236	0.9536516853932584	0.7593632958801498	0.8712546816479401	3.5978464419475658	0.6245030021660792	0.4452247191011236	0.9536516853932584	0.7593632958801498	0.8712546816479401	3.5978464419475658	0.6245030021660792		2131547213.0	450.0	0.4452247191011236	0.9536516853932584	0.7593632958801498	0.8712546816479401	3.5978464419475658	0.6245030021660792	3		COMPLETE
4	0.949438202247191	2020-05-18 22:28:10.750019	2020-05-18 22:30:40.500761	0.4870179642312452	0.392917719008374	0.4402085222947453	128	128	256	0.18168817236029877	0.07956512396883093	0.42696629213483145	0.949438202247191	0.7308052434456929	0.8459737827715356	3.8361423220973783	0.605549317718659	0.42696629213483145	0.949438202247191	0.7308052434456929	0.8459737827715356	3.8361423220973783	0.605549317718659		3561459816.0	550.0	0.42696629213483145	0.949438202247191	0.7308052434456929	0.8459737827715356	3.8361423220973783	0.605549317718659	4		COMPLETE
5	0.9578651685393258	2020-05-18 22:30:40.553547	2020-05-18 22:32:07.383926	0.49203574765879876	0.17257344415513365	0.13448057900698893	64	64	128	0.1883676589033381	0.06845768829737878	0.46863295880149813	0.9578651685393258	0.7874531835205992	0.8918539325842697	3.302434456928839	0.6466897065484574	0.46863295880149813	0.9578651685393258	0.7874531835205992	0.8918539325842697	3.302434456928839	0.6466897065484574		1023934687.0	600.0	0.46863295880149813	0.9578651685393258	0.7874531835205992	0.8918539325842697	3.302434456928839	0.6466897065484574	5		COMPLETE
6	0.951310861423221	2020-05-18 22:32:07.446934	2020-05-18 22:34:09.847558	0.27723405051710603	0.1276333074975888	0.49101343379919105	128	64	128	0.01008809486439528	0.07592074250565208	0.4386704119850187	0.951310861423221	0.7504681647940075	0.848314606741573	3.665262172284644	0.6161945764267506	0.4386704119850187	0.951310861423221	0.7504681647940075	0.848314606741573	3.665262172284644	0.6161945764267506		1374579273.0	550.0	0.4386704119850187	0.951310861423221	0.7504681647940075	0.848314606741573	3.665262172284644	0.6161945764267506	6		COMPLETE
7	0.9438202247191011	2020-05-18 22:34:09.896428	2020-05-18 22:37:47.693033	0.4961611827740462	0.4482408960631684	0.24603296412763598	128	128	512	0.25911045892227413	0.08180579918258812	0.41807116104868913	0.9438202247191011	0.7350187265917603	0.8459737827715356	3.9527153558052435	0.6011228472483254	0.41807116104868913	0.9438202247191011	0.7350187265917603	0.8459737827715356	3.9527153558052435	0.6011228472483254		2891869504.0	800.0	0.41807116104868913	0.9438202247191011	0.7350187265917603	0.8459737827715356	3.9527153558052435	0.6011228472483254	7		COMPLETE
8	0.9602059925093633	2020-05-18 22:37:47.750066	2020-05-18 22:40:03.384617	0.3473851850799284	0.12744076211371472	0.3953742438762303	128	64	128	0.01787867204245911	0.07434182847267512	0.4302434456928839	0.9602059925093633	0.7523408239700374	0.8661048689138576	3.584737827715356	0.616792953973914	0.4302434456928839	0.9602059925093633	0.7523408239700374	0.8661048689138576	3.584737827715356	0.616792953973914		3218394153.0	600.0	0.4302434456928839	0.9602059925093633	0.7523408239700374	0.8661048689138576	3.584737827715356	0.616792953973914	8		COMPLETE
9	0.9442883895131086	2020-05-18 22:40:03.435449	2020-05-18 22:42:03.520680	0.10911083573467129	0.19925633713450958	0.2740003790288379	128	128	512	0.07559218107726125	0.07853571359287906	0.4241573033707865	0.9442883895131086	0.7270599250936329	0.8422284644194756	3.795880149812734	0.6031499187430123	0.4241573033707865	0.9442883895131086	0.7270599250936329	0.8422284644194756	3.795880149812734	0.6031499187430123		461450252.0	450.0	0.4241573033707865	0.9442883895131086	0.7270599250936329	0.8422284644194756	3.795880149812734	0.6031499187430123	9		COMPLETE
10	0.9480337078651685	2020-05-18 22:42:03.571640	2020-05-18 22:51:11.269237	0.40358696987337206	0.48846199117521805	0.18429634065303624	256	128	256	0.003757751965855535	0.0788610360475278	0.41385767790262173	0.9480337078651685	0.7326779026217228	0.8431647940074907	3.8122659176029963	0.598128690402918	0.41385767790262173	0.9480337078651685	0.7326779026217228	0.8431647940074907	3.8122659176029963	0.598128690402918		3743013259.0	550.0	0.41385767790262173	0.9480337078651685	0.7326779026217228	0.8431647940074907	3.8122659176029963	0.598128690402918	10		COMPLETE
11	0.9279026217228464	2020-05-18 22:51:11.322053	2020-05-18 22:58:27.128715	0.44713014550734653	0.35637148967318855	0.4385295881146377	256	128	512	0.009875264091993378	0.08475725944869025	0.40730337078651685	0.9279026217228464	0.7017790262172284	0.8150749063670412	4.091292134831461	0.5831626501939514	0.40730337078651685	0.9279026217228464	0.7017790262172284	0.8150749063670412	4.091292134831461	0.5831626501939514		3511928547.0	450.0	0.40730337078651685	0.9279026217228464	0.7017790262172284	0.8150749063670412	4.091292134831461	0.5831626501939514	11		COMPLETE
12	0.950374531835206	2020-05-18 22:58:27.181214	2020-05-18 22:59:41.446189	0.29447636550823286	0.37968315662262075	0.26736505787294773	64	128	256	0.6105375609993381	0.07824958645396828	0.4400749063670412	0.950374531835206	0.7457865168539326	0.8628277153558053	3.774812734082397	0.619292706155115	0.4400749063670412	0.950374531835206	0.7457865168539326	0.8628277153558053	3.774812734082397	0.619292706155115		4275357361.0	500.0	0.4400749063670412	0.950374531835206	0.7457865168539326	0.8628277153558053	3.774812734082397	0.619292706155115	12		COMPLETE
13	0.9391385767790262	2020-05-18 22:59:41.516558	2020-05-18 23:01:00.008229	0.38008829447748094	0.2548017065471391	0.19168603866938808	64	64	256	0.0026883713029503876	0.08030414164994149	0.41151685393258425	0.9391385767790262	0.7162921348314607	0.8361423220973783	3.875936329588015	0.591703590232206	0.41151685393258425	0.9391385767790262	0.7162921348314607	0.8361423220973783	3.875936329588015	0.591703590232206		4145475838.0	600.0	0.41151685393258425	0.9391385767790262	0.7162921348314607	0.8361423220973783	3.875936329588015	0.591703590232206	13		COMPLETE
14	0.9367977528089888	2020-05-18 23:01:00.061428	2020-05-18 23:02:34.275767	0.18370614546058534	0.4818964984707971	0.4019320203297303	128	64	512	0.2899528804144397	0.0801568985001048	0.397940074906367	0.9367977528089888	0.7265917602996255	0.8319288389513109	3.8726591760299627	0.5854177989395525	0.397940074906367	0.9367977528089888	0.7265917602996255	0.8319288389513109	3.8726591760299627	0.5854177989395525		666034495.0	500.0	0.397940074906367	0.9367977528089888	0.7265917602996255	0.8319288389513109	3.8726591760299627	0.5854177989395525	14		COMPLETE
15	0.9396067415730337	2020-05-18 23:02:34.328546	2020-05-18 23:03:40.262929	0.3252371045810477	0.47415231873300745	0.20348769216047158	64	128	512	0.8426368059371269	0.0836507556305968	0.39232209737827717	0.9396067415730337	0.7097378277153558	0.8356741573033708	4.044007490636704	0.5794644967168795	0.39232209737827717	0.9396067415730337	0.7097378277153558	0.8356741573033708	4.044007490636704	0.5794644967168795		1025104867.0	500.0	0.39232209737827717	0.9396067415730337	0.7097378277153558	0.8356741573033708	4.044007490636704	0.5794644967168795	15		COMPLETE
16	0.9480337078651685	2020-05-18 23:03:40.311532	2020-05-18 23:07:15.108990	0.48976569640719014	0.24953863683370586	0.40505899728045713	128	256	128	0.004214017616738267	0.0763502887254825	0.42837078651685395	0.9480337078651685	0.7354868913857678	0.8417602996254682	3.6872659176029963	0.6068123864443724	0.42837078651685395	0.9480337078651685	0.7354868913857678	0.8417602996254682	3.6872659176029963	0.6068123864443724		3710474073.0	450.0	0.42837078651685395	0.9480337078651685	0.7354868913857678	0.8417602996254682	3.6872659176029963	0.6068123864443724	16		COMPLETE
17	0.9456928838951311	2020-05-18 23:07:15.152215	2020-05-18 23:10:29.027968	0.24939695536662085	0.3578825565706313	0.31472797765818933	256	64	128	0.0015946567357854908	0.07476661737471094	0.42696629213483145	0.9456928838951311	0.7200374531835206	0.8436329588014981	3.6161048689138577	0.6031744693911517	0.42696629213483145	0.9456928838951311	0.7200374531835206	0.8436329588014981	3.6161048689138577	0.6031744693911517		1716385520.0	400.0	0.42696629213483145	0.9456928838951311	0.7200374531835206	0.8436329588014981	3.6161048689138577	0.6031744693911517	17		COMPLETE
18	0.9433520599250936	2020-05-18 23:10:29.070477	2020-05-18 23:11:13.505161	0.1505108154516396	0.18825178712921337	0.26003008466036537	64	64	512	0.6906017794270376	0.08127926339304653	0.4157303370786517	0.9433520599250936	0.7387640449438202	0.8473782771535581	3.9316479400749063	0.5990271961692768	0.4157303370786517	0.9433520599250936	0.7387640449438202	0.8473782771535581	3.9316479400749063	0.5990271961692768		2148055293.0	400.0	0.4157303370786517	0.9433520599250936	0.7387640449438202	0.8473782771535581	3.9316479400749063	0.5990271961692768	18		COMPLETE
19	0.9461610486891385	2020-05-18 23:11:13.551504	2020-05-18 23:16:39.683734	0.39329167155465583	0.3956622801391355	0.3723265382567015	128	256	512	0.030350761847687886	0.07892944423694596	0.40870786516853935	0.9461610486891385	0.7265917602996255	0.8366104868913857	3.807584269662921	0.5932851490988429	0.40870786516853935	0.9461610486891385	0.7265917602996255	0.8366104868913857	3.807584269662921	0.5932851490988429		373049450.0	700.0	0.40870786516853935	0.9461610486891385	0.7265917602996255	0.8366104868913857	3.807584269662921	0.5932851490988429	19		COMPLETE
20	0.9405430711610487	2020-05-18 23:16:39.736610	2020-05-18 23:19:20.662456	0.4125369389349285	0.2478244226260872	0.12350444072358086	256	64	512	0.06303966029635891	0.07955502117687509	0.41947565543071164	0.9405430711610487	0.7265917602996255	0.8436329588014981	3.844569288389513	0.5995276549512036	0.41947565543071164	0.9405430711610487	0.7265917602996255	0.8436329588014981	3.844569288389513	0.5995276549512036		1993054881.0	350.0	0.41947565543071164	0.9405430711610487	0.7265917602996255	0.8436329588014981	3.844569288389513	0.5995276549512036	20		COMPLETE
21	0.9527153558052435	2020-05-18 23:19:20.704715	2020-05-18 23:24:49.023063	0.14070730986219845	0.3144655250417693	0.44700564511906216	256	128	256	0.2921932726879233	0.07505011525395769	0.4592696629213483	0.9527153558052435	0.7752808988764045	0.8801498127340824	3.6264044943820224	0.6365998936706105	0.4592696629213483	0.9527153558052435	0.7752808988764045	0.8801498127340824	3.6264044943820224	0.6365998936706105		2705651262.0	350.0	0.4592696629213483	0.9527153558052435	0.7752808988764045	0.8801498127340824	3.6264044943820224	0.6365998936706105	21		COMPLETE
22	0.9353932584269663	2020-05-18 23:24:49.070423	2020-05-18 23:30:20.621213	0.43376568376410496	0.19715579032387245	0.49587461454029336	256	128	256	0.011420376470516297	0.0810000724438229	0.4054307116104869	0.9353932584269663	0.7209737827715356	0.8300561797752809	3.916198501872659	0.5882177384688135	0.4054307116104869	0.9353932584269663	0.7209737827715356	0.8300561797752809	3.916198501872659	0.5882177384688135		1623478104.0	350.0	0.4054307116104869	0.9353932584269663	0.7209737827715356	0.8300561797752809	3.916198501872659	0.5882177384688135	22		COMPLETE
23	0.9489700374531835	2020-05-18 23:30:20.662668	2020-05-18 23:37:36.278513	0.30702983362482084	0.35077448192846616	0.30721844440610024	256	256	128	0.007711705167173209	0.07942831608700507	0.4091760299625468	0.9489700374531835	0.727996254681648	0.8441011235955056	3.8361423220973783	0.5949470405939741	0.4091760299625468	0.9489700374531835	0.727996254681648	0.8441011235955056	3.8361423220973783	0.5949470405939741		1544045551.0	250.0	0.4091760299625468	0.9489700374531835	0.727996254681648	0.8441011235955056	3.8361423220973783	0.5949470405939741	23		COMPLETE
24	0.9517790262172284	2020-05-18 23:37:36.322122	2020-05-18 23:40:36.402194	0.3811885357445751	0.13078127716100652	0.43886466951648295	128	256	256	0.006019480129377731	0.07477329969702616	0.4250936329588015	0.9517790262172284	0.7471910112359551	0.8534644194756554	3.6006554307116105	0.6095255666726149	0.4250936329588015	0.9517790262172284	0.7471910112359551	0.8534644194756554	3.6006554307116105	0.6095255666726149		2610764930.0	400.0	0.4250936329588015	0.9517790262172284	0.7471910112359551	0.8534644194756554	3.6006554307116105	0.6095255666726149	24		COMPLETE
25	0.949438202247191	2020-05-18 23:40:36.452280	2020-05-18 23:42:20.512651	0.20557315675273796	0.11311633627748066	0.42010031600305275	128	64	512	0.19610402298901172	0.07752069140076358	0.4297752808988764	0.949438202247191	0.7574906367041199	0.8567415730337079	3.743445692883895	0.6126663884621661	0.4297752808988764	0.949438202247191	0.7574906367041199	0.8567415730337079	3.743445692883895	0.6126663884621661		3792220305.0	600.0	0.4297752808988764	0.949438202247191	0.7574906367041199	0.8567415730337079	3.743445692883895	0.6126663884621661	25		COMPLETE
26	0.949438202247191	2020-05-18 23:42:20.549248	2020-05-18 23:45:44.244394	0.40619794733886605	0.3299833050920066	0.3992352355325376	128	256	256	0.21974967351583763	0.0754640684995019	0.44662921348314605	0.949438202247191	0.7607677902621723	0.8647003745318352	3.6484082397003745	0.6242387491624127	0.44662921348314605	0.949438202247191	0.7607677902621723	0.8647003745318352	3.6484082397003745	0.6242387491624127		1939733942.0	450.0	0.44662921348314605	0.949438202247191	0.7607677902621723	0.8647003745318352	3.6484082397003745	0.6242387491624127	26		COMPLETE
27	0.947565543071161	2020-05-18 23:45:44.288607	2020-05-18 23:47:45.346033	0.293141422483688	0.3495985720376672	0.38081399968438234	128	128	256	0.01509252181765968	0.07913760432087527	0.40823970037453183	0.947565543071161	0.7345505617977528	0.852996254681648	3.815074906367041	0.5959890651688606	0.40823970037453183	0.947565543071161	0.7345505617977528	0.852996254681648	3.815074906367041	0.5959890651688606		3327770495.0	450.0	0.40823970037453183	0.947565543071161	0.7345505617977528	0.852996254681648	3.815074906367041	0.5959890651688606	27		COMPLETE
28	0.9559925093632958	2020-05-18 23:47:45.390808	2020-05-18 23:49:01.180011	0.2026801154290523	0.34707430205487083	0.28071559559719617	64	256	128	0.25785773551782937	0.07350259336768493	0.4330524344569288	0.9559925093632958	0.7804307116104869	0.875	3.5510299625468167	0.6226054940712314	0.4330524344569288	0.9559925093632958	0.7804307116104869	0.875	3.5510299625468167	0.6226054940712314		1495912314.0	350.0	0.4330524344569288	0.9559925093632958	0.7804307116104869	0.875	3.5510299625468167	0.6226054940712314	28		COMPLETE
29	0.9447565543071161	2020-05-18 23:49:01.221961	2020-05-18 23:50:29.591864	0.11479413957137377	0.32240142239775926	0.21209004365300835	64	64	512	0.10921510176617129	0.07812973732836824	0.42696629213483145	0.9447565543071161	0.7350187265917603	0.8422284644194756	3.7799625468164795	0.6055250815611785	0.42696629213483145	0.9447565543071161	0.7350187265917603	0.8422284644194756	3.7799625468164795	0.6055250815611785		1177389768.0	800.0	0.42696629213483145	0.9447565543071161	0.7350187265917603	0.8422284644194756	3.7799625468164795	0.6055250815611785	29		COMPLETE
30	0.9447565543071161	2020-05-18 23:50:29.642334	2020-05-19 00:01:12.712923	0.22904713308307634	0.13426388117703247	0.34396139792153824	256	256	256	0.0016840645087535583	0.0761709595639747	0.41807116104868913	0.9447565543071161	0.7490636704119851	0.8515917602996255	3.6769662921348316	0.6052285160359381	0.41807116104868913	0.9447565543071161	0.7490636704119851	0.8515917602996255	3.6769662921348316	0.6052285160359381		3078682586.0	350.0	0.41807116104868913	0.9447565543071161	0.7490636704119851	0.8515917602996255	3.6769662921348316	0.6052285160359381	30		COMPLETE
31	0.9578651685393258	2020-05-19 00:01:12.766779	2020-05-19 00:02:59.342760	0.2530286879212718	0.11321065978202363	0.4801854990981943	128	256	256	0.7115509502296516	0.07189123121557639	0.448501872659176	0.9578651685393258	0.7818352059925093	0.8838951310861424	3.469569288389513	0.6336787889542236	0.448501872659176	0.9578651685393258	0.7818352059925093	0.8838951310861424	3.469569288389513	0.6336787889542236		1058380706.0	250.0	0.448501872659176	0.9578651685393258	0.7818352059925093	0.8838951310861424	3.469569288389513	0.6336787889542236	31		COMPLETE
32	0.9433520599250936	2020-05-19 00:02:59.393988	2020-05-19 00:04:28.256271	0.19071723298044066	0.18115749285225116	0.3466101464769942	128	64	512	0.676404634521198	0.07989608521890662	0.43820224719101125	0.9433520599250936	0.7523408239700374	0.8609550561797753	3.8679775280898876	0.6156926587179938	0.43820224719101125	0.9433520599250936	0.7523408239700374	0.8609550561797753	3.8679775280898876	0.6156926587179938		3374566574.0	500.0	0.43820224719101125	0.9433520599250936	0.7523408239700374	0.8609550561797753	3.8679775280898876	0.6156926587179938	32		COMPLETE
33	0.9485018726591761	2020-05-19 00:04:28.300876	2020-05-19 00:07:14.070098	0.2836600792457393	0.2398926903243872	0.1738246675418263	128	128	256	0.012507067180387861	0.07695069055819416	0.4012172284644195	0.9485018726591761	0.724250936329588	0.8459737827715356	3.7134831460674156	0.5895798328052755	0.4012172284644195	0.9485018726591761	0.724250936329588	0.8459737827715356	3.7134831460674156	0.5895798328052755		3165077601.0	600.0	0.4012172284644195	0.9485018726591761	0.724250936329588	0.8459737827715356	3.7134831460674156	0.5895798328052755	33		COMPLETE
34	0.9414794007490637	2020-05-19 00:07:14.111438	2020-05-19 00:14:28.686242	0.23575245552485563	0.34395076062654484	0.1542020922630572	256	256	256	0.001124405979434902	0.07806439840056922	0.42275280898876405	0.9414794007490637	0.7429775280898876	0.8473782771535581	3.772003745318352	0.6037587643378325	0.42275280898876405	0.9414794007490637	0.7429775280898876	0.8473782771535581	3.772003745318352	0.6037587643378325		3048716283.0	250.0	0.42275280898876405	0.9414794007490637	0.7429775280898876	0.8473782771535581	3.772003745318352	0.6037587643378325	34		COMPLETE
35	0.9569288389513109	2020-05-19 00:14:28.740887	2020-05-19 00:18:35.073512	0.21760435586223423	0.434911630606443	0.268214800999846	256	64	128	0.7470098046514203	0.07439640558356148	0.46769662921348315	0.9569288389513109	0.798689138576779	0.8955992509363296	3.6048689138576777	0.6480443601591108	0.46769662921348315	0.9569288389513109	0.798689138576779	0.8955992509363296	3.6048689138576777	0.6480443601591108		204248242.0	500.0	0.46769662921348315	0.9569288389513109	0.798689138576779	0.8955992509363296	3.6048689138576777	0.6480443601591108	35		COMPLETE
36	0.9382022471910112	2020-05-19 00:18:35.122467	2020-05-19 00:19:55.588597	0.2580641389029894	0.13412783605360445	0.4544520739246477	64	256	512	0.08299923723942762	0.0819383513928855	0.41807116104868913	0.9382022471910112	0.721441947565543	0.8398876404494382	3.946629213483146	0.5954277900819053	0.41807116104868913	0.9382022471910112	0.721441947565543	0.8398876404494382	3.946629213483146	0.5954277900819053		4280615225.0	450.0	0.41807116104868913	0.9382022471910112	0.721441947565543	0.8398876404494382	3.946629213483146	0.5954277900819053	36		COMPLETE
