number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0008558712769599452	2020-03-20 17:45:29.281202	2020-03-20 20:44:36.341647	256	1	0.0042628012251370966	0.011419510499756586	256	0.20636233333722862	1.0043599935809604	8.558712769599452e-05	0.0008558712769599452	0.00028529042565331506	0.00048499372361063563	7178.671559397467	0.0007442227268904551	8.558712769599452e-05	0.0008558712769599452	0.00028529042565331506	0.00048499372361063563	7178.621847540797	0.0007442293768432302	858689678	150	8.558712769599452e-05	0.0008558712769599452	0.00028529042565331506	0.00048499372361063563	7178.721271254137	0.0007442160977806209	0	COMPLETE
1	0.0007702841492639507	2020-03-20 20:44:36.395353	2020-03-20 23:46:54.138286	256	2	0.014644235122633487	0.09117170922922573	128	0.28853276757974294	1.0135644472492982	0.00022823234052265205	0.0007702841492639507	0.0004279356384799726	0.0005991098938719617	7244.172187036403	0.0008419090990183858	0.00022823234052265205	0.0007702841492639507	0.0004279356384799726	0.0005991098938719617	7244.120478146753	0.0008419183501794948	4131454674	150	0.00022823234052265205	0.0007702841492639507	0.0004279356384799726	0.0005991098938719617	7244.223895926053	0.000841899908525877	1	COMPLETE
2	0.0025676138308798357	2020-03-20 23:46:54.184007	2020-03-21 01:27:25.272719	128	1	0.001117885459141728	0.011387784496942157	256	0.003251013906893009	1.0106766094655846	0.0007132260641332877	0.0025676138308798357	0.0011411617026132602	0.001454981170831907	7221.93849138423	0.0016771955425855358	0.0007132260641332877	0.0025676138308798357	0.0011411617026132602	0.001454981170831907	7221.929447677736	0.0016771964455909768	2383758893	150	0.0007132260641332877	0.0025676138308798357	0.0011411617026132602	0.001454981170831907	7221.947535090722	0.0016771946410349293	2	COMPLETE
3	0.0005991098938719617	2020-03-21 01:27:25.338799	2020-03-21 04:26:38.378438	256	1	0.012390919763712283	0.11951803555821874	256	0.021694222526842565	1.0127822086348737	2.8529042565331506e-05	0.0005991098938719617	0.00014264521282665753	0.00019970329795732054	7236.444054547529	0.0005654641218084701	2.8529042565331506e-05	0.0005991098938719617	0.00014264521282665753	0.00019970329795732054	7236.392645212826	0.0005654816571264816	3191092798	150	2.8529042565331506e-05	0.0005991098938719617	0.00014264521282665753	0.00019970329795732054	7236.495463882232	0.0005654468598729841	3	COMPLETE
4	0.0005705808513066301	2020-03-21 04:26:38.411773	2020-03-21 07:28:45.432661	256	2	0.0020796949698224936	0.1633811229186649	128	0.8480836267501204	1.0126317766204234	5.705808513066301e-05	0.0005705808513066301	0.00011411617026132602	0.00019970329795732054	7235.834089352961	0.0006089807669928703	5.705808513066301e-05	0.0005705808513066301	0.00011411617026132602	0.00019970329795732054	7235.781866940545	0.0006089866252841802	3145968203	150	5.705808513066301e-05	0.0005705808513066301	0.00011411617026132602	0.00019970329795732054	7235.886311765377	0.0006089749186372107	4	COMPLETE
5	0.0008273422343946138	2020-03-21 07:28:45.482953	2020-03-21 09:09:18.990622	128	2	0.02369063946909149	0.09594977170097253	256	0.5022632673593702	1.0209197853732992	2.8529042565331506e-05	0.0008273422343946138	0.00028529042565331506	0.0005135227661759672	7297.377325116969	0.000712708119012883	2.8529042565331506e-05	0.0008273422343946138	0.00028529042565331506	0.0005135227661759672	7297.352333675682	0.0007127113391118184	1081259280	150	2.8529042565331506e-05	0.0008273422343946138	0.00028529042565331506	0.0005135227661759672	7297.402316558257	0.0007127049080082086	5	COMPLETE
6	0.0013693940431359123	2020-03-21 09:09:19.039558	2020-03-21 12:07:00.581806	256	2	0.008706570665075256	0.11073693664384691	512	0.7866341280434749	1.0012274066741937	0.00014264521282665753	0.0013693940431359123	0.0009129293620906082	0.0011411617026132602	7155.299811708319	0.0010616014139356639	0.00014264521282665753	0.0013693940431359123	0.0009129293620906082	0.0011411617026132602	7155.250770284149	0.0010616099992375957	2150198078	150	0.00014264521282665753	0.0013693940431359123	0.0009129293620906082	0.0011411617026132602	7155.348853132489	0.0010615928522160754	6	COMPLETE
7	0.0006846970215679561	2020-03-21 12:07:00.617009	2020-03-21 15:06:11.970362	256	1	0.0019723841815772187	0.041245574941753155	256	0.015167588196980164	0.9942465869636664	2.8529042565331506e-05	0.0006846970215679561	0.0003708775533493096	0.0005135227661759672	7103.333932443227	0.0009979516582124361	2.8529042565331506e-05	0.0006846970215679561	0.0003708775533493096	0.0005135227661759672	7103.284263380121	0.0009980205189978183	875970795	150	2.8529042565331506e-05	0.0006846970215679561	0.0003708775533493096	0.0005135227661759672	7103.383601506333	0.0009978850703655582	7	COMPLETE
8	0.0013979230857012438	2020-03-21 15:06:12.011013	2020-03-21 16:46:40.024667	128	2	0.0014498553972871456	0.012072862863034502	256	0.03879984604023455	0.9900772032474201	0.0003708775533493096	0.0013979230857012438	0.0007702841492639507	0.0009699874472212713	7072.299840237361	0.0012038764747862593	0.0003708775533493096	0.0013979230857012438	0.0007702841492639507	0.0009699874472212713	7072.286317471186	0.0012038791023962292	3378692372	150	0.0003708775533493096	0.0013979230857012438	0.0007702841492639507	0.0009699874472212713	7072.313363003537	0.001203873857565009	8	COMPLETE
9	0.0009699874472212713	2020-03-21 16:46:40.067487	2020-03-21 19:45:55.168257	256	1	0.005012054001687393	0.04516254471207803	256	0.11992628511391336	1.0186301745274478	8.558712769599452e-05	0.0009699874472212713	0.00022823234052265205	0.0004279356384799726	7282.604159534406	0.0007571011893418633	8.558712769599452e-05	0.0009699874472212713	0.00022823234052265205	0.0004279356384799726	7282.555431929704	0.0007571074294397175	2349609596	150	8.558712769599452e-05	0.0009699874472212713	0.00022823234052265205	0.0004279356384799726	7282.652887139107	0.0007570949609994498	9	COMPLETE
