number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.2140106128038343	2020-01-21 02:51:26.150544	2020-01-21 03:02:37.264449	50.0	2	41.0	0.03391740160554826	1200.0	0.12511377308093855	0.06192941914869337	0.2140106128038343	0.1156496062992126	0.14978460572863175	881.8395597968732	0.11176104675160653	0.06192941914869337	0.2140106128038343	0.1156496062992126	0.1497917379892731	881.8389250256762	0.11176147181858212	0.06192941914869337	0.2140106128038343	0.1156496062992126	0.14978460572863175	881.8401945680703	0.11176068321721634	9	0.22024420860435923	0.21608847807067594						
10	TrialState.COMPLETE	0.24524278215223097	2020-01-21 03:02:37.265415	2020-01-21 03:18:37.764150	350.0	2	71.0	0.0037000007492904814	1400.0	0.08507930776279014	0.07505991098938719	0.24524278215223097	0.1382945338354445	0.17746490927764463	598.221007360493	0.13174394116781474	0.07508844003195253	0.24524278215223097	0.1382945338354445	0.17746490927764463	598.220229944083	0.13175428051935864	0.07505991098938719	0.24524278215223097	0.1382945338354445	0.17746490927764463	598.2217847769028	0.13173860172691398	10	0.2594859066529727	0.2499904903191449						
11	TrialState.COMPLETE	0.18434754079653087	2020-01-21 03:18:37.765097	2020-01-21 03:29:23.615082	50.0	1	31.0	0.016959010286202884	1800.0	0.12130764416175023	0.05947592148807486	0.18434754079653087	0.10906652972726236	0.1363688234622846	852.8836478660277	0.10324521582613572	0.05947592148807486	0.18434754079653087	0.10906652972726236	0.1363688234622846	852.8834659933813	0.10324522468965494	0.05947592148807486	0.18434754079653087	0.10906652972726236	0.1363688234622846	852.883829738674	0.1032452072650825	11	0.19070238502795847	0.18646582220700672						
12	TrialState.COMPLETE	0.2522680588839439	2020-01-21 03:29:23.615950	2020-01-21 03:46:01.596627	350.0	1	81.0	0.0022152676952477022	500.0	0.10041198941341113	0.09553663129065389	0.2522680588839439	0.16091806458975236	0.19640106128038343	703.6053470558028	0.14917733507582143	0.09553663129065389	0.2522680588839439	0.16091806458975236	0.19640106128038343	703.605193712199	0.14917736991700384	0.09553663129065389	0.2522680588839439	0.16091806458975236	0.19640106128038343	703.6055003994067	0.14917730176553634	12	0.26731712883715625	0.25728441553501463						
13	TrialState.COMPLETE	0.2207577313705352	2020-01-21 03:46:01.597486	2020-01-21 04:02:32.217238	450.0	2	51.0	0.008611743784074416	2000.0	0.10647900689772036	0.06487504279356385	0.2207577313705352	0.11843118794933243	0.1531153714481342	749.4840344345544	0.11585664353584928	0.06487504279356385	0.2207577313705352	0.11843118794933243	0.1531153714481342	749.4833461714024	0.11585720056921087	0.06487504279356385	0.2207577313705352	0.11843118794933243	0.1531153714481342	749.4847226977063	0.11585618272139676	13	0.22452356498915896	0.2220130092434098						
14	TrialState.COMPLETE	0.23009386055003994	2020-01-21 04:02:32.218085	2020-01-21 04:16:47.065325	350.0	2	41.0	0.006868704130948547	1700.0	0.09668690475724077	0.06443284263380121	0.23009386055003994	0.12264635398836016	0.16003366427022708	680.7022102875727	0.118563324157189	0.06443284263380121	0.2301081250713226	0.12266061850964281	0.16003366427022708	680.7015576857241	0.1185642035454337	0.06443284263380121	0.23009386055003994	0.12264635398836016	0.16003366427022708	680.7028628894215	0.1185626352553717	14	0.2362062079196622	0.23213130967324735						
15	TrialState.COMPLETE	0.21488788086271823	2020-01-21 04:16:47.066176	2020-01-21 04:27:59.639141	50.0	2	81.0	0.062306066729232494	1700.0	0.15782285362879947	0.06461828141047586	0.21488788086271823	0.12062079196622161	0.15603246605043936	1112.4359023736163	0.1140491496446781	0.06461828141047586	0.21488788086271823	0.12062079196622161	0.15603246605043936	1112.4349038571265	0.11404917570492688	0.06461828141047586	0.21488788086271823	0.12062079196622161	0.15603246605043936	1112.436900890106	0.11404912448349981	15	0.21934554376355128	0.21637376849632925						
16	TrialState.COMPLETE	0.2487661189090494	2020-01-21 04:27:59.639977	2020-01-21 05:00:47.483535	50.0	2	71.0	0.002831642249615309	1100.0	0.113400740856496	0.07248873102818669	0.2487661189090494	0.14442471185667008	0.18446878922743354	797.7189907137966	0.13254369495772378	0.07250656167979003	0.2487661189090494	0.14442471185667008	0.1844723553577542	797.7176765947735	0.13255241718066785	0.07248873102818669	0.2487661189090494	0.14442471185667008	0.18446878922743354	797.7203048328198	0.13253875313829727	16					0.2477366959564837	0.24832493764366412		
17	TrialState.COMPLETE	0.07510983681387652	2020-01-21 05:00:47.484398	2020-01-21 05:12:03.416852	50.0	1	51.0	0.04340414525108923	900.0	0.6486048305742012	0.008694225721784778	0.07510983681387652	0.041916295789113316	0.05471870364030583	4609.970579424855	0.032960731807014254	0.008694225721784778	0.07510983681387652	0.041916295789113316	0.05471870364030583	4609.968710772567	0.03296073282813763	0.008694225721784778	0.07510983681387652	0.041916295789113316	0.05471870364030583	4609.972448077143	0.03296073079420545	17	0.08043763551295219	0.07688576971356842						
18	TrialState.COMPLETE	0.2639792308570124	2020-01-21 05:12:03.417674	2020-01-21 05:25:04.383024	250.0	2	41.0	0.00193224782829064	600.0	0.07936158455256398	0.08229915554034006	0.2639792308570124	0.15205979687321694	0.1959374643386968	556.6710351763095	0.14272045947915757	0.0823062878009814	0.2639792308570124	0.15205979687321694	0.1959374643386968	556.670161474381	0.14272327665355886	0.08229915554034006	0.2639792308570124	0.15205979687321694	0.1959374643386968	556.671908878238	0.14271891282305466	18	0.2767031838411503	0.2682205485183917						
19	TrialState.COMPLETE	0.2734580052493438	2020-01-21 05:25:04.383864	2020-01-21 05:36:00.285952	50.0	2	11.0	0.0028746855672060084	1300.0	0.0718006400019248	0.08431045304119594	0.2734580052493438	0.1610535775419377	0.20315531210772567	501.99693312792425	0.14806408015032754	0.08431045304119594	0.2734580052493438	0.1610535775419377	0.20315531210772567	501.9965693826315	0.14806417014954507	0.08431045304119594	0.2734580052493438	0.1610535775419377	0.20315531210772567	501.99729687321695	0.1480639986251016	19	0.2848196964509871	0.27724523564989156						
20	TrialState.COMPLETE	0.27824375213967817	2020-01-21 05:36:00.286908	2020-01-21 05:48:02.381516	250.0	2	11.0	0.0012081378551985148	600.0	0.06850255488561605	0.09203469131575945	0.27824375213967817	0.1679576058427479	0.21096513750998516	478.4789954924113	0.15513366760743377	0.09203469131575945	0.27824375213967817	0.1679576058427479	0.21096513750998516	478.47859608581535	0.1551337224999674	0.09203469131575945	0.27824375213967817	0.1679576058427479	0.21096513750998516	478.47939489900716	0.15513361475148624	20	0.292251512039256	0.28291300543953746						
21	TrialState.COMPLETE	0.23512923656282095	2020-01-21 05:48:02.382388	2020-01-21 06:04:13.318804	350.0	2	71.0	0.005333148364340408	2000.0	0.09087747060384423	0.06904028300810225	0.23512923656282095	0.1260627068355586	0.16499058541595343	639.667436950816	0.12292819652274314	0.06904741526874358	0.23512923656282095	0.12606983909619993	0.16499771767659477	639.6667094602305	0.12293143740968984	0.06904028300810225	0.23512923656282095	0.1260627068355586	0.16499058541595343	639.6681644414014	0.12292631128110267	21	0.2524107040967705	0.24088972574080414						
22	TrialState.COMPLETE	0.13205380577427822	2020-01-21 06:04:13.319665	2020-01-21 06:15:17.646097	50.0	1	81.0	0.02871291424346846	600.0	0.22132677921471963	0.04235849594887595	0.13205380577427822	0.07747061508615771	0.09677764464224581	1568.2820880406255	0.07485584173394225	0.04235849594887595	0.13205380577427822	0.07747061508615771	0.09677764464224581	1568.2815103275134	0.0748558442251552	0.04235849594887595	0.13205380577427822	0.07747061508615771	0.09677764464224581	1568.2826657537373	0.07485583928787955	22	0.13963539883601506	0.13458100346152382						
23	TrialState.COMPLETE	0.21860378865685268	2020-01-21 06:15:17.646951	2020-01-21 06:26:31.834109	50.0	2	91.0	0.024093324542178395	800.0	0.10873375487695776	0.06029613146182814	0.21860378865685268	0.11113488531324889	0.14748801780212256	765.9162779584617	0.11084778760383406	0.06029613146182814	0.21861805317813535	0.11114914983453156	0.1474951500627639	765.915347198448	0.11084896425906626	0.06029613146182814	0.21860378865685268	0.11113488531324889	0.14748801780212256	765.9172087184754	0.11084684409344266	23	0.22806116626726006	0.2217562478603218						
24	TrialState.COMPLETE	0.11640562592719389	2020-01-21 06:26:31.834973	2020-01-21 06:37:32.659546	150.0	1	11.0	0.01391346156961249	800.0	0.3957809372296188	0.029071094374072806	0.11640562592719389	0.07005306401917151	0.08765548328198106	2805.2116355700105	0.06081641116823088	0.029071094374072806	0.11641275818783521	0.07005306401917151	0.08765548328198106	2805.210708376127	0.060816512408481266	0.029071094374072806	0.11640562592719389	0.07005306401917151	0.08765548328198106	2805.212562763894	0.060816317320531374	24	0.1507902544790597	0.12786716877781582						
25	TrialState.COMPLETE	0.062442941914869335	2020-01-21 06:37:32.660385	2020-01-21 06:48:31.251852	50.0	1	81.0	0.04979338823889568	1500.0	0.7134428896950569	0.010127810110692685	0.062442941914869335	0.03715194568070296	0.04755078169576629	5076.448497945909	0.02943732196550577	0.010127810110692685	0.062442941914869335	0.03715194568070296	0.04755078169576629	5076.4466364258815	0.029437322522987502	0.010127810110692685	0.062442941914869335	0.03715194568070296	0.04755078169576629	5076.450359465936	0.02943732141052461	25	0.06366255848453727	0.06284948077142531						
26	TrialState.COMPLETE	0.1611605614515577	2020-01-21 06:48:31.252763	2020-01-21 07:05:44.906771	350.0	1	91.0	0.006983470867547776	1500.0	0.3436086959722398	0.03985507246376811	0.1611605614515577	0.09645669291338582	0.1229173798927308	2431.1942114572635	0.08305262567946196	0.03985507246376811	0.1611605614515577	0.09645669291338582	0.1229173798927308	2431.1935766860665	0.08305264733608687	0.03985507246376811	0.1611605614515577	0.09645669291338582	0.1229173798927308	2431.1948462284604	0.08305260548575073	26	0.19511012210430217	0.1724770816691392						
27	TrialState.COMPLETE	0.14927108296245578	2020-01-21 07:05:44.907621	2020-01-21 07:16:44.290363	50.0	1	81.0	0.026030555342899362	1500.0	0.18117488095659748	0.046773365285861006	0.14927108296245578	0.08530896953098253	0.1077755905511811	1280.584531553121	0.08276746191735332	0.046773365285861006	0.14927108296245578	0.08530896953098253	0.1077755905511811	1280.5840608239187	0.082767463270794	0.046773365285861006	0.14927108296245578	0.08530896953098253	0.1077755905511811	1280.5850022823233	0.08276746057291186	27	0.1538713910761155	0.15080451900034234						
28	TrialState.COMPLETE	0.2163499942941915	2020-01-21 07:16:44.291228	2020-01-21 07:34:54.277720	450.0	2	71.0	0.0436099624888007	1400.0	0.21181932609085785	0.0732839780896953	0.2163499942941915	0.12407280611662673	0.15960572863174713	1493.6822185609951	0.1196017224017141	0.0732839780896953	0.2163499942941915	0.12407280611662673	0.15960572863174713	1493.6808242040397	0.11960177744141745	0.0732839780896953	0.2163499942941915	0.12407280611662673	0.15960572863174713	1493.6836129179505	0.11960167058228159	28	0.21682072349651946	0.2165069040283008						
29	TrialState.COMPLETE	0.2783293392673742	2020-01-21 07:34:54.278582	2020-01-21 07:47:04.889210	150.0	1	71.0	0.00258608849057933	800.0	0.07586338813424694	0.09912415839324432	0.2783293392673742	0.1728146753394956	0.21306202213853703	529.2079874186923	0.16004631925917273	0.09912415839324432	0.2783293392673742	0.1728146753394956	0.21306202213853703	529.2078554718704	0.16004634424815378	0.09912415839324432	0.2783293392673742	0.1728146753394956	0.21306202213853703	529.2081193655141	0.16004629560778608	29	0.2800696108638594	0.2789094297995359						
30	TrialState.COMPLETE	0.24358096542280042	2020-01-21 07:47:04.890086	2020-01-21 08:03:34.409000	450.0	2	51.0	0.003178211791049527	900.0	0.0841101749178625	0.07188605500399406	0.24358096542280042	0.13542023279698734	0.1760455894100194	591.3490421373958	0.12872319109229763	0.07188605500399406	0.24358096542280042	0.13542736505762867	0.17605272167066074	591.3482896838982	0.12872473429521736	0.07188605500399406	0.24358096542280042	0.13542023279698734	0.1760455894100194	591.3497945908936	0.12872204804408321	30	0.2577884286203355	0.24831678648864544						
31	TrialState.COMPLETE	0.021710601392217276	2020-01-21 08:03:34.409864	2020-01-21 08:18:16.758505	450.0	1	31.0	0.038081259630216004	1200.0	1.0232384205230984	0.008615770854730115	0.021710601392217276	0.01864372931644414	0.020063049184069384	7314.856555973982	0.014743864981785105	0.008615770854730115	0.021710601392217276	0.01864372931644414	0.020063049184069384	7314.604159534406	0.01474409592373832	0.008615770854730115	0.021710601392217276	0.01864372931644414	0.020063049184069384	7315.108952413557	0.014743654243795841	31	0.02459203469131576	0.02267107915858344						
32	TrialState.COMPLETE	0.2295018829168093	2020-01-21 08:18:16.759337	2020-01-21 08:30:47.609240	150.0	2	81.0	0.011268284227460915	1900.0	0.09899374263756162	0.06598767545361178	0.2295018829168093	0.12149806002510556	0.16032608695652173	696.9702549069954	0.11872072792612705	0.0659948077142531	0.2295018829168093	0.12149806002510556	0.16032608695652173	696.9695523793222	0.11872407355664737	0.06598767545361178	0.2295018829168093	0.12149806002510556	0.16032608695652173	696.9709574346685	0.11871883318521989	32	0.23933013808056602	0.23277796797139488						
33	TrialState.COMPLETE	0.04293620906082392	2020-01-21 08:30:47.610090	2020-01-21 08:41:48.227592	50.0	1	81.0	0.06458812531385479	1900.0	0.8154691637396483	0.007574460801095515	0.04293620906082392	0.027230971128608925	0.03391389934953783	5813.938598368139	0.02099249257678288	0.007574460801095515	0.04293620906082392	0.027230971128608925	0.03391389934953783	5813.936287515691	0.020992500072550012	0.007574460801095515	0.04293620906082392	0.027230971128608925	0.03391389934953783	5813.940909220587	0.020992485394744322	33	0.04467648065730914	0.04351629959298566						
34	TrialState.COMPLETE	0.21480229373502224	2020-01-21 08:41:48.228455	2020-01-21 08:52:48.476949	50.0	1	71.0	0.012597867896965691	600.0	0.08739832867036454	0.07154370649321008	0.21480229373502224	0.12863745292707976	0.16013351591920574	612.0897880292138	0.12137285362646072	0.07154370649321008	0.21480229373502224	0.12863745292707976	0.16013351591920574	612.0896739130435	0.12137285486016924	0.07154370649321008	0.21480229373502224	0.12863745292707976	0.16013351591920574	612.089902145384	0.12137285240538248	34	0.2215422800410818	0.21704895583704212						
35	TrialState.COMPLETE	0.2256789912130549	2020-01-21 08:52:48.477803	2020-01-21 09:02:51.904976	150.0	2	1.0	0.0020102645767523255	1600.0	0.09330393682015933	0.07428962684012325	0.2256789912130549	0.13687521396781924	0.1705180874129864	653.4836920860436	0.12712023889060314	0.07428962684012325	0.2256789912130549	0.13687521396781924	0.1705180874129864	653.4834103617483	0.1271202433664648	0.07428962684012325	0.2256789912130549	0.13687521396781924	0.1705180874129864	653.483973810339	0.1271202344954979	35	0.24874472212712542	0.23336756818441173						
36	TrialState.COMPLETE	0.21709888166153143	2020-01-21 09:02:51.905927	2020-01-21 09:17:58.150759	250.0	2	81.0	0.055812906449506136	1200.0	0.2048832955209878	0.06976064133287686	0.21709888166153143	0.12385883829738674	0.15974837384457377	1444.593671545133	0.11776158768020925	0.06976064133287686	0.21709888166153143	0.12385883829738674	0.15974837384457377	1444.5922771881776	0.11776161463408967	0.06976064133287686	0.21709888166153143	0.12385883829738674	0.15974837384457377	1444.5950659020884	0.11776156148103877	36	0.21934554376355128	0.2178477690288714						
37	TrialState.COMPLETE	0.23180560310395984	2020-01-21 09:17:58.151632	2020-01-21 09:36:10.052414	450.0	1	71.0	0.0024139591900343457	1900.0	0.1325897128930515	0.08945994522423828	0.23180560310395984	0.15050496405340638	0.1815160333219217	932.3851955665867	0.13872034797287422	0.08945994522423828	0.23181273536460117	0.15050496405340638	0.1815160333219217	932.3849994294192	0.1387203837838943	0.08945994522423828	0.23180560310395984	0.15050496405340638	0.1815160333219217	932.3853917037544	0.13872031527209422	37	0.24821693483966678	0.23727604701586213						
38	TrialState.COMPLETE	0.20909648522195595	2020-01-21 09:36:10.053266	2020-01-21 09:49:28.990430	250.0	2	51.0	0.04552119908424549	1500.0	0.19764855037464005	0.07050952870021682	0.20909648522195595	0.12589866484080794	0.15852875727490584	1392.043439033436	0.11802233208552305	0.07050952870021682	0.20909648522195595	0.12589866484080794	0.15852875727490584	1392.0425082734223	0.11802234467817932	0.07050952870021682	0.20909648522195595	0.12589866484080794	0.15852875727490584	1392.0443697934497	0.11802231980741268	38	0.21398208376126898	0.21072501806839364						
39	TrialState.COMPLETE	0.12139107611548557	2020-01-21 09:49:28.991286	2020-01-21 10:03:48.120505	250.0	1	81.0	0.0214876355620113	600.0	0.6527856824215652	0.005520369736391647	0.12139107611548557	0.08127924226862947	0.0973624900148351	4641.730507531667	0.0515707183987297	0.005520369736391647	0.12139107611548557	0.08127924226862947	0.0973624900148351	4641.726392217277	0.05157073005810395	0.005520369736391647	0.12139107611548557	0.08127924226862947	0.0973624900148351	4641.734622846057	0.05157070717928116	39	0.13043478260869565	0.1244056449465556						
40	TrialState.COMPLETE	0.11365970558028073	2020-01-21 10:03:48.121342	2020-01-21 10:16:08.348083	250.0	1	41.0	0.013131655505889203	700.0	0.4200713605745557	0.018066016204496178	0.11365970558028073	0.06933983795503823	0.08628608923884515	2978.468464709574	0.0538452282973493	0.018066016204496178	0.11365970558028073	0.06933983795503823	0.08628608923884515	2978.4671916010498	0.05384523104191591	0.018066016204496178	0.11365970558028073	0.06933983795503823	0.08628608923884515	2978.469737818099	0.0538452255939714	40	0.14564076229601736	0.1243200578188596						
41	TrialState.COMPLETE	0.2578954125299555	2020-01-21 10:16:08.348934	2020-01-21 10:29:42.037792	450.0	1	21.0	0.001317177087660579	1200.0	0.10749028067198173	0.10149206892616684	0.2578954125299555	0.16505477576172545	0.20191429875613373	753.7994800581993	0.1543459302966658	0.10149206892616684	0.2578954125299555	0.16505477576172545	0.20191429875613373	753.7992482597284	0.1543461589756358	0.10149206892616684	0.2578954125299555	0.16505477576172545	0.20191429875613373	753.7997118566701	0.15434574255132505	41	0.2740357183612918	0.26327551447373426						
42	TrialState.COMPLETE	0.25002852904256534	2020-01-21 10:29:42.038644	2020-01-21 10:41:10.674462	150.0	2	51.0	0.004382510704818696	600.0	0.08300082428448148	0.07453212370192856	0.25002852904256534	0.1382089467077485	0.17859893871961657	582.4442328540454	0.13184915267230393	0.07453212370192856	0.25002852904256534	0.1382089467077485	0.1786060709802579	582.4434055118111	0.131850084807625	0.07453212370192856	0.25002852904256534	0.1382089467077485	0.17859893871961657	582.4450601962798	0.13184836831443494	42	0.26052721670660733	0.253528091597246						
43	TrialState.COMPLETE	0.019278500513522766	2020-01-21 10:41:10.675337	2020-01-21 10:51:40.387213	350.0	1	1.0	0.06288155376947402	500.0	1.0696162291223792	0.0077741640990528355	0.019278500513522766	0.01308769827684583	0.01626155426223896	7651.253248744722	0.01196681359096054	0.0077741640990528355	0.019278500513522766	0.01308769827684583	0.01626155426223896	7650.599580623074	0.011967114559238918	0.0077741640990528355	0.019278500513522766	0.01308769827684583	0.01626155426223896	7651.90691686637	0.011966535783864928	43	0.018130206550268174	0.01889573585910457						
44	TrialState.COMPLETE	0.13385826771653545	2020-01-21 10:51:40.388076	2020-01-21 11:05:27.869623	250.0	1	71.0	0.010257596140614696	700.0	0.38359772777628703	0.03121077256647267	0.13385826771653545	0.08281267830651604	0.10246205637338811	2717.4981491783637	0.06871309431765178	0.03121077256647267	0.13385826771653545	0.08281267830651604	0.10246918863402944	2717.497368195823	0.06871322632270221	0.03121077256647267	0.13385826771653545	0.08281267830651604	0.10246205637338811	2717.498930160904	0.06871298396334229	44	0.1649834531553121	0.144233329529461						
45	TrialState.COMPLETE	0.21945252767317128	2020-01-21 11:05:27.870461	2020-01-21 11:23:25.186077	450.0	2	71.0	0.014240313940768618	1400.0	0.1270865746270806	0.06874072806116627	0.21945252767317128	0.12535661303206663	0.16017630948305375	894.5084552949903	0.11899903973578284	0.06874072806116627	0.21945252767317128	0.12536374529270797	0.16017630948305375	894.507695709232	0.11900081075304547	0.06874072806116627	0.21945252767317128	0.12535661303206663	0.16017630948305375	894.5092148807486	0.11899782918747243	45	0.2247090037658336	0.2212046863707254						
46	TrialState.COMPLETE	0.2104088211799612	2020-01-21 11:23:25.186991	2020-01-21 11:41:31.364167	450.0	2	71.0	0.03578118532160967	1300.0	0.19251575723181238	0.07226406481798471	0.2104088211799612	0.12310281866940545	0.15629635969416866	1356.5769214310167	0.11852722092467213	0.07226406481798471	0.2104088211799612	0.12310281866940545	0.15629635969416866	1356.5756090950588	0.11852771308084858	0.07226406481798471	0.2104088211799612	0.12310281866940545	0.15629635969416866	1356.5782337669748	0.11852682112587908	46	0.2132688576971357	0.21136216668568603						
47	TrialState.COMPLETE	0.21807600136939403	2020-01-21 11:41:31.365082	2020-01-21 11:56:38.406009	450.0	2	31.0	0.01085095135506649	1500.0	0.11862683558944054	0.06284234851078398	0.21807600136939403	0.12189033436037887	0.1568883373273993	835.4085394556658	0.11522871189677499	0.06284234851078398	0.21807600136939403	0.12189033436037887	0.1568883373273993	835.4079011183385	0.11522878889354136	0.06284234851078398	0.21807600136939403	0.12189033436037887	0.1568883373273993	835.4091777929933	0.11522864133465308	47	0.21887481456122332	0.21834227243333715						
48	TrialState.COMPLETE	0.14019171516603904	2020-01-21 11:56:38.406858	2020-01-21 12:10:40.697915	450.0	1	21.0	0.006378162813016491	1900.0	0.3769353429152444	0.03686665525504964	0.14019171516603904	0.08923884514435695	0.10902373616341436	2670.019249971471	0.07457675308354986	0.03686665525504964	0.14019171516603904	0.08923884514435695	0.10902373616341436	2670.018515348625	0.0745768292039322	0.03686665525504964	0.14019171516603904	0.08923884514435695	0.10902373616341436	2670.019984594317	0.07457668574358331	48	0.18218646582220702	0.15418996538476168						
