number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	8.852691218130312e-05	2020-01-14 15:36:26.198770	2020-01-15 01:30:47.376829	0.34344661566082957	29.677846214849893	450.0	1	90.0	0.011979372251807341	1600.0	1.0844183321958583	0.0	8.852691218130312e-05	0.0	0.0	21985.157068873938	0.00017205438051023418	0.0	8.852691218130312e-05	0.0	0.0	21985.141908640227	0.00017205453504947154	0.0	8.852691218130312e-05	0.0	0.0	21985.172229107648	0.00017205422601468905	0	0.00017705382436260624	0.00011803588290840416
1	TrialState.COMPLETE	0.0002213172804532578	2020-01-15 01:30:47.377692	2020-01-15 06:25:28.467080	0.6206745380100461	19.885035985602237	450.0	2	40.0	0.011215305738469418	700.0	1.1129694623927402	0.0	0.0002213172804532578	4.426345609065156e-05	8.852691218130312e-05	22564.538664128897	0.00022725206169327448	0.0	0.0002213172804532578	4.426345609065156e-05	8.852691218130312e-05	22564.516952903683	0.0002272523964157789	0.0	0.0002213172804532578	4.426345609065156e-05	8.852691218130312e-05	22564.560375354107	0.00022725172721708124	1	0.0002655807365439094	0.00023607176581680832
2	TrialState.COMPLETE	0.00017705382436260624	2020-01-15 06:25:28.468005	2020-01-15 09:19:31.043626	0.29156269282448677	28.89437155977733	450.0	2	20.0	0.001667699683952168	1800.0	1.0717082033605783	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	21727.368404745044	0.00035013733441031214	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	21727.346759915014	0.00035013759442754526	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	21727.39004957507	0.00035013707451381877	2	0.00017705382436260624	0.00017705382436260624
3	TrialState.COMPLETE	0.0	2020-01-15 09:19:31.044679	2020-01-15 09:32:27.957653	0.5988996555380737	20.962133685520563	50.0	2	70.0	0.036152451268458737	1500.0	1.0947912111310747	0.0	0.0	0.0	0.0	22195.68692457507	0.00018701031920456996	0.0	0.0	0.0	0.0	22195.679399787536	0.00018701058766879415	0.0	0.0	0.0	0.0	22195.694449362607	0.0001870100510950629	3	0.0	0.0
4	TrialState.COMPLETE	0.0006639518413597734	2020-01-15 09:32:27.958650	2020-01-15 10:51:17.406079	0.6383441886292693	11.758779870117326	250.0	1	30.0	0.011350132314951933	600.0	1.084581258832557	0.0	0.0006639518413597734	0.0001327903682719547	0.0002655807365439094	21988.41609861898	0.00035989646141263354	0.0	0.0006639518413597734	0.0001327903682719547	0.0002655807365439094	21988.40319582153	0.00035989658613293435	0.0	0.0006639518413597734	0.0001327903682719547	0.0002655807365439094	21988.42900141643	0.0003598963367323377	4	0.0002655807365439094	0.0005311614730878187
5	TrialState.COMPLETE	0.0003098441926345609	2020-01-15 10:51:17.407094	2020-01-15 11:00:12.767069	0.314677748738306	9.952612950678155	50.0	2	30.0	0.04807766516141306	1700.0	1.091238843926266	0.0	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	22123.74004072238	0.0002852175769884122	0.0	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	22123.732604461755	0.0002852176497280005	0.0	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	22123.747476983004	0.00028521750427161415	5	0.0002655807365439094	0.0002950897072710104
6	TrialState.COMPLETE	0.0	2020-01-15 11:00:12.768075	2020-01-15 12:06:56.850980	0.25784305073605257	20.431479546742327	150.0	1	90.0	0.002833570406318528	1600.0	1.0976022381217818	0.0	0.0	0.0	0.0	22252.604151912183	0.00016524084176775187	0.0	0.0	0.0	0.0	22252.592908994335	0.00016524098057882922	0.0	0.0	0.0	0.0	22252.615394830027	0.00016524070300639876	6	0.0	0.0
7	TrialState.COMPLETE	0.0001327903682719547	2020-01-15 12:06:56.851984	2020-01-15 13:18:03.571342	0.8438182004625567	19.52432176075518	350.0	1	10.0	0.0030681803237283256	2000.0	1.155973536861379	0.0	0.0001327903682719547	0.0	0.0	23436.36787358357	0.0001998977866223189	0.0	0.0001327903682719547	0.0	0.0	23436.35065509915	0.00019989803987877612	0.0	0.0001327903682719547	0.0	0.0	23436.385092067987	0.00019989753351773207	7	8.852691218130312e-05	0.00011803588290840416
8	TrialState.COMPLETE	0.000398371104815864	2020-01-15 13:18:03.572991	2020-01-15 13:26:00.650186	0.5036440480537241	16.19569384917726	50.0	2	10.0	0.018796935190772697	600.0	1.064364240658631	0.0	0.000398371104815864	0.00017705382436260624	0.00017705382436260624	21578.683140049576	0.0002877798759681112	0.0	0.000398371104815864	0.00017705382436260624	0.00017705382436260624	21578.676257082152	0.00028778001538080304	0.0	0.000398371104815864	0.00017705382436260624	0.00017705382436260624	21578.690023016996	0.0002877797367033519	8	0.0004426345609065156	0.00041312559017941453
