number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.9489700374531835	2020-05-11 18:42:12.967224	2020-05-11 18:46:08.857419	6.784036920780925	64	0.35432833205264325	0.4992635700781148	18	0.21602976901819854	3	512	0.07636475201071788	0.3782771535580524	0.9489700374531835	0.7186329588014981	0.8422284644194756	3.691479400749064	0.5750866011993411	0.3782771535580524	0.9489700374531835	0.7186329588014981	0.8422284644194756	3.691479400749064	0.5750866011993411		387007741.0	500.0	0.3782771535580524	0.9489700374531835	0.7186329588014981	0.8422284644194756	3.691479400749064	0.5750866011993411	0		COMPLETE
1	0.9363295880149812	2020-05-11 18:46:08.921837	2020-05-11 19:05:04.867001	3.9566954887939683	256	0.4640218918520602	0.46876923458473924	38	0.1618411998699798	28	512	0.08074056089695278	0.39091760299625467	0.9363295880149812	0.725187265917603	0.8356741573033708	3.8885767790262173	0.5809142892143612	0.39091760299625467	0.9363295880149812	0.725187265917603	0.8356741573033708	3.8885767790262173	0.5809142892143612		2607355197.0	350.0	0.39091760299625467	0.9363295880149812	0.725187265917603	0.8356741573033708	3.8885767790262173	0.5809142892143612	1		COMPLETE
2	0.7055243445692884	2020-05-11 19:05:04.893566	2020-05-11 19:10:56.957120	3.609826904362965	64	0.3847387226735873	0.04141637451988606	57	0.3144684884670363	45	512	0.20122582684898896	0.19194756554307116	0.7055243445692884	0.40870786516853935	0.5346441947565543	9.71629213483146	0.3520566481335031	0.19194756554307116	0.7055243445692884	0.40870786516853935	0.5346441947565543	9.71629213483146	0.3520566481335031		941078462.0	200.0	0.19194756554307116	0.7055243445692884	0.40870786516853935	0.5346441947565543	9.71629213483146	0.3520566481335031	2		COMPLETE
3	0.9101123595505618	2020-05-11 19:10:56.978802	2020-05-11 19:37:17.011702	0.6890510868560626	256	0.12812420775429356	0.49175351369651854	56	0.15860823330626367	36	128	0.09731939278825531	0.34737827715355807	0.9101123595505618	0.6699438202247191	0.7916666666666666	4.696629213483146	0.5372603890662483	0.34737827715355807	0.9101123595505618	0.6699438202247191	0.7916666666666666	4.696629213483146	0.5372603890662483		3664460575.0	250.0	0.34737827715355807	0.9101123595505618	0.6699438202247191	0.7916666666666666	4.696629213483146	0.5372603890662483	3		COMPLETE
4	0.952247191011236	2020-05-11 19:37:17.038581	2020-05-11 19:46:04.165624	1.7131052694551618	128	0.062044620627040026	0.4611866650458954	44	0.2821184160427845	1	128	0.07232249255749058	0.3960674157303371	0.952247191011236	0.7467228464419475	0.8637640449438202	3.50187265917603	0.5925612730273356	0.3960674157303371	0.952247191011236	0.7467228464419475	0.8637640449438202	3.50187265917603	0.5925612730273356		2743963535.0	400.0	0.3960674157303371	0.952247191011236	0.7467228464419475	0.8637640449438202	3.50187265917603	0.5925612730273356	4		COMPLETE
5	0.9517790262172284	2020-05-11 19:46:04.219107	2020-05-11 20:02:27.937447	2.723332103150074	256	0.31329190180634053	0.4127397350012917	16	0.2695194756318921	71	128	0.07286149214461363	0.41292134831460675	0.9517790262172284	0.7514044943820225	0.8665730337078652	3.5042134831460676	0.6043817483919444	0.41292134831460675	0.9517790262172284	0.7514044943820225	0.8665730337078652	3.5042134831460676	0.6043817483919444		3338560278.0	200.0	0.41292134831460675	0.9517790262172284	0.7514044943820225	0.8665730337078652	3.5042134831460676	0.6043817483919444	5		COMPLETE
6	0.8164794007490637	2020-05-11 20:02:27.966333	2020-05-11 20:09:32.295840	4.8782393093119465	256	0.2560317954173481	0.05018772123037235	26	0.47674042896156027	22	256	0.1366076076704981	0.25234082397003743	0.8164794007490637	0.49391385767790263	0.6367041198501873	6.597378277153558	0.4253053114090029	0.25234082397003743	0.8164794007490637	0.49391385767790263	0.6367041198501873	6.597378277153558	0.4253053114090029		2195640968.0	200.0	0.25234082397003743	0.8164794007490637	0.49391385767790263	0.6367041198501873	6.597378277153558	0.4253053114090029	6		COMPLETE
7	0.9157303370786517	2020-05-11 20:09:32.321136	2020-05-11 20:31:11.352114	6.2560074228182225	256	0.14997756195853584	0.3817813648876998	23	0.2901438795503498	81	128	0.09381058631457863	0.29728464419475653	0.9157303370786517	0.6273408239700374	0.7715355805243446	4.51310861423221	0.49778892742610115	0.29728464419475653	0.9157303370786517	0.6273408239700374	0.7715355805243446	4.51310861423221	0.49778892742610115		3141161301.0	200.0	0.29728464419475653	0.9157303370786517	0.6273408239700374	0.7715355805243446	4.51310861423221	0.49778892742610115	7		COMPLETE
8	0.9676966292134831	2020-05-11 20:31:11.379328	2020-05-11 20:54:40.160537	3.651336452044701	128	0.44556778194074076	0.396467058111429	31	0.17404197757658463	92	512	0.0638002707895017	0.43773408239700373	0.9676966292134831	0.7808988764044944	0.8965355805243446	3.074438202247191	0.6305691644190542	0.43773408239700373	0.9676966292134831	0.7808988764044944	0.8965355805243446	3.074438202247191	0.6305691644190542		1834713895.0	350.0	0.43773408239700373	0.9676966292134831	0.7808988764044944	0.8965355805243446	3.074438202247191	0.6305691644190542	8		COMPLETE
9	0.9194756554307116	2020-05-11 20:54:40.201505	2020-05-11 21:00:38.353779	0.7012917222685906	128	0.3927630645828381	0.026793048113310958	45	0.46206111980944087	16	128	0.09475018232293454	0.2940074906367041	0.9194756554307116	0.6072097378277154	0.7584269662921348	4.552902621722846	0.49245491715188106	0.2940074906367041	0.9194756554307116	0.6072097378277154	0.7584269662921348	4.552902621722846	0.49245491715188106		4110886609.0	200.0	0.2940074906367041	0.9194756554307116	0.6072097378277154	0.7584269662921348	4.552902621722846	0.49245491715188106	9		COMPLETE
