number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.03195252767317129	2020-01-22 09:24:42.621968	2020-01-22 22:28:32.659651	50.0	150.0	1	81.0	0.015096813481982546	1000.0	0.2304779633827272	0.008273422343946138	0.03195252767317129	0.014264521282665754	0.020369736391646697	1650.5207691429875	0.018467661652529093	0.008273422343946138	0.03195252767317129	0.014264521282665754	0.020369736391646697	1650.520284149264	0.018467662174165	1387389556	0.008273422343946138	0.03195252767317129	0.014264521282665754	0.020369736391646697	1650.5212541367111	0.018467661132186997	0
1	TrialState.COMPLETE	0.18004678762980714	2020-01-22 22:28:32.660483	2020-01-23 09:05:40.020575	50.0	100.0	1	21.0	0.005666254358311695	1000.0	0.11177670245728127	0.038942143101677505	0.18004678762980714	0.08136482939632546	0.11445851877211001	796.4543535318954	0.08686372622676522	0.038942143101677505	0.18004678762980714	0.08136482939632546	0.11445851877211001	796.4541252995549	0.0868637264039247	3269437074	0.038942143101677505	0.18004678762980714	0.08136482939632546	0.11445851877211001	796.454581764236	0.08686372604995542	1
2	TrialState.COMPLETE	0.0922629236562821	2020-01-23 09:05:40.021395	2020-01-23 19:16:23.427199	200.0	50.0	2	51.0	0.00996441600749805	800.0	0.19407333913527472	0.019142987561337442	0.0922629236562821	0.04116740842177336	0.058826885769713566	1387.1151146867512	0.04522182124816273	0.019142987561337442	0.0922629236562821	0.04116740842177336	0.058826885769713566	1387.1146296930276	0.04522183232965027	4226536803	0.019142987561337442	0.0922629236562821	0.04116740842177336	0.058826885769713566	1387.1155996804748	0.045221810439457805	2
