number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00567727947050097	2020-03-13 14:54:19.724706	2020-03-13 16:11:53.678447	128	64	0.0017851820911572213	128	0.0013632133445885652	1.0111375526007005	0.0048214081935410245	0.00567727947050097	0.005249343832020997	0.005363460002282323	7224.661945110122	0.005548079990357074	0.0048214081935410245	0.00567727947050097	0.005249343832020997	0.005363460002282323	7224.65947734794	0.0055480809381634345	3750867820	150	0.0048214081935410245	0.00567727947050097	0.005249343832020997	0.005363460002282323	7224.664412872304	0.0055480790458180855	0	COMPLETE
1	0.004792879150975694	2020-03-13 16:11:53.727935	2020-03-13 17:29:55.135357	256	64	0.0017959587633252945	128	0.0033266120777790884	0.9970211266716295	0.002852904256533151	0.004792879150975694	0.003708775533493096	0.004279356384799726	7124.519171516604	0.004012271753728883	0.002852904256533151	0.004792879150975694	0.003708775533493096	0.004279356384799726	7124.516090380007	0.0040122722765082875	1836927534	150	0.002852904256533151	0.004792879150975694	0.003708775533493096	0.004279356384799726	7124.522252653201	0.004012271231635931	1	COMPLETE
2	0.005734337555631633	2020-03-13 17:29:55.175722	2020-03-13 21:01:35.319078	64	256	0.001581221848300699	256	0.19226617984336838	1.0016762984764873	0.005135227661759671	0.005734337555631633	0.005163756704325003	0.005306401917151661	7158.887181901176	0.00571752394698799	0.005135227661759671	0.005734337555631633	0.005163756704325003	0.005306401917151661	7158.884400319525	0.005717524197026369	3809443345	150	0.005135227661759671	0.005734337555631633	0.005163756704325003	0.005306401917151661	7158.889963482826	0.005717523697160322	2	COMPLETE
3	0.005620221385370307	2020-03-13 21:01:35.369590	2020-03-14 00:48:21.245217	128	256	0.0032210016410712684	128	0.03374064163439698	0.9932956799323425	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005277872874586329	7096.862176195367	0.005732514511074009	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005277872874586329	7096.85821065845	0.00573251475608005	2546789704	150	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005277872874586329	7096.866141732284	0.0057325142662116345	3	COMPLETE
4	0.005705808513066302	2020-03-14 00:48:21.280588	2020-03-14 03:04:29.638661	256	128	0.028077808380846433	128	0.45869821685538475	1.0143483265546913	0.005135227661759671	0.005705808513066302	0.005220814789455666	0.005420518087412987	7244.148821750542	0.005747932963521424	0.005135227661759671	0.005705808513066302	0.005220814789455666	0.005420518087412987	7244.146838982084	0.005747935189939966	2922441181	150	0.005135227661759671	0.005705808513066302	0.005220814789455666	0.005420518087412987	7244.150804519	0.005747930752743071	4	COMPLETE
5	0.00587698276845829	2020-03-14 03:04:29.673011	2020-03-14 05:03:09.451973	64	128	0.013485540100318365	512	0.20087161714761576	0.9791463876359913	0.005135227661759671	0.00587698276845829	0.005277872874586329	0.005477576172543649	6994.452598995777	0.00583825440734244	0.005135227661759671	0.00587698276845829	0.005277872874586329	0.005477576172543649	6994.449418007532	0.00583825476458012	2202854481	150	0.005135227661759671	0.00587698276845829	0.005277872874586329	0.005477576172543649	6994.455779984024	0.005838254050614194	5	COMPLETE
6	0.005449047129978318	2020-03-14 05:03:09.498917	2020-03-14 07:19:15.302317	256	128	0.02075088956801354	128	0.007200081530940373	1.0186436626239759	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005363460002282323	7275.8919177222415	0.005661785161490226	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005363460002282323	7275.889449960059	0.005661785408862691	2072966558	150	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005363460002282323	7275.894385484423	0.0056617849143109	6	COMPLETE
7	0.004964053406367682	2020-03-14 07:19:15.343657	2020-03-14 08:33:09.755769	256	64	0.043634192123290214	512	0.26211127008523905	1.0176305448778584	0.0031952527673171287	0.004964053406367682	0.003937007874015748	0.004450530640191715	7267.07350507817	0.004232831955802109	0.0031952527673171287	0.004964053406367682	0.003937007874015748	0.004450530640191715	7267.071208490243	0.004232832216454031	3402073344	150	0.0031952527673171287	0.004964053406367682	0.003937007874015748	0.004450530640191715	7267.075801666096	0.004232831695349713	7	COMPLETE
8	0.005791395640762296	2020-03-14 08:33:09.823550	2020-03-14 10:45:05.079947	256	128	0.07111270980249366	512	0.6140587442303993	1.0048037732825612	0.005135227661759671	0.005791395640762296	0.005249343832020997	0.005363460002282323	7174.172985849595	0.005810454808786647	0.005135227661759671	0.005791395640762296	0.005249343832020997	0.005363460002282323	7174.1702613260295	0.005810455416740962	809661143	150	0.005135227661759671	0.005791395640762296	0.005249343832020997	0.005363460002282323	7174.17571037316	0.005810454202602463	8	COMPLETE
9	0.00587698276845829	2020-03-14 10:45:05.115121	2020-03-14 14:54:49.130351	256	256	0.008765310812656052	256	0.0019165757691486708	0.9930150612551533	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005363460002282323	7092.925981399064	0.005767799697761516	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005363460002282323	7092.920061622732	0.005767800402048073	3477641648	150	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005363460002282323	7092.931901175397	0.005767798994548537	9	COMPLETE
