number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
12	0.11189138576779026	2020-04-07 14:38:21.310432	2020-04-07 14:41:16.400322	1.8583491344205576	0.019618941743187603	64	72	128	0.981604277599282	0.013576779026217229	0.11189138576779026	0.03838951310861423	0.06367041198501873	47.399812734082396	0.05918257779031531	0.013576779026217229	0.11189138576779026	0.03838951310861423	0.06367041198501873	47.399812734082396	0.05918257779031531	1220199732	150	0.013576779026217229	0.11189138576779026	0.03838951310861423	0.06367041198501873	47.399812734082396	0.05918257779031531	12	COMPLETE
13	0.10767790262172285	2020-04-07 14:41:16.429209	2020-04-07 14:42:16.297386	6.984639601447269	0.010074164703882303	128	55	512	0.9895414639881739	0.009363295880149813	0.10767790262172285	0.026685393258426966	0.056179775280898875	47.73501872659176	0.05292659223960838	0.009363295880149813	0.10767790262172285	0.026685393258426966	0.056179775280898875	47.73501872659176	0.05292659223960838	3648989280	150	0.009363295880149813	0.10767790262172285	0.026685393258426966	0.056179775280898875	47.73501872659176	0.05292659223960838	13	COMPLETE
14	0.09925093632958802	2020-04-07 14:42:16.323480	2020-04-07 14:43:08.661656	9.868035726383392	0.013105284713403812	128	4	512	0.9984837804008834	0.010767790262172285	0.09925093632958802	0.03604868913857678	0.05337078651685393	48.166666666666664	0.055262973471657664	0.010767790262172285	0.09925093632958802	0.03604868913857678	0.05337078651685393	48.166666666666664	0.055262973471657664	2003493828	150	0.010767790262172285	0.09925093632958802	0.03604868913857678	0.05337078651685393	48.166666666666664	0.055262973471657664	14	COMPLETE
15	0.10065543071161048	2020-04-07 14:43:08.687954	2020-04-07 14:44:15.404607	7.986816602890192	0.01817074878989966	128	81	512	1.0166476627189163	0.010299625468164793	0.10065543071161048	0.026685393258426966	0.04681647940074907	49.10346441947566	0.05193059287079717	0.010299625468164793	0.10065543071161048	0.026685393258426966	0.04681647940074907	49.10346441947566	0.05193059287079717	2224830265	150	0.010299625468164793	0.10065543071161048	0.026685393258426966	0.04681647940074907	49.10346441947566	0.05193059287079717	15	COMPLETE
16	0.11095505617977527	2020-04-07 14:44:15.427407	2020-04-07 14:47:22.881915	6.793637455111223	0.01681703442011948	256	50	128	1.03354948458056	0.010299625468164793	0.11095505617977527	0.030430711610486893	0.05571161048689138	50.01451310861423	0.05356685106922913	0.010299625468164793	0.11095505617977527	0.030430711610486893	0.05571161048689138	50.01451310861423	0.05356685106922913	1172413824	150	0.010299625468164793	0.11095505617977527	0.030430711610486893	0.05571161048689138	50.01451310861423	0.05356685106922913	16	COMPLETE
17	0.11376404494382023	2020-04-07 14:47:22.908224	2020-04-07 14:48:20.486896	9.773374834457028	0.06944099270698711	128	18	512	1.0063591277687234	0.008426966292134831	0.11376404494382023	0.031835205992509365	0.054775280898876406	48.58661048689139	0.053224889557142246	0.008426966292134831	0.11376404494382023	0.031835205992509365	0.054775280898876406	48.58661048689139	0.053224889557142246	2595759012	150	0.008426966292134831	0.11376404494382023	0.031835205992509365	0.054775280898876406	48.58661048689139	0.053224889557142246	17	COMPLETE
18	0.10440074906367042	2020-04-07 14:48:20.517662	2020-04-07 14:49:26.602662	3.388624795768986	0.04876360471272694	128	68	512	0.998017191048886	0.014044943820224719	0.10440074906367042	0.032303370786516857	0.05196629213483146	48.11189138576779	0.056414224144927035	0.014044943820224719	0.10440074906367042	0.032303370786516857	0.05196629213483146	48.11189138576779	0.056414224144927035	3296759826	150	0.014044943820224719	0.10440074906367042	0.032303370786516857	0.05196629213483146	48.11189138576779	0.056414224144927035	18	COMPLETE
19	0.11657303370786516	2020-04-07 14:49:26.647610	2020-04-07 14:51:11.835257	4.9337910892612165	0.013463055053821124	256	23	256	0.9917632958874427	0.014044943820224719	0.11657303370786516	0.03745318352059925	0.060393258426966294	47.84737827715356	0.05889223805874985	0.014044943820224719	0.11657303370786516	0.03745318352059925	0.060393258426966294	47.84737827715356	0.05889223805874985	2650627224	150	0.014044943820224719	0.11657303370786516	0.03745318352059925	0.060393258426966294	47.84737827715356	0.05889223805874985	19	COMPLETE
20	0.10440074906367042	2020-04-07 14:51:11.867685	2020-04-07 14:52:12.569702	2.8613755423017597	0.021543101575135497	64	71	512	1.0047609062328209	0.013576779026217229	0.10440074906367042	0.03885767790262172	0.05758426966292135	48.41807116104869	0.05739662417675121	0.013576779026217229	0.10440074906367042	0.03885767790262172	0.05758426966292135	48.41807116104869	0.05739662417675121	1371560104	150	0.013576779026217229	0.10440074906367042	0.03885767790262172	0.05758426966292135	48.41807116104869	0.05739662417675121	20	COMPLETE
21	0.11704119850187265	2020-04-07 14:52:12.596408	2020-04-07 14:53:56.704090	2.2786342280058416	0.0707460182731923	64	63	256	0.9882239863827601	0.0149812734082397	0.11704119850187265	0.04307116104868914	0.06367041198501873	47.5936329588015	0.06097247049475691	0.0149812734082397	0.11704119850187265	0.04307116104868914	0.06367041198501873	47.5936329588015	0.06097247049475691	4032879767	150	0.0149812734082397	0.11704119850187265	0.04307116104868914	0.06367041198501873	47.5936329588015	0.06097247049475691	21	COMPLETE
22	0.1100187265917603	2020-04-07 14:53:56.736225	2020-04-07 14:57:01.426919	3.003928268964423	0.0700726273443163	64	41	128	0.9919542460423312	0.010767790262172285	0.1100187265917603	0.031835205992509365	0.05337078651685393	47.93445692883895	0.05550773612570208	0.010767790262172285	0.1100187265917603	0.031835205992509365	0.05337078651685393	47.93445692883895	0.05550773612570208	830094323	150	0.010767790262172285	0.1100187265917603	0.031835205992509365	0.05337078651685393	47.93445692883895	0.05550773612570208	22	COMPLETE
23	0.1203183520599251	2020-04-07 14:57:01.454020	2020-04-07 15:00:08.325427	5.560022815336993	0.015282303430598094	256	44	128	0.9806328232946007	0.007958801498127341	0.1203183520599251	0.03604868913857678	0.06694756554307116	47.36329588014981	0.056568186648196336	0.007958801498127341	0.1203183520599251	0.03604868913857678	0.06694756554307116	47.36329588014981	0.056568186648196336	3248589103	150	0.007958801498127341	0.1203183520599251	0.03604868913857678	0.06694756554307116	47.36329588014981	0.056568186648196336	23	COMPLETE
24	0.10814606741573034	2020-04-07 15:00:08.371139	2020-04-07 15:01:46.259874	9.438474248597656	0.01785889990749107	64	20	256	1.0136652314714558	0.011704119850187267	0.10814606741573034	0.039794007490636704	0.060393258426966294	48.81788389513109	0.05661550750494674	0.011704119850187267	0.10814606741573034	0.039794007490636704	0.060393258426966294	48.81788389513109	0.05661550750494674	2215592164	150	0.011704119850187267	0.10814606741573034	0.039794007490636704	0.060393258426966294	48.81788389513109	0.05661550750494674	24	COMPLETE
25	0.10627340823970037	2020-04-07 15:01:46.328861	2020-04-07 15:03:52.871331	8.44930566561888	0.032359510890089614	256	92	256	0.9931431113077809	0.0149812734082397	0.10627340823970037	0.03417602996254682	0.05945692883895131	47.88366104868914	0.05739401399583555	0.0149812734082397	0.10627340823970037	0.03417602996254682	0.05945692883895131	47.883426966292134	0.05739441209515018	3091292267	150	0.0149812734082397	0.10627340823970037	0.03417602996254682	0.05945692883895131	47.88389513108614	0.0573936318204935	25	COMPLETE
26	0.10955056179775281	2020-04-07 15:03:52.907272	2020-04-07 15:05:28.675235	3.728339008013468	0.014075282297636767	128	5	256	0.9981922307034278	0.009363295880149813	0.10955056179775281	0.031835205992509365	0.05571161048689138	48.15308988764045	0.05406573165321753	0.009363295880149813	0.10955056179775281	0.031835205992509365	0.05571161048689138	48.15308988764045	0.05406573165321753	171371329	150	0.009363295880149813	0.10955056179775281	0.031835205992509365	0.05571161048689138	48.15308988764045	0.05406573165321753	26	COMPLETE
27	0.10159176029962547	2020-04-07 15:05:28.703362	2020-04-07 15:07:06.416800	5.76756611379495	0.04133670029589385	256	13	256	0.9685844682795361	0.007958801498127341	0.10159176029962547	0.02294007490636704	0.04868913857677903	46.74625468164794	0.050880647719756304	0.007958801498127341	0.10159176029962547	0.02294007490636704	0.04868913857677903	46.74625468164794	0.050880647719756304	3985862391	150	0.007958801498127341	0.10159176029962547	0.02294007490636704	0.04868913857677903	46.74625468164794	0.050880647719756304	27	COMPLETE
28	0.09644194756554307	2020-04-07 15:07:06.456547	2020-04-07 15:08:42.797646	1.2796985261678835	0.023841709525528294	256	5	256	1.0069965290094025	0.007022471910112359	0.09644194756554307	0.025749063670411985	0.04260299625468165	48.602059925093634	0.04877530957472291	0.007022471910112359	0.09644194756554307	0.025749063670411985	0.04260299625468165	48.602059925093634	0.04877530957472291	1492444702	150	0.007022471910112359	0.09644194756554307	0.025749063670411985	0.04260299625468165	48.602059925093634	0.04877530957472291	28	COMPLETE
29	0.12359550561797752	2020-04-07 15:08:42.842977	2020-04-07 15:10:32.630920	2.72806391279258	0.012699173806483373	128	98	256	0.9799564569405445	0.016853932584269662	0.12359550561797752	0.04119850187265917	0.06694756554307116	47.40800561797753	0.06376366765039232	0.016853932584269662	0.12359550561797752	0.04119850187265917	0.06694756554307116	47.40777153558052	0.06376370492169191	2694606766	150	0.016853932584269662	0.12359550561797752	0.04119850187265917	0.06694756554307116	47.40823970037453	0.06376363084498399	29	COMPLETE
30	0.11235955056179775	2020-04-07 15:10:32.663089	2020-04-07 15:11:39.065815	3.210972010619403	0.021565953694143183	128	77	512	1.005264335761042	0.013108614232209739	0.11235955056179775	0.03136704119850187	0.05711610486891386	48.58661048689139	0.056454594693560255	0.013108614232209739	0.11235955056179775	0.03136704119850187	0.05711610486891386	48.58661048689139	0.056454594693560255	3474654993	150	0.013108614232209739	0.11235955056179775	0.03136704119850187	0.05711610486891386	48.58661048689139	0.056454594693560255	30	COMPLETE
31	0.10955056179775281	2020-04-07 15:11:39.088898	2020-04-07 15:13:19.308283	7.744937448765341	0.01692239386594395	128	38	256	0.9950675063745611	0.009831460674157303	0.10955056179775281	0.03417602996254682	0.04962546816479401	47.999063670411985	0.05430213321908945	0.009831460674157303	0.10955056179775281	0.03417602996254682	0.04962546816479401	47.999063670411985	0.05430213321908945	1016776350	150	0.009831460674157303	0.10955056179775281	0.03417602996254682	0.04962546816479401	47.999063670411985	0.05430213321908945	31	COMPLETE
32	0.09831460674157304	2020-04-07 15:13:19.334641	2020-04-07 15:16:24.259599	1.27473369330029	0.0210567008066584	128	67	128	1.0226558498760916	0.009831460674157303	0.09831460674157304	0.02902621722846442	0.05149812734082397	49.30383895131086	0.052172035820066284	0.009831460674157303	0.09831460674157304	0.02902621722846442	0.05149812734082397	49.30383895131086	0.052172035820066284	979327090	150	0.009831460674157303	0.09831460674157304	0.02902621722846442	0.05149812734082397	49.30383895131086	0.052172035820066284	32	COMPLETE
33	0.10720973782771535	2020-04-07 15:16:24.304460	2020-04-07 15:18:12.130819	6.3775464912419215	0.049974810772253214	256	45	256	0.9619360925788444	0.010767790262172285	0.10720973782771535	0.02949438202247191	0.05149812734082397	46.39513108614232	0.05465943817828695	0.010767790262172285	0.10720973782771535	0.02949438202247191	0.05149812734082397	46.39513108614232	0.05465943817828695	2002958298	150	0.010767790262172285	0.10720973782771535	0.02949438202247191	0.05149812734082397	46.39513108614232	0.05465943817828695	33	COMPLETE
34	0.11142322097378277	2020-04-07 15:18:12.170073	2020-04-07 15:21:22.406609	6.69702805748328	0.020687961683673477	256	70	128	1.011388454706607	0.010767790262172285	0.11142322097378277	0.031835205992509365	0.060393258426966294	48.844569288389515	0.0546370228932357	0.010767790262172285	0.11142322097378277	0.031835205992509365	0.060393258426966294	48.844569288389515	0.0546370228932357	3955971733	150	0.010767790262172285	0.11142322097378277	0.031835205992509365	0.060393258426966294	48.844569288389515	0.0546370228932357	34	COMPLETE
35	0.10674157303370786	2020-04-07 15:21:22.433383	2020-04-07 15:22:33.522528	9.158369266072269	0.01249045237680721	128	94	512	1.0130261909678815	0.012640449438202247	0.10674157303370786	0.028089887640449437	0.04915730337078652	48.81928838951311	0.054368675330585474	0.012640449438202247	0.10674157303370786	0.028089887640449437	0.04915730337078652	48.81928838951311	0.054368675330585474	2360894220	150	0.012640449438202247	0.10674157303370786	0.028089887640449437	0.04915730337078652	48.81928838951311	0.054368675330585474	35	COMPLETE
36	0.11610486891385768	2020-04-07 15:22:33.546819	2020-04-07 15:23:34.203238	9.33336362203267	0.04467300939740077	64	88	512	0.9982511568797076	0.011235955056179775	0.11610486891385768	0.03417602996254682	0.0552434456928839	48.24438202247191	0.05593317863058808	0.011235955056179775	0.11610486891385768	0.03417602996254682	0.0552434456928839	48.24438202247191	0.05593317863058808	3533837464	150	0.011235955056179775	0.11610486891385768	0.03417602996254682	0.0552434456928839	48.24438202247191	0.05593317863058808	36	COMPLETE
37	0.11142322097378277	2020-04-07 15:23:34.246150	2020-04-07 15:24:35.490934	7.912549032117244	0.07868242541233054	64	88	512	0.9856072617999945	0.013576779026217229	0.11142322097378277	0.041666666666666664	0.062265917602996254	47.50046816479401	0.0599561254313646	0.013576779026217229	0.11142322097378277	0.041666666666666664	0.062265917602996254	47.50046816479401	0.0599561254313646	3316208200	150	0.013576779026217229	0.11142322097378277	0.041666666666666664	0.062265917602996254	47.50046816479401	0.0599561254313646	37	COMPLETE
38	0.10486891385767791	2020-04-07 15:24:35.518223	2020-04-07 15:26:11.263246	8.107126043072997	0.032860547812866917	64	18	256	0.9973189048346983	0.009831460674157303	0.10486891385767791	0.03323970037453183	0.05805243445692884	48.11048689138577	0.054030481005580715	0.009831460674157303	0.10486891385767791	0.03323970037453183	0.05805243445692884	48.11048689138577	0.054030481005580715	1679075652	150	0.009831460674157303	0.10486891385767791	0.03323970037453183	0.05805243445692884	48.11048689138577	0.054030481005580715	38	COMPLETE
39	0.09550561797752809	2020-04-07 15:26:11.291240	2020-04-07 15:29:06.199065	3.093208563126651	0.05921770159263338	128	33	128	0.9961993499120091	0.009831460674157303	0.09550561797752809	0.0299625468164794	0.05056179775280899	48.05524344569288	0.052499862804862074	0.009831460674157303	0.09550561797752809	0.0299625468164794	0.05056179775280899	48.05524344569288	0.052499862804862074	198191791	150	0.009831460674157303	0.09550561797752809	0.0299625468164794	0.05056179775280899	48.05524344569288	0.052499862804862074	39	COMPLETE
40	0.11282771535580524	2020-04-07 15:29:06.227351	2020-04-07 15:32:04.339889	1.8831595268110495	0.056886926931361555	128	90	128	0.9953860062887815	0.008895131086142321	0.11282771535580524	0.03089887640449438	0.05149812734082397	47.91385767790262	0.053140614522445756	0.008895131086142321	0.11282771535580524	0.03089887640449438	0.05149812734082397	47.91385767790262	0.053140614522445756	3337604753	150	0.008895131086142321	0.11282771535580524	0.03089887640449438	0.05149812734082397	47.91385767790262	0.053140614522445756	40	COMPLETE
41	0.10908239700374532	2020-04-07 15:32:04.367102	2020-04-07 15:35:00.889640	2.632095126356919	0.020573699099657613	64	100	128	0.9927933511074828	0.011235955056179775	0.10908239700374532	0.03323970037453183	0.056179775280898875	47.82865168539326	0.05578619586610798	0.011235955056179775	0.10908239700374532	0.03323970037453183	0.056179775280898875	47.82865168539326	0.05578619586610798	1588977001	150	0.011235955056179775	0.10908239700374532	0.03323970037453183	0.056179775280898875	47.82865168539326	0.05578619586610798	41	COMPLETE
42	0.09691011235955056	2020-04-07 15:35:00.943717	2020-04-07 15:35:58.152266	8.911199601991623	0.0444879228656703	128	35	512	1.0119817396817723	0.007022471910112359	0.09691011235955056	0.026217228464419477	0.04447565543071161	48.81975655430712	0.049029225498672856	0.007022471910112359	0.09691011235955056	0.026217228464419477	0.04447565543071161	48.81975655430712	0.049029225498672856	3074636115	150	0.007022471910112359	0.09691011235955056	0.026217228464419477	0.04447565543071161	48.81975655430712	0.049029225498672856	42	COMPLETE
43	0.10627340823970037	2020-04-07 15:35:58.215135	2020-04-07 15:39:02.249810	4.8769128214718	0.07260178599935764	128	78	128	0.9895216990497717	0.015917602996254682	0.10627340823970037	0.03323970037453183	0.05102996254681648	47.80383895131086	0.05794913527548516	0.015917602996254682	0.10627340823970037	0.03323970037453183	0.05102996254681648	47.80383895131086	0.05794913527548516	1074131960	150	0.015917602996254682	0.10627340823970037	0.03323970037453183	0.05102996254681648	47.80383895131086	0.05794913527548516	43	COMPLETE
44	0.11189138576779026	2020-04-07 15:39:02.275134	2020-04-07 15:42:04.075994	3.684026044867437	0.02165800501881079	64	95	128	0.9937571397719186	0.009831460674157303	0.11189138576779026	0.023876404494382022	0.05056179775280899	47.89934456928839	0.05256051193649519	0.009831460674157303	0.11189138576779026	0.023876404494382022	0.05056179775280899	47.89934456928839	0.05256051193649519	2533086201	150	0.009831460674157303	0.11189138576779026	0.023876404494382022	0.05056179775280899	47.89934456928839	0.05256051193649519	44	COMPLETE
45	0.09784644194756555	2020-04-07 15:42:04.102197	2020-04-07 15:43:00.775389	2.8696603168552595	0.08149636441669347	64	50	512	1.0115616909421854	0.009363295880149813	0.09784644194756555	0.023408239700374533	0.04307116104868914	48.84691011235955	0.04955307518658921	0.009363295880149813	0.09784644194756555	0.023408239700374533	0.04307116104868914	48.84691011235955	0.04955307518658921	3845260426	150	0.009363295880149813	0.09784644194756555	0.023408239700374533	0.04307116104868914	48.84691011235955	0.04955307518658921	45	COMPLETE
46	0.10720973782771535	2020-04-07 15:43:00.831748	2020-04-07 15:46:04.344586	4.949457217298603	0.02257852139812676	128	78	128	1.0076096958440661	0.011704119850187267	0.10720973782771535	0.03089887640449438	0.04868913857677903	48.66994382022472	0.05397899924460309	0.011704119850187267	0.10720973782771535	0.03089887640449438	0.04868913857677903	48.66994382022472	0.05397899924460309	2860464166	150	0.011704119850187267	0.10720973782771535	0.03089887640449438	0.04868913857677903	48.66994382022472	0.05397899924460309	46	COMPLETE
47	0.10533707865168539	2020-04-07 15:46:04.374889	2020-04-07 15:47:19.173121	7.9844627374225805	0.013710835366303851	256	61	512	0.9942854164850162	0.010767790262172285	0.10533707865168539	0.03089887640449438	0.04681647940074907	47.97425093632959	0.05357520617603664	0.010767790262172285	0.10533707865168539	0.03089887640449438	0.04681647940074907	47.97425093632959	0.05357520617603664	561866801	150	0.010767790262172285	0.10533707865168539	0.03089887640449438	0.04681647940074907	47.97425093632959	0.05357520617603664	47	COMPLETE
48	0.11329588014981273	2020-04-07 15:47:19.210711	2020-04-07 15:48:19.555580	4.149009274067743	0.01988681959738232	64	86	512	1.0033742739227758	0.008426966292134831	0.11329588014981273	0.027153558052434457	0.05149812734082397	48.379681647940075	0.05267275756628664	0.008426966292134831	0.11329588014981273	0.027153558052434457	0.05149812734082397	48.379681647940075	0.05267275756628664	982951996	150	0.008426966292134831	0.11329588014981273	0.027153558052434457	0.05149812734082397	48.379681647940075	0.05267275756628664	48	COMPLETE
49	0.10252808988764045	2020-04-07 15:48:19.581052	2020-04-07 15:50:06.092883	9.952600397034251	0.01017540690833311	128	73	256	1.022206936209473	0.008895131086142321	0.10252808988764045	0.02762172284644195	0.04400749063670412	49.375936329588015	0.050335248775733595	0.008895131086142321	0.10252808988764045	0.02762172284644195	0.04400749063670412	49.375936329588015	0.050335248775733595	1680897985	150	0.008895131086142321	0.10252808988764045	0.02762172284644195	0.04400749063670412	49.375936329588015	0.050335248775733595	49	COMPLETE
50	0.10159176029962547	2020-04-07 15:50:06.116507	2020-04-07 15:53:24.439426	4.100012906089738	0.030902444440365134	128	38	128	0.991167881913232	0.007958801498127341	0.10159176029962547	0.02902621722846442	0.05149812734082397	47.81647940074907	0.0519089924657363	0.007958801498127341	0.10159176029962547	0.02902621722846442	0.05149812734082397	47.81647940074907	0.0519089924657363	1055728268	150	0.007958801498127341	0.10159176029962547	0.02902621722846442	0.05149812734082397	47.81647940074907	0.0519089924657363	50	COMPLETE
51	0.10908239700374532	2020-04-07 15:53:24.463818	2020-04-07 15:55:10.155307	8.505900453965882	0.08076453529731704	64	39	256	1.0048171744920829	0.010299625468164793	0.10908239700374532	0.03698501872659176	0.05805243445692884	48.43632958801498	0.05603543587892105	0.010299625468164793	0.10908239700374532	0.03698501872659176	0.05805243445692884	48.43632958801498	0.05603543587892105	2018046	150	0.010299625468164793	0.10908239700374532	0.03698501872659176	0.05805243445692884	48.43632958801498	0.05603543587892105	51	COMPLETE
