number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10112359550561797	2020-03-07 06:09:28.240262	2020-03-07 06:09:39.789850	128	1	0.0010150421108335124	0.03642178120137257	256	0.09688192704155409	1.0084642350119069	0.0	0.10112359550561797	0.02294007490636704	0.04868913857677903	48.688202247191015	0.04554257973557264	0.0	0.10112359550561797	0.02294007490636704	0.04868913857677903	48.688202247191015	0.04554257973557264	1899037062	150	0.0	0.10112359550561797	0.02294007490636704	0.04868913857677903	48.688202247191015	0.04554257973557264	0	COMPLETE
1	0.17649812734082396	2020-03-07 06:09:39.808207	2020-03-07 06:11:15.675193	256	1	0.045237400326461036	0.13925762125583066	128	0.01871265197930846	0.8263571823943644	0.017790262172284643	0.17649812734082396	0.05102996254681648	0.09082397003745318	39.75187265917603	0.07730214815743759	0.017790262172284643	0.17649812734082396	0.05102996254681648	0.09082397003745318	39.75187265917603	0.07730214815743759	545278183	650	0.017790262172284643	0.17649812734082396	0.05102996254681648	0.09082397003745318	39.75187265917603	0.07730214815743759	1	COMPLETE
2	0.09035580524344569	2020-03-07 06:11:15.693032	2020-03-07 06:11:32.226234	128	2	0.004690019500729117	0.033193854593459395	128	0.1883780365591696	1.009403063880789	0.0	0.09035580524344569	0.017790262172284643	0.04260299625468165	48.668539325842694	0.04308872368652578	0.0	0.09035580524344569	0.017790262172284643	0.04260299625468165	48.668539325842694	0.04308872368652578	4037191028	150	0.0	0.09035580524344569	0.017790262172284643	0.04260299625468165	48.668539325842694	0.04308872368652578	2	COMPLETE
3	0.11797752808988764	2020-03-07 06:11:32.236789	2020-03-07 06:12:15.252137	128	2	0.037490380147032834	0.09790447975199848	512	0.027648129144351784	0.9556443214273492	0.0	0.11797752808988764	0.02949438202247191	0.05711610486891386	45.99695692883895	0.05112098959356913	0.0	0.11797752808988764	0.02949438202247191	0.05711610486891386	45.99672284644195	0.051121094445706644	492260886	550	0.0	0.11797752808988764	0.02949438202247191	0.05711610486891386	45.997191011235955	0.051120886925851136	3	COMPLETE
4	0.09363295880149813	2020-03-07 06:12:15.264323	2020-03-07 06:12:24.370585	64	1	0.009598986321676288	0.17408157812542355	512	0.3490509334289959	1.0129126137338773	0.0	0.09363295880149813	0.017322097378277154	0.035580524344569285	48.81226591760299	0.042884676131250625	0.0	0.09363295880149813	0.017322097378277154	0.035580524344569285	48.81226591760299	0.042884676131250625	1752205250	150	0.0	0.09363295880149813	0.017322097378277154	0.035580524344569285	48.81226591760299	0.042884676131250625	4	COMPLETE
5	0.17228464419475656	2020-03-07 06:12:24.383126	2020-03-07 06:13:43.901742	256	1	0.07630677511682087	0.1423805738381342	128	0.015903024424484966	0.8359117960262598	0.021067415730337078	0.17228464419475656	0.054775280898876406	0.08754681647940075	40.197565543071164	0.07922704876913586	0.021067415730337078	0.17228464419475656	0.054775280898876406	0.08754681647940075	40.197565543071164	0.07922704876913586	4134805071	550	0.021067415730337078	0.17228464419475656	0.054775280898876406	0.08754681647940075	40.197565543071164	0.07922704876913586	5	COMPLETE
6	0.09550561797752809	2020-03-07 06:13:43.912562	2020-03-07 06:13:55.439258	64	2	0.0732583601771113	0.015604014901096959	256	0.03333718334068507	1.0005716013038455	0.0	0.09550561797752809	0.028089887640449437	0.04915730337078652	48.29073033707865	0.04689423850064006	0.0	0.09550561797752809	0.028089887640449437	0.04915730337078652	48.29073033707865	0.04689423850064006	696615587	150	0.0	0.09550561797752809	0.028089887640449437	0.04915730337078652	48.29073033707865	0.04689423850064006	6	COMPLETE
7	0.09035580524344569	2020-03-07 06:13:55.451133	2020-03-07 06:14:12.035907	128	1	0.02257472296096001	0.010808723109965213	256	0.4705039206882304	1.0088491508901147	0.0	0.09035580524344569	0.019194756554307114	0.040262172284644196	48.72191011235955	0.043363398485535234	0.0	0.09035580524344569	0.019194756554307114	0.040262172284644196	48.72191011235955	0.043363398485535234	4090592636	200	0.0	0.09035580524344569	0.019194756554307114	0.040262172284644196	48.72191011235955	0.043363398485535234	7	COMPLETE
8	0.10065543071161048	2020-03-07 06:14:12.048082	2020-03-07 06:14:21.353899	128	2	0.0015303402906461472	0.1481757840593888	512	0.009831182163302046	1.0056690473967556	0.0	0.10065543071161048	0.023408239700374533	0.04588014981273408	48.497191011235955	0.04545721286677555	0.0	0.10065543071161048	0.023408239700374533	0.04588014981273408	48.497191011235955	0.04545721286677555	21020124	150	0.0	0.10065543071161048	0.023408239700374533	0.04588014981273408	48.497191011235955	0.04545721286677555	8	COMPLETE
9	0.10299625468164794	2020-03-07 06:14:21.365852	2020-03-07 06:14:43.822760	256	1	0.008180648006759708	0.018762953844319585	256	0.024083748021421263	1.010359973001402	0.0	0.10299625468164794	0.026217228464419477	0.04868913857677903	48.71114232209738	0.04624322503330834	0.0	0.10299625468164794	0.026217228464419477	0.04868913857677903	48.71114232209738	0.04624322503330834	2478296396	250	0.0	0.10299625468164794	0.026217228464419477	0.04868913857677903	48.71114232209738	0.04624322503330834	9	COMPLETE
10	0.09176029962546817	2020-03-07 06:14:43.834929	2020-03-07 06:14:52.869343	64	2	0.0304885799802318	0.22771393919154861	512	0.00901295527368254	1.021645341795775	0.0	0.09176029962546817	0.02294007490636704	0.04353932584269663	49.331460674157306	0.04305135932354019	0.0	0.09176029962546817	0.02294007490636704	0.04353932584269663	49.331460674157306	0.04305135932354019	2454842933	150	0.0	0.09176029962546817	0.02294007490636704	0.04353932584269663	49.331460674157306	0.04305135932354019	10	COMPLETE
11	0.0898876404494382	2020-03-07 06:14:52.879612	2020-03-07 06:15:01.942177	128	2	0.06310261426948159	0.06983896245871138	512	0.0017244243522461756	1.010309732056917	0.0	0.0898876404494382	0.019662921348314606	0.03698501872659176	48.666666666666664	0.04258499603940674	0.0	0.0898876404494382	0.019662921348314606	0.03698501872659176	48.666666666666664	0.04258499603940674	1262843332	150	0.0	0.0898876404494382	0.019662921348314606	0.03698501872659176	48.666666666666664	0.04258499603940674	11	COMPLETE
12	0.09644194756554307	2020-03-07 06:15:01.960278	2020-03-07 06:15:11.034855	256	1	0.031155661363001387	0.06167558338290994	512	0.07181713602564838	0.9994643595878886	0.0	0.09644194756554307	0.02200374531835206	0.042134831460674156	48.202715355805246	0.04457935798626276	0.0	0.09644194756554307	0.02200374531835206	0.042134831460674156	48.202715355805246	0.04457935798626276	281203583	150	0.0	0.09644194756554307	0.02200374531835206	0.042134831460674156	48.202715355805246	0.04457935798626276	12	COMPLETE
13	0.08941947565543071	2020-03-07 06:15:11.046751	2020-03-07 06:15:22.365285	64	2	0.04071750065386689	0.044017828360036544	256	0.01599618271559538	1.0056532946962877	0.0	0.08941947565543071	0.020131086142322098	0.03651685393258427	48.521067415730336	0.04247406369093381	0.0	0.08941947565543071	0.020131086142322098	0.03651685393258427	48.521067415730336	0.04247406369093381	738527	150	0.0	0.08941947565543071	0.020131086142322098	0.03651685393258427	48.521067415730336	0.04247406369093381	13	COMPLETE
14	0.0945692883895131	2020-03-07 06:15:22.377394	2020-03-07 06:15:31.441764	128	2	0.0020023376466937154	0.08295907376062554	512	0.04882396900742137	0.9925704710063444	0.0	0.0945692883895131	0.017322097378277154	0.039794007490636704	47.83567415730337	0.04329609720989512	0.0	0.0945692883895131	0.017322097378277154	0.039794007490636704	47.83567415730337	0.04329609720989512	797099106	150	0.0	0.0945692883895131	0.017322097378277154	0.039794007490636704	47.83567415730337	0.04329609720989512	14	COMPLETE
15	0.10159176029962547	2020-03-07 06:15:31.453630	2020-03-07 06:15:42.503402	64	2	0.0021565745045153675	0.15781869962461229	256	0.004426584131583052	0.9971268651989543	0.0	0.10159176029962547	0.028089887640449437	0.04728464419475655	48.157303370786515	0.046219353263086446	0.0	0.10159176029962547	0.028089887640449437	0.04728464419475655	48.157303370786515	0.046219353263086446	228501678	150	0.0	0.10159176029962547	0.028089887640449437	0.04728464419475655	48.157303370786515	0.046219353263086446	15	COMPLETE
16	0.13576779026217228	2020-03-07 06:15:42.515087	2020-03-07 06:16:42.302046	256	1	0.052173652231802786	0.21142177849386865	512	0.005771736570821364	0.9325472077734992	0.007022471910112359	0.13576779026217228	0.0351123595505618	0.06367041198501873	44.87874531835206	0.058714369875193295	0.007022471910112359	0.13576779026217228	0.0351123595505618	0.06367041198501873	44.87874531835206	0.058714369875193295	3648212263	750	0.007022471910112359	0.13576779026217228	0.0351123595505618	0.06367041198501873	44.87874531835206	0.058714369875193295	16	COMPLETE
17	0.11142322097378277	2020-03-07 06:16:42.314026	2020-03-07 06:16:51.327348	128	2	0.011409420191223622	0.043792131917642016	512	0.015680217194565433	1.0126474634412856	0.0	0.11142322097378277	0.020599250936329586	0.04868913857677903	48.89700374531835	0.04568025481519996	0.0	0.11142322097378277	0.020599250936329586	0.04868913857677903	48.89700374531835	0.04568025481519996	434959030	150	0.0	0.11142322097378277	0.020599250936329586	0.04868913857677903	48.89700374531835	0.04568025481519996	17	COMPLETE
18	0.1441947565543071	2020-03-07 06:16:51.339880	2020-03-07 06:17:29.337408	256	1	0.0596118669614225	0.12332782074518751	256	0.008364169443653587	0.9061877316540659	0.0018726591760299626	0.1441947565543071	0.03932584269662921	0.07303370786516854	43.61610486891386	0.05858873173924976	0.0018726591760299626	0.1441947565543071	0.03932584269662921	0.07303370786516854	43.61610486891386	0.05858873173924976	2959812086	400	0.0018726591760299626	0.1441947565543071	0.03932584269662921	0.07303370786516854	43.61610486891386	0.05858873173924976	18	COMPLETE
