number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.004674220963172804	2019-12-31 22:50:25.614119	2019-12-31 22:58:29.974802	350.0	1	11.0	0.007380430592545907	1100.0	0.9450781050783165	0.000708215297450425	0.004674220963172804	0.0035410764872521247	0.003718130311614731	19159.916890934845	0.002625590334542693	0.000708215297450425	0.004674220963172804	0.0035410764872521247	0.003718130311614731	19159.900177053823	0.002625590513934492	0.000708215297450425	0.004674220963172804	0.0035410764872521247	0.003718130311614731	19159.933604815866	0.0026255901552065387	9		0.0035410764872521247	0.00424929178470255					
10	TrialState.COMPLETE	0.000796742209631728	2019-12-31 22:58:29.975655	2019-12-31 23:02:34.988588	50.0	1	31.0	0.01872650867679095	500.0	0.9806277555730636	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19880.662269830027	0.0009892916368620585	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19880.655099150143	0.0009892917446673382	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19880.669440509915	0.000989291529115496	10	0.000708215297450425	0.000767233238904627						
11	TrialState.COMPLETE	0.0028771246458923513	2019-12-31 23:02:34.989592	2019-12-31 23:07:44.825768	250.0	1	91.0	0.02609302327121883	1600.0	0.9887812082346391	0.000708215297450425	0.0028771246458923513	0.0024344900849858357	0.002611543909348442	20045.968462287536	0.001877155978107358	0.000708215297450425	0.0028771246458923513	0.0024344900849858357	0.002611543909348442	20045.953434844192	0.0018771562800058148	0.000708215297450425	0.0028771246458923513	0.0024344900849858357	0.002611543909348442	20045.98348973088	0.0018771556766525703	11	0.0016820113314447592	0.002478753541076487						
12	TrialState.COMPLETE	0.00396600566572238	2019-12-31 23:07:44.826753	2019-12-31 23:16:46.082179	350.0	1	81.0	0.02554414581631748	1900.0	0.9680545654764493	0.000708215297450425	0.00396600566572238	0.0035410764872521247	0.0036118980169971672	19625.752885977337	0.0023919003132743446	0.000708215297450425	0.00396600566572238	0.0035410764872521247	0.0036118980169971672	19625.735516997167	0.002391900886089302	0.000708215297450425	0.00396600566572238	0.0035410764872521247	0.0036118980169971672	19625.770254957508	0.0023918997417077086	12		0.003186968838526912	0.003673866855524079					
13	TrialState.COMPLETE	0.0007524787535410764	2019-12-31 23:16:46.083145	2019-12-31 23:22:01.039356	250.0	2	91.0	0.09113918724705207	1100.0	0.9988767935635381	0.0003098441926345609	0.0007524787535410764	0.0004426345609065156	0.0007524787535410764	20250.299619334277	0.0006367788007034423	0.0003098441926345609	0.0007524787535410764	0.0004426345609065156	0.0007524787535410764	20250.254027974504	0.0006367794386730027	0.0003098441926345609	0.0007524787535410764	0.0004426345609065156	0.0007524787535410764	20250.34521069405	0.0006367781630591748	13	0.000796742209631728	0.000767233238904627						
14	TrialState.COMPLETE	0.002345963172804533	2019-12-31 23:22:01.040334	2019-12-31 23:26:15.260724	150.0	1	51.0	0.026410651762960254	600.0	0.9745664646057214	0.000708215297450425	0.002345963172804533	0.0019475920679886685	0.0021689093484419265	19757.45617917847	0.0016722282755113193	0.000708215297450425	0.002345963172804533	0.0019475920679886685	0.0021689093484419265	19757.445910056656	0.0016722286181448593	0.000708215297450425	0.002345963172804533	0.0019475920679886685	0.0021689093484419265	19757.46644830028	0.0016722279336522077	14	0.0018590651558073655	0.0021836638338054767						
15	TrialState.COMPLETE	0.0052407932011331445	2019-12-31 23:26:15.261514	2019-12-31 23:34:35.375472	350.0	1	31.0	0.022541153239361504	800.0	0.9600621514475931	0.000708215297450425	0.0052407932011331445	0.004532577903682719	0.004992917847025496	19463.42857648725	0.0029373599177590854	0.000708215297450425	0.0052407932011331445	0.004532577903682719	0.004992917847025496	19463.411508498582	0.0029373615328520965	0.000708215297450425	0.0052407932011331445	0.004532577903682719	0.004992917847025496	19463.44564447592	0.002937358311193528	15		0.00424929178470255	0.0048689801699716715					
16	TrialState.COMPLETE	0.0014606940509915014	2019-12-31 23:34:35.376469	2019-12-31 23:41:36.337041	450.0	1	71.0	0.0030173595215303617	500.0	0.9933568617779943	0.000708215297450425	0.0014606940509915014	0.0008410056657223796	0.0010180594900849858	20138.662314093486	0.0010872195322069959	0.000708215297450425	0.0014606940509915014	0.0008410056657223796	0.0010180594900849858	20138.645316926344	0.0010872197802375312	0.000708215297450425	0.0014606940509915014	0.0008410056657223796	0.0010180594900849858	20138.679311260625	0.0010872192843192473	16	0.0011508498583569404	0.0013574126534466478						
17	TrialState.COMPLETE	0.000796742209631728	2019-12-31 23:41:36.338640	2019-12-31 23:47:42.841963	350.0	1	71.0	0.0028137903618578953	1800.0	0.9869243280314555	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	20008.276912181303	0.0009127032991497276	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	20008.259782223795	0.0009127035635789123	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	20008.29404213881	0.0009127030348640258	17	0.000708215297450425	0.000767233238904627						
18	TrialState.COMPLETE	0.001106586402266289	2019-12-31 23:47:42.842918	2019-12-31 23:54:52.805775	450.0	1	81.0	0.007886360044804887	1900.0	0.9865812119401153	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0008852691218130312	20000.82956356232	0.0010317070107764056	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0008852691218130312	20000.812544263455	0.0010317072464600002	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0008852691218130312	20000.84658286119	0.001031706775213746	18	0.0009737960339943342	0.0010623229461756375						
19	TrialState.COMPLETE	0.009029745042492918	2019-12-31 23:54:52.807417	2020-01-01 00:08:53.189634	450.0	2	1.0	0.02867220575924121	1700.0	0.9278726387375251	0.000708215297450425	0.009029745042492918	0.007259206798866855	0.008523876972885472	18810.71360279239	0.004443246286133372	0.000708215297450425	0.009029745042492918	0.007259206798866855	0.008523876972885472	18810.69129401052	0.004443246800122175	0.000708215297450425	0.009029745042492918	0.007259206798866855	0.008523876972885472	18810.735911574262	0.0044432457726516425	19				0.007613314447592068	0.008439565627950897			
20	TrialState.COMPLETE	0.0021689093484419265	2020-01-01 00:08:53.190617	2020-01-01 00:13:18.424735	150.0	1	71.0	0.03644483208839292	1800.0	0.9816300328244452	0.000708215297450425	0.0021689093484419265	0.0015492209631728046	0.0018148016997167138	19900.75579851275	0.0014394718120465098	0.000708215297450425	0.0021689093484419265	0.0015492209631728046	0.0018148016997167138	19900.747034348442	0.0014394722317779408	0.000708215297450425	0.0021689093484419265	0.0015492209631728046	0.0018148016997167138	19900.764562677054	0.001439471393031332	20	0.0011508498583569404	0.0018295561850802645						
21	TrialState.COMPLETE	0.000796742209631728	2020-01-01 00:13:18.426367	2020-01-01 00:17:32.193066	50.0	1	41.0	0.032257920019212426	1100.0	0.9953728086026841	0.000708215297450425	0.000796742209631728	0.000796742209631728	0.000796742209631728	20179.492563739375	0.0009483877314841711	0.000708215297450425	0.000796742209631728	0.000796742209631728	0.000796742209631728	20179.48605701133	0.0009483877856249128	0.000708215297450425	0.000796742209631728	0.000796742209631728	0.000796742209631728	20179.499070467424	0.0009483876773572251	21	0.000708215297450425	0.000767233238904627						
22	TrialState.COMPLETE	0.014394475920679887	2020-01-01 00:17:32.193894	2020-01-01 00:36:31.133312	350.0	2	1.0	0.0509223778543757	1400.0	0.8614141716564335	0.000708215297450425	0.014394475920679887	0.009313031161473088	0.011738668555240793	17463.049814093483	0.0061409442892492155	0.000708215297450425	0.014394475920679887	0.009313031161473088	0.011738668555240793	17463.03132082153	0.006140945937966931	0.000708215297450425	0.014394475920679887	0.009313031161473088	0.011738668555240793	17463.06830736544	0.006140942651622449	22							0.012725743626062323	0.013652817123072081
23	TrialState.COMPLETE	0.1098875993785982	2020-01-01 00:36:31.134323	2020-01-01 01:58:34.053492	350.0	1	41.0	0.09527017672159172	1500.0	0.5796055907407526	0.000708215297450425	0.1098875993785982	0.06718335922507539	0.08449465411678699	11748.311797496117	0.0460530882066078	0.000708215297450425	0.1098875993785982	0.06718335922507539	0.08449465411678699	11748.299843507264	0.04605309026157269	0.000708215297450425	0.1098875993785982	0.06718335922507539	0.08449465411678699	11748.323751484968	0.046053086167225615	23								
24	TrialState.COMPLETE	0.004426345609065156	2020-01-01 01:58:34.054392	2020-01-01 02:07:35.378155	350.0	1	71.0	0.027404991124407356	1800.0	0.9785860958571255	0.000708215297450425	0.004426345609065156	0.003824362606232295	0.0041784702549575075	19839.091749291783	0.0025604526247442042	0.000708215297450425	0.004426345609065156	0.003824362606232295	0.0041784702549575075	19839.074079320115	0.0025604530073452835	0.000708215297450425	0.004426345609065156	0.003824362606232295	0.0041784702549575075	19839.109419263455	0.002560452242653737	24		0.0034820585457979226	0.004072237960339943					
25	TrialState.COMPLETE	0.000796742209631728	2020-01-01 02:07:35.379195	2020-01-01 02:11:54.689931	50.0	2	31.0	0.001823520662283241	1200.0	0.9931823367078761	0.0003541076487252125	0.000796742209631728	0.0003541076487252125	0.0003541076487252125	20135.25838792493	0.0006068314603052687	0.0003541076487252125	0.000796742209631728	0.0003541076487252125	0.0003541076487252125	20135.248450779036	0.0006068315630714653	0.0003541076487252125	0.000796742209631728	0.0003541076487252125	0.0003541076487252125	20135.26832507082	0.0006068313575672787	25	0.0008852691218130312	0.0008262511803588291						
26	TrialState.COMPLETE	0.010003541076487252	2020-01-01 02:11:54.690891	2020-01-01 02:30:53.794140	450.0	1	41.0	0.04221122888972032	1800.0	0.859409098556288	0.000708215297450425	0.010003541076487252	0.007148548158640227	0.008564978753541076	17422.51099946884	0.004628206445848787	0.000708215297450425	0.010003541076487252	0.007148548158640227	0.008564978753541076	17422.494046565156	0.004628206964101278	0.000708215297450425	0.010003541076487252	0.007148548158640227	0.008564978753541076	17422.527952372522	0.004628205928213497	26					0.008262511803588292	0.009257385673816268		
27	TrialState.COMPLETE	0.0010180594900849858	2020-01-01 02:30:53.795109	2020-01-01 02:36:02.352617	250.0	1	81.0	0.0010886827188648814	1300.0	0.9972267245452184	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0008852691218130312	20216.884051876772	0.001002348694692014	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0008852691218130312	20216.86867032578	0.001002348922996502	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0008852691218130312	20216.899433427763	0.0010023484665288883	27	0.0011508498583569404	0.0010623229461756375						
28	TrialState.COMPLETE	0.000708215297450425	2020-01-01 02:36:02.353572	2020-01-01 02:40:16.608119	50.0	1	61.0	0.0206713579121479	1900.0	0.9885238604901166	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20040.418112606232	0.0009215966766761784	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20040.411605878187	0.000921596834201411	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20040.424619334277	0.0009215965193072087	28	0.000708215297450425	0.000708215297450425						
29	TrialState.COMPLETE	0.0076723323890462705	2020-01-01 02:40:16.608928	2020-01-01 02:51:33.179694	450.0	2	1.0	0.024059148607198055	1600.0	0.9463735844872001	0.000708215297450425	0.0076723323890462705	0.006344428706326724	0.00681657223796034	19186.016569287065	0.0038711835680067274	0.000708215297450425	0.0076723323890462705	0.006344428706326724	0.00681657223796034	19185.99427525968	0.0038711844604205135	0.000708215297450425	0.0076723323890462705	0.006344428706326724	0.00681657223796034	19186.038863314447	0.0038711826774471443	29			0.006196883852691218	0.007082152974504249				
30	TrialState.COMPLETE	0.3510655421066186	2020-01-01 02:51:33.180680	2020-01-01 03:10:50.434362	250.0	1	1.0	0.09611693186639102	500.0	0.37837514986300963	0.0014325263971156322	0.3510655421066186	0.21935359258305434	0.2911408704609838	7668.967027749163	0.12596673195000352	0.0014325263971156322	0.3510655421066186	0.21935359258305434	0.2911408704609838	7668.959696111254	0.12596673256480023	0.0014325263971156322	0.3510655421066186	0.21935359258305434	0.2911408704609838	7668.974359387072	0.12596673133642136	30								
31	TrialState.COMPLETE	0.004886685552407932	2020-01-01 03:10:50.435350	2020-01-01 03:21:12.611598	450.0	1	71.0	0.04164821427043047	1200.0	0.9396096382537346	0.000708215297450425	0.004886685552407932	0.004497167138810198	0.004709631728045326	19048.735269121815	0.002882972723397979	0.000708215297450425	0.004886685552407932	0.004497167138810198	0.004709631728045326	19048.71781161473	0.0028829730867482102	0.000708215297450425	0.004886685552407932	0.004497167138810198	0.004709631728045326	19048.752726628896	0.0028829723603271715	31		0.003895184135977337	0.004514872521246459					
32	TrialState.COMPLETE	0.0008410056657223796	2020-01-01 03:21:12.612653	2020-01-01 03:25:25.036750	50.0	1	21.0	0.0184080748042852	600.0	1.0011502914014132	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.0007524787535410764	20296.842001593486	0.0009533133929820544	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.0007524787535410764	20296.834410410764	0.0009533136739949674	0.000708215297450425	0.0008410056657223796	0.0007524787535410764	0.0007524787535410764	20296.849592776205	0.0009533131125484979	32	0.000796742209631728	0.0008262511803588291						
33	TrialState.COMPLETE	0.003098441926345609	2020-01-01 03:25:25.037716	2020-01-01 03:32:16.398647	450.0	1	61.0	0.007213995198614584	600.0	0.9836111257779901	0.000708215297450425	0.003098441926345609	0.002213172804532578	0.0026558073654390935	19940.886265049576	0.0018717686725545856	0.000708215297450425	0.003098441926345609	0.002213172804532578	0.0026558073654390935	19940.869378541076	0.0018717708263337855	0.000708215297450425	0.003098441926345609	0.002213172804532578	0.0026558073654390935	19940.903151558072	0.0018717665307920771	33	0.0019475920679886685	0.0027148253068932956						
34	TrialState.COMPLETE	0.0006196883852691218	2020-01-01 03:32:16.399591	2020-01-01 03:36:33.840932	50.0	2	11.0	0.001606647465071033	1400.0	0.9755224031319539	0.0004868980169971671	0.0006196883852691218	0.0005754249291784702	0.0005754249291784702	19776.86256196884	0.0007140477500876069	0.0004868980169971671	0.0006196883852691218	0.0005754249291784702	0.0005754249291784702	19776.853842067987	0.0007140478763753684	0.0004868980169971671	0.0006196883852691218	0.0005754249291784702	0.0005754249291784702	19776.871281869688	0.0007140476238580142	34	0.000708215297450425	0.0006491973559962229						
35	TrialState.COMPLETE	0.0007524787535410764	2020-01-01 03:36:33.841928	2020-01-01 03:40:48.528573	50.0	1	81.0	0.0011996637319520054	1200.0	0.9779697895341263	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	19826.787756728045	0.0009234025472780892	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	19826.779169617563	0.0009234026329547918	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	19826.796343838527	0.0009234024616242585	35	0.000796742209631728	0.000767233238904627						
36	TrialState.COMPLETE	0.0007524787535410764	2020-01-01 03:40:48.529555	2020-01-01 03:47:59.368919	450.0	1	81.0	0.00186923200908892	600.0	0.9960610466099785	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20193.42878009915	0.0009286590618940267	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20193.410632082152	0.0009286593964917668	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20193.446928116147	0.0009286587276960168	36	0.000796742209631728	0.000767233238904627						
37	TrialState.COMPLETE	0.0005311614730878187	2020-01-01 03:47:59.369904	2020-01-01 03:52:20.779261	50.0	2	41.0	0.001037944257428213	1300.0	0.9960713998711476	0.0004426345609065156	0.0005311614730878187	0.0004426345609065156	0.0005311614730878187	20193.788863314447	0.0006531306074634461	0.0004426345609065156	0.0005311614730878187	0.0004426345609065156	0.0005311614730878187	20193.77806303116	0.0006531309711211252	0.0004426345609065156	0.0005311614730878187	0.0004426345609065156	0.0005311614730878187	20193.799663597732	0.0006531302445295036	37	0.000708215297450425	0.0005901794145420207						
38	TrialState.COMPLETE	0.0011951133144475921	2020-01-01 03:52:20.780877	2020-01-01 03:58:29.424720	350.0	1	81.0	0.0013777329024767969	1200.0	0.9918359386719147	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.000796742209631728	20107.790810906514	0.0010007360118891937	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.000796742209631728	20107.77434490085	0.0010007364138627985	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.000796742209631728	20107.807276912183	0.001000735610397737	38	0.0011508498583569404	0.0011803588290840415						
39	TrialState.COMPLETE	0.0008852691218130312	2020-01-01 03:58:29.425501	2020-01-01 04:05:15.603749	450.0	2	51.0	0.03335133700013848	1700.0	0.999003022583917	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20252.489907932013	0.0009194217880447608	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20252.451885623228	0.0009194225712824374	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20252.527930240794	0.0009194210059737973	39	0.0008852691218130312	0.0008852691218130312						
40	TrialState.COMPLETE	0.0017262747875354107	2020-01-01 04:05:15.604750	2020-01-01 04:09:33.273115	150.0	1	21.0	0.00663696826757461	1500.0	0.9827107986590561	0.000708215297450425	0.0017262747875354107	0.00141643059490085	0.001593484419263456	19922.600389518415	0.0013287220353028126	0.000708215297450425	0.0017262747875354107	0.00141643059490085	0.001593484419263456	19922.59113845609	0.0013287221971993793	0.000708215297450425	0.0017262747875354107	0.00141643059490085	0.001593484419263456	19922.609640580737	0.0013287218735113745	40	0.0013279036827195468	0.001593484419263456						
41	TrialState.COMPLETE	0.0008852691218130312	2020-01-01 04:09:33.273910	2020-01-01 04:13:54.136145	50.0	2	51.0	0.004951329001835438	1600.0	1.0043979666123635	0.0003098441926345609	0.0008852691218130312	0.0003541076487252125	0.000398371104815864	20362.461712110482	0.0006099057320946087	0.0003098441926345609	0.0008852691218130312	0.0003541076487252125	0.000398371104815864	20362.450336402268	0.0006099061585610885	0.0003098441926345609	0.0008852691218130312	0.0003541076487252125	0.000398371104815864	20362.473087818697	0.0006099053066058977	41	0.0008852691218130312	0.0008852691218130312						
42	TrialState.COMPLETE	0.0010180594900849858	2020-01-01 04:13:54.136932	2020-01-01 04:18:57.594879	250.0	2	21.0	0.00348197417451106	1000.0	0.9989967863756822	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000708215297450425	20253.004359950424	0.0009199594321020193	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000708215297450425	20252.979948654393	0.0009199599752233234	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000708215297450425	20253.02877124646	0.000919958889785065	42	0.0009737960339943342	0.0010033050047214354						
43	TrialState.COMPLETE	0.004461756373937677	2020-01-01 04:18:57.595677	2020-01-01 04:24:06.698621	150.0	2	1.0	0.017149811800691483	2000.0	0.993489838944516	0.000708215297450425	0.004461756373937677	0.0036827195467422098	0.004036827195467422	20141.411313739376	0.002505076173339625	0.000708215297450425	0.004461756373937677	0.0036827195467422098	0.004036827195467422	20141.398229461756	0.0025050763723941517	0.000708215297450425	0.004461756373937677	0.0036827195467422098	0.004036827195467422	20141.424398016996	0.0025050759744194946	43		0.0035410764872521247	0.004116501416430595					
44	TrialState.COMPLETE	0.0012393767705382436	2020-01-01 04:24:06.699673	2020-01-01 04:29:48.831302	350.0	2	11.0	0.025697452724525206	1900.0	0.9874044025785014	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009295325779036828	20017.84543201133	0.0010938903825468522	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009295325779036828	20017.814580382437	0.0010938907479137805	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009295325779036828	20017.876283640227	0.0010938900172977719	44	0.0008852691218130312	0.0011213408876298394						
45	TrialState.COMPLETE	0.000708215297450425	2020-01-01 04:29:48.832197	2020-01-01 04:37:11.607116	450.0	2	91.0	0.029523874503849693	1800.0	1.019547094430404	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20669.68318431303	0.0009097670340838205	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20669.624690155808	0.0009097679722308719	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20669.741678470255	0.000909766096681981	45	0.000708215297450425	0.000708215297450425						
46	TrialState.COMPLETE	0.004957507082152974	2020-01-01 04:37:11.607923	2020-01-01 04:47:02.351524	450.0	1	51.0	0.033092540448777415	1000.0	0.9496931722299077	0.000708215297450425	0.004957507082152974	0.004001416430594901	0.004461756373937677	19253.089429886684	0.0027609688926888564	0.000708215297450425	0.004957507082152974	0.004001416430594901	0.004461756373937677	19253.071777620396	0.0027609700008284226	0.000708215297450425	0.004957507082152974	0.004001416430594901	0.004461756373937677	19253.107082152976	0.0027609677878195674	46		0.003777148253068933	0.004514872521246459					
47	TrialState.COMPLETE	0.0015492209631728046	2020-01-01 04:47:02.352348	2020-01-01 04:51:19.961154	150.0	1	41.0	0.010730430801673978	500.0	0.9797207412916606	0.000708215297450425	0.0015492209631728046	0.0013721671388101982	0.0013721671388101982	19861.974459985835	0.0012726401417751238	0.000708215297450425	0.0015492209631728046	0.0013721671388101982	0.0013721671388101982	19861.964279390933	0.0012726405135902496	0.000708215297450425	0.0015492209631728046	0.0013721671388101982	0.0013721671388101982	19861.984640580737	0.0012726397705700493	47	0.000796742209631728	0.0012983947119924457						
