number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9653558052434457	2020-05-14 19:16:27.216092	2020-05-14 19:19:00.928120	256	0.3596911319766277	0.014661004710646353	57	0.29359201262683043	128	0.13765495478598155	0.0661736702570894	0.5004681647940075	0.9653558052434457	0.8089887640449438	0.9063670411985019	3.1928838951310863	0.6697039633290622	0.5004681647940075	0.9653558052434457	0.8089887640449438	0.9063670411985019	3.1928838951310863	0.6697039633290622	1038034353	600.0	0.5004681647940075	0.9653558052434457	0.8089887640449438	0.9063670411985019	3.1928838951310863	0.6697039633290622	0	COMPLETE
1	0.9396067415730337	2020-05-14 19:19:00.956132	2020-05-14 19:20:28.165770	256	0.05765988422275142	0.46402364489018966	26	0.23064812196159762	256	0.0030350958706467372	0.07407280314480014	0.4438202247191011	0.9396067415730337	0.7621722846441947	0.8642322097378277	3.572565543071161	0.6218928298699989	0.4438202247191011	0.9396067415730337	0.7621722846441947	0.8642322097378277	3.572565543071161	0.6218928298699989	2674752925	500.0	0.4438202247191011	0.9396067415730337	0.7621722846441947	0.8642322097378277	3.572565543071161	0.6218928298699989	1	COMPLETE
2	0.9550561797752809	2020-05-14 19:20:28.193400	2020-05-14 19:22:55.809127	128	0.3744692009198409	0.16986698259171046	27	0.1345135547774997	512	0.0024449732088073794	0.06917613143736169	0.4803370786516854	0.9550561797752809	0.7865168539325843	0.8754681647940075	3.3394194756554305	0.6511333592498011	0.4803370786516854	0.9550561797752809	0.7865168539325843	0.8754681647940075	3.3394194756554305	0.6511333592498011	2407506160		0.4803370786516854	0.9550561797752809	0.7865168539325843	0.8754681647940075	3.3394194756554305	0.6511333592498011	2	COMPLETE
3	0.9194756554307116	2020-05-14 19:22:55.836564	2020-05-14 19:25:09.018666	256	0.0807683148574645	0.10628328258453346	30	0.010589483296975732	512	0.594572629000462	0.09137569814536735	0.397940074906367	0.9194756554307116	0.7158239700374532	0.8333333333333334	4.424157303370786	0.5812571904998521	0.397940074906367	0.9194756554307116	0.7158239700374532	0.8333333333333334	4.424157303370786	0.5812571904998521	3973432910	900.0	0.397940074906367	0.9194756554307116	0.7158239700374532	0.8333333333333334	4.424157303370786	0.5812571904998521	3	COMPLETE
4	0.9536516853932584	2020-05-14 19:25:09.058654	2020-05-14 19:27:51.825576	128	0.41333746674065147	0.4753084942479594	64	0.07477601391030986	128	0.0028001552063428004	0.06462198621959667	0.4887640449438202	0.9536516853932584	0.8080524344569289	0.8974719101123596	3.1100187265917603	0.6632063627801152	0.4887640449438202	0.9536516853932584	0.8080524344569289	0.8974719101123596	3.1100187265917603	0.6632063627801152	2780808522	650.0	0.4887640449438202	0.9536516853932584	0.8080524344569289	0.8974719101123596	3.1100187265917603	0.6632063627801152	4	COMPLETE
5	0.9569288389513109	2020-05-14 19:27:51.852410	2020-05-14 19:31:27.325327	128	0.26031929903849194	0.03367303971329111	42	0.30304803983097434	128	0.5227436358033756	0.06461575906898143	0.5014044943820225	0.9569288389513109	0.8174157303370787	0.9049625468164794	3.108614232209738	0.6745528579354955	0.5014044943820225	0.9569288389513109	0.8174157303370787	0.9049625468164794	3.108614232209738	0.6745528579354955	56073564	850.0	0.5014044943820225	0.9569288389513109	0.8174157303370787	0.9049625468164794	3.108614232209738	0.6745528579354955	5	COMPLETE
6	0.9307116104868914	2020-05-14 19:31:27.347583	2020-05-14 19:33:56.157419	128	0.20338626924348252	0.35505259819613477	26	0.4602891812126561	512	0.025242306558789028	0.08124963239128336	0.40168539325842695	0.9307116104868914	0.7148876404494382	0.8281835205992509	3.915262172284644	0.5841865043910676	0.40168539325842695	0.9307116104868914	0.7148876404494382	0.8281835205992509	3.915262172284644	0.5841865043910676	2316781571		0.40168539325842695	0.9307116104868914	0.7148876404494382	0.8281835205992509	3.915262172284644	0.5841865043910676	6	COMPLETE
7	0.9545880149812734	2020-05-14 19:33:56.183840	2020-05-14 19:37:57.349578	64	0.07063692683363659	0.16279088106724504	18	0.4779362350689377	128	0.16460286771234445	0.06936026195392068	0.46676029962546817	0.9545880149812734	0.7734082397003745	0.8717228464419475	3.3384831460674156	0.6408434617972938	0.46676029962546817	0.9545880149812734	0.7734082397003745	0.8717228464419475	3.3384831460674156	0.6408434617972938	3965626270	1000.0	0.46676029962546817	0.9545880149812734	0.7734082397003745	0.8717228464419475	3.3384831460674156	0.6408434617972938	7	COMPLETE
8	0.9433520599250936	2020-05-14 19:37:57.371493	2020-05-14 19:40:41.626705	64	0.0011483741837599593	0.4475303159771416	37	0.05347416335019445	256	0.00352539099912422	0.07342249720029477	0.4297752808988764	0.9433520599250936	0.7602996254681648	0.8614232209737828	3.540262172284644	0.615172860955246	0.4297752808988764	0.9433520599250936	0.7602996254681648	0.8614232209737828	3.540262172284644	0.615172860955246	1096090222	950.0	0.4297752808988764	0.9433520599250936	0.7602996254681648	0.8614232209737828	3.540262172284644	0.615172860955246	8	COMPLETE
9	0.9026217228464419	2020-05-14 19:40:41.667027	2020-05-14 19:43:05.164043	64	0.2092163072593714	0.15700295218923604	56	0.19610152872976389	512	0.3841711792701082	0.09413431683025054	0.36235955056179775	0.9026217228464419	0.6601123595505618	0.7846441947565543	4.545880149812734	0.5432147480084767	0.36235955056179775	0.9026217228464419	0.6601123595505618	0.7846441947565543	4.545880149812734	0.5432147480084767	766531522		0.36235955056179775	0.9026217228464419	0.6601123595505618	0.7846441947565543	4.545880149812734	0.5432147480084767	9	COMPLETE
10	0.9588014981273408	2020-05-14 19:43:05.191122	2020-05-14 19:45:24.499496	128	0.1380056472336127	0.06114106314268508	50	0.4903961150623271	256	0.0025548218465044283	0.06514992697726	0.49391385767790263	0.9588014981273408	0.8071161048689138	0.8974719101123596	3.1310861423220975	0.6644289063918065	0.49391385767790263	0.9588014981273408	0.8071161048689138	0.8974719101123596	3.1310861423220975	0.6644289063918065	4110466614	800.0	0.49391385767790263	0.9588014981273408	0.8071161048689138	0.8974719101123596	3.1310861423220975	0.6644289063918065	10	COMPLETE
11	0.10861423220973783	2020-05-14 19:45:24.527111	2020-05-14 19:45:43.037159	256	0.08283610915620815	0.2793804551588851	36	0.3408656518805773	512	0.9557474165502473	0.9621062695287684	0.01544943820224719	0.10861423220973783	0.03651685393258427	0.05898876404494382	46.36938202247191	0.05970681594917142	0.01544943820224719	0.10861423220973783	0.03651685393258427	0.05898876404494382	46.36938202247191	0.05970681594917142	1606059363	150.0	0.01544943820224719	0.10861423220973783	0.03651685393258427	0.05898876404494382	46.36938202247191	0.05970681594917142	11	COMPLETE
12	0.9508426966292135	2020-05-14 19:45:43.062758	2020-05-14 19:47:49.459729	256	0.2361058328546416	0.10283669944084117	55	0.3356535046304028	512	0.0020173432654827426	0.07184736135726173	0.45131086142322097	0.9508426966292135	0.7654494382022472	0.8754681647940075	3.4611423220973783	0.6295338109940881	0.45131086142322097	0.9508426966292135	0.7654494382022472	0.8754681647940075	3.4611423220973783	0.6295338109940881	852397540	800.0	0.45131086142322097	0.9508426966292135	0.7654494382022472	0.8754681647940075	3.4611423220973783	0.6295338109940881	12	COMPLETE
13	0.9391385767790262	2020-05-14 19:47:49.521025	2020-05-14 19:50:16.101245	256	0.44881621517931186	0.335639152034389	53	0.4870765589853029	256	0.19487655703044637	0.07387960330349452	0.43913857677902624	0.9391385767790262	0.7514044943820225	0.8544007490636704	3.553370786516854	0.6181066107478626	0.43913857677902624	0.9391385767790262	0.7514044943820225	0.8544007490636704	3.553370786516854	0.6181066107478626	262072991	800.0	0.43913857677902624	0.9391385767790262	0.7514044943820225	0.8544007490636704	3.553370786516854	0.6181066107478626	13	COMPLETE
14	0.9625468164794008	2020-05-14 19:50:16.169901	2020-05-14 19:53:16.810889	256	0.3889263557018353	0.3871377229397329	26	0.335760027130171	128	0.015443193332627178	0.06347752064867608	0.4948501872659176	0.9625468164794008	0.8057116104868914	0.9030898876404494	3.048689138576779	0.6669180731351998	0.4948501872659176	0.9625468164794008	0.8057116104868914	0.9030898876404494	3.048689138576779	0.6669180731351998	194222730	750.0	0.4948501872659176	0.9625468164794008	0.8057116104868914	0.9030898876404494	3.048689138576779	0.6669180731351998	14	COMPLETE
15	0.9555243445692884	2020-05-14 19:53:16.923355	2020-05-14 19:55:30.610885	256	0.1129673162771212	0.4473033842122223	40	0.2928414442522881	128	0.03659216237761382	0.06824319644077692	0.4681647940074906	0.9555243445692884	0.7944756554307116	0.8913857677902621	3.284644194756554	0.6491589825957418	0.4681647940074906	0.9555243445692884	0.7944756554307116	0.8913857677902621	3.284644194756554	0.6491589825957418	1281545706	550.0	0.4681647940074906	0.9555243445692884	0.7944756554307116	0.8913857677902621	3.284644194756554	0.6491589825957418	15	COMPLETE
16	0.9438202247191011	2020-05-14 19:55:30.637000	2020-05-14 19:57:29.787338	128	0.02363681683628538	0.21870921819401695	27	0.38130060841242236	512	0.001724251013131957	0.07192718754836432	0.450374531835206	0.9438202247191011	0.7607677902621723	0.8651685393258427	3.470505617977528	0.6272906725909765	0.450374531835206	0.9438202247191011	0.7607677902621723	0.8651685393258427	3.470505617977528	0.6272906725909765	3087897785	900.0	0.450374531835206	0.9438202247191011	0.7607677902621723	0.8651685393258427	3.470505617977528	0.6272906725909765	16	COMPLETE
17	0.9508426966292135	2020-05-14 19:57:29.813855	2020-05-14 20:00:01.578866	256	0.30394237854202777	0.12561450905249882	33	0.35559923557121725	512	0.011712465932121737	0.07066927827922592	0.46207865168539325	0.9508426966292135	0.7804307116104869	0.8726591760299626	3.4077715355805243	0.6401531863926635	0.46207865168539325	0.9508426966292135	0.7804307116104869	0.8726591760299626	3.4077715355805243	0.6401531863926635	3977374680		0.46207865168539325	0.9508426966292135	0.7804307116104869	0.8726591760299626	3.4077715355805243	0.6401531863926635	17	COMPLETE
18	0.9536516853932584	2020-05-14 20:00:01.615241	2020-05-14 20:02:54.470522	256	0.37805793369566854	0.3793919772118561	34	0.4645079189656499	128	0.011808650418698111	0.06414817644837784	0.4845505617977528	0.9536516853932584	0.8108614232209738	0.900749063670412	3.091292134831461	0.663983260260636	0.4845505617977528	0.9536516853932584	0.8108614232209738	0.900749063670412	3.091292134831461	0.663983260260636	2964019857	700.0	0.4845505617977528	0.9536516853932584	0.8108614232209738	0.900749063670412	3.091292134831461	0.663983260260636	18	COMPLETE
19	0.9307116104868914	2020-05-14 20:02:54.498081	2020-05-14 20:05:17.680189	64	0.23291570300152337	0.22536854553398833	59	0.18026854258367464	512	0.007098328257788571	0.07883117503699348	0.41058052434456926	0.9307116104868914	0.7172284644194756	0.8300561797752809	3.7982209737827715	0.5913550617472876	0.41058052434456926	0.9307116104868914	0.7172284644194756	0.8300561797752809	3.7982209737827715	0.5913550617472876	2317866045		0.41058052434456926	0.9307116104868914	0.7172284644194756	0.8300561797752809	3.7982209737827715	0.5913550617472876	19	COMPLETE
20	0.9185393258426966	2020-05-14 20:05:17.717523	2020-05-14 20:07:41.731862	64	0.20745058271333144	0.19079821654082296	41	0.41095898093958183	512	0.014343771681856056	0.08392051794158106	0.3881086142322097	0.9185393258426966	0.7036516853932584	0.8146067415730337	4.049157303370786	0.5737776940366446	0.3881086142322097	0.9185393258426966	0.7036516853932584	0.8146067415730337	4.049157303370786	0.5737776940366446	3743195520		0.3881086142322097	0.9185393258426966	0.7036516853932584	0.8146067415730337	4.049157303370786	0.5737776940366446	20	COMPLETE
21	0.952247191011236	2020-05-14 20:07:41.758400	2020-05-14 20:10:21.666491	128	0.27620352432024703	0.4453829837773076	30	0.2401605800191634	256	0.001855822823228516	0.06654602333411491	0.4794007490636704	0.952247191011236	0.7832397003745318	0.8848314606741573	3.208801498127341	0.6524955168941985	0.4794007490636704	0.952247191011236	0.7832397003745318	0.8848314606741573	3.208801498127341	0.6524955168941985	411387425	900.0	0.4794007490636704	0.952247191011236	0.7832397003745318	0.8848314606741573	3.208801498127341	0.6524955168941985	21	COMPLETE
