number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2598314606741573	2020-05-15 15:33:59.464090	2020-05-15 16:00:12.892853	0.43087100183145666	7.796205187008863	256	2	53	512	0.57694199791942	0.032303370786516857	0.2598314606741573	0.07958801498127341	0.1409176029962547	27.514044943820224	0.11102739884536891	0.032303370786516857	0.2598314606741573	0.07958801498127341	0.1409176029962547	27.514044943820224	0.11102739884536891	3864691957	450.0	0.032303370786516857	0.2598314606741573	0.07958801498127341	0.1409176029962547	27.514044943820224	0.11102739884536891	0	COMPLETE
1	0.9648876404494382	2020-05-15 16:00:12.907976	2020-05-15 16:02:10.256031	0.8146117432521066	17.827399293415084	256	1	5	512	0.06090816574638591	0.4892322097378277	0.9648876404494382	0.8052434456928839	0.9049625468164794	2.941011235955056	0.665371808846513	0.4892322097378277	0.9648876404494382	0.8052434456928839	0.9049625468164794	2.941011235955056	0.665371808846513	1408315182	250.0	0.4892322097378277	0.9648876404494382	0.8052434456928839	0.9049625468164794	2.941011235955056	0.665371808846513	1	COMPLETE
2	0.9115168539325843	2020-05-15 16:02:10.271610	2020-05-15 16:11:42.213201	0.6385686270953038	25.239941843681045	128	1	80	512	0.09399013049736592	0.3693820224719101	0.9115168539325843	0.699438202247191	0.8103932584269663	4.584737827715355	0.5565688588845943	0.3693820224719101	0.9115168539325843	0.699438202247191	0.8103932584269663	4.584737827715355	0.5565688588845943	3329281202	500.0	0.3693820224719101	0.9115168539325843	0.699438202247191	0.8103932584269663	4.584737827715355	0.5565688588845943	2	COMPLETE
3	0.9667602996254682	2020-05-15 16:11:42.224317	2020-05-15 16:22:40.867315	0.22521882737303067	22.21427512041648	256	1	27	128	0.06089465727607549	0.49063670411985016	0.9667602996254682	0.8169475655430711	0.9101123595505618	2.936797752808989	0.6660783160452217	0.49063670411985016	0.9667602996254682	0.8169475655430711	0.9101123595505618	2.936797752808989	0.6660783160452217	3844122519	350.0	0.49063670411985016	0.9667602996254682	0.8169475655430711	0.9101123595505618	2.936797752808989	0.6660783160452217	3	COMPLETE
4	0.25795880149812733	2020-05-15 16:22:40.886388	2020-05-15 16:33:06.271258	0.26067962415643914	17.66853661620799	128	2	66	128	0.5689472942700268	0.03604868913857678	0.25795880149812733	0.08052434456928839	0.12172284644194757	27.038857677902623	0.11000515289416174	0.03604868913857678	0.25795880149812733	0.08052434456928839	0.12172284644194757	27.038857677902623	0.11000515289416174	3364045911	450.0	0.03604868913857678	0.25795880149812733	0.08052434456928839	0.12172284644194757	27.038857677902623	0.11000515289416174	4	COMPLETE
5	0.250936329588015	2020-05-15 16:33:06.282403	2020-05-15 16:38:52.979325	0.3574999625449379	17.290647025478307	256	2	10	256	0.5764553091159154	0.03136704119850187	0.250936329588015	0.07818352059925093	0.1254681647940075	27.484082397003746	0.10831848338894703	0.03136704119850187	0.250936329588015	0.07818352059925093	0.1254681647940075	27.484082397003746	0.10831848338894703	2731309294	400.0	0.03136704119850187	0.250936329588015	0.07818352059925093	0.1254681647940075	27.484082397003746	0.10831848338894703	5	COMPLETE
6	0.9157303370786517	2020-05-15 16:38:52.990476	2020-05-15 16:44:58.244605	0.6878573584928792	18.77373664049305	64	1	91	128	0.0938632144611887	0.3782771535580524	0.9157303370786517	0.6966292134831461	0.8117977528089888	4.5664794007490634	0.5658870144900404	0.3782771535580524	0.9157303370786517	0.6966292134831461	0.8117977528089888	4.5664794007490634	0.5658870144900404	881172550	400.0	0.3782771535580524	0.9157303370786517	0.6966292134831461	0.8117977528089888	4.5664794007490634	0.5658870144900404	6	COMPLETE
7	0.4868913857677903	2020-05-15 16:44:58.255699	2020-05-15 17:01:41.268725	0.7994252930983938	14.463519334840907	64	2	71	128	0.301406357500158	0.07116104868913857	0.4868913857677903	0.18632958801498128	0.28230337078651685	14.421816479400748	0.1943611845519819	0.07116104868913857	0.4868913857677903	0.18632958801498128	0.28230337078651685	14.421816479400748	0.1943611845519819	2766797925		0.07116104868913857	0.4868913857677903	0.18632958801498128	0.28230337078651685	14.421816479400748	0.1943611845519819	7	COMPLETE
8	0.8445692883895131	2020-05-15 17:01:41.282763	2020-05-15 17:12:07.737638	0.377431851262374	5.876623157627652	128	2	19	256	0.1322318031975811	0.19709737827715357	0.8445692883895131	0.4812734082397004	0.651685393258427	6.38810861423221	0.3940431116844655	0.19709737827715357	0.8445692883895131	0.4812734082397004	0.651685393258427	6.38810861423221	0.3940431116844655	1817913553		0.19709737827715357	0.8445692883895131	0.4812734082397004	0.651685393258427	6.38810861423221	0.3940431116844655	8	COMPLETE
9	0.9414794007490637	2020-05-15 17:12:07.748366	2020-05-15 17:21:51.440241	0.9386093618611872	24.791377755025206	256	1	39	128	0.07956208757906176	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.851123595505618	3.862827715355805	0.5958527682691174	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.851123595505618	3.862827715355805	0.5958527682691174	2230828866	250.0	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.851123595505618	3.862827715355805	0.5958527682691174	9	COMPLETE
