number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	101	151	201	1051	1101	1351	1401
0	TrialState.COMPLETE	0.44037417374881965	2020-01-12 08:13:02.021659	2020-01-12 10:28:34.803354	0.769622397410397	23.233286679158635	50.0	1	40.0	0.0027774741290367802	1800.0	0.1787116167756521	0.28960694050991503	0.44037417374881965	0.38384678942398487	0.4109301227573182	3622.378116147309	0.3467935128430357	0.28960694050991503	0.44037417374881965	0.38384678942398487	0.4109301227573182	3622.3768354579793	0.3467935139162623	0.28960694050991503	0.44037417374881965	0.38384678942398487	0.4109301227573182	3622.3793968366385	0.3467935117834007	0						0.43861923310400647	0.43952696102373745
1	TrialState.COMPLETE	0.010121576959395657	2020-01-12 10:28:34.804512	2020-01-12 11:13:07.984377	0.35299161792639955	11.321544101980997	150.0	1	20.0	0.01181009254750428	500.0	0.8284355285942872	0.0034525495750708213	0.010121576959395657	0.006432955618508027	0.007760859301227573	16794.846715651558	0.006008717219408172	0.0034525495750708213	0.010121576959395657	0.006432955618508027	0.007760859301227573	16794.839382672333	0.0060087173284284435	0.0034525495750708213	0.010121576959395657	0.006432955618508027	0.007760859301227573	16794.854048630783	0.006008717110430702	1		0.00907400849858357	0.009702549575070822				
2	TrialState.COMPLETE	0.017492917847025495	2020-01-12 11:13:07.985623	2020-01-13 03:10:50.152586	0.9666258209070356	27.7227638227945	450.0	1	100.0	0.008173566392504508	2000.0	0.9671080683765146	0.005630311614730878	0.017492917847025495	0.010304532577903683	0.012747875354107648	19606.64897308782	0.009548106230174326	0.005630311614730878	0.017492917847025495	0.010304532577903683	0.012747875354107648	19606.635800283286	0.009548106471148654	0.005630311614730878	0.017492917847025495	0.010304532577903683	0.012747875354107648	19606.66214589235	0.009548105989381519	2	0.01676109537299339	0.017218484419263456					
3	TrialState.COMPLETE	0.4644195585457979	2020-01-13 03:10:50.153653	2020-01-14 15:36:25.905043	0.9048859899963089	21.15747311125146	350.0	1	50.0	0.0010779890268735966	1800.0	0.18230769248721498	0.33919824126534465	0.4644195585457979	0.4170429060434372	0.43793525731822475	3694.9809925342306	0.3870437902686123	0.33919824126534465	0.4644195585457979	0.4170429060434372	0.43793525731822475	3694.979225684608	0.387043791931992	0.33919824126534465	0.4644195585457979	0.4170429060434372	0.43793525731822475	3694.9827593838527	0.38704378862632255	3				0.4626014035539531	0.46355000615839387		
