number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
45	0.13108614232209737	2020-05-15 09:09:50.870103	2020-05-15 09:22:15.247516	0.17402954517949693	29.809021694620156	128	0.3006705250713052	0.04213495650850968	49	0.4177084001895439	28	0.006026306248709029	128	0.873095823007144	0.0149812734082397	0.13108614232209737	0.04400749063670412	0.06882022471910113	41.97659176029963	0.06741096163727463	0.0149812734082397	0.13108614232209737	0.04400749063670412	0.06882022471910113	41.97659176029963	0.06741096163727463	4232757995	200	0.0149812734082397	0.13108614232209737	0.04400749063670412	0.06882022471910113	41.97659176029963	0.06741096163727463	45	COMPLETE
46	0.15823970037453183	2020-05-15 09:22:15.330861	2020-05-15 09:30:03.618651	0.33559571063545557	2.224955581808801	64	0.44046635561157893	0.04491105476317209	47	0.3346715155865532	40	0.013931058820175366	512	0.8571036044605885	0.013108614232209739	0.15823970037453183	0.04307116104868914	0.07256554307116105	41.090823970037455	0.06845120647695381	0.013108614232209739	0.15823970037453183	0.04307116104868914	0.07256554307116105	41.090823970037455	0.06845120647695381	640905715	200	0.013108614232209739	0.15823970037453183	0.04307116104868914	0.07256554307116105	41.090823970037455	0.06845120647695381	46	COMPLETE
47	0.1549625468164794	2020-05-15 09:30:03.713440	2020-05-15 09:40:55.723035	0.39353148490195666	18.286984974097233	128	0.3071323841267636	0.30311877848733415	18	0.14752102186396154	35	0.002874736767822953	128	0.8192584492041196	0.017322097378277154	0.1549625468164794	0.04728464419475655	0.08380149812734082	39.559925093632955	0.07348143663573749	0.017322097378277154	0.1549625468164794	0.04728464419475655	0.08380149812734082	39.559925093632955	0.07348143663573749	3593556700	200	0.017322097378277154	0.1549625468164794	0.04728464419475655	0.08380149812734082	39.559925093632955	0.07348143663573749	47	COMPLETE
48	0.11938202247191011	2020-05-15 09:40:55.832972	2020-05-15 10:05:42.287761	0.7256321561896262	5.464834511724452	64	0.10020455301978926	0.12906550873461242	39	0.39655084268984647	92	0.0678563645587275	512	0.9105941123295966	0.011704119850187267	0.11938202247191011	0.04073033707865169	0.060861423220973786	43.77434456928839	0.061277170040898846	0.011704119850187267	0.11938202247191011	0.04073033707865169	0.060861423220973786	43.77434456928839	0.061277170040898846	2183691989	300	0.011704119850187267	0.11938202247191011	0.04073033707865169	0.060861423220973786	43.77434456928839	0.061277170040898846	48	COMPLETE
49	0.3595505617977528	2020-05-15 10:05:42.390628	2020-05-15 10:51:40.102326	0.9993049101454974	15.596462813369532	256	0.1886393621558431	0.06020556755648704	37	0.3603129428034074	87	0.0037932994092169624	128	0.46595129813416425	0.05056179775280899	0.3595505617977528	0.1306179775280899	0.2055243445692884	22.49250936329588	0.14803809509150917	0.05056179775280899	0.3595505617977528	0.1306179775280899	0.2055243445692884	22.49250936329588	0.14803809509150917	3487265101	200	0.05056179775280899	0.3595505617977528	0.1306179775280899	0.2055243445692884	22.49250936329588	0.14803809509150917	49	COMPLETE
50	0.4803370786516854	2020-05-15 10:51:40.216596	2020-05-15 11:38:09.589857	0.8275510904554398	16.621160926332415	256	0.09382283998982588	0.14272213046524523	43	0.26958165308712	79	0.0014675756189624824	256	0.3588145354602221	0.06694756554307116	0.4803370786516854	0.1999063670411985	0.29119850187265917	17.261704119850187	0.19284123106032075	0.06694756554307116	0.4803370786516854	0.1999063670411985	0.29119850187265917	17.261704119850187	0.19284123106032075	2670315316	200	0.06694756554307116	0.4803370786516854	0.1999063670411985	0.29119850187265917	17.261704119850187	0.19284123106032075	50	COMPLETE
51	0.5697565543071161	2020-05-15 11:38:09.688608	2020-05-15 11:45:56.091011	0.8924992255430001	21.772794537332246	64	0.14162672374008656	0.06982241651367654	34	0.41441816921468205	38	0.0018281894041286134	256	0.2624141798452352	0.06694756554307116	0.5697565543071161	0.21582397003745318	0.33848314606741575	12.658239700374532	0.21093196194987748	0.06694756554307116	0.5697565543071161	0.21582397003745318	0.33848314606741575	12.658239700374532	0.21093196194987748	529280105	200	0.06694756554307116	0.5697565543071161	0.21582397003745318	0.33848314606741575	12.658239700374532	0.21093196194987748	51	COMPLETE
52	0.13717228464419476	2020-05-15 11:45:56.220071	2020-05-15 12:10:46.063595	0.552046249458889	27.267668802465728	256	0.2704341564094179	0.056789519928010734	57	0.020379587480425843	49	0.02591438246842144	128	0.8468450280072077	0.011704119850187267	0.13717228464419476	0.04400749063670412	0.07069288389513109	40.676029962546814	0.06528505000398126	0.011704119850187267	0.13717228464419476	0.04400749063670412	0.07069288389513109	40.676029962546814	0.06528505000398126	4279198422	150	0.011704119850187267	0.13717228464419476	0.04400749063670412	0.07069288389513109	40.676029962546814	0.06528505000398126	52	COMPLETE
53	0.9311797752808989	2020-05-15 12:10:46.169304	2020-05-15 12:25:03.861932	0.48229432632238467	13.985885686688128	64	0.042487613434133265	0.3377261619609481	29	0.10068563176193618	53	0.001628479665012882	256	0.08914059094739345	0.29728464419475653	0.9311797752808989	0.6203183520599251	0.772003745318352	4.308988764044944	0.4970226016161044	0.29728464419475653	0.9311797752808989	0.6203183520599251	0.772003745318352	4.308988764044944	0.4970226016161044	880229111	300	0.29728464419475653	0.9311797752808989	0.6203183520599251	0.772003745318352	4.308988764044944	0.4970226016161044	53	COMPLETE
54	0.4681647940074906	2020-05-15 12:25:03.965203	2020-05-15 12:44:21.742625	0.38927482993082185	11.650949521934159	256	0.3257242968289809	0.0640568694850428	17	0.3974723625592458	64	0.006761156387348313	512	0.3699725992586952	0.07209737827715355	0.4681647940074906	0.1793071161048689	0.272940074906367	17.853464419475657	0.1880980642359452	0.07209737827715355	0.4681647940074906	0.1793071161048689	0.272940074906367	17.853464419475657	0.1880980642359452	2509162684	200	0.07209737827715355	0.4681647940074906	0.1793071161048689	0.272940074906367	17.853464419475657	0.1880980642359452	54	COMPLETE
55	0.1699438202247191	2020-05-15 12:44:21.849255	2020-05-15 13:18:42.598963	0.1124834450600199	25.94334439361634	128	0.3842185282691766	0.16471535543508015	28	0.06250227588350987	95	0.04261732899442534	128	0.8012964407048339	0.0149812734082397	0.1699438202247191	0.04868913857677903	0.08661048689138577	38.61423220973783	0.07413466139222463	0.0149812734082397	0.1699438202247191	0.04868913857677903	0.08661048689138577	38.61423220973783	0.07413466139222463	3804091936	250	0.0149812734082397	0.1699438202247191	0.04868913857677903	0.08661048689138577	38.61423220973783	0.07413466139222463	55	COMPLETE
56	0.125	2020-05-15 13:18:42.752791	2020-05-15 13:22:50.907643	0.6929397228599369	7.501582938436707	128	0.29814229893367666	0.2898939129261594	23	0.12471885146389067	16	0.02000910498607603	128	0.8967536732795115	0.012640449438202247	0.125	0.04073033707865169	0.06788389513108614	43.140917602996254	0.06236318928186189	0.012640449438202247	0.125	0.04073033707865169	0.06788389513108614	43.140917602996254	0.06236318928186189	2861092213	150	0.012640449438202247	0.125	0.04073033707865169	0.06788389513108614	43.140917602996254	0.06236318928186189	56	COMPLETE
57	0.6296816479400749	2020-05-15 13:22:51.003644	2020-05-15 14:11:26.269617	0.6204638634079693	10.850895916868893	256	0.029427904042804987	0.369600602008516	43	0.15107264749257227	82	0.0031337159739875105	256	0.23792770125795057	0.09925093632958802	0.6296816479400749	0.25795880149812733	0.40215355805243447	11.478932584269662	0.24851139478366518	0.09925093632958802	0.6296816479400749	0.25795880149812733	0.40215355805243447	11.478932584269662	0.24851139478366518	2500558935	200	0.09925093632958802	0.6296816479400749	0.25795880149812733	0.40215355805243447	11.478932584269662	0.24851139478366518	57	COMPLETE
58	0.2303370786516854	2020-05-15 14:11:26.371774	2020-05-15 14:14:46.335652	0.4954951445083451	25.502997038153655	256	0.46476903345473936	0.13480024810616026	17	0.39967346692781336	6	0.0030296011485642237	256	0.6161464211192638	0.012172284644194757	0.2303370786516854	0.06273408239700375	0.11142322097378277	29.509831460674157	0.08997307815242722	0.012172284644194757	0.2303370786516854	0.06273408239700375	0.11142322097378277	29.509831460674157	0.08997307815242722	1475343767	200	0.012172284644194757	0.2303370786516854	0.06273408239700375	0.11142322097378277	29.509831460674157	0.08997307815242722	58	COMPLETE
59	0.9063670411985019	2020-05-15 14:14:46.448154	2020-05-15 14:31:08.042382	0.3229917545135684	10.423720605254685	256	0.36364438129534443	0.4345246542364402	17	0.4280829866618057	30	0.00173207372319227	512	0.10069621716231833	0.2752808988764045	0.9063670411985019	0.5819288389513109	0.7294007490636704	4.87312734082397	0.4707143572888273	0.2752808988764045	0.9063670411985019	0.5819288389513109	0.7294007490636704	4.87312734082397	0.4707143572888273	3611109368	300	0.2752808988764045	0.9063670411985019	0.5819288389513109	0.7294007490636704	4.87312734082397	0.4707143572888273	59	COMPLETE
60	0.16292134831460675	2020-05-15 14:31:08.161254	2020-05-15 14:37:39.855419	0.28245107932752	15.905289844651286	256	0.16321886053743784	0.20171990965612763	17	0.28088270114073105	18	0.023241125723828273	512	0.8485017656270163	0.012640449438202247	0.16292134831460675	0.04681647940074907	0.07911985018726592	40.73361423220974	0.06972368875842509	0.012640449438202247	0.16292134831460675	0.04681647940074907	0.07911985018726592	40.73361423220974	0.06972368875842509	4221964986	200	0.012640449438202247	0.16292134831460675	0.04681647940074907	0.07911985018726592	40.73361423220974	0.06972368875842509	60	COMPLETE
61	0.5327715355805244	2020-05-15 14:37:39.935890	2020-05-15 14:57:56.563291	0.7390860138183709	11.152372966621117	128	0.013417881806396581	0.49269127767174303	58	0.05288004564449533	45	0.0026397305291720173	128	0.2921282854515445	0.0650749063670412	0.5327715355805244	0.1999063670411985	0.31273408239700373	14.09691011235955	0.19983744896790168	0.0650749063670412	0.5327715355805244	0.1999063670411985	0.31273408239700373	14.09691011235955	0.19983744896790168	3258291959	200	0.0650749063670412	0.5327715355805244	0.1999063670411985	0.31273408239700373	14.09691011235955	0.19983744896790168	61	COMPLETE
62	0.10955056179775281	2020-05-15 14:57:56.665034	2020-05-15 15:34:13.839710	0.9188678975936361	9.417816103393804	128	0.04175529646169446	0.43840318899969255	62	0.4852610552798628	87	0.060490262022521626	128	1.008878930870353	0.009363295880149813	0.10955056179775281	0.04260299625468165	0.05852059925093633	48.69616104868914	0.054788181269446706	0.009363295880149813	0.10955056179775281	0.04260299625468165	0.05852059925093633	48.69616104868914	0.054788181269446706	2707612001	200	0.009363295880149813	0.10955056179775281	0.04260299625468165	0.05852059925093633	48.69616104868914	0.054788181269446706	62	COMPLETE
63	0.3150749063670412	2020-05-15 15:34:13.948947	2020-05-15 15:55:57.733977	0.9222900114770789	3.6808881743778583	128	0.45569826677375525	0.19924508350039916	21	0.4126279937379589	96	0.001694942771358187	256	0.5219025449933701	0.02855805243445693	0.3150749063670412	0.09316479400749064	0.15168539325842698	25.153558052434455	0.11793910390435078	0.02855805243445693	0.3150749063670412	0.09316479400749064	0.15168539325842698	25.153558052434455	0.11793910390435078	2396798915	200	0.02855805243445693	0.3150749063670412	0.09316479400749064	0.15168539325842698	25.153558052434455	0.11793910390435078	63	COMPLETE
64	0.20411985018726592	2020-05-15 15:55:57.886029	2020-05-15 16:23:03.581769	0.17405249826280744	2.2431274058888815	128	0.27127915300023037	0.2339320337509066	47	0.0680398449320484	79	0.006514236538094985	256	0.7410082518470156	0.019662921348314606	0.20411985018726592	0.054775280898876406	0.09082397003745318	35.808052434456926	0.08229560990793287	0.019662921348314606	0.20411985018726592	0.054775280898876406	0.09082397003745318	35.808052434456926	0.08229560990793287	3062540616	200	0.019662921348314606	0.20411985018726592	0.054775280898876406	0.09082397003745318	35.808052434456926	0.08229560990793287	64	COMPLETE
65	0.27902621722846443	2020-05-15 16:23:03.717400	2020-05-15 16:32:33.269765	0.7726135915754624	13.620865335767611	128	0.31545334615028636	0.19046924363091194	36	0.40417329850830697	29	0.003349206098559976	512	0.5281599088500459	0.02949438202247191	0.27902621722846443	0.09363295880149813	0.14325842696629212	25.442883895131086	0.11510494380785702	0.02949438202247191	0.27902621722846443	0.09363295880149813	0.14325842696629212	25.442883895131086	0.11510494380785702	3404865591	200	0.02949438202247191	0.27902621722846443	0.09363295880149813	0.14325842696629212	25.442883895131086	0.11510494380785702	65	COMPLETE
66	0.4157303370786517	2020-05-15 16:32:33.421220	2020-05-15 17:44:07.562317	0.6337538567351785	3.4811365075684906	256	0.3718696778840839	0.03866911590559696	63	0.266388976275571	90	0.0025070320905229318	128	0.3696753549012826	0.04588014981273408	0.4157303370786517	0.12687265917602997	0.1999063670411985	17.780898876404493	0.15292589574744755	0.04588014981273408	0.4157303370786517	0.12687265917602997	0.1999063670411985	17.780898876404493	0.15292589574744755	2102816326	200	0.04588014981273408	0.4157303370786517	0.12687265917602997	0.1999063670411985	17.780898876404493	0.15292589574744755	66	COMPLETE
67	0.299625468164794	2020-05-15 17:44:07.722320	2020-05-15 18:02:30.186504	0.8842707000783953	22.00511872284957	128	0.07555388692859516	0.10744870919309102	42	0.4453745639516397	54	0.0013172726364516897	256	0.4285356171266961	0.027153558052434457	0.299625468164794	0.0945692883895131	0.15121722846441948	20.58941947565543	0.11963394207292956	0.027153558052434457	0.299625468164794	0.0945692883895131	0.15121722846441948	20.58941947565543	0.11963394207292956	1511858235	200	0.027153558052434457	0.299625468164794	0.0945692883895131	0.15121722846441948	20.58941947565543	0.11963394207292956	67	COMPLETE
68	0.10861423220973783	2020-05-15 18:02:30.298687	2020-05-15 18:27:24.929479	0.11219887041447597	4.228281465095536	128	0.14270139532182413	0.34593853353407	53	0.41083801296643024	62	0.02513022178189786	128	0.9612128953911602	0.011235955056179775	0.10861423220973783	0.030430711610486893	0.05196629213483146	46.43867041198502	0.05709324252381321	0.011235955056179775	0.10861423220973783	0.030430711610486893	0.05196629213483146	46.43867041198502	0.05709324252381321	2152572869	200	0.011235955056179775	0.10861423220973783	0.030430711610486893	0.05196629213483146	46.43867041198502	0.05709324252381321	68	COMPLETE
69	0.1446629213483146	2020-05-15 18:27:25.008944	2020-05-15 18:37:17.017347	0.11666575533680817	4.358651969257622	128	0.06078384412593707	0.2959286932212281	50	0.24483727394090488	23	0.01305205146271996	256	0.8338430573263865	0.014044943820224719	0.1446629213483146	0.04400749063670412	0.07162921348314606	40.00140449438202	0.06790037464878917	0.014044943820224719	0.1446629213483146	0.04400749063670412	0.07162921348314606	40.00140449438202	0.06790037464878917	4108304938	200	0.014044943820224719	0.1446629213483146	0.04400749063670412	0.07162921348314606	40.00140449438202	0.06790037464878917	69	COMPLETE
70	0.14232209737827714	2020-05-15 18:37:17.120834	2020-05-15 19:16:17.258515	0.5559865923540399	28.65428447398695	256	0.19088423428576384	0.19952110538961254	39	0.4710452887822822	51	0.004498615617660716	128	0.8686989215455517	0.010767790262172285	0.14232209737827714	0.04962546816479401	0.07162921348314606	41.7687265917603	0.06606417347822414	0.010767790262172285	0.14232209737827714	0.04962546816479401	0.07162921348314606	41.7687265917603	0.06606417347822414	3322870017	250	0.010767790262172285	0.14232209737827714	0.04962546816479401	0.07162921348314606	41.7687265917603	0.06606417347822414	70	COMPLETE
71	0.10814606741573034	2020-05-15 19:16:17.440837	2020-05-15 19:44:31.088628	0.2559687279287172	19.635773711578413	256	0.17529869424139277	0.3899438984291764	17	0.3738117352330778	87	0.01705416478594253	128	0.9832960119146561	0.011235955056179775	0.10814606741573034	0.03838951310861423	0.05196629213483146	47.48314606741573	0.05638595482941664	0.011235955056179775	0.10814606741573034	0.03838951310861423	0.05196629213483146	47.48314606741573	0.05638595482941664	264918756	200	0.011235955056179775	0.10814606741573034	0.03838951310861423	0.05196629213483146	47.48314606741573	0.05638595482941664	71	COMPLETE
