number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3618913857677903	2020-03-12 17:34:18.476986	2020-03-12 17:34:51.829835	128	128	0.001989979323812233	256	0.0013608360992556359	0.5609611465259061	0.04260299625468165	0.3618913857677903	0.14934456928838952	0.2303370786516854	26.691479400749063	0.1450770087278789	0.04260299625468165	0.3618913857677903	0.14934456928838952	0.2303370786516854	26.691479400749063	0.1450770087278789	3702655207	350.0	0.04260299625468165	0.3618913857677903	0.14934456928838952	0.2303370786516854	26.691479400749063	0.1450770087278789	0	COMPLETE
1	0.3455056179775281	2020-03-12 17:34:51.845010	2020-03-12 17:35:19.863815	64	128	0.043916778266516326	256	0.004137805617455833	0.5529659871231722	0.04915730337078652	0.3455056179775281	0.14559925093632958	0.21395131086142322	26.348782771535582	0.1471796061060359	0.04915730337078652	0.3455056179775281	0.14559925093632958	0.21395131086142322	26.348782771535582	0.1471796061060359	204508861	300.0	0.04915730337078652	0.3455056179775281	0.14559925093632958	0.21395131086142322	26.348782771535582	0.1471796061060359	1	COMPLETE
2	0.38436329588014984	2020-03-12 17:35:19.876073	2020-03-12 17:35:44.621435	64	256	0.04793534389508952	512	0.820795117064871	0.5240755134047627	0.05149812734082397	0.38436329588014984	0.1549625468164794	0.2350187265917603	25.12687265917603	0.15710819580726923	0.05149812734082397	0.38436329588014984	0.1549625468164794	0.2350187265917603	25.12687265917603	0.15710819580726923	1357210011	300.0	0.05149812734082397	0.38436329588014984	0.1549625468164794	0.2350187265917603	25.12687265917603	0.15710819580726923	2	COMPLETE
3	0.375936329588015	2020-03-12 17:35:44.637361	2020-03-12 17:36:06.742885	256	64	0.018857893354871303	512	0.008347501350746238	0.5242940958873595	0.0552434456928839	0.375936329588015	0.16198501872659177	0.23595505617977527	24.982209737827716	0.1591363424398514	0.0552434456928839	0.375936329588015	0.16198501872659177	0.23595505617977527	24.982209737827716	0.1591363424398514	181361167	300.0	0.0552434456928839	0.375936329588015	0.16198501872659177	0.23595505617977527	24.982209737827716	0.1591363424398514	3	COMPLETE
4	0.24859550561797752	2020-03-12 17:36:06.753370	2020-03-12 17:36:49.203885	256	64	0.02858456176907949	128	0.0016872417258602637	0.6233146828294065	0.032303370786516857	0.24859550561797752	0.0852059925093633	0.1301498127340824	29.707397003745317	0.10712803684361064	0.032303370786516857	0.24859550561797752	0.0852059925093633	0.1301498127340824	29.707397003745317	0.10712803684361064	151653558	300.0	0.032303370786516857	0.24859550561797752	0.0852059925093633	0.1301498127340824	29.707397003745317	0.10712803684361064	4	COMPLETE
5	0.36235955056179775	2020-03-12 17:36:49.213638	2020-03-12 17:37:57.046945	128	64	0.0029514105796401347	128	0.356550718010471	0.5561236803453025	0.03885767790262172	0.36235955056179775	0.13904494382022473	0.224250936329588	26.448970037453183	0.141158573105383	0.03885767790262172	0.36235955056179775	0.13904494382022473	0.224250936329588	26.448970037453183	0.141158573105383	186058231	450.0	0.03885767790262172	0.36235955056179775	0.13904494382022473	0.224250936329588	26.448970037453183	0.141158573105383	5	COMPLETE
6	0.3642322097378277	2020-03-12 17:37:57.059143	2020-03-12 17:38:42.427543	256	256	0.0018271331958975717	256	0.029200223068341996	0.5517212187065585	0.04915730337078652	0.3642322097378277	0.14794007490636704	0.2298689138576779	26.23876404494382	0.15021714122582255	0.04915730337078652	0.3642322097378277	0.14794007490636704	0.2298689138576779	26.23876404494382	0.15021714122582255	1300408603	450.0	0.04915730337078652	0.3642322097378277	0.14794007490636704	0.2298689138576779	26.23876404494382	0.15021714122582255	6	COMPLETE
7	0.3852996254681648	2020-03-12 17:38:42.438762	2020-03-12 17:39:15.587848	64	64	0.0070635836931505986	256	0.21285192143877493	0.5164032664912149	0.05337078651685393	0.3852996254681648	0.16198501872659177	0.24157303370786518	24.586142322097377	0.16039632643390164	0.05337078651685393	0.3852996254681648	0.16198501872659177	0.24157303370786518	24.586142322097377	0.16039632643390164	61401304	350.0	0.05337078651685393	0.3852996254681648	0.16198501872659177	0.24157303370786518	24.586142322097377	0.16039632643390164	7	COMPLETE
8	0.3548689138576779	2020-03-12 17:39:15.604666	2020-03-12 17:39:41.572019	256	128	0.015470376419738136	128	0.0035069975226743643	0.5654847964780468	0.04915730337078652	0.3548689138576779	0.14653558052434457	0.21395131086142322	26.91994382022472	0.14806135206423748	0.04915730337078652	0.3548689138576779	0.14653558052434457	0.21395131086142322	26.91994382022472	0.14806135206423748	2036355706	200.0	0.04915730337078652	0.3548689138576779	0.14653558052434457	0.21395131086142322	26.91994382022472	0.14806135206423748	8	COMPLETE
9	0.37125468164794007	2020-03-12 17:39:41.590605	2020-03-12 17:40:57.362929	128	64	0.0021325993912344313	128	0.0010856855804585294	0.5527404218716792	0.05337078651685393	0.37125468164794007	0.14747191011235955	0.22612359550561797	26.29494382022472	0.15315790843509186	0.05337078651685393	0.37125468164794007	0.14747191011235955	0.22612359550561797	26.29494382022472	0.15315790843509186	881710983	500.0	0.05337078651685393	0.37125468164794007	0.14747191011235955	0.22612359550561797	26.29494382022472	0.15315790843509186	9	COMPLETE
10	0.36704119850187267	2020-03-12 17:40:57.374006	2020-03-12 17:41:39.885876	128	64	0.0067498928452934225	128	0.0016948663945194242	0.5573440296514385	0.0552434456928839	0.36704119850187267	0.149812734082397	0.22612359550561797	26.51685393258427	0.15331922595152814	0.0552434456928839	0.36704119850187267	0.149812734082397	0.22612359550561797	26.51685393258427	0.15331922595152814	518175663	300.0	0.0552434456928839	0.36704119850187267	0.149812734082397	0.22612359550561797	26.51685393258427	0.15331922595152814	10	COMPLETE
11	0.21769662921348315	2020-03-12 17:41:39.897694	2020-03-12 17:42:14.018556	256	256	0.018069000134707004	128	0.19260693302071713	0.6477867466090631	0.01544943820224719	0.21769662921348315	0.06554307116104868	0.11095505617977527	30.816479400749063	0.08989657434516699	0.01544943820224719	0.21769662921348315	0.06554307116104868	0.11095505617977527	30.816479400749063	0.08989657434516699	3428272288	250.0	0.01544943820224719	0.21769662921348315	0.06554307116104868	0.11095505617977527	30.816479400749063	0.08989657434516699	11	COMPLETE
12	0.21395131086142322	2020-03-12 17:42:14.030277	2020-03-12 17:42:31.578011	128	256	0.08143831752259457	256	0.07179525048269049	0.6883352212232889	0.024344569288389514	0.21395131086142322	0.07162921348314606	0.11235955056179775	32.84784644194757	0.0940106253292552	0.024344569288389514	0.21395131086142322	0.07162921348314606	0.11235955056179775	32.84784644194757	0.0940106253292552	485300280	200.0	0.024344569288389514	0.21395131086142322	0.07162921348314606	0.11235955056179775	32.84784644194757	0.0940106253292552	12	COMPLETE
13	0.37125468164794007	2020-03-12 17:42:31.587674	2020-03-12 17:43:00.283488	256	256	0.01764367154618085	256	0.0010805467892953935	0.537735675242712	0.05945692883895131	0.37125468164794007	0.16526217228464418	0.23595505617977527	25.615168539325843	0.1612013494914288	0.05945692883895131	0.37125468164794007	0.16526217228464418	0.23595505617977527	25.615168539325843	0.1612013494914288	4036759968	300.0	0.05945692883895131	0.37125468164794007	0.16526217228464418	0.23595505617977527	25.615168539325843	0.1612013494914288	13	COMPLETE
14	0.352059925093633	2020-03-12 17:43:00.293358	2020-03-12 17:43:23.464265	256	256	0.02429022324025659	256	0.01549827319790096	0.5400806535715551	0.05056179775280899	0.352059925093633	0.1446629213483146	0.21348314606741572	25.723314606741575	0.14885436681052297	0.05056179775280899	0.352059925093633	0.1446629213483146	0.21348314606741572	25.723314606741575	0.14885436681052297	1736215102	250.0	0.05056179775280899	0.352059925093633	0.1446629213483146	0.21348314606741572	25.723314606741575	0.14885436681052297	14	COMPLETE
