number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	301	351
0	TrialState.COMPLETE	0.012669184765502045	2020-01-02 21:20:18.488254	2020-01-03 00:07:53.185380	250.0	21.0	0.09526409078369803	1000.0	0.921046661426393	0.0021836638338054767	0.012669184765502045	0.0049771797293043755	0.007652659741894869	18672.030472930437	0.005645905501506211	0.0021836638338054767	0.012669184765502045	0.0049771797293043755	0.007652659741894869	18672.007888731507	0.0056459059309659065	0.0021836638338054767	0.012669184765502045	0.0049771797293043755	0.007652659741894869	18672.053057129368	0.005645905072392785	0			0.011179684338324565	0.012017528328611898
1	TrialState.COMPLETE	0.0001327903682719547	2020-01-03 00:07:53.186157	2020-01-03 01:19:45.269238	450.0	41.0	0.03015128637427087	1300.0	0.986398932067636	8.852691218130312e-05	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	19997.309423689803	0.00036476222339056053	8.852691218130312e-05	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	19997.278815509915	0.0003647632615643226	8.852691218130312e-05	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	19997.340031869688	0.0003647611878021669	1	8.852691218130312e-05	0.00011803588290840416		
2	TrialState.COMPLETE	0.0	2020-01-03 01:19:45.270128	2020-01-03 01:55:59.665063	150.0	11.0	0.010129896646376728	1600.0	0.9950157510499025	0.0	0.0	0.0	0.0	20172.383675637393	0.0001649719110460379	0.0	0.0	0.0	0.0	20172.36512924929	0.00016497225668986039	0.0	0.0	0.0	0.0	20172.402222025496	0.00016497156563047256	2	0.0	0.0		
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-03 01:55:59.666057	2020-01-03 02:29:31.107204	50.0	81.0	0.017950702642571165	1200.0	1.0065346665762362	0.0	0.00017705382436260624	0.0	0.0	20405.805860481585	0.0002238046376052322	0.0	0.00017705382436260624	0.0	0.0	20405.794883144477	0.0002238047274377385	0.0	0.00017705382436260624	0.0	0.0	20405.816837818697	0.00022380454779342423	3	0.00017705382436260624	0.00017705382436260624		
4	TrialState.COMPLETE	0.014026597418948693	2020-01-03 02:29:31.108086	2020-01-03 04:34:26.269652	150.0	11.0	0.08749899050137618	1400.0	0.8947499191064258	0.0022033364809568774	0.014026597418948693	0.0053509600251809885	0.008714982688070506	18138.553932562165	0.006187995947128386	0.0022033364809568774	0.014026597418948693	0.0053509600251809885	0.008714982688070506	18138.536473087817	0.006187996627423522	0.0022033364809568774	0.014026597418948693	0.0053509600251809885	0.008714982688070506	18138.571392036512	0.006187995269169448	4			0.012823755564548766	0.013500354107648726
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 04:34:26.270826	2020-01-03 05:07:42.297098	50.0	31.0	0.009661392711855869	1600.0	0.9899064243540068	0.00017705382436260624	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20068.730944582152	0.0004413158661093097	0.00017705382436260624	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20068.7194582153	0.00044131611217486654	0.00017705382436260624	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20068.74243094901	0.00044131562023101137	5	0.0003541076487252125	0.0003541076487252125		
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-03 05:07:42.298003	2020-01-03 05:57:09.800852	250.0	41.0	0.014391408743100497	700.0	0.9833937253370688	0.0	0.00017705382436260624	0.0	0.00017705382436260624	19936.669219192634	0.0002572856122792382	0.0	0.00017705382436260624	0.0	0.00017705382436260624	19936.644387393768	0.00025728599743615044	0.0	0.00017705382436260624	0.0	0.00017705382436260624	19936.6940509915	0.0002572852273270538	6	0.00017705382436260624	0.00017705382436260624		
7	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 05:57:09.801761	2020-01-03 06:57:21.568528	350.0	41.0	0.004555958350280712	1000.0	0.9955333172832742	0.0	0.0003541076487252125	0.0	0.0	20182.98300283286	0.0002289988560149518	0.0	0.0003541076487252125	0.0	0.0	20182.955249645893	0.00022899939736649837	0.0	0.0003541076487252125	0.0	0.0	20183.01075601983	0.00022899831515217829	7	0.0003541076487252125	0.0003541076487252125		
8	TrialState.COMPLETE	0.000398371104815864	2020-01-03 06:57:21.569415	2020-01-03 08:06:18.633582	450.0	31.0	0.021701961251866148	1100.0	0.9878457981381258	0.0	0.000398371104815864	0.0	0.0	20026.795104461755	0.00024515669818193204	0.0	0.000398371104815864	0.0	0.0	20026.763854461755	0.00024515719182029584	0.0	0.000398371104815864	0.0	0.0	20026.826354461755	0.00024515620480625546	8	0.0002655807365439094	0.0003541076487252125		
9	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 08:06:18.634346	2020-01-03 09:15:19.816316	450.0	31.0	0.025380629608101914	1800.0	0.989165035939537	0.0	0.0003541076487252125	0.0	0.0	20053.34875177054	0.00023720865084541016	0.0	0.0003541076487252125	0.0	0.0	20053.31648371105	0.00023720918300513483	0.0	0.0003541076487252125	0.0	0.0	20053.381019830027	0.000237208119059375	9	0.0003541076487252125	0.0003541076487252125		
10	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 09:15:19.817220	2020-01-03 09:55:58.277600	150.0	51.0	0.008866700216274262	1900.0	1.0001731093462043	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20276.47043201133	0.00032567392315946896	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20276.450469192634	0.0003256744705263634	0.0	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20276.490394830027	0.00032567337651069926	10	0.0003541076487252125	0.0003541076487252125		
11	TrialState.COMPLETE	0.0	2020-01-03 09:55:58.278454	2020-01-03 10:53:10.121559	350.0	21.0	0.0017866905164849196	600.0	0.9950212327295608	0.0	0.0	0.0	0.0	20172.578302053826	0.00019712404014236477	0.0	0.0	0.0	0.0	20172.55015049575	0.00019712469544710842	0.0	0.0	0.0	0.0	20172.606453611897	0.0001971233853569284	11	0.0	0.0		
12	TrialState.COMPLETE	0.0	2020-01-03 10:53:10.122337	2020-01-03 11:34:00.997010	150.0	51.0	0.00618832626036379	1100.0	1.0003569568422557	0.0	0.0	0.0	0.0	20280.456599681303	0.00020696552181064746	0.0	0.0	0.0	0.0	20280.438827903683	0.00020696608838650872	0.0	0.0	0.0	0.0	20280.474371458924	0.0002069649564199097	12	0.0	0.0		
13	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 11:34:00.997910	2020-01-03 12:07:42.653483	50.0	71.0	0.08084387669490002	1900.0	0.9850905237130697	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19971.108401203965	0.0007928057314867603	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19971.09760092068	0.0007928058512337621	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19971.11920148725	0.0007928056117848368	13	0.0008852691218130312	0.0008852691218130312		
14	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 12:07:42.654428	2020-01-03 12:36:57.646015	50.0	1.0	0.0038453683874147726	1200.0	0.9989090956418779	0.0	0.0003541076487252125	0.0	0.0	20251.03410499292	0.00022146090011794585	0.0	0.0003541076487252125	0.0	0.0	20251.024521954674	0.0002214610580449683	0.0	0.0003541076487252125	0.0	0.0	20251.04368803116	0.00022146074227045667	14	0.0003541076487252125	0.0003541076487252125		
15	TrialState.COMPLETE	0.0	2020-01-03 12:36:57.646922	2020-01-03 13:39:14.200399	350.0	51.0	0.042231789494087596	800.0	0.9816477388029835	0.0	0.0	0.0	0.0	19901.20560375354	0.00022505807311810146	0.0	0.0	0.0	0.0	19901.177230878187	0.00022506518507942486	0.0	0.0	0.0	0.0	19901.233976628897	0.00022505102286340934	15	0.0	0.0		
16	TrialState.COMPLETE	0.0005311614730878187	2020-01-03 13:39:14.201116	2020-01-03 14:54:17.576896	450.0	51.0	0.010823913790399365	1700.0	0.9959864486243187	0.0	0.0005311614730878187	0.0	0.0	20191.980988845607	0.0002831897152861779	0.0	0.0005311614730878187	0.0	0.0	20191.94927407932	0.0002831902504310087	0.0	0.0005311614730878187	0.0	0.0	20192.012703611897	0.0002831891805203997	16	0.0005311614730878187	0.0005311614730878187		
17	TrialState.COMPLETE	0.0005311614730878187	2020-01-03 14:54:17.577634	2020-01-03 15:34:42.039417	150.0	21.0	0.003072415717064766	800.0	0.9883288740405441	0.0	0.0005311614730878187	0.0	0.0003541076487252125	20036.480258498585	0.00027770956007467024	0.0	0.0005311614730878187	0.0	0.0003541076487252125	20036.462110481585	0.00027770990158625146	0.0	0.0005311614730878187	0.0	0.0003541076487252125	20036.49840651558	0.0002777092188886408	17	0.0005311614730878187	0.0005311614730878187		
18	TrialState.COMPLETE	0.0005311614730878187	2020-01-03 15:34:42.040213	2020-01-03 16:46:40.659600	450.0	41.0	0.008670396420933764	1600.0	0.9865720254979815	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20000.85147397309	0.0002887794707946975	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20000.8208657932	0.0002887805123328859	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20000.882082152973	0.0002887784320870623	18	0.0005311614730878187	0.0005311614730878187		
19	TrialState.COMPLETE	0.00017705382436260624	2020-01-03 16:46:40.660392	2020-01-03 17:28:24.509812	150.0	71.0	0.013777730200484584	1200.0	0.9996572699397215	0.0	0.00017705382436260624	0.0	0.0	20266.31137128187	0.00027746949903394397	0.0	0.00017705382436260624	0.0	0.0	20266.29258144476	0.00027746975398545515	0.0	0.00017705382436260624	0.0	0.0	20266.33016111898	0.0002774692442591872	19	0.00017705382436260624	0.00017705382436260624		
