number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11563670411985019	2020-04-08 13:53:50.887175	2020-04-08 13:54:46.695633	9.662115431098087	0.04020298563319081	128	57	256	0.9870473562438069	0.010767790262172285	0.11563670411985019	0.03323970037453183	0.05571161048689138	47.58614232209738	0.05609758989190192	0.010767790262172285	0.11563670411985019	0.03323970037453183	0.05571161048689138	47.58614232209738	0.05609758989190192	4110034122	150	0.010767790262172285	0.11563670411985019	0.03323970037453183	0.05571161048689138	47.58614232209738	0.05609758989190192	0	COMPLETE
1	0.10533707865168539	2020-04-08 13:54:46.738035	2020-04-08 13:55:47.285550	4.78827616523613	0.03720623946609314	256	20	256	1.006032039272714	0.012172284644194757	0.10533707865168539	0.03136704119850187	0.04588014981273408	48.52574906367041	0.054103692639677486	0.012172284644194757	0.10533707865168539	0.03136704119850187	0.04588014981273408	48.52574906367041	0.054103692639677486	4116104224	150	0.012172284644194757	0.10533707865168539	0.03136704119850187	0.04588014981273408	48.52574906367041	0.054103692639677486	1	COMPLETE
2	0.09597378277153558	2020-04-08 13:55:47.341823	2020-04-08 13:56:47.937668	5.26993226489585	0.029025257390556586	64	78	256	1.0163135728694164	0.007958801498127341	0.09597378277153558	0.02855805243445693	0.046348314606741575	48.93913857677903	0.049882010274077584	0.007958801498127341	0.09597378277153558	0.02855805243445693	0.046348314606741575	48.93913857677903	0.049882010274077584	1778251157	150	0.007958801498127341	0.09597378277153558	0.02855805243445693	0.046348314606741575	48.93913857677903	0.049882010274077584	2	COMPLETE
3	0.11470037453183521	2020-04-08 13:56:47.963356	2020-04-08 13:58:43.290124	7.310376707570215	0.012524658585840053	256	81	128	0.9803242108083507	0.008426966292134831	0.11470037453183521	0.03136704119850187	0.06132958801498127	47.33309925093633	0.054919223148723696	0.008426966292134831	0.11470037453183521	0.03136704119850187	0.06132958801498127	47.33286516853933	0.05491933747468072	3780252606	150	0.008426966292134831	0.11470037453183521	0.03136704119850187	0.06132958801498127	47.333333333333336	0.05491911130811357	3	COMPLETE
4	0.10065543071161048	2020-04-08 13:58:43.351065	2020-04-08 13:59:10.852807	1.275540676864762	0.048998880306483396	128	34	512	1.015954592237284	0.009831460674157303	0.10065543071161048	0.030430711610486893	0.05102996254681648	49.06928838951311	0.05290646691245033	0.009831460674157303	0.10065543071161048	0.030430711610486893	0.05102996254681648	49.06928838951311	0.05290646691245033	414105072	150	0.009831460674157303	0.10065543071161048	0.030430711610486893	0.05102996254681648	49.06928838951311	0.05290646691245033	4	COMPLETE
5	0.10720973782771535	2020-04-08 13:59:10.900650	2020-04-08 14:00:35.958062	2.799504852847588	0.024870207959335207	256	21	128	1.003839129565479	0.012640449438202247	0.10720973782771535	0.03417602996254682	0.04915730337078652	48.34410112359551	0.05578961877116349	0.012640449438202247	0.10720973782771535	0.03417602996254682	0.04915730337078652	48.34410112359551	0.05578961877116349	4018500691	150	0.012640449438202247	0.10720973782771535	0.03417602996254682	0.04915730337078652	48.34410112359551	0.05578961877116349	5	COMPLETE
6	0.11329588014981273	2020-04-08 14:00:35.985208	2020-04-08 14:02:00.220455	5.885775488149141	0.099987056323414	128	19	128	1.0035889733867016	0.010299625468164793	0.11329588014981273	0.03089887640449438	0.05337078651685393	48.41573033707865	0.05404121633329463	0.010299625468164793	0.11329588014981273	0.03089887640449438	0.05337078651685393	48.41573033707865	0.05404121633329463	471673855	150	0.010299625468164793	0.11329588014981273	0.03089887640449438	0.05337078651685393	48.41573033707865	0.05404121633329463	6	COMPLETE
7	0.09644194756554307	2020-04-08 14:02:00.258919	2020-04-08 14:02:47.238517	7.5446025734908515	0.07386444620129907	64	92	256	0.9886591103205227	0.008426966292134831	0.09644194756554307	0.024812734082397005	0.04541198501872659	47.72050561797753	0.05064408031846525	0.008426966292134831	0.09644194756554307	0.024812734082397005	0.04541198501872659	47.72050561797753	0.05064408031846525	3493973421	150	0.008426966292134831	0.09644194756554307	0.024812734082397005	0.04541198501872659	47.72050561797753	0.05064408031846525	7	COMPLETE
8	0.10205992509363296	2020-04-08 14:02:47.264957	2020-04-08 14:03:20.822412	3.430474851694936	0.011607992939164398	128	98	512	0.9946936391405622	0.009831460674157303	0.10205992509363296	0.026217228464419477	0.04588014981273408	47.947565543071164	0.052408931180343205	0.009831460674157303	0.10205992509363296	0.026217228464419477	0.04588014981273408	47.947565543071164	0.052408931180343205	741829075	150	0.009831460674157303	0.10205992509363296	0.026217228464419477	0.04588014981273408	47.947565543071164	0.052408931180343205	8	COMPLETE
9	0.0997191011235955	2020-04-08 14:03:20.848786	2020-04-08 14:04:51.398739	9.010970893968103	0.011017054957619345	256	68	128	1.005646121407395	0.012172284644194757	0.0997191011235955	0.03323970037453183	0.05056179775280899	48.55290262172284	0.05486105018273481	0.012172284644194757	0.0997191011235955	0.03323970037453183	0.05056179775280899	48.55290262172284	0.05486105018273481	3146276846	150	0.012172284644194757	0.0997191011235955	0.03323970037453183	0.05056179775280899	48.55290262172284	0.05486105018273481	9	COMPLETE
