number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.9218164794007491	2020-04-03 23:53:23.778243	2020-04-03 23:57:05.590932	7.6153303622201385	128	0.25373467920438	200	2	0.010114801432154461	512	0.08678570504942107	0.38202247191011235	0.9218164794007491	0.6896067415730337	0.8108614232209738	4.185861423220974	0.5656237419824912	0.38202247191011235	0.9218164794007491	0.6896067415730337	0.8108614232209738	4.185861423220974	0.5656237419824912	13658769	250	0.38202247191011235	0.9218164794007491	0.6896067415730337	0.8108614232209738	4.185861423220974	0.5656237419824912	10	COMPLETE
11	0.8885767790262172	2020-04-03 23:57:05.632423	2020-04-04 00:24:37.210500	8.979768859527919	256	0.34796105289047174	350	18	0.005425394664841892	512	0.10477329231711446	0.33052434456928836	0.8885767790262172	0.6427902621722846	0.7790262172284644	5.030898876404494	0.5197612202090232	0.33052434456928836	0.8885767790262172	0.6427902621722846	0.7790262172284644	5.030898876404494	0.5197612202090232	3386815373	200	0.33052434456928836	0.8885767790262172	0.6427902621722846	0.7790262172284644	5.030898876404494	0.5197612202090232	11	COMPLETE
12	0.9372659176029963	2020-04-04 00:24:37.263432	2020-04-04 00:59:07.789391	8.755011831084731	128	0.46071844639867804	150	83	0.011147989621130045	512	0.07783933271033068	0.4012172284644195	0.9372659176029963	0.7148876404494382	0.8431647940074907	3.7495318352059925	0.5862663542960616	0.4012172284644195	0.9372659176029963	0.7148876404494382	0.8431647940074907	3.7495318352059925	0.5862663542960616	652925562	300	0.4012172284644195	0.9372659176029963	0.7148876404494382	0.8431647940074907	3.7495318352059925	0.5862663542960616	12	COMPLETE
13	0.9405430711610487	2020-04-04 00:59:07.832559	2020-04-04 01:20:21.735060	3.563213404392719	64	0.318351217431378	400	65	0.010480866883315973	128	0.07847284360732953	0.397940074906367	0.9405430711610487	0.7373595505617978	0.8497191011235955	3.772003745318352	0.5900506181247126	0.397940074906367	0.9405430711610487	0.7373595505617978	0.8497191011235955	3.772003745318352	0.5900506181247126	564445551	200	0.397940074906367	0.9405430711610487	0.7373595505617978	0.8497191011235955	3.772003745318352	0.5900506181247126	13	COMPLETE
14	0.9260299625468165	2020-04-04 01:20:21.790364	2020-04-04 02:10:18.197010	5.034245193785463	128	0.3498676324932535	350	24	0.005175391798721567	128	0.08741321842960512	0.40636704119850187	0.9260299625468165	0.6989700374531835	0.8211610486891385	4.207865168539326	0.5837328560864149	0.40636704119850187	0.9260299625468165	0.6989700374531835	0.8211610486891385	4.207865168539326	0.5837328560864149	982777245	250	0.40636704119850187	0.9260299625468165	0.6989700374531835	0.8211610486891385	4.207865168539326	0.5837328560864149	14	COMPLETE
15	0.8946629213483146	2020-04-04 02:10:18.238273	2020-04-04 03:10:13.917554	2.082076151966428	256	0.24103576748471733	150	42	0.0017949718341946023	128	0.10384539274711595	0.3347378277153558	0.8946629213483146	0.6282771535580525	0.7607677902621723	4.992509363295881	0.5198514638560419	0.3347378277153558	0.8946629213483146	0.6282771535580525	0.7607677902621723	4.992509363295881	0.5198514638560419	2889232830	400	0.3347378277153558	0.8946629213483146	0.6282771535580525	0.7607677902621723	4.992509363295881	0.5198514638560419	15	COMPLETE
16	0.9396067415730337	2020-04-04 03:10:13.957491	2020-04-04 03:25:40.915312	4.231172260729291	64	0.14183174108199567	400	48	0.012865128281815628	512	0.08302520048518557	0.37359550561797755	0.9396067415730337	0.6928838951310862	0.8333333333333334	3.9957865168539324	0.5644123088866394	0.37359550561797755	0.9396067415730337	0.6928838951310862	0.8333333333333334	3.9957865168539324	0.5644123088866394	2766539469	200	0.37359550561797755	0.9396067415730337	0.6928838951310862	0.8333333333333334	3.9957865168539324	0.5644123088866394	16	COMPLETE
17	0.8281835205992509	2020-04-04 03:25:40.956492	2020-04-04 05:39:05.438905	9.76423930919724	256	0.1460981912252329	250	58	0.001033743117770613	512	0.14021699657499762	0.24859550561797752	0.8281835205992509	0.5163857677902621	0.6647940074906367	6.753277153558052	0.4301006478374772	0.24859550561797752	0.8281835205992509	0.5163857677902621	0.6647940074906367	6.753277153558052	0.4301006478374772	1025082159	400	0.24859550561797752	0.8281835205992509	0.5163857677902621	0.6647940074906367	6.753277153558052	0.4301006478374772	17	COMPLETE
18	0.9307116104868914	2020-04-04 05:39:05.482977	2020-04-04 06:53:47.683419	9.998449745035497	128	0.445382748507331	400	61	0.009485622588286535	512	0.08410367850573518	0.37312734082397003	0.9307116104868914	0.6919475655430711	0.8202247191011236	4.038389513108614	0.5598021675033859	0.37312734082397003	0.9307116104868914	0.6919475655430711	0.8202247191011236	4.038389513108614	0.5598021675033859	3235266492	350	0.37312734082397003	0.9307116104868914	0.6919475655430711	0.8202247191011236	4.038389513108614	0.5598021675033859	18	COMPLETE
19	0.927434456928839	2020-04-04 06:53:47.733334	2020-04-04 07:34:09.091999	2.7927230175807924	128	0.44073490953272204	200	73	0.002937037179967342	256	0.08656000035242893	0.36142322097378277	0.927434456928839	0.704119850187266	0.8202247191011236	4.151685393258427	0.5569638274114038	0.36142322097378277	0.927434456928839	0.704119850187266	0.8202247191011236	4.151685393258427	0.5569638274114038	2242546578	300	0.36142322097378277	0.927434456928839	0.704119850187266	0.8202247191011236	4.151685393258427	0.5569638274114038	19	COMPLETE
20	0.899812734082397	2020-04-04 07:34:09.137854	2020-04-04 07:58:15.446255	8.404206459523841	256	0.12277460685176816	200	15	0.011961115684881014	256	0.1006526254119233	0.34831460674157305	0.899812734082397	0.6437265917602997	0.7818352059925093	4.830524344569288	0.5322546649621577	0.34831460674157305	0.899812734082397	0.6437265917602997	0.7818352059925093	4.830524344569288	0.5322546649621577	3495436975	200	0.34831460674157305	0.899812734082397	0.6437265917602997	0.7818352059925093	4.830524344569288	0.5322546649621577	20	COMPLETE
21	0.9414794007490637	2020-04-04 07:58:15.490504	2020-04-04 08:28:35.827706	0.9193289813470513	256	0.1596269042688969	50	83	0.02151170399118083	512	0.08159552984574482	0.3539325842696629	0.9414794007490637	0.6839887640449438	0.824438202247191	3.9166666666666665	0.5488805447146656	0.3539325842696629	0.9414794007490637	0.6839887640449438	0.824438202247191	3.9166666666666665	0.5488805447146656	688231289	300	0.3539325842696629	0.9414794007490637	0.6839887640449438	0.824438202247191	3.9166666666666665	0.5488805447146656	21	COMPLETE
22	0.9358614232209738	2020-04-04 08:28:35.891549	2020-04-04 08:50:49.442659	1.8519124112560883	128	0.35395705824588075	350	29	0.02091154096786571	512	0.07904453819952487	0.3890449438202247	0.9358614232209738	0.724250936329588	0.849250936329588	3.802434456928839	0.5802126551561319	0.3890449438202247	0.9358614232209738	0.724250936329588	0.849250936329588	3.802434456928839	0.5802126551561319	193361210	250	0.3890449438202247	0.9358614232209738	0.724250936329588	0.849250936329588	3.802434456928839	0.5802126551561319	22	COMPLETE
23	0.8684456928838952	2020-04-04 08:50:49.488606	2020-04-04 09:03:13.465519	2.6717389289146576	256	0.12039356162499498	50	16	0.06444421990343824	256	0.11676205914164109	0.30243445692883897	0.8684456928838952	0.5814606741573034	0.726123595505618	5.5950374531835205	0.4830887822484065	0.30243445692883897	0.8684456928838952	0.5814606741573034	0.726123595505618	5.5950374531835205	0.4830887822484065	3050468149	250	0.30243445692883897	0.8684456928838952	0.5814606741573034	0.726123595505618	5.5950374531835205	0.4830887822484065	23	COMPLETE
24	0.9344569288389513	2020-04-04 09:03:13.510267	2020-04-04 09:10:42.434606	5.016515140801812	64	0.11219128229134517	200	19	0.060359325499915045	256	0.08271347650427943	0.3946629213483146	0.9344569288389513	0.7069288389513109	0.8370786516853933	3.972378277153558	0.5785611036203963	0.3946629213483146	0.9344569288389513	0.7069288389513109	0.8370786516853933	3.972378277153558	0.5785611036203963	2828297204	200	0.3946629213483146	0.9344569288389513	0.7069288389513109	0.8370786516853933	3.972378277153558	0.5785611036203963	24	COMPLETE
25	0.9087078651685393	2020-04-04 09:10:42.475386	2020-04-04 09:29:49.625375	3.2150961598211523	256	0.1967761376096161	450	9	0.09798553825354994	256	0.0930063343948723	0.35580524344569286	0.9087078651685393	0.6722846441947565	0.7874531835205992	4.447799625468165	0.5451944617548843	0.3647003745318352	0.9087078651685393	0.6722846441947565	0.7874531835205992	4.439606741573034	0.5491270460245473	641821612	200	0.35580524344569286	0.9087078651685393	0.6699438202247191	0.7874531835205992	4.455992509363296	0.5437353481468945	25	COMPLETE
26	0.922752808988764	2020-04-04 09:29:49.669338	2020-04-04 09:52:30.504446	4.627504539521961	128	0.22927058184320828	250	58	0.04203793411536732	128	0.0885204773410206	0.37687265917602997	0.922752808988764	0.6952247191011236	0.8160112359550562	4.25561797752809	0.5620832169785148	0.37687265917602997	0.922752808988764	0.6952247191011236	0.8160112359550562	4.25561797752809	0.5620832169785148	3385269458	200	0.37687265917602997	0.922752808988764	0.6952247191011236	0.8160112359550562	4.25561797752809	0.5620832169785148	26	COMPLETE
27	0.9353932584269663	2020-04-04 09:52:30.546004	2020-04-04 10:43:36.027232	1.7350080400662389	128	0.41666521329160533	450	43	0.0012885430687670305	128	0.0792272609016729	0.40777153558052437	0.9353932584269663	0.7439138576779026	0.8558052434456929	3.8136704119850187	0.5964081230550662	0.40777153558052437	0.9353932584269663	0.7439138576779026	0.8558052434456929	3.8136704119850187	0.5964081230550662	2076452750	300	0.40777153558052437	0.9353932584269663	0.7439138576779026	0.8558052434456929	3.8136704119850187	0.5964081230550662	27	COMPLETE
28	0.8675093632958801	2020-04-04 10:43:36.068916	2020-04-04 11:03:20.057727	8.658292054066697	128	0.2902680124099753	50	95	0.004199303506567509	512	0.11434537702247026	0.28230337078651685	0.8675093632958801	0.5941011235955056	0.7354868913857678	5.53932584269663	0.47687200952788106	0.28230337078651685	0.8675093632958801	0.5941011235955056	0.7354868913857678	5.53932584269663	0.47687200952788106	959897485	400	0.28230337078651685	0.8675093632958801	0.5941011235955056	0.7354868913857678	5.53932584269663	0.47687200952788106	28	COMPLETE
29	0.9550561797752809	2020-04-04 11:03:20.097527	2020-04-04 11:37:32.178862	5.714297288409601	64	0.3388350699798088	450	55	0.0021619190436608536	128	0.07229377227322606	0.4288389513108614	0.9550561797752809	0.7640449438202247	0.8745318352059925	3.4765917602996255	0.6163378857904059	0.4288389513108614	0.9550561797752809	0.7640449438202247	0.8745318352059925	3.4765917602996255	0.6163378857904059	4117532658	300	0.4288389513108614	0.9550561797752809	0.7640449438202247	0.8745318352059925	3.4765917602996255	0.6163378857904059	29	COMPLETE
30	0.9367977528089888	2020-04-04 11:37:32.249296	2020-04-04 11:42:00.552782	5.862216257481996	64	0.16138166546486624	300	6	0.06430400425754501	256	0.08108044102568221	0.4101123595505618	0.9367977528089888	0.7200374531835206	0.8277153558052435	3.8909176029962547	0.5907894703397016	0.4101123595505618	0.9367977528089888	0.7200374531835206	0.8277153558052435	3.8909176029962547	0.5907894703397016	3091048389	200	0.4101123595505618	0.9367977528089888	0.7200374531835206	0.8277153558052435	3.8909176029962547	0.5907894703397016	30	COMPLETE
31	0.9410112359550562	2020-04-04 11:42:00.592364	2020-04-04 12:24:00.113986	7.671098127925542	64	0.24726438791458968	450	71	0.011201437193386754	256	0.07698467750911521	0.42790262172284643	0.9410112359550562	0.7434456928838952	0.8623595505617978	3.7045880149812733	0.6088622429296379	0.42790262172284643	0.9410112359550562	0.7434456928838952	0.8623595505617978	3.7045880149812733	0.6088622429296379	2768448184	300	0.42790262172284643	0.9410112359550562	0.7434456928838952	0.8623595505617978	3.7045880149812733	0.6088622429296379	31	COMPLETE
32	0.8946629213483146	2020-04-04 12:24:00.161081	2020-04-04 12:42:53.413963	0.5279601513070408	128	0.4488680986899904	100	53	0.014147848435507322	256	0.1076428632030424	0.2949438202247191	0.8946629213483146	0.5838014981273408	0.7205056179775281	5.177434456928839	0.48240900159852923	0.2949438202247191	0.8946629213483146	0.5838014981273408	0.7205056179775281	5.177434456928839	0.48240900159852923	2965790351	200	0.2949438202247191	0.8946629213483146	0.5838014981273408	0.7205056179775281	5.177434456928839	0.48240900159852923	32	COMPLETE
33	0.9428838951310862	2020-04-04 12:42:53.461838	2020-04-04 14:26:05.844571	9.06766974313081	256	0.2395090877998284	350	45	0.026578331214228923	256	0.07978173445523036	0.3609550561797753	0.9428838951310862	0.6956928838951311	0.8295880149812734	3.8361423220973783	0.556794321963603	0.3609550561797753	0.9428838951310862	0.6956928838951311	0.8295880149812734	3.8361423220973783	0.556794321963603	4055836730	300	0.3609550561797753	0.9428838951310862	0.6956928838951311	0.8295880149812734	3.8361423220973783	0.556794321963603	33	COMPLETE
