number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4164305949008499	2021-04-02 11:50:59.062055	2021-04-02 12:02:03.379482	128	9	0.00567170499790418	512	0.36577921937641583	0.37464589235127477	0.4164305949008499	0.39890226628895187	0.4063385269121813	7411.791253541077	0.3916833254687886	0.37464589235127477	0.4164305949008499	0.39890226628895187	0.4063385269121813	7411.790014164306	0.39168332547681584	672864256	151	0.37464589235127477	0.4164305949008499	0.39890226628895187	0.4063385269121813	7411.792492917847	0.3916833254607622	0	COMPLETE
1	0.40952549575070823	2021-04-02 12:02:03.395089	2021-04-02 12:25:26.715163	64	83	0.012883243112720356	256	0.34130165471460855	0.3649079320113314	0.40952549575070823	0.3921742209631728	0.3969546742209632	6917.056480169972	0.3827173332465617	0.3649079320113314	0.40952549575070823	0.3921742209631728	0.3969546742209632	6917.055417847026	0.3827173332516991	792712657	151	0.3649079320113314	0.40952549575070823	0.3921742209631728	0.3969546742209632	6917.0575424929175	0.38271733324142476	1	COMPLETE
2	0.38562322946175637	2021-04-02 12:25:26.726117	2021-04-02 14:20:29.964255	256	30	0.05507413667039363	128	0.4637938471848697	0.35570113314447593	0.38562322946175637	0.3773016997167139	0.3803116147308782	9401.83808427762	0.3688235255043149	0.35570113314447593	0.38562322946175637	0.3773016997167139	0.3803116147308782	9401.837110481587	0.3688235255164882	3233206534	301	0.35570113314447593	0.38562322946175637	0.3773016997167139	0.3803116147308782	9401.839058073654	0.3688235254921449	2	COMPLETE
3	0.2731940509915014	2021-04-02 14:20:29.975176	2021-04-02 15:01:09.279611	128	23	0.0010365391770242507	128	0.4764073996418748	0.1954674220963173	0.2731940509915014	0.2390226628895184	0.25478045325779036	9656.39978753541	0.22359902322991787	0.1954674220963173	0.2731940509915014	0.2390226628895184	0.25478045325779036	9656.398016997167	0.22359902333402712	1781326854	151	0.1954674220963173	0.2731940509915014	0.2390226628895184	0.25478045325779036	9656.401558073654	0.22359902312591284	3	COMPLETE
4	0.3976628895184136	2021-04-02 15:01:09.290520	2021-04-02 15:41:18.251590	64	95	0.08887258369677004	256	0.3630468879135656	0.34472379603399433	0.3976628895184136	0.375885269121813	0.38402974504249293	7359.089854815864	0.36532788218105094	0.34472379603399433	0.3976628895184136	0.375885269121813	0.38402974504249293	7359.0894121813035	0.3653278821818557	2405063855	251	0.34472379603399433	0.3976628895184136	0.375885269121813	0.38402974504249293	7359.090297450425	0.3653278821802461	4	COMPLETE
5	0.4155453257790368	2021-04-02 15:41:18.261597	2021-04-02 15:52:41.815466	128	11	0.006473708185154397	512	0.3876440596505035	0.37252124645892354	0.4155453257790368	0.3980169971671388	0.4054532577903683	7855.479638810199	0.3897382935754872	0.37252124645892354	0.4155453257790368	0.3980169971671388	0.4054532577903683	7855.478753541077	0.3897382936018969	3280557071	151	0.37252124645892354	0.4155453257790368	0.3980169971671388	0.4054532577903683	7855.48052407932	0.38973829354909095	5	COMPLETE
6	0.3815509915014164	2021-04-02 15:52:41.824387	2021-04-02 16:30:55.083576	256	41	0.005093877575174797	256	0.403896970912888	0.33321529745042494	0.3815509915014164	0.36083569405099153	0.3677407932011331	8184.468218838527	0.351903555328683	0.33321529745042494	0.3815509915014164	0.36083569405099153	0.3677407932011331	8184.466536827195	0.3519035553362383	250185950	151	0.33321529745042494	0.3815509915014164	0.36083569405099153	0.3677407932011331	8184.469900849858	0.35190355532112855	6	COMPLETE
7	0.37110481586402266	2021-04-02 16:30:55.092698	2021-04-02 17:01:58.417095	256	51	0.00673224765232166	512	0.42552286481602597	0.3181657223796034	0.37110481586402266	0.3503895184135977	0.3606586402266289	8623.486632436261	0.33922331832973246	0.3181657223796034	0.37110481586402266	0.3503895184135977	0.3606586402266289	8623.485481586402	0.3392233183346486	3229813845	151	0.3181657223796034	0.37110481586402266	0.3503895184135977	0.3606586402266289	8623.487783286118	0.33922331832481684	7	COMPLETE
8	0.3909348441926346	2021-04-02 17:01:58.427964	2021-04-02 17:43:07.768908	256	24	0.07604046795779719	512	0.42463219754879017	0.36526203966005666	0.3909348441926346	0.3843838526912181	0.386685552407932	8607.201221671388	0.37716640553284847	0.36526203966005666	0.3909348441926346	0.3843838526912181	0.386685552407932	8607.200601983002	0.3771664055364247	1109036093	301	0.36526203966005666	0.3909348441926346	0.3843838526912181	0.386685552407932	8607.201841359773	0.3771664055292727	8	COMPLETE
9	0.40828611898017	2021-04-02 17:43:07.786705	2021-04-02 18:04:19.582374	64	60	0.0015388229785962676	256	0.3677962870523671	0.369157223796034	0.40828611898017	0.39341359773371104	0.3997875354107649	7454.474946883853	0.3851699653233409	0.369157223796034	0.40828611898017	0.39341359773371104	0.3997875354107649	7454.473973087819	0.3851699653538569	1911448109	151	0.369157223796034	0.40828611898017	0.39341359773371104	0.3997875354107649	7454.475920679886	0.38516996529283826	9	COMPLETE
