number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
27	0.8937265917602997	2020-05-19 01:18:28.371065	2020-05-19 01:39:44.293219	64	0.3844758194381853	0.12102067168301467	48	0.05701617938658615	59	512	0.10456451877501657	0.28558052434456926	0.8937265917602997	0.5739700374531835	0.726123595505618	5.058988764044944	0.4754070546460689	0.28558052434456926	0.8937265917602997	0.5739700374531835	0.726123595505618	5.058988764044944	0.4754070546460689		2249266484.0		0.28558052434456926	0.8937265917602997	0.5739700374531835	0.726123595505618	5.058988764044944	0.4754070546460689	27		COMPLETE
28	0.8951310861423221	2020-05-19 01:39:44.320097	2020-05-19 01:57:34.885019	128	0.21395897558053428	0.037456672857929973	59	0.34884571088256294	44	256	0.10048596888487593	0.2752808988764045	0.8951310861423221	0.5870786516853933	0.7392322097378277	4.86938202247191	0.47211330923364253	0.2752808988764045	0.8951310861423221	0.5870786516853933	0.7392322097378277	4.86938202247191	0.47211330923364253		3322674143.0	600.0	0.2752808988764045	0.8951310861423221	0.5870786516853933	0.7392322097378277	4.86938202247191	0.47211330923364253	28		COMPLETE
29	0.9283707865168539	2020-05-19 01:57:34.912873	2020-05-19 02:09:21.884651	64	0.33087195899938227	0.46933585430379954	29	0.16859562529904887	26	256	0.08817448159104234	0.3347378277153558	0.9283707865168539	0.6591760299625468	0.7911985018726592	4.265449438202247	0.530880682430526	0.3347378277153558	0.9283707865168539	0.6591760299625468	0.7911985018726592	4.265449438202247	0.530880682430526		1114226697.0		0.3347378277153558	0.9283707865168539	0.6591760299625468	0.7911985018726592	4.265449438202247	0.530880682430526	29		COMPLETE
30	0.8586142322097379	2020-05-19 02:09:21.912211	2020-05-19 02:30:32.743274	64	0.07012378091828692	0.23264991992677558	44	0.4209252343440033	61	512	0.11745502215405501	0.24157303370786518	0.8586142322097379	0.5173220973782772	0.6657303370786517	5.703183520599251	0.4308747869749756	0.24157303370786518	0.8586142322097379	0.5173220973782772	0.6657303370786517	5.703183520599251	0.4308747869749756		1633284774.0		0.24157303370786518	0.8586142322097379	0.5173220973782772	0.6657303370786517	5.703183520599251	0.4308747869749756	30		COMPLETE
31	0.8820224719101124	2020-05-19 02:30:32.769806	2020-05-19 02:49:33.500778	128	0.3074205880522263	0.017183519236050993	37	0.47306620756819984	89	128	0.11134333672849567	0.2982209737827715	0.8820224719101124	0.5898876404494382	0.7289325842696629	5.38623595505618	0.4845783690453836	0.2982209737827715	0.8820224719101124	0.5898876404494382	0.7289325842696629	5.38623595505618	0.4845783690453836		1268858493.0	450.0	0.2982209737827715	0.8820224719101124	0.5898876404494382	0.7289325842696629	5.38623595505618	0.4845783690453836	31		COMPLETE
32	0.9091760299625468	2020-05-19 02:49:33.528537	2020-05-19 03:16:38.425036	128	0.29583906950983785	0.25842981773143675	54	0.0286668636183679	69	128	0.10222688867720996	0.30243445692883897	0.9091760299625468	0.6521535580524345	0.7804307116104869	4.9527153558052435	0.507549447748106	0.30243445692883897	0.9091760299625468	0.6521535580524345	0.7804307116104869	4.9527153558052435	0.507549447748106		3207235915.0	600.0	0.30243445692883897	0.9091760299625468	0.6521535580524345	0.7804307116104869	4.9527153558052435	0.507549447748106	32		COMPLETE
33	0.8684456928838952	2020-05-19 03:16:38.446859	2020-05-19 03:55:35.744640	256	0.25044380608248684	0.3832766854278333	17	0.023739459588720146	61	512	0.12415039655665278	0.20926966292134833	0.8684456928838952	0.49625468164794007	0.6661985018726592	6.015449438202247	0.40658924528836576	0.20926966292134833	0.8684456928838952	0.49625468164794007	0.6661985018726592	6.015449438202247	0.40658924528836576		2011771012.0		0.20926966292134833	0.8684456928838952	0.49625468164794007	0.6661985018726592	6.015449438202247	0.40658924528836576	33		COMPLETE
34	0.8937265917602997	2020-05-19 03:55:35.779445	2020-05-19 04:00:39.543360	64	0.39218964514154925	0.48858116625255665	43	0.37065963115552164	1	256	0.10288219607072405	0.27340823970037453	0.8937265917602997	0.5735018726591761	0.7134831460674157	4.984082397003745	0.4694203821218766	0.27340823970037453	0.8937265917602997	0.5735018726591761	0.7134831460674157	4.984082397003745	0.4694203821218766		3527981215.0	800.0	0.27340823970037453	0.8937265917602997	0.5735018726591761	0.7134831460674157	4.984082397003745	0.4694203821218766	34		COMPLETE
35	0.8862359550561798	2020-05-19 04:00:39.570418	2020-05-19 04:03:24.925175	128	0.10665893185664027	0.023065364364452723	28	0.4613485570738617	11	512	0.11106160241405895	0.2794943820224719	0.8862359550561798	0.5669475655430711	0.7111423220973783	5.367509363295881	0.4682470444011535	0.2794943820224719	0.8862359550561798	0.5669475655430711	0.7111423220973783	5.367509363295881	0.4682470444011535		1104218313.0	400.0	0.2794943820224719	0.8862359550561798	0.5669475655430711	0.7111423220973783	5.367509363295881	0.4682470444011535	35		COMPLETE
36	0.797752808988764	2020-05-19 04:03:24.952622	2020-05-19 04:31:22.425387	128	0.017300408091262764	0.33436080634304194	17	0.4859644596095876	91	512	0.14030154928659205	0.16807116104868913	0.797752808988764	0.4157303370786517	0.572565543071161	6.803838951310861	0.353152551765597	0.16807116104868913	0.797752808988764	0.4157303370786517	0.572565543071161	6.803838951310861	0.353152551765597		1368972893.0		0.16807116104868913	0.797752808988764	0.4157303370786517	0.572565543071161	6.803838951310861	0.353152551765597	36		COMPLETE
37	0.7837078651685393	2020-05-19 04:31:22.465632	2020-05-19 04:51:07.650936	64	0.12949339600719129	0.349902895297973	19	0.017925308341259216	98	512	0.15697643039870157	0.17275280898876405	0.7837078651685393	0.3970037453183521	0.5510299625468165	7.603464419475656	0.3472051313119497	0.17275280898876405	0.7837078651685393	0.3970037453183521	0.5510299625468165	7.603464419475656	0.3472051313119497		2668507844.0		0.17275280898876405	0.7837078651685393	0.3970037453183521	0.5510299625468165	7.603464419475656	0.3472051313119497	37		COMPLETE
38	0.9054307116104869	2020-05-19 04:51:07.677896	2020-05-19 04:58:46.577752	256	0.40673259566107695	0.18839306626341484	32	0.15140089659726003	11	512	0.10471821903889433	0.27902621722846443	0.9054307116104869	0.6254681647940075	0.7593632958801498	5.062734082397004	0.48560929296403066	0.27902621722846443	0.9054307116104869	0.6254681647940075	0.7593632958801498	5.062734082397004	0.48560929296403066		524904518.0	600.0	0.27902621722846443	0.9054307116104869	0.6254681647940075	0.7593632958801498	5.062734082397004	0.48560929296403066	38		COMPLETE
39	0.8618913857677902	2020-05-19 04:58:46.637366	2020-05-19 05:23:47.182334	64	0.4026221881982098	0.009588831352620009	34	0.09017477402254381	89	512	0.12088091975105891	0.21348314606741572	0.8618913857677902	0.49953183520599254	0.6577715355805244	5.854400749063671	0.40890186433160924	0.21348314606741572	0.8618913857677902	0.49953183520599254	0.6577715355805244	5.854400749063671	0.40890186433160924		3088681549.0		0.21348314606741572	0.8618913857677902	0.49953183520599254	0.6577715355805244	5.854400749063671	0.40890186433160924	39		COMPLETE
40	0.7883895131086143	2020-05-19 05:23:47.203709	2020-05-19 05:46:31.912276	64	0.4870460314389562	0.05417789858326866	43	0.4367953824229362	68	512	0.14303719423962444	0.17368913857677903	0.7883895131086143	0.41245318352059923	0.5735018726591761	6.944756554307116	0.35571694538452925	0.17368913857677903	0.7883895131086143	0.41245318352059923	0.5735018726591761	6.944756554307116	0.35571694538452925		1261526680.0		0.17368913857677903	0.7883895131086143	0.41245318352059923	0.5735018726591761	6.944756554307116	0.35571694538452925	40		COMPLETE
41	0.8881086142322098	2020-05-19 05:46:31.938771	2020-05-19 06:26:01.089197	256	0.4152531787362288	0.09703422799045747	50	0.28064758381479854	41	512	0.11243015329949976	0.2397003745318352	0.8881086142322098	0.5622659176029963	0.7223782771535581	5.435393258426966	0.4448283000521433	0.2397003745318352	0.8881086142322098	0.5622659176029963	0.7223782771535581	5.435393258426966	0.4448283000521433		1142755309.0	750.0	0.2397003745318352	0.8881086142322098	0.5622659176029963	0.7223782771535581	5.435393258426966	0.4448283000521433	41		COMPLETE
42	0.9063670411985019	2020-05-19 06:26:01.116718	2020-05-19 07:30:18.302232	128	0.0316239440139468	0.46842490735523007	55	0.286497683522705	98	256	0.09874390563334613	0.29447565543071164	0.9063670411985019	0.6170411985018727	0.7551498127340824	4.775280898876405	0.4929672206037085	0.29447565543071164	0.9063670411985019	0.6170411985018727	0.7551498127340824	4.775280898876405	0.4929672206037085		2915932158.0		0.29447565543071164	0.9063670411985019	0.6170411985018727	0.7551498127340824	4.775280898876405	0.4929672206037085	42		COMPLETE
43	0.8899812734082397	2020-05-19 07:30:18.329824	2020-05-19 07:37:05.472342	64	0.44310839951610115	0.46137021979923987	36	0.36600524939079826	12	512	0.10112219719976633	0.28698501872659177	0.8899812734082397	0.5880149812734082	0.7308052434456929	4.893258426966292	0.48066982155833915	0.28698501872659177	0.8899812734082397	0.5880149812734082	0.7308052434456929	4.893258426966292	0.48066982155833915		3690491943.0		0.28698501872659177	0.8899812734082397	0.5880149812734082	0.7308052434456929	4.893258426966292	0.48066982155833915	43		COMPLETE
44	0.8923220973782772	2020-05-19 07:37:05.494423	2020-05-19 08:21:43.629300	128	0.3742605497667387	0.0168592355412312	43	0.2899067936269213	80	512	0.11148059086469508	0.2649812734082397	0.8923220973782772	0.574438202247191	0.7223782771535581	5.411516853932584	0.46267957869397935	0.2649812734082397	0.8923220973782772	0.574438202247191	0.7223782771535581	5.411516853932584	0.46267957869397935		276717901.0		0.2649812734082397	0.8923220973782772	0.574438202247191	0.7223782771535581	5.411516853932584	0.46267957869397935	44		COMPLETE
45	0.8829588014981273	2020-05-19 08:21:43.656607	2020-05-19 08:35:17.030541	128	0.40314676935065186	0.00047824141209013016	26	0.016707162869922187	55	128	0.11569219202410137	0.18867041198501872	0.8829588014981273	0.5070224719101124	0.6863295880149812	5.608614232209738	0.3990665738403543	0.18867041198501872	0.8829588014981273	0.5070224719101124	0.6863295880149812	5.608614232209738	0.3990665738403543		3803044920.0	500.0	0.18867041198501872	0.8829588014981273	0.5070224719101124	0.6863295880149812	5.608614232209738	0.3990665738403543	45		COMPLETE
46		2020-05-19 08:35:17.069089	2020-05-19 08:35:17.917350	256	0.17789716463344413	0.3355689677152885	48	0.08145922203468697	92	512														The current model can't be trained on this hardware with these parameters.									46	Setting status of trial#46 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
47	0.8885767790262172	2020-05-19 08:35:17.930418	2020-05-19 08:46:05.840784	64	0.4841303630285943	0.4756062608395288	44	0.4564863035380607	23	256	0.10222138565605722	0.30196629213483145	0.8885767790262172	0.6044007490636704	0.7429775280898876	4.964419475655431	0.4921313372959543	0.30196629213483145	0.8885767790262172	0.6044007490636704	0.7429775280898876	4.964419475655431	0.4921313372959543		1649884184.0	900.0	0.30196629213483145	0.8885767790262172	0.6044007490636704	0.7429775280898876	4.964419475655431	0.4921313372959543	47		COMPLETE
48		2020-05-19 08:46:05.884309	2020-05-19 08:46:06.762183	256	0.3854658867549087	0.4721690274256737	49	0.3439402745153221	81	512														The current model can't be trained on this hardware with these parameters.									48	Setting status of trial#48 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
49	0.898876404494382	2020-05-19 08:46:06.775777	2020-05-19 09:41:11.390612	128	0.021075007173011195	0.4202607694507751	57	0.00478348303822107	91	256	0.11091471173231968	0.25374531835205993	0.898876404494382	0.5786516853932584	0.7397003745318352	5.36376404494382	0.45785838475019225	0.25374531835205993	0.898876404494382	0.5786516853932584	0.7397003745318352	5.36376404494382	0.45785838475019225		141141661.0	950.0	0.25374531835205993	0.898876404494382	0.5786516853932584	0.7397003745318352	5.36376404494382	0.45785838475019225	49		COMPLETE
50	0.9190074906367042	2020-05-19 09:41:11.417622	2020-05-19 10:13:57.354933	64	0.29995885042110887	0.3093805903444972	64	0.04764314159763544	82	128	0.09062669903200385	0.3169475655430712	0.9190074906367042	0.653558052434457	0.7860486891385767	4.387172284644195	0.5208921074242433	0.3169475655430712	0.9190074906367042	0.653558052434457	0.7860486891385767	4.387172284644195	0.5208921074242433		435522680.0	850.0	0.3169475655430712	0.9190074906367042	0.653558052434457	0.7860486891385767	4.387172284644195	0.5208921074242433	50		COMPLETE
51	0.9058988764044944	2020-05-19 10:13:57.383864	2020-05-19 10:26:05.278080	64	0.05879977084084481	0.48443827847901205	54	0.22628780776154422	24	128	0.10110105920673701	0.2958801498127341	0.9058988764044944	0.5955056179775281	0.7364232209737828	4.88810861423221	0.4865281501272736	0.2958801498127341	0.9058988764044944	0.5955056179775281	0.7364232209737828	4.88810861423221	0.4865281501272736		4173799460.0	700.0	0.2958801498127341	0.9058988764044944	0.5955056179775281	0.7364232209737828	4.88810861423221	0.4865281501272736	51		COMPLETE
