number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.8717228464419475	2020-05-18 15:36:29.533453	2020-05-18 16:49:19.901558	256	0.0791710159934706	0.33041347182638436	58	0.4599542702626834	95	128	0.11370930726612022	0.2804307116104869	0.8717228464419475	0.5599250936329588	0.701310861423221	5.480805243445693	0.46408307640683416	0.2804307116104869	0.8717228464419475	0.5599250936329588	0.701310861423221	5.480805243445693	0.46408307640683416		457721502.0	550.0	0.2804307116104869	0.8717228464419475	0.5599250936329588	0.701310861423221	5.480805243445693	0.46408307640683416	0		COMPLETE
1	0.8787453183520599	2020-05-18 16:49:19.929581	2020-05-18 17:57:54.331456	256	0.3056810655006535	0.3963428948833117	63	0.06173499256524484	59	256	0.11513492606810471	0.2345505617977528	0.8787453183520599	0.5585205992509363	0.7130149812734082	5.566011235955056	0.4394756649000873	0.2345505617977528	0.8787453183520599	0.5585205992509363	0.7130149812734082	5.566011235955056	0.4394756649000873		3389960933.0	750.0	0.2345505617977528	0.8787453183520599	0.5585205992509363	0.7130149812734082	5.566011235955056	0.4394756649000873	1		COMPLETE
2	0.8764044943820225	2020-05-18 17:57:54.400283	2020-05-18 18:45:30.895494	256	0.2838667271745797	0.29438614065258295	18	0.40185180985055324	76	512	0.11635978080764804	0.225187265917603	0.8764044943820225	0.5252808988764045	0.6825842696629213	5.628277153558052	0.42339584296276717	0.225187265917603	0.8764044943820225	0.5252808988764045	0.6825842696629213	5.628277153558052	0.42339584296276717		2734426453.0		0.225187265917603	0.8764044943820225	0.5252808988764045	0.6825842696629213	5.628277153558052	0.42339584296276717	2		COMPLETE
3	0.9124531835205992	2020-05-18 18:45:30.937059	2020-05-18 18:58:35.853690	256	0.22478089194079698	0.17796275814891516	64	0.4606622471597409	18	256	0.09716867936656493	0.325374531835206	0.9124531835205992	0.6437265917602997	0.7663857677902621	4.6905430711610485	0.517052025811666	0.325374531835206	0.9124531835205992	0.6437265917602997	0.7663857677902621	4.6905430711610485	0.517052025811666		3301775287.0	400.0	0.325374531835206	0.9124531835205992	0.6437265917602997	0.7663857677902621	4.6905430711610485	0.517052025811666	3		COMPLETE
4	0.9180711610486891	2020-05-18 18:58:35.886106	2020-05-18 19:06:02.995471	128	0.2445966864256215	0.16291351845090524	63	0.3852469513211422	18	512	0.09361541870988431	0.3333333333333333	0.9180711610486891	0.6460674157303371	0.7832397003745318	4.528558052434457	0.5228335461880231	0.3333333333333333	0.9180711610486891	0.6460674157303371	0.7832397003745318	4.528558052434457	0.5228335461880231		4010139388.0	550.0	0.3333333333333333	0.9180711610486891	0.6460674157303371	0.7832397003745318	4.528558052434457	0.5228335461880231	4		COMPLETE
5		2020-05-18 19:06:03.026947	2020-05-18 19:06:04.229902	256	0.4168688768003689	0.11443855625864813	59	0.1019571591007602	71	256														The current model can't be trained on this hardware with these parameters.									5	Setting status of trial#5 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
6	0.8862359550561798	2020-05-18 19:06:04.260658	2020-05-18 19:10:07.720699	256	0.1875396395256163	0.16909632389283175	35	0.2770417273331071	9	128	0.11300413186438661	0.28277153558052437	0.8862359550561798	0.5842696629213483	0.7378277153558053	5.472846441947565	0.47712577043439736	0.28277153558052437	0.8862359550561798	0.5842696629213483	0.7378277153558053	5.472846441947565	0.47712577043439736		2692577549.0	250.0	0.28277153558052437	0.8862359550561798	0.5842696629213483	0.7378277153558053	5.472846441947565	0.47712577043439736	6		COMPLETE
7	0.9302434456928839	2020-05-18 19:10:07.747816	2020-05-18 19:15:37.493244	256	0.3542980210079785	0.46983507766927685	23	0.4835229179082478	9	256	0.0881243816119957	0.34784644194756553	0.9302434456928839	0.6666666666666666	0.8075842696629213	4.245786516853933	0.5420728299773295	0.34784644194756553	0.9302434456928839	0.6666666666666666	0.8075842696629213	4.245786516853933	0.5420728299773295		2539585337.0	450.0	0.34784644194756553	0.9302434456928839	0.6666666666666666	0.8075842696629213	4.245786516853933	0.5420728299773295	7		COMPLETE
8	0.9091760299625468	2020-05-18 19:15:37.524759	2020-05-18 19:33:50.843794	64	0.27209442662667627	0.0946258034758487	51	0.2938965636232522	47	512	0.09779856088902619	0.3000936329588015	0.9091760299625468	0.6100187265917603	0.7514044943820225	4.728932584269663	0.4954010353892248	0.3000936329588015	0.9091760299625468	0.6100187265917603	0.7514044943820225	4.728932584269663	0.4954010353892248		1659669590.0		0.3000936329588015	0.9091760299625468	0.6100187265917603	0.7514044943820225	4.728932584269663	0.4954010353892248	8		COMPLETE
9	0.8061797752808989	2020-05-18 19:33:50.871782	2020-05-18 19:54:51.523811	64	0.03795267733914004	0.42901281429264404	28	0.03324729118814951	84	512	0.14287755657807133	0.16292134831460675	0.8061797752808989	0.4035580524344569	0.5669475655430711	6.927902621722846	0.34887213176746185	0.16292134831460675	0.8061797752808989	0.4035580524344569	0.5669475655430711	6.927902621722846	0.34887213176746185		4211930241.0		0.16292134831460675	0.8061797752808989	0.4035580524344569	0.5669475655430711	6.927902621722846	0.34887213176746185	9		COMPLETE
10	0.9241573033707865	2020-05-18 19:54:51.551338	2020-05-18 20:03:44.873462	64	0.18291667499824393	0.13982341570800666	30	0.09063100629519533	38	256	0.0914555540995512	0.32069288389513106	0.9241573033707865	0.6329588014981273	0.7823033707865169	4.4222846441947565	0.5157937071572674	0.32069288389513106	0.9241573033707865	0.6329588014981273	0.7823033707865169	4.4222846441947565	0.5157937071572674		4117684892.0	650.0	0.32069288389513106	0.9241573033707865	0.6329588014981273	0.7823033707865169	4.4222846441947565	0.5157937071572674	10		COMPLETE
11		2020-05-18 20:03:44.900933	2020-05-18 20:03:46.054960	256	0.17053641182422075	0.14555800564441895	36	0.26643568884665475	57	512														The current model can't be trained on this hardware with these parameters.									11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12	0.8618913857677902	2020-05-18 20:03:46.067594	2020-05-18 20:42:23.213822	64	0.19376024939614417	0.21281366156977138	52	0.40081472080000186	100	256	0.11404568419533638	0.25046816479400746	0.8618913857677902	0.5346441947565543	0.6938202247191011	5.530430711610487	0.44291358245041046	0.25046816479400746	0.8618913857677902	0.5346441947565543	0.6938202247191011	5.530430711610487	0.44291358245041046		1071459071.0		0.25046816479400746	0.8618913857677902	0.5346441947565543	0.6938202247191011	5.530430711610487	0.44291358245041046	12		COMPLETE
13	0.9335205992509363	2020-05-18 20:42:23.258277	2020-05-18 20:48:22.612355	128	0.37597312158683177	0.38879331468055406	61	0.3208893078637652	14	128	0.08892142225304542	0.3342696629213483	0.9335205992509363	0.6652621722846442	0.8094569288389513	4.288857677902621	0.5339456923477375	0.3342696629213483	0.9335205992509363	0.6652621722846442	0.8094569288389513	4.288857677902621	0.5339456923477375		3915918231.0	350.0	0.3342696629213483	0.9335205992509363	0.6652621722846442	0.8094569288389513	4.288857677902621	0.5339456923477375	13		COMPLETE
14		2020-05-18 20:48:22.644190	2020-05-18 20:48:23.478488	256	0.39054935455544626	0.3435957090419295	39	0.3954207807621609	73	512														The current model can't be trained on this hardware with these parameters.									14	Setting status of trial#14 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
15	0.924625468164794	2020-05-18 20:48:23.491201	2020-05-18 20:52:03.167338	256	0.48638088962125675	0.2690832765909762	25	0.1796771061467673	4	256	0.0897174423590149	0.3445692883895131	0.924625468164794	0.6905430711610487	0.8136704119850188	4.342696629213483	0.5454520278278744	0.3445692883895131	0.924625468164794	0.6905430711610487	0.8136704119850188	4.342696629213483	0.5454520278278744		3505531227.0	450.0	0.3445692883895131	0.924625468164794	0.6905430711610487	0.8136704119850188	4.342696629213483	0.5454520278278744	15		COMPLETE
16	0.9115168539325843	2020-05-18 20:52:03.198764	2020-05-18 20:58:22.256748	64	0.36861201039186725	0.24987740953144838	16	0.39151871830068335	21	128	0.09473613825406921	0.34222846441947563	0.9115168539325843	0.6334269662921348	0.7649812734082397	4.584737827715355	0.5254268201866269	0.34222846441947563	0.9115168539325843	0.6334269662921348	0.7649812734082397	4.584737827715355	0.5254268201866269		3394985023.0	450.0	0.34222846441947563	0.9115168539325843	0.6334269662921348	0.7649812734082397	4.584737827715355	0.5254268201866269	16		COMPLETE
17	0.9124531835205992	2020-05-18 20:58:22.303441	2020-05-18 21:05:26.148227	128	0.12555244161927298	0.41203049483610477	22	0.3246204750011037	30	128	0.09523462548098538	0.33146067415730335	0.9124531835205992	0.6324906367041199	0.7631086142322098	4.595505617977528	0.518948245087508	0.33146067415730335	0.9124531835205992	0.6324906367041199	0.7631086142322098	4.595505617977528	0.518948245087508		1048340299.0	400.0	0.33146067415730335	0.9124531835205992	0.6324906367041199	0.7631086142322098	4.595505617977528	0.518948245087508	17		COMPLETE
18	0.9073033707865169	2020-05-18 21:05:26.175465	2020-05-18 21:10:17.181808	256	0.03258383420896288	0.41582263632922445	30	0.2366546078896843	7	512	0.09769906497940645	0.2897940074906367	0.9073033707865169	0.6203183520599251	0.7677902621722846	4.72565543071161	0.4948368160391935	0.2897940074906367	0.9073033707865169	0.6203183520599251	0.7677902621722846	4.72565543071161	0.4948368160391935		3295800430.0	500.0	0.2897940074906367	0.9073033707865169	0.6203183520599251	0.7677902621722846	4.72565543071161	0.4948368160391935	18		COMPLETE
19	0.898876404494382	2020-05-18 21:10:17.223347	2020-05-18 22:22:31.688647	256	0.44411095846572357	0.0511939233078228	29	0.3325250996927205	95	256	0.10921879675525349	0.27153558052434457	0.898876404494382	0.5749063670411985	0.7289325842696629	5.300093632958801	0.46732437142583827	0.27153558052434457	0.898876404494382	0.5749063670411985	0.7289325842696629	5.300093632958801	0.46732437142583827		1327012394.0	950.0	0.27153558052434457	0.898876404494382	0.5749063670411985	0.7289325842696629	5.300093632958801	0.46732437142583827	19		COMPLETE
20	0.9063670411985019	2020-05-18 22:22:31.711235	2020-05-18 22:46:08.836953	256	0.48875396102179686	0.31590762985190307	48	0.48884666056467396	22	512	0.09982167757970843	0.29634831460674155	0.9063670411985019	0.6095505617977528	0.75	4.810861423220974	0.49301428767202354	0.29634831460674155	0.9063670411985019	0.6095505617977528	0.75	4.810861423220974	0.49301428767202354		3495194802.0	750.0	0.29634831460674155	0.9063670411985019	0.6095505617977528	0.75	4.810861423220974	0.49301428767202354	20		COMPLETE
21	0.8974719101123596	2020-05-18 22:46:08.860180	2020-05-18 22:53:50.303937	64	0.26111496921102173	0.42361354762657066	54	0.3798862704819048	17	256	0.10390864347355364	0.32256554307116103	0.8974719101123596	0.62312734082397	0.74812734082397	5.014044943820225	0.5078776661821859	0.32256554307116103	0.8974719101123596	0.62312734082397	0.74812734082397	5.014044943820225	0.5078776661821859		4206462133.0	700.0	0.32256554307116103	0.8974719101123596	0.62312734082397	0.74812734082397	5.014044943820225	0.5078776661821859	21		COMPLETE
22	0.9063670411985019	2020-05-18 22:53:50.343060	2020-05-18 23:16:20.228671	64	0.014718583784843087	0.10583514544737305	60	0.22865506667740754	66	256	0.09764445905245785	0.31320224719101125	0.9063670411985019	0.6226591760299626	0.7645131086142322	4.72378277153558	0.5073194173387185	0.31320224719101125	0.9063670411985019	0.6226591760299626	0.7645131086142322	4.72378277153558	0.5073194173387185		3450460727.0	800.0	0.31320224719101125	0.9063670411985019	0.6226591760299626	0.7645131086142322	4.72378277153558	0.5073194173387185	22		COMPLETE
23		2020-05-18 23:16:20.255861	2020-05-18 23:16:21.171925	256	0.03654344510053953	0.043726297321109275	42	0.13863350379936262	73	512														The current model can't be trained on this hardware with these parameters.									23	Setting status of trial#23 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
24	0.8717228464419475	2020-05-18 23:16:21.185159	2020-05-18 23:42:07.072768	64	0.17402695716740846	0.3492438792293655	53	0.4586748445549972	62	256	0.11270531071594145	0.2743445692883895	0.8717228464419475	0.5519662921348315	0.6905430711610487	5.464419475655431	0.45834088392655614	0.2743445692883895	0.8717228464419475	0.5519662921348315	0.6905430711610487	5.464419475655431	0.45834088392655614		284496320.0		0.2743445692883895	0.8717228464419475	0.5519662921348315	0.6905430711610487	5.464419475655431	0.45834088392655614	24		COMPLETE
25	0.8951310861423221	2020-05-18 23:42:07.096561	2020-05-19 00:51:02.601578	256	0.2992599823296568	0.39675269950104136	58	0.1380671864632666	81	128	0.11003945566267333	0.2649812734082397	0.8951310861423221	0.5931647940074907	0.7308052434456929	5.323970037453184	0.468387042765573	0.2649812734082397	0.8951310861423221	0.5931647940074907	0.7308052434456929	5.323970037453184	0.468387042765573		1116593782.0	600.0	0.2649812734082397	0.8951310861423221	0.5931647940074907	0.7308052434456929	5.323970037453184	0.468387042765573	25		COMPLETE
26	0.9349250936329588	2020-05-19 00:51:02.624874	2020-05-19 01:18:28.314149	64	0.42599942242989447	0.15065837078271987	62	0.08199119244287134	60	256	0.08522173931581502	0.3548689138576779	0.9349250936329588	0.6802434456928839	0.8122659176029963	4.118913857677903	0.5482696468553072	0.3548689138576779	0.9349250936329588	0.6802434456928839	0.8122659176029963	4.118913857677903	0.5482696468553072		4201572107.0		0.3548689138576779	0.9349250936329588	0.6802434456928839	0.8122659176029963	4.118913857677903	0.5482696468553072	26		COMPLETE
