number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.000398371104815864	2020-01-09 22:47:54.772078	2020-01-09 23:15:26.016115	50.0	71.0	0.04720252043241607	0.022904657662865403	1200.0	0.9991172923747406	8.852691218130312e-05	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20255.437145892352	0.00035434853954406333	8.852691218130312e-05	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20255.437013101982	0.00035434854295376	8.852691218130312e-05	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20255.43727868272	0.0003543485361354602	0	0.0006196883852691218	0.00047214353163361664
1	TrialState.COMPLETE	0.0002655807365439094	2020-01-09 23:15:26.017083	2020-01-09 23:46:04.312665	150.0	41.0	0.0029401895508226047	0.017419805091492182	1500.0	1.0062759450597227	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20400.49070467422	0.00031850712931539015	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20400.490660410764	0.00031850712936448163	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20400.49074893768	0.00031850712926630035	1	0.0003541076487252125	0.0002950897072710104
2	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 23:46:04.313490	2020-01-10 00:23:47.924625	250.0	51.0	0.0022108513563797345	0.08943181715098693	500.0	1.0016751350679047	4.426345609065156e-05	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20307.17417669972	0.0003276153276588512	4.426345609065156e-05	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20307.173999645893	0.00032761532815661935	4.426345609065156e-05	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20307.17435375354	0.00032761532716111944	2	0.00017705382436260624	0.00017705382436260624
3	TrialState.COMPLETE	0.0003098441926345609	2020-01-10 00:23:47.925408	2020-01-10 01:18:25.614752	350.0	91.0	0.009383577477673143	0.01651616556931121	1700.0	0.9906188737641061	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20083.313230347027	0.0003892167230492956	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20083.313119688384	0.0003892167238491566	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20083.313341005665	0.0003892167222495324	3	0.0002655807365439094	0.0002950897072710104
4	TrialState.COMPLETE	0.0001327903682719547	2020-01-10 01:18:25.615621	2020-01-10 01:43:48.997985	50.0	91.0	0.005243086320199558	0.01980767222472498	1300.0	1.0016185323837683	0.0	0.0001327903682719547	0.0	0.0	20306.19803470255	0.00024129725556592196	0.0	0.0001327903682719547	0.0	0.0	20306.197813385268	0.00024129728655772546	0.0	0.0001327903682719547	0.0	0.0	20306.19825601983	0.00024129722460987686	4	0.0002655807365439094	0.00017705382436260624
5	TrialState.COMPLETE	0.0002655807365439094	2020-01-10 01:43:48.998814	2020-01-10 02:25:27.155353	250.0	81.0	0.04893300216580932	0.01827841401936569	1500.0	0.9965316878704641	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20203.00555506374	0.0003305972036168892	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20203.005400141643	0.00033059720561279157	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20203.005709985835	0.00033059720162135895	5	0.0003541076487252125	0.0002950897072710104
6	TrialState.COMPLETE	0.0003541076487252125	2020-01-10 02:25:27.156366	2020-01-10 02:59:38.608470	250.0	21.0	0.09674659475740896	0.020863520242235745	1300.0	1.0018759222874813	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20311.476916607648	0.0002774716666125806	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20311.476761685553	0.0002774716672084859	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20311.477071529745	0.0002774716660167243	6	0.0003541076487252125	0.0003541076487252125
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-10 02:59:38.609263	2020-01-10 03:38:31.413243	250.0	61.0	0.0014170238302814771	0.020466133207637877	1100.0	1.0051531535842102	4.426345609065156e-05	0.00017705382436260624	0.0001327903682719547	0.0001327903682719547	20377.75263367564	0.00031666833072485563	4.426345609065156e-05	0.00017705382436260624	0.0001327903682719547	0.0001327903682719547	20377.75247875354	0.0003166683309770649	4.426345609065156e-05	0.00017705382436260624	0.0001327903682719547	0.0001327903682719547	20377.752788597732	0.0003166683304726573	7	0.0003541076487252125	0.00023607176581680832
8	TrialState.COMPLETE	0.00017705382436260624	2020-01-10 03:38:31.414263	2020-01-10 04:30:49.793073	350.0	81.0	0.0025245043761719438	0.034164749796638444	500.0	1.000313053774493	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20279.648747344192	0.00025186560057325675	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20279.648592422098	0.00025186560133912264	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20279.64890226629	0.0002518655998074672	8	0.00017705382436260624	0.00017705382436260624
