number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.21956928838951312	2020-04-07 18:56:39.246343	2020-04-07 18:59:04.974880	6.638687397515823	0.08640722166792744	128	128	0.24704671226107916	0.6814574457091115	0.025749063670411985	0.21956928838951312	0.07397003745318352	0.12359550561797752	32.5184925093633	0.0963491956022561	0.025749063670411985	0.21956928838951312	0.07397003745318352	0.12359550561797752	32.51825842696629	0.09634959370157074	4181656837		0.025749063670411985	0.21956928838951312	0.07397003745318352	0.12359550561797752	32.5187265917603	0.09634881342691405	0	COMPLETE
1	0.13249063670411984	2020-04-07 18:59:05.003880	2020-04-07 18:59:37.495847	6.501284228032481	0.09687879818939844	256	512	0.004761259745097078	0.923775142998773	0.008426966292134831	0.13249063670411984	0.03604868913857678	0.06601123595505617	44.50702247191011	0.059095009729753484	0.008426966292134831	0.13249063670411984	0.03604868913857678	0.06601123595505617	44.50702247191011	0.059095009729753484	4131210647	350.0	0.008426966292134831	0.13249063670411984	0.03604868913857678	0.06601123595505617	44.50702247191011	0.059095009729753484	1	COMPLETE
2	0.11844569288389513	2020-04-07 18:59:37.521392	2020-04-07 19:00:01.458346	3.4478160700696376	0.029236065022229703	128	512	0.05837952962436684	0.9745217643500296	0.011704119850187267	0.11844569288389513	0.033707865168539325	0.060861423220973786	46.90121722846442	0.05771303008351154	0.011704119850187267	0.11844569288389513	0.033707865168539325	0.060861423220973786	46.90121722846442	0.05771303008351154	3840761735	300.0	0.011704119850187267	0.11844569288389513	0.033707865168539325	0.060861423220973786	46.90121722846442	0.05771303008351154	2	COMPLETE
3	0.10346441947565543	2020-04-07 19:00:01.498606	2020-04-07 19:00:13.816693	9.189921760561358	0.021101344407715904	256	256	0.8194573527842536	1.0098975688028968	0.011235955056179775	0.10346441947565543	0.0299625468164794	0.054307116104868915	48.730805243445694	0.054316684227401185	0.011235955056179775	0.10346441947565543	0.0299625468164794	0.054307116104868915	48.730805243445694	0.054316684227401185	2737945856	150.0	0.011235955056179775	0.10346441947565543	0.0299625468164794	0.054307116104868915	48.730805243445694	0.054316684227401185	3	COMPLETE
4	0.11376404494382023	2020-04-07 19:00:13.855461	2020-04-07 19:00:28.972783	1.8819223932063514	0.032202914158302114	64	512	0.007342748812191454	0.9566491727119012	0.012172284644194757	0.11376404494382023	0.03838951310861423	0.0599250936329588	45.98876404494382	0.05900917091889798	0.012172284644194757	0.11376404494382023	0.03838951310861423	0.0599250936329588	45.98876404494382	0.05900917091889798	3488940969	200.0	0.012172284644194757	0.11376404494382023	0.03838951310861423	0.0599250936329588	45.98876404494382	0.05900917091889798	4	COMPLETE
5	0.10767790262172285	2020-04-07 19:00:29.000050	2020-04-07 19:00:43.261653	8.22729411804973	0.017804147251825206	64	512	0.32556386417546	0.9861066185743705	0.01451310861423221	0.10767790262172285	0.04307116104868914	0.0599250936329588	47.4499063670412	0.060068625375158405	0.01451310861423221	0.10767790262172285	0.04307116104868914	0.0599250936329588	47.4499063670412	0.060068625375158405	2489391277	200.0	0.01451310861423221	0.10767790262172285	0.04307116104868914	0.0599250936329588	47.4499063670412	0.060068625375158405	5	COMPLETE
6	0.2612359550561798	2020-04-07 19:00:43.284023	2020-04-07 19:03:11.567939	7.30174735118078	0.09785194704024075	128	128	0.001638410531590959	0.6353356873874696	0.031835205992509365	0.2612359550561798	0.0945692883895131	0.14372659176029962	30.31132958801498	0.11092882528037246	0.031835205992509365	0.2612359550561798	0.0945692883895131	0.14372659176029962	30.31132958801498	0.11092882528037246	666157892		0.031835205992509365	0.2612359550561798	0.0945692883895131	0.14372659176029962	30.31132958801498	0.11092882528037246	6	COMPLETE
7	0.25936329588014984	2020-04-07 19:03:11.595842	2020-04-07 19:05:40.987695	7.308614683847428	0.07238225819291973	128	128	0.009848698070232295	0.6332495024066753	0.03932584269662921	0.25936329588014984	0.09269662921348315	0.14747191011235955	30.215355805243444	0.11411610690426675	0.03932584269662921	0.25936329588014984	0.09269662921348315	0.14747191011235955	30.214887640449437	0.11411650967603956	1975922428		0.03932584269662921	0.25936329588014984	0.09269662921348315	0.14747191011235955	30.21582397003745	0.11411571657595355	7	COMPLETE
8	0.2200374531835206	2020-04-07 19:05:41.011894	2020-04-07 19:07:26.694331	9.260184865603591	0.03701042776326455	64	256	0.003921755687084242	0.6791919424976414	0.025280898876404494	0.2200374531835206	0.07303370786516854	0.12125468164794008	32.40496254681648	0.0965244787464257	0.025280898876404494	0.2200374531835206	0.07303370786516854	0.12125468164794008	32.40496254681648	0.0965244787464257	4138583281		0.025280898876404494	0.2200374531835206	0.07303370786516854	0.12125468164794008	32.40496254681648	0.0965244787464257	8	COMPLETE
9	0.2350187265917603	2020-04-07 19:07:26.717081	2020-04-07 19:09:12.511636	1.1826226005605882	0.06888113039034337	128	256	0.008943734073013871	0.6512359987433358	0.02949438202247191	0.2350187265917603	0.07771535580524344	0.1198501872659176	31.080524344569287	0.10214087588344996	0.02949438202247191	0.2350187265917603	0.07771535580524344	0.1198501872659176	31.08005617977528	0.10214459189221047	1883833710		0.02949438202247191	0.2350187265917603	0.07771535580524344	0.1198501872659176	31.080992509363295	0.10213755148295191	9	COMPLETE
