number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.15730337078651685	2020-05-25 00:02:42.926173	2020-05-25 01:30:08.849236	256	0.4172275742946835	400	33	512	0.8372053875804143	0.014044943820224719	0.15730337078651685	0.042134831460674156	0.07162921348314606	40.24859550561798	0.06844883501623765	0.014044943820224719	0.15730337078651685	0.042134831460674156	0.07162921348314606	40.24859550561798	0.06844883501623765	2671769397	750.0	0.014044943820224719	0.15730337078651685	0.042134831460674156	0.07162921348314606	40.24859550561798	0.06844883501623765	0	COMPLETE
1	0.11891385767790262	2020-05-25 01:30:08.864858	2020-05-25 01:32:09.417435	64	0.4763720606655115	150	12	512	0.9145127602762191	0.00749063670411985	0.11891385767790262	0.032303370786516857	0.0552434456928839	43.999063670411985	0.05621368990539989	0.00749063670411985	0.11891385767790262	0.032303370786516857	0.0552434456928839	43.999063670411985	0.05621368990539989	2355709008	300.0	0.00749063670411985	0.11891385767790262	0.032303370786516857	0.0552434456928839	43.999063670411985	0.05621368990539989	1	COMPLETE
2	0.12780898876404495	2020-05-25 01:32:09.429363	2020-05-25 02:12:01.905003	256	0.28798283509777545	350	63	512	0.9028469234633465	0.011235955056179775	0.12780898876404495	0.039794007490636704	0.06788389513108614	43.4873595505618	0.06139789778374755	0.011235955056179775	0.12780898876404495	0.039794007490636704	0.06788389513108614	43.4873595505618	0.06139789778374755	943438456	250.0	0.011235955056179775	0.12780898876404495	0.039794007490636704	0.06788389513108614	43.4873595505618	0.06139789778374755	2	COMPLETE
3	0.149812734082397	2020-05-25 02:12:01.917749	2020-05-25 02:17:00.295207	128	0.43887279507447485	150	11	256	0.8286831449945754	0.0149812734082397	0.149812734082397	0.04728464419475655	0.07865168539325842	39.84784644194757	0.07047167416297596	0.0149812734082397	0.149812734082397	0.04728464419475655	0.07865168539325842	39.84784644194757	0.07047167416297596	315686000	400.0	0.0149812734082397	0.149812734082397	0.04728464419475655	0.07865168539325842	39.84784644194757	0.07047167416297596	3	COMPLETE
4	0.8558052434456929	2020-05-25 02:17:00.308319	2020-05-25 02:25:59.542818	128	0.2559411669120828	450	2	256	0.12494783590317526	0.2209737827715356	0.8558052434456929	0.5065543071161048	0.6619850187265918	6.023408239700374	0.41373157379491843	0.2209737827715356	0.8558052434456929	0.5065543071161048	0.6619850187265918	6.023408239700374	0.41373157379491843	4065531812	900.0	0.2209737827715356	0.8558052434456929	0.5065543071161048	0.6619850187265918	6.023408239700374	0.41373157379491843	4	COMPLETE
5	0.11376404494382023	2020-05-25 02:25:59.561016	2020-05-25 02:30:44.587333	64	0.44637592928794145	400	30	256	0.9461451028499837	0.010767790262172285	0.11376404494382023	0.03089887640449438	0.056179775280898875	45.646067415730336	0.05683221836563152	0.010767790262172285	0.11376404494382023	0.03089887640449438	0.056179775280898875	45.646067415730336	0.05683221836563152	1448482916	200.0	0.010767790262172285	0.11376404494382023	0.03089887640449438	0.056179775280898875	45.646067415730336	0.05683221836563152	5	COMPLETE
6	0.13904494382022473	2020-05-25 02:30:44.600220	2020-05-25 03:22:13.792450	256	0.4740311633154406	350	72	256	0.8641254506876155	0.013576779026217229	0.13904494382022473	0.04400749063670412	0.07069288389513109	41.56367041198502	0.06679611464811328	0.013576779026217229	0.13904494382022473	0.04400749063670412	0.07069288389513109	41.56367041198502	0.06679611464811328	1696476981	250.0	0.013576779026217229	0.13904494382022473	0.04400749063670412	0.07069288389513109	41.56367041198502	0.06679611464811328	6	COMPLETE
7	0.11423220973782772	2020-05-25 03:22:13.804583	2020-05-25 03:32:25.255709	64	0.4286519192139475	350	60	256	0.9504145480106386	0.01638576779026217	0.11423220973782772	0.03932584269662921	0.06320224719101124	45.87851123595506	0.062249313716156704	0.01638576779026217	0.11423220973782772	0.03932584269662921	0.06320224719101124	45.87827715355805	0.06224951327489242	2007414833	250.0	0.01638576779026217	0.11423220973782772	0.03932584269662921	0.06320224719101124	45.87874531835206	0.06224911985909914	7	COMPLETE
8	0.125	2020-05-25 03:32:25.267760	2020-05-25 03:43:06.632540	128	0.45086839961984126	150	49	512	0.9376855201579715	0.011235955056179775	0.125	0.03745318352059925	0.06320224719101124	45.1816479400749	0.05934559263550692	0.011235955056179775	0.125	0.03745318352059925	0.06320224719101124	45.1816479400749	0.05934559263550692	727077221	350.0	0.011235955056179775	0.125	0.03745318352059925	0.06320224719101124	45.1816479400749	0.05934559263550692	8	COMPLETE
9	0.11470037453183521	2020-05-25 03:43:06.644766	2020-05-25 04:07:46.042936	64	0.4584522267936776	300	92	128	0.9476380805425653	0.011235955056179775	0.11470037453183521	0.03651685393258427	0.06367041198501873	45.65308988764045	0.05851985052178497	0.011235955056179775	0.11470037453183521	0.03651685393258427	0.06367041198501873	45.65308988764045	0.05851985052178497	1354566014	400.0	0.011235955056179775	0.11470037453183521	0.03651685393258427	0.06367041198501873	45.65308988764045	0.05851985052178497	9	COMPLETE
